Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
030803.423       61584       95001  0.253E+00  0.545E+00
031803.329      105786      191583  0.185E+00  0.463E+00
032803.355      145666      288019  0.149E+00  0.399E+00
033803.382      184327      384475  0.124E+00  0.345E+00
034803.358      220965      481026  0.105E+00  0.301E+00
035803.401      256297      577559  0.893E-01  0.263E+00
040803.324      290062      674087  0.765E-01  0.231E+00
041803.304      321857      770811  0.663E-01  0.204E+00
042803.350      352637      867551  0.579E-01  0.181E+00
043803.402      382022      964364  0.512E-01  0.161E+00
044803.323      410121     1061144  0.455E-01  0.144E+00
045803.286      436978     1158067  0.410E-01  0.129E+00
050803.318      462750     1255196  0.372E-01  0.116E+00
051803.290      487701     1352259  0.341E-01  0.104E+00
052803.290      511578     1449327  0.314E-01  0.944E-01
053803.286      534496     1546544  0.290E-01  0.857E-01
054803.306      556787     1643820  0.268E-01  0.779E-01
055803.299      577398     1741068  0.249E-01  0.715E-01
060803.302      597501     1838188  0.234E-01  0.657E-01
061803.302      616595     1935534  0.220E-01  0.607E-01
062803.309      634988     2032884  0.207E-01  0.562E-01
063803.304      653168     2130045  0.196E-01  0.522E-01
064803.323      670494     2227391  0.186E-01  0.487E-01
065803.316      687464     2324687  0.178E-01  0.455E-01
070803.328      704216     2422187  0.169E-01  0.425E-01
071803.401      720532     2519538  0.162E-01  0.399E-01
072803.365      736527     2616931  0.154E-01  0.376E-01
073803.375      752027     2714388  0.148E-01  0.355E-01
074803.333      767286     2811857  0.142E-01  0.335E-01
075803.344      782136     2909357  0.136E-01  0.318E-01
080803.321      796887     3007035  0.131E-01  0.301E-01
081803.314      811393     3104550  0.126E-01  0.286E-01
082803.529      825460     3202275  0.122E-01  0.272E-01
083803.295      839557     3299935  0.117E-01  0.259E-01
084803.338      853355     3397720  0.113E-01  0.247E-01
085803.340      866831     3495433  0.110E-01  0.236E-01
090803.298      880171     3593088  0.106E-01  0.225E-01
091803.369      893395     3690718  0.102E-01  0.215E-01
092803.293      906485     3788404  0.990E-02  0.206E-01
093803.348      919543     3886249  0.959E-02  0.198E-01
094803.350      932372     3984001  0.933E-02  0.189E-01
095803.322      945100     4081850  0.907E-02  0.181E-01
100803.359      957711     4179649  0.883E-02  0.174E-01
101803.384      970218     4277310  0.857E-02  0.167E-01
102803.368      982613     4375151  0.835E-02  0.161E-01
103803.333      994942     4472981  0.815E-02  0.155E-01
104803.345     1007047     4570994  0.794E-02  0.149E-01
105803.379     1018993     4668873  0.777E-02  0.144E-01
110803.376     1030951     4766652  0.759E-02  0.139E-01
111803.437     1043224     4864586  0.750E-02  0.134E-01
112803.360     1055075     4962543  0.733E-02  0.129E-01
113803.345     1066847     5060625  0.718E-02  0.125E-01
114803.379     1078484     5158587  0.704E-02  0.121E-01
115803.334     1090198     5256493  0.691E-02  0.117E-01
120803.362     1101727     5354444  0.677E-02  0.113E-01
121803.363     1113189     5452609  0.663E-02  0.109E-01
122803.327     1124513     5550868  0.650E-02  0.106E-01
123803.397     1135762     5649085  0.639E-02  0.103E-01
124803.358     1147053     5747163  0.629E-02  0.999E-02
125813.492     1158315     5845319  0.618E-02  0.970E-02
130803.334     1169399     5941825  0.608E-02  0.943E-02
131803.405     1180443     6039915  0.601E-02  0.917E-02
132803.506     1191639     6137890  0.591E-02  0.891E-02
133803.366     1202728     6235832  0.582E-02  0.867E-02
134803.385     1213865     6333944  0.572E-02  0.844E-02
135803.375     1224960     6432105  0.563E-02  0.823E-02
140803.402     1236020     6530294  0.560E-02  0.801E-02
141803.476     1246955     6628554  0.552E-02  0.781E-02
142803.397     1257810     6726143  0.546E-02  0.762E-02
143803.509     1268657     6824173  0.539E-02  0.744E-02
144803.366     1279643     6922207  0.533E-02  0.726E-02
145803.380     1290512     7020559  0.527E-02  0.710E-02
150803.385     1301240     7119001  0.521E-02  0.694E-02
151803.350     1312062     7217404  0.514E-02  0.679E-02
152803.489     1322903     7315850  0.510E-02  0.665E-02
153803.408     1333564     7414106  0.503E-02  0.651E-02
154803.418     1344332     7512461  0.498E-02  0.638E-02
155803.401     1354991     7610925  0.492E-02  0.625E-02
160803.463     1365602     7709312  0.487E-02  0.613E-02
161803.442     1376260     7807791  0.481E-02  0.601E-02
162815.009     1386777     7906348  0.478E-02  0.590E-02
163803.722     1397168     8002943  0.471E-02  0.581E-02
164803.332     1407732     8101348  0.468E-02  0.570E-02
165803.387     1418334     8199865  0.468E-02  0.560E-02
170803.597     1428957     8298341  0.464E-02  0.550E-02
171803.358     1439542     8396625  0.459E-02  0.541E-02
172803.445     1449981     8495174  0.455E-02  0.532E-02
173803.297     1460518     8593789  0.449E-02  0.523E-02
174803.335     1471028     8692342  0.445E-02  0.515E-02
175803.297     1481694     8790908  0.443E-02  0.507E-02
180803.311     1492349     8889550  0.440E-02  0.499E-02
181803.290     1502843     8988084  0.435E-02  0.491E-02
182803.297     1513273     9086672  0.431E-02  0.484E-02
183803.299     1523654     9185258  0.427E-02  0.478E-02
184803.331     1533990     9281853  0.425E-02  0.472E-02
185803.315     1544556     9380413  0.422E-02  0.465E-02
190803.326     1554992     9478979  0.419E-02  0.459E-02
191803.360     1565355     9577655  0.417E-02  0.453E-02
192803.356     1575822     9676249  0.416E-02  0.447E-02
193803.349     1586214     9774900  0.412E-02  0.442E-02
194803.332     1596663     9873604  0.410E-02  0.436E-02
195803.349     1607127     9972436  0.405E-02  0.431E-02
200803.331     1617402    10071141  0.404E-02  0.425E-02
201803.344     1627790    10169889  0.402E-02  0.420E-02
202803.356     1638156    10268666  0.400E-02  0.416E-02
203803.322     1648572    10367403  0.398E-02  0.411E-02
204803.332     1659037    10466136  0.396E-02  0.406E-02
205803.327     1669313    10564883  0.397E-02  0.401E-02
210803.330     1679685    10663577  0.394E-02  0.397E-02
211803.328     1690093    10762309  0.391E-02  0.393E-02
212803.357     1700423    10860818  0.388E-02  0.389E-02
213803.344     1710652    10959426  0.386E-02  0.386E-02
214803.340     1720950    11058114  0.384E-02  0.382E-02
215803.338     1731321    11156737  0.383E-02  0.378E-02
220803.534     1741609    11255436  0.381E-02  0.375E-02
221803.330     1751711    11354059  0.378E-02  0.371E-02
222803.338     1761944    11452626  0.375E-02  0.368E-02
223803.410     1772296    11551096  0.373E-02  0.365E-02
224803.492     1782429    11649629  0.371E-02  0.361E-02
225803.489     1792811    11748172  0.388E-02  0.348E-02
