 Q (1/Ang),U-U  ,U-Cl ,Cl-Cl
   0.60000 ,    -0.322971875868575E+01 ,     0.325812995852170E+00 ,    -0.116740795415825E+01 , 
   0.62000 ,    -0.329514701219475E+01 ,     0.180866879954765E+00 ,    -0.124410213204295E+01 , 
   0.64000 ,    -0.336325288656789E+01 ,     0.136758388030581E-01 ,    -0.131681905199402E+01 , 
   0.66000 ,    -0.342326222226690E+01 ,    -0.817464648251890E-01 ,    -0.135117207434502E+01 , 
   0.68000 ,    -0.351152728374306E+01 ,    -0.621938144270813E-01 ,    -0.133531082699268E+01 , 
   0.70000 ,    -0.365481793598206E+01 ,     0.427750385005990E-01 ,    -0.128405661350838E+01 , 
   0.72000 ,    -0.381545761843819E+01 ,     0.156700893693013E+00 ,    -0.122790970626805E+01 , 
   0.74000 ,    -0.389160770561791E+01 ,     0.209208353659434E+00 ,    -0.119437387358678E+01 , 
   0.76000 ,    -0.378257948707886E+01 ,     0.179279357245137E+00 ,    -0.119299999488971E+01 , 
   0.78000 ,    -0.347381121343741E+01 ,     0.101735287325885E+00 ,    -0.121249987438147E+01 , 
   0.80000 ,    -0.307294431582236E+01 ,     0.368173707588665E-01 ,    -0.123048514452917E+01 , 
   0.82000 ,    -0.275835578393907E+01 ,     0.272175761082078E-01 ,    -0.122882630100249E+01 , 
   0.84000 ,    -0.266545923932240E+01 ,     0.725131510813741E-01 ,    -0.120482361231591E+01 , 
   0.86000 ,    -0.278739248875090E+01 ,     0.135738717115160E+00 ,    -0.117169069272863E+01 , 
   0.88000 ,    -0.296512977839564E+01 ,     0.173348060012334E+00 ,    -0.114885461743179E+01 , 
   0.90000 ,    -0.298443963400021E+01 ,     0.165105851139824E+00 ,    -0.114879297186060E+01 , 
   0.92000 ,    -0.272166876150576E+01 ,     0.123687311805449E+00 ,    -0.116885232320344E+01 , 
   0.94000 ,    -0.224058974022586E+01 ,     0.805827599699621E-01 ,    -0.119296759791757E+01 , 
   0.96000 ,    -0.176913593564239E+01 ,     0.618310717777305E-01 ,    -0.120187587867993E+01 , 
   0.98000 ,    -0.156260682312642E+01 ,     0.721095342718190E-01 ,    -0.118526770778334E+01 , 
   1.00000 ,    -0.173715224095959E+01 ,     0.967178019423616E-01 ,    -0.114837746663196E+01 , 
   1.02000 ,    -0.218109592846211E+01 ,     0.116380331975057E+00 ,    -0.110912658332718E+01 , 
   1.04000 ,    -0.260449768323656E+01 ,     0.121129098133178E+00 ,    -0.108771529993818E+01 , 
   1.06000 ,    -0.269971050777323E+01 ,     0.112639593741233E+00 ,    -0.109497025854271E+01 , 
   1.08000 ,    -0.231527264011704E+01 ,     0.954931884381073E-01 ,    -0.112625583834579E+01 , 
   1.10000 ,    -0.153816847682252E+01 ,     0.672895581697359E-01 ,    -0.116424704918541E+01 , 
   1.12000 ,    -0.638819597489278E+00 ,     0.178030019135333E-01 ,    -0.118860604409425E+01 , 
   1.14000 ,     0.810580983883001E-01 ,    -0.611806589649062E-01 ,    -0.118677132813256E+01 , 
   1.16000 ,     0.441321718350108E+00 ,    -0.163600911887157E+00 ,    -0.115981275155909E+01 , 
   1.18000 ,     0.448118660549002E+00 ,    -0.265616242776680E+00 ,    -0.112054675613272E+01 , 
   1.20000 ,     0.244160089412267E+00 ,    -0.335602279110441E+00 ,    -0.108570195797187E+01 , 
   1.22000 ,    -0.789364602938212E-02 ,    -0.351852090104495E+00 ,    -0.106706897867249E+01 , 
