Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
041001.347       60376       93341  0.257E+00  0.548E+00
042001.277      104130      188305  0.186E+00  0.467E+00
043001.263      144636      283474  0.149E+00  0.400E+00
044001.367      182193      378711  0.125E+00  0.347E+00
045001.329      218032      473914  0.106E+00  0.304E+00
050001.263      251823      567074  0.903E-01  0.267E+00
051001.258      284805      661608  0.777E-01  0.236E+00
052001.261      316461      757015  0.674E-01  0.209E+00
053001.247      347022      852338  0.589E-01  0.186E+00
054001.258      376318      947785  0.520E-01  0.165E+00
055001.261      404032     1043305  0.463E-01  0.148E+00
060001.256      430576     1138954  0.417E-01  0.133E+00
061012.019      456215     1234608  0.378E-01  0.120E+00
062001.262      480332     1328508  0.347E-01  0.108E+00
063001.320      504352     1424253  0.320E-01  0.974E-01
064001.266      527173     1519961  0.296E-01  0.884E-01
065001.314      549276     1615806  0.274E-01  0.806E-01
070001.324      569931     1711627  0.254E-01  0.739E-01
071001.316      589837     1807534  0.237E-01  0.681E-01
072001.423      609165     1903409  0.223E-01  0.628E-01
073001.319      627498     1999244  0.211E-01  0.581E-01
074001.325      645697     2095097  0.199E-01  0.540E-01
075001.285      663437     2191123  0.188E-01  0.502E-01
080001.322      680327     2287104  0.178E-01  0.469E-01
081001.303      696638     2383140  0.171E-01  0.439E-01
082001.304      712481     2479228  0.164E-01  0.413E-01
083001.297      728332     2575371  0.157E-01  0.388E-01
084001.325      743813     2671427  0.151E-01  0.366E-01
085001.320      759047     2767485  0.145E-01  0.345E-01
090001.272      773661     2863675  0.140E-01  0.327E-01
091001.291      788285     2959811  0.134E-01  0.310E-01
092001.363      802605     3055946  0.129E-01  0.294E-01
093001.255      816844     3152180  0.125E-01  0.280E-01
094001.333      830923     3248341  0.120E-01  0.266E-01
095001.381      844743     3344494  0.115E-01  0.254E-01
100001.315      858419     3440749  0.112E-01  0.242E-01
101009.927      871850     3537040  0.108E-01  0.230E-01
102001.397      884827     3631887  0.104E-01  0.220E-01
103001.727      897828     3728079  0.101E-01  0.211E-01
104001.418      910956     3824282  0.980E-02  0.201E-01
105001.306      923775     3920661  0.952E-02  0.193E-01
110001.359      936377     4017014  0.926E-02  0.185E-01
111001.352      948960     4113429  0.899E-02  0.177E-01
112001.338      961363     4209863  0.877E-02  0.170E-01
113001.365      973886     4306289  0.851E-02  0.164E-01
114001.730      985983     4402747  0.829E-02  0.157E-01
115001.463      998196     4499186  0.809E-02  0.151E-01
120001.323     1010184     4595707  0.794E-02  0.146E-01
121001.423     1022151     4692255  0.777E-02  0.140E-01
122001.312     1034037     4788768  0.762E-02  0.135E-01
123001.318     1045730     4885368  0.749E-02  0.130E-01
124001.321     1057485     4982132  0.733E-02  0.125E-01
125001.387     1069159     5079015  0.718E-02  0.121E-01
130001.294     1080587     5175725  0.705E-02  0.117E-01
131002.542     1092151     5272560  0.691E-02  0.113E-01
132001.364     1103475     5368997  0.679E-02  0.110E-01
133001.296     1114734     5465775  0.665E-02  0.106E-01
134001.301     1125993     5562429  0.653E-02  0.103E-01
135001.306     1137254     5659371  0.644E-02  0.994E-02
140001.358     1148521     5756355  0.633E-02  0.964E-02
141001.360     1159661     5853220  0.620E-02  0.937E-02
142001.326     1170763     5950153  0.612E-02  0.909E-02
143001.346     1181746     6046935  0.603E-02  0.883E-02
144001.332     1192714     6143854  0.594E-02  0.858E-02
145001.333     1203755     6240921  0.586E-02  0.835E-02
150001.423     1214762     6337987  0.577E-02  0.813E-02
151001.296     1225519     6434557  0.572E-02  0.791E-02
152001.373     1236345     6531616  0.567E-02  0.771E-02
153001.327     1247153     6628671  0.558E-02  0.751E-02
154001.312     1257826     6725755  0.550E-02  0.734E-02
155001.395     1268538     6822859  0.545E-02  0.716E-02
160001.319     1279249     6919869  0.542E-02  0.698E-02
161001.307     1289903     7016748  0.532E-02  0.682E-02
162001.314     1300544     7113845  0.526E-02  0.667E-02
163001.305     1311142     7210948  0.519E-02  0.654E-02
164001.370     1321663     7308086  0.515E-02  0.640E-02
165001.320     1332251     7405164  0.510E-02  0.627E-02
170001.299     1342790     7502287  0.505E-02  0.614E-02
171001.311     1353298     7599422  0.501E-02  0.602E-02
172001.332     1363898     7696583  0.497E-02  0.590E-02
173001.319     1374081     7793838  0.491E-02  0.579E-02
174001.251     1384548     7891068  0.485E-02  0.568E-02
175001.280     1394990     7988436  0.478E-02  0.558E-02
