 Q (1/Ang),Yb-Yb,Yb-Ti,Yb-O ,Ti-Ti,Ti-O ,O-O  
  11.66000 ,     0.412247397747197E+00 ,    -0.250359771369247E+01 ,    -0.957179999212940E+00 ,     0.636747684052787E+00 ,     0.119881948622724E+01 ,     0.986105544836210E+00 , 
  11.67000 ,     0.445204201235943E+00 ,    -0.248125728047804E+01 ,    -0.880705035142679E+00 ,     0.683715908034483E+00 ,     0.114896040354383E+01 ,     0.998721200325727E+00 , 
  11.68000 ,     0.207978425806542E+00 ,    -0.209818466733392E+01 ,    -0.810939478473052E+00 ,     0.385278412439704E+00 ,     0.101517374043694E+01 ,     0.915567894756269E+00 , 
  11.69000 ,    -0.224958316026633E+00 ,    -0.142248961907001E+01 ,    -0.767308456529997E+00 ,    -0.165957483887313E+00 ,     0.803632418421976E+00 ,     0.755760889451045E+00 , 
  11.70000 ,    -0.733731692510063E+00 ,    -0.579407936318698E+00 ,    -0.757014244524330E+00 ,    -0.818735352850888E+00 ,     0.527054218013537E+00 ,     0.549194439077692E+00 , 
  11.71000 ,    -0.118133531129385E+01 ,     0.276121365805767E+00 ,    -0.774818638665245E+00 ,    -0.139852214081221E+01 ,     0.205320892240021E+00 ,     0.329643290891285E+00 , 
  11.72000 ,    -0.144583145565564E+01 ,     0.992127918996281E+00 ,    -0.805580507836284E+00 ,    -0.174835470773912E+01 ,    -0.135160638987095E+00 ,     0.127715879056424E+00 , 
  11.73000 ,    -0.144920723986775E+01 ,     0.145038558751664E+01 ,    -0.828808109594611E+00 ,    -0.176595180547117E+01 ,    -0.463621594183661E+00 ,    -0.347943125446635E-01 , 
  11.74000 ,    -0.117632648002802E+01 ,     0.158878603431858E+01 ,    -0.824102328323203E+00 ,    -0.142864624451770E+01 ,    -0.748489588063393E+00 ,    -0.148016190476291E+00 , 
  11.75000 ,    -0.679606353803420E+00 ,     0.141084970675291E+01 ,    -0.776246018493463E+00 ,    -0.800355818413704E+00 ,    -0.961806614393102E+00 ,    -0.214068472911366E+00 , 
  11.76000 ,    -0.682278017739235E-01 ,     0.980879658186127E+00 ,    -0.678848759168665E+00 ,    -0.187931490931386E-01 ,    -0.108366585352914E+01 ,    -0.244318026792250E+00 , 
  11.77000 ,     0.515846480943327E+00 ,     0.406470140458609E+00 ,    -0.535837678195736E+00 ,     0.734467109047236E+00 ,    -0.110570871556812E+01 ,    -0.254704765689980E+00 , 
  11.78000 ,     0.929795180003501E+00 ,    -0.187191393238665E+00 ,    -0.360598270243341E+00 ,     0.127457439283226E+01 ,    -0.103283693636082E+01 ,    -0.260421876757716E+00 , 
  11.79000 ,     0.106272794255326E+01 ,    -0.685141489389747E+00 ,    -0.173094637857327E+00 ,     0.145569650321856E+01 ,    -0.882624954111795E+00 ,    -0.271332445194125E+00 , 
  11.80000 ,     0.862008922171906E+00 ,    -0.100626222189584E+01 ,     0.428009247339905E-02 ,     0.120559275591132E+01 ,    -0.682395757352257E+00 ,    -0.289262564363987E+00 , 
  11.81000 ,     0.347153673245936E+00 ,    -0.111760107817352E+01 ,     0.151142669701386E+00 ,     0.544644657952380E+00 ,    -0.464439845451275E+00 ,    -0.307802500512366E+00 , 
  11.82000 ,    -0.391958178608443E+00 ,    -0.103661753094062E+01 ,     0.252869351759241E+00 ,    -0.415122148089019E+00 ,    -0.260289138820779E+00 ,    -0.314598633483767E+00 , 
  11.83000 ,    -0.121237303911767E+01 ,    -0.821483144289067E+00 ,     0.302897342552215E+00 ,    -0.149112334213856E+01 ,    -0.951990581102940E-01 ,    -0.295487638675422E+00 , 
  11.84000 ,    -0.194725951760882E+01 ,    -0.552345442130178E+00 ,     0.303194134478745E+00 ,    -0.246708942632386E+01 ,     0.160213361150260E-01 ,    -0.239361864781235E+00 , 
  11.85000 ,    -0.244077788642437E+01 ,    -0.308493639248302E+00 ,     0.262947024891612E+00 ,    -0.313791534950336E+01 ,     0.709639655164484E-01 ,    -0.142470090590815E+00 , 
  11.86000 ,    -0.258111624534842E+01 ,    -0.147181656609126E+00 ,     0.195919276471602E+00 ,    -0.335288015259745E+01 ,     0.789690522070718E-01 ,    -0.109925467771550E-01 , 
  11.87000 ,    -0.232455666556068E+01 ,    -0.893029767737940E-01 ,     0.117183785146703E+00 ,    -0.304793281374145E+01 ,     0.580443842373443E-01 ,     0.138851326922053E+00 , 
  11.88000 ,    -0.170536569517366E+01 ,    -0.115327521201890E+00 ,     0.400266699274411E-01 ,    -0.226007425487971E+01 ,     0.300724357534971E-01 ,     0.283301461814577E+00 , 
  11.89000 ,    -0.829368856138143E+00 ,    -0.172340214249327E+00 ,    -0.262956753362057E-01 ,    -0.112071759554399E+01 ,     0.153985281255778E-01 ,     0.395660622997322E+00 , 
  11.90000 ,     0.147407912396514E+00 ,    -0.190279914949516E+00 ,    -0.775243603236520E-01 ,     0.170567560817015E+00 ,     0.280222982778738E-01 ,     0.451975861293766E+00 , 
  11.91000 ,     0.105043970766983E+01 ,    -0.103215385889588E+00 ,    -0.114012114437794E+00 ,     0.138631764213123E+01 ,     0.724641950676811E-01 ,     0.436486117300270E+00 , 
  11.92000 ,     0.172196612979036E+01 ,     0.129755977643264E+00 ,    -0.139242690422993E+00 ,     0.231686913163106E+01 ,     0.142982532806650E+00 ,     0.345548017193313E+00 , 
  11.93000 ,     0.205233345615306E+01 ,     0.509348862160975E+00 ,    -0.157764892220462E+00 ,     0.281181945138898E+01 ,     0.225266657860205E+00 ,     0.189080089825344E+00 , 
  11.94000 ,     0.200085852483634E+01 ,     0.990691867834004E+00 ,    -0.173157700233789E+00 ,     0.280859986034430E+01 ,     0.300156408994237E+00 ,    -0.108778053676002E-01 , 
  11.95000 ,     0.160199291829050E+01 ,     0.148939924682317E+01 ,    -0.186588207252543E+00 ,     0.234237362609137E+01 ,     0.348471957382454E+00 ,    -0.224237415529457E+00 , 
  11.96000 ,     0.955783454942473E+00 ,     0.189807901768545E+01 ,    -0.196329301031022E+00 ,     0.153555221925268E+01 ,     0.355790397158470E+00 ,    -0.418712490861788E+00 , 
  11.97000 ,     0.205008720696937E+00 ,     0.210971508400102E+01 ,    -0.198324716700410E+00 ,     0.569607189969441E+00 ,     0.316033682250180E+00 ,    -0.566181996753296E+00 , 
  11.98000 ,    -0.495821490541366E+00 ,     0.204263914940650E+01 ,    -0.187599479793909E+00 ,    -0.354416017757526E+00 ,     0.233028894588684E+00 ,    -0.648179067359841E+00 , 
  11.99000 ,    -0.101279158290932E+01 ,     0.166130016015362E+01 ,    -0.160087948915861E+00 ,    -0.105800765720161E+01 ,     0.119694985116564E+00 ,    -0.659311341276199E+00 , 
  12.00000 ,    -0.125930949267289E+01 ,     0.987870963781580E+00 ,    -0.114345249035382E+00 ,    -0.142091373455527E+01 ,    -0.491808618606366E-02 ,    -0.607881242886739E+00 , 
  12.01000 ,    -0.121172117443606E+01 ,     0.101720786328679E+00 ,    -0.526447360297543E-01 ,    -0.140308182538729E+01 ,    -0.119998271222059E+00 ,    -0.513601060559575E+00 , 
  12.02000 ,    -0.910864186590960E+00 ,    -0.873521847769706E+00 ,     0.188686895895675E-01 ,    -0.104864403996830E+01 ,    -0.207676275484482E+00 ,    -0.402943686799289E+00 , 
  12.03000 ,    -0.449764206678954E+00 ,    -0.179280093286401E+01 ,     0.910477176683969E-01 ,    -0.471774375792441E+00 ,    -0.256922096839327E+00 ,    -0.303188586591268E+00 , 
  12.04000 ,     0.493045546719813E-01 ,    -0.251759559871863E+01 ,     0.153442086643557E+00 ,     0.171794052445855E+00 ,    -0.265694515120001E+00 ,    -0.236497362870574E+00 , 
  12.05000 ,     0.462955316905620E+00 ,    -0.294305377924999E+01 ,     0.196417004384082E+00 ,     0.720806894622956E+00 ,    -0.240838162704808E+00 ,    -0.215324532082441E+00 , 
  12.06000 ,     0.693634058219773E+00 ,    -0.301846730417267E+01 ,     0.213166848283049E+00 ,     0.104388657575954E+01 ,    -0.195779409250124E+00 ,    -0.240147121212126E+00 , 
  12.07000 ,     0.689489372680428E+00 ,    -0.275668654345705E+01 ,     0.201122979116930E+00 ,     0.106654638858964E+01 ,    -0.146617352082012E+00 ,    -0.299958505997747E+00 , 
  12.08000 ,     0.453082248634324E+00 ,    -0.223047660899565E+01 ,     0.162405324047750E+00 ,     0.784236756759970E+00 ,    -0.107607080662550E+00 ,    -0.375342772108766E+00 , 
  12.09000 ,     0.375093141991686E-01 ,    -0.155665676617501E+01 ,     0.103207512843139E+00 ,     0.259177045546114E+00 ,    -0.871904659113170E-01 ,    -0.443369845669651E+00 , 
  12.10000 ,    -0.468594386721954E+00 ,    -0.871504678097031E+00 ,     0.322734209509393E-01 ,    -0.397543738384799E+00 ,    -0.856043502854087E-01 ,    -0.483158289447225E+00 , 
  12.11000 ,    -0.963242089578637E+00 ,    -0.302761219276240E+00 ,    -0.411491755904132E-01 ,    -0.105384553914903E+01 ,    -0.947146788444678E-01 ,    -0.480827695345812E+00 , 
  12.12000 ,    -0.135505227531399E+01 ,     0.557650702545137E-01 ,    -0.109362284676194E+00 ,    -0.158768496967503E+01 ,    -0.100177445104568E+00 ,    -0.432729002839425E+00 , 
  12.13000 ,    -0.158335877251747E+01 ,     0.161656309962647E+00 ,    -0.167764281652421E+00 ,    -0.191395382103885E+01 ,    -0.854441676184601E-01 ,    -0.346255015664762E+00 , 
  12.14000 ,    -0.162996022202758E+01 ,     0.298909930886949E-01 ,    -0.215506897092643E+00 ,    -0.200120917584030E+01 ,    -0.366520753134069E-01 ,    -0.238095604683372E+00 , 
  12.15000 ,    -0.152011175723643E+01 ,    -0.273557114299633E+00 ,    -0.255109778703082E+00 ,    -0.187479147122277E+01 ,     0.528150127968957E-01 ,    -0.130381729873143E+00 , 
  12.16000 ,    -0.131297644795147E+01 ,    -0.648761751514140E+00 ,    -0.291149340703843E+00 ,    -0.160620351063708E+01 ,     0.179274034777040E+00 ,    -0.456277171097872E-01 , 
  12.17000 ,    -0.108424726788769E+01 ,    -0.985492753851898E+00 ,    -0.328379913540233E+00 ,    -0.129187361616559E+01 ,     0.328055010032984E+00 ,    -0.162967772663716E-02 , 
  12.18000 ,    -0.905442951674720E+00 ,    -0.118810800421542E+01 ,    -0.369796868153531E+00 ,    -0.102685430672321E+01 ,     0.475496552831832E+00 ,    -0.745908565936916E-02 , 
  12.19000 ,    -0.825067556977544E+00 ,    -0.119621823794145E+01 ,    -0.415174120366349E+00 ,    -0.880064447345827E+00 ,     0.593311235958254E+00 ,    -0.614161281863855E-01 , 
  12.20000 ,    -0.856262919529778E+00 ,    -0.996759954533320E+00 ,    -0.460494964482175E+00 ,    -0.877147560079753E+00 ,     0.654430438868708E+00 ,    -0.151347228591250E+00 , 
  12.21000 ,    -0.973927777277105E+00 ,    -0.625153824166423E+00 ,    -0.498472343875834E+00 ,    -0.995046743909971E+00 ,     0.639053085162348E+00 ,    -0.257195098958383E+00 , 
  12.22000 ,    -0.112193304687358E+01 ,    -0.155722532542182E+00 ,    -0.520076903358982E+00 ,    -0.116947545726088E+01 ,     0.539523862085260E+00 ,    -0.355161654933311E+00 , 
  12.23000 ,    -0.122859132664374E+01 ,     0.316079981015821E+00 ,    -0.516727328352099E+00 ,    -0.131329625983505E+01 ,     0.362883382245155E+00 ,    -0.422532876240494E+00 , 
  12.24000 ,    -0.122652523893700E+01 ,     0.695348398311675E+00 ,    -0.482613869500950E+00 ,    -0.134115805474272E+01 ,     0.130421558612659E+00 ,    -0.442109339852862E+00 , 
  12.25000 ,    -0.107199574710433E+01 ,     0.908329254702389E+00 ,    -0.416569940084423E+00 ,    -0.119421113061685E+01 ,    -0.125781200387001E+00 ,    -0.405321509472491E+00 , 
  12.26000 ,    -0.758848539598392E+00 ,     0.917405641883301E+00 ,    -0.322994790729777E+00 ,    -0.858672397189545E+00 ,    -0.368669400371831E+00 ,    -0.313443910304495E+00 , 
  12.27000 ,    -0.323486793665232E+00 ,     0.727378622583192E+00 ,    -0.211543806011999E+00 ,    -0.373454528818703E+00 ,    -0.563193105235916E+00 ,    -0.176771691113834E+00 , 
  12.28000 ,     0.160613875786206E+00 ,     0.382066090572066E+00 ,    -0.955921673825793E-01 ,     0.175341436141309E+00 ,    -0.682985379677905E+00 ,    -0.120785761369856E-01 , 
  12.29000 ,     0.597861638092523E+00 ,    -0.475099547262227E-01 ,     0.102265297667619E-01 ,     0.672148564940838E+00 ,    -0.715315420307153E+00 ,     0.160968074616288E+00 , 
  12.30000 ,     0.891730980663113E+00 ,    -0.480204746669426E+00 ,     0.928743031046225E-01 ,     0.998021998578815E+00 ,    -0.663260306979815E+00 ,     0.323578614804834E+00 , 
  12.31000 ,     0.967405427550440E+00 ,    -0.842885006365352E+00 ,     0.143514217018888E+00 ,     0.105919026234510E+01 ,    -0.544639376387971E+00 ,     0.460969948699460E+00 , 
  12.32000 ,     0.790682193227964E+00 ,    -0.108535095788786E+01 ,     0.159267406033142E+00 ,     0.811467226412417E+00 ,    -0.387959492752525E+00 ,     0.564240553080076E+00 , 
  12.33000 ,     0.378697935858036E+00 ,    -0.118873425054500E+01 ,     0.143706041089409E+00 ,     0.274736878094048E+00 ,    -0.226269315411390E+00 ,     0.630725586104411E+00 , 
  12.34000 ,    -0.200190737398390E+00 ,    -0.116576140650415E+01 ,     0.105951701033485E+00 ,    -0.466131523656151E+00 ,    -0.902703856902812E-01 ,     0.662948847582209E+00 , 
  12.35000 ,    -0.837650373679498E+00 ,    -0.105329810572289E+01 ,     0.585683064552383E-01 ,    -0.127459214880114E+01 ,    -0.218192728368061E-02 ,     0.666614256795344E+00 , 
  12.36000 ,    -0.140555478151597E+01 ,    -0.899449279157794E+00 ,     0.147178794712497E-01 ,    -0.198745506762544E+01 ,     0.283279475893353E-01 ,     0.648272242316952E+00 , 
  12.37000 ,    -0.178094670691031E+01 ,    -0.748743681938769E+00 ,    -0.147801622883001E-01 ,    -0.244653166485923E+01 ,     0.530678584875697E-02 ,     0.613316029136380E+00 , 
  12.38000 ,    -0.187055299880912E+01 ,    -0.629292539760505E+00 ,    -0.238208462888201E-01 ,    -0.253029639250519E+01 ,    -0.554022957502052E-01 ,     0.564813959475498E+00 , 
  12.39000 ,    -0.162971749342852E+01 ,    -0.545211362834245E+00 ,    -0.122808381372898E-01 ,    -0.217893056699590E+01 ,    -0.130654488104767E+00 ,     0.503413255834786E+00 , 
  12.40000 ,    -0.107182184309232E+01 ,    -0.476194355618571E+00 ,     0.141011230634058E-01 ,    -0.140751978390238E+01 ,    -0.195990789163880E+00 ,     0.428233430327188E+00 , 
  12.41000 ,    -0.266307938802844E+00 ,    -0.384283290565392E+00 ,     0.451941996927541E-01 ,    -0.304699802310574E+00 ,    -0.231718896943644E+00 ,     0.338388321175582E+00 , 
  12.42000 ,     0.674165526299864E+00 ,    -0.226031652789282E+00 ,     0.689507667954695E-01 ,     0.982882600940813E+00 ,    -0.227686737882641E+00 ,     0.234606495342847E+00 , 
  12.43000 ,     0.161464188331157E+01 ,     0.331213927975591E-01 ,     0.743149617073493E-01 ,     0.227698708825644E+01 ,    -0.185664506838100E+00 ,     0.120402150306917E+00 , 
  12.44000 ,     0.242246233919406E+01 ,     0.406048474902316E+00 ,     0.538994038874680E-01 ,     0.339959614793986E+01 ,    -0.118810851483576E+00 ,     0.238408367550330E-02 , 
  12.45000 ,     0.299051574818568E+01 ,     0.876145566084490E+00 ,     0.582649106693825E-02 ,     0.420369724983556E+01 ,    -0.483731944369588E-01 ,    -0.110459674927747E+00 , 
  12.46000 ,     0.325458409877929E+01 ,     0.139680787526280E+01 ,    -0.656696110345867E-01 ,     0.459703320219332E+01 ,     0.159242251865066E-02 ,    -0.208367248583235E+00 , 
  12.47000 ,     0.320164224104569E+01 ,     0.189865944058683E+01 ,    -0.150994882339277E+00 ,     0.455450755785288E+01 ,     0.102439133593601E-01 ,    -0.282900186085392E+00 , 
  12.48000 ,     0.286799494665602E+01 ,     0.230311778082845E+01 ,    -0.237106215841029E+00 ,     0.411745440499185E+01 ,    -0.346883599993332E-01 ,    -0.328974474572487E+00 , 
  12.49000 ,     0.232830041592476E+01 ,     0.253927754019226E+01 ,    -0.310128992166888E+00 ,     0.338076213643877E+01 ,    -0.133461230115156E+00 ,    -0.346254904596385E+00 , 
  12.50000 ,     0.167835709131826E+01 ,     0.256019597656063E+01 ,    -0.358084332879771E+00 ,     0.247126480414664E+01 ,    -0.273613208528335E+00 ,    -0.339483818924866E+00 , 
  12.51000 ,     0.101563565779445E+01 ,     0.235468131628596E+01 ,    -0.373127186266640E+00 ,     0.152237363876348E+01 ,    -0.432188307901279E+00 ,    -0.317576497977389E+00 , 
  12.52000 ,     0.421714541302492E+00 ,     0.195162989699855E+01 ,    -0.352834465999977E+00 ,     0.650321853030533E+00 ,    -0.580417698821869E+00 ,    -0.291631267789398E+00 , 
  12.53000 ,    -0.499626518965040E-01 ,     0.141561943929659E+01 ,    -0.300323079106653E+00 ,    -0.633829712483493E-01 ,    -0.689828047006713E+00 ,    -0.272292608746458E+00 , 
  12.54000 ,    -0.379026937455480E+00 ,     0.834464317628098E+00 ,    -0.223259530298926E+00 ,    -0.580418600474985E+00 ,    -0.738417514234479E+00 ,    -0.267094893856072E+00 , 
  12.55000 ,    -0.575609728852710E+00 ,     0.301313424515269E+00 ,    -0.132075876783544E+00 ,    -0.904347369169460E+00 ,    -0.715517186355565E+00 ,    -0.278451702155364E+00 , 
  12.56000 ,    -0.671722456598231E+00 ,    -0.104813778721181E+00 ,    -0.378698587528268E-01 ,    -0.107105551898005E+01 ,    -0.624241516449189E+00 ,    -0.302826867005305E+00 , 
  12.57000 ,    -0.709268160778852E+00 ,    -0.335712418484664E+00 ,     0.494973803537250E-01 ,    -0.113408290070362E+01 ,    -0.480961768523442E+00 ,    -0.331355602935582E+00 , 
  12.58000 ,    -0.727856140805349E+00 ,    -0.384095849827174E+00 ,     0.122688931224535E+00 ,    -0.114878068384886E+01 ,    -0.311892992953807E+00 ,    -0.351839326834674E+00 , 
  12.59000 ,    -0.755300189198938E+00 ,    -0.284724996408746E+00 ,     0.177347116902660E+00 ,    -0.115904296713236E+01 ,    -0.147522129844503E+00 ,    -0.351698559210206E+00 , 
  12.60000 ,    -0.802729953346580E+00 ,    -0.106142721488593E+00 ,     0.211744295918432E+00 ,    -0.118930795836225E+01 ,    -0.160820528016658E-01 ,    -0.321217412180421E+00 , 
  12.61000 ,    -0.864907732660095E+00 ,     0.653120894080342E-01 ,     0.225884667835479E+00 ,    -0.124293283980495E+01 ,     0.625104688305949E-01 ,    -0.256313806772272E+00 , 
  12.62000 ,    -0.924971943497076E+00 ,     0.145786448054759E+00 ,     0.220457844780154E+00 ,    -0.130634094299856E+01 ,     0.809313054768220E-01 ,    -0.160149648484900E+00 , 
  12.63000 ,    -0.961765323210838E+00 ,     0.740565147606168E-01 ,     0.196069440649551E+00 ,    -0.135694904145480E+01 ,     0.460018777569924E-01 ,    -0.431402583154298E-01 , 
  12.64000 ,    -0.957398731429265E+00 ,    -0.172943793618600E+00 ,     0.153069731298339E+00 ,    -0.137213154322323E+01 ,    -0.228339099554647E-01 ,     0.787215241375330E-01 , 
  12.65000 ,    -0.902847157063058E+00 ,    -0.572741814454357E+00 ,     0.920957588344668E-01 ,    -0.133651349115013E+01 ,    -0.978007421016921E-01 ,     0.186924989670250E+00 , 
  12.66000 ,    -0.800100888314070E+00 ,    -0.105990063764350E+01 ,     0.151907187725607E-01 ,    -0.124564475027940E+01 ,    -0.148950572310517E+00 ,     0.264256396599673E+00 , 
  12.67000 ,    -0.660483997053521E+00 ,    -0.153822375703367E+01 ,    -0.728627420146817E-01 ,    -0.110534948919421E+01 ,    -0.150890111519624E+00 ,     0.298549130749093E+00 , 
  12.68000 ,    -0.499900586019031E+00 ,    -0.190018576590584E+01 ,    -0.163494861048019E+00 ,    -0.927409451708819E+00 ,    -0.886568796000324E-01 ,     0.285539575052546E+00 , 
  12.69000 ,    -0.332666283123302E+00 ,    -0.204960965135035E+01 ,    -0.244085859047921E+00 ,    -0.723348927992276E+00 ,     0.384981940211084E-01 ,     0.230175319635102E+00 , 
  12.70000 ,    -0.165990576126378E+00 ,    -0.192287694140781E+01 ,    -0.298838454501440E+00 ,    -0.498644867542965E+00 ,     0.216226926134996E+00 ,     0.146046501246341E+00 , 
  12.71000 ,     0.301058118434032E-02 ,    -0.150421766664793E+01 ,    -0.310867220740607E+00 ,    -0.249542747786226E+00 ,     0.417303923789973E+00 ,     0.530113449114953E-01 , 
  12.72000 ,     0.186620494755692E+00 ,    -0.831822120323117E+00 ,    -0.265257382556354E+00 ,     0.361373772977126E-01 ,     0.606519506714123E+00 ,    -0.265255325350356E-01 , 
  12.73000 ,     0.402068829681123E+00 ,     0.661343750411654E-02 ,    -0.152538464626449E+00 ,     0.374049014391999E+00 ,     0.747274674905996E+00 ,    -0.719344606741582E-01 , 
  12.74000 ,     0.664376143429727E+00 ,     0.888148414389613E+00 ,     0.281854102199307E-01 ,     0.775389273971056E+00 ,     0.808572934289392E+00 ,    -0.684064520960399E-01 , 
  12.75000 ,     0.978437197278945E+00 ,     0.167593556362334E+01 ,     0.267244756930582E+00 ,     0.123820928762760E+01 ,     0.771038730994382E+00 ,    -0.990808789551512E-02 , 
  12.76000 ,     0.133267564331449E+01 ,     0.224350991436880E+01 ,     0.544196480370469E+00 ,     0.174066079378492E+01 ,     0.630803038660935E+00 ,     0.995378472521088E-01 , 
  12.77000 ,     0.169637723559827E+01 ,     0.249736469572032E+01 ,     0.829716218562712E+00 ,     0.223862296035462E+01 ,     0.400533105605769E+00 ,     0.246479127019843E+00 , 
  12.78000 ,     0.202200042822411E+01 ,     0.239355477464836E+01 ,     0.108947523887442E+01 ,     0.266920471867464E+01 ,     0.107450928063085E+00 ,     0.410410978975614E+00 , 
  12.79000 ,     0.225255648913153E+01 ,     0.194530913694703E+01 ,     0.128943555867417E+01 ,     0.296018694321880E+01 ,    -0.211234131462220E+00 ,     0.567400102890221E+00 , 
  12.80000 ,     0.233283740025597E+01 ,     0.122043412637125E+01 ,     0.140163365032700E+01 ,     0.304390278378725E+01 ,    -0.514574932851190E+00 ,     0.694223900045234E+00 , 
  12.81000 ,     0.222217646458265E+01 ,     0.329266509238264E+00 ,     0.140933627317071E+01 ,     0.287274793827906E+01 ,    -0.764629498681120E+00 ,     0.772224765723995E+00 , 
  12.82000 ,     0.190583714816464E+01 ,    -0.594313129211424E+00 ,     0.131049589365910E+01 ,     0.243281007722924E+01 ,    -0.932463875096904E+00 ,     0.790178466153248E+00 , 
  12.83000 ,     0.140220877103772E+01 ,    -0.141510989343419E+01 ,     0.111871244950318E+01 ,     0.175221541230384E+01 ,    -0.100237476293181E+01 ,     0.745711952989688E+00 , 
  12.84000 ,     0.763753129460019E+00 ,    -0.201797700308778E+01 ,     0.861374525012817E+00 ,     0.901726342532888E+00 ,    -0.973672907445306E+00 ,     0.645120804213126E+00 , 
  12.85000 ,     0.709394567530728E-01 ,    -0.232460076487791E+01 ,     0.575213675723681E+00 ,    -0.132972986896958E-01 ,    -0.859852699627118E+00 ,     0.501757459759772E+00 , 
  12.86000 ,    -0.580058870732619E+00 ,    -0.230308268006945E+01 ,     0.300042904776664E+00 ,    -0.868584705094093E+00 ,    -0.685461213923384E+00 ,     0.333419649239024E+00 , 
  12.87000 ,    -0.109370408263877E+01 ,    -0.196920479436312E+01 ,     0.718468600620819E-01 ,    -0.154155237675190E+01 ,    -0.481376560408788E+00 ,     0.159313936304263E+00 , 
  12.88000 ,    -0.139228112854110E+01 ,    -0.137987410346593E+01 ,    -0.834433290960594E-01 ,    -0.193286837597741E+01 ,    -0.279440748835715E+00 ,    -0.281867473459168E-02 , 
  12.89000 ,    -0.143043480090000E+01 ,    -0.620624454447799E+00 ,    -0.154266245978356E+00 ,    -0.198465733192642E+01 ,    -0.107432704486280E+00 ,    -0.138938511533432E+00 , 
  12.90000 ,    -0.120401563917705E+01 ,     0.210044847673975E+00 ,    -0.144979701774449E+00 ,    -0.169157988195217E+01 ,     0.147800953175637E-01 ,    -0.240022604639190E+00 , 
  12.91000 ,    -0.751325152746460E+00 ,     0.101643196937095E+01 ,    -0.743380316216779E-01 ,    -0.110241202453904E+01 ,     0.773640819805927E-01 ,    -0.302403228306711E+00 , 
  12.92000 ,    -0.146414458193488E+00 ,     0.171876949211415E+01 ,     0.287849562534212E-01 ,    -0.311678047172049E+00 ,     0.807356811821392E-01 ,    -0.327273722576722E+00 , 
  12.93000 ,     0.514257891589640E+00 ,     0.226183105957739E+01 ,     0.131546604607398E+00 ,     0.557065403551499E+00 ,     0.340554961198932E-01 ,    -0.319638136614137E+00 , 
  12.94000 ,     0.112912822770483E+01 ,     0.261819898858187E+01 ,     0.203896972811714E+00 ,     0.137298592922664E+01 ,    -0.475221352709090E-01 ,    -0.287024065076700E+00 , 
  12.95000 ,     0.160931418518053E+01 ,     0.278650025054716E+01 ,     0.224570597391488E+00 ,     0.202046194982585E+01 ,    -0.146195847756170E+00 ,    -0.238235152224974E+00 , 
  12.96000 ,     0.189336479836452E+01 ,     0.278582477179491E+01 ,     0.185099644206596E+00 ,     0.241790939750881E+01 ,    -0.244783241541784E+00 ,    -0.182317104327086E+00 , 
  12.97000 ,     0.195616246837001E+01 ,     0.264807555435222E+01 ,     0.910653301712702E-01 ,     0.252941069707490E+01 ,    -0.329333420559700E+00 ,    -0.127787959111169E+00 , 
  12.98000 ,     0.181045995559522E+01 ,     0.241010009158795E+01 ,    -0.396074796531782E-01 ,     0.236719134382432E+01 ,    -0.390715278700957E+00 ,    -0.820805072249584E-01 , 
  12.99000 ,     0.150112124547299E+01 ,     0.210715331934074E+01 ,    -0.180883876341627E+00 ,     0.198494364619222E+01 ,    -0.425059282795566E+00 ,    -0.510926273202438E-01 , 
  13.00000 ,     0.109365596396768E+01 ,     0.176866269734348E+01 ,    -0.304426906036020E+00 ,     0.146388634864989E+01 ,    -0.433170584021386E+00 ,    -0.387518854911884E-01 , 
  13.01000 ,     0.659759222276200E+00 ,     0.141657203848478E+01 ,    -0.385711843000550E+00 ,     0.894860739983457E+00 ,    -0.419215519900968E+00 ,    -0.465648305834609E-01 , 
  13.02000 ,     0.263056067096829E+00 ,     0.106590344460452E+01 ,    -0.409140977511904E+00 ,     0.360403556665168E+00 ,    -0.389081176710334E+00 ,    -0.732119257004284E-01 , 
  13.03000 ,    -0.519847659004009E-01 ,     0.726732951174448E+00 ,    -0.371097145186770E+00 ,    -0.795086464657533E-01 ,    -0.348809148553429E+00 ,    -0.114329621388108E+00 , 
  13.04000 ,    -0.265880289589802E+00 ,     0.406600295087775E+00 ,    -0.280343122669176E+00 ,    -0.395389954437918E+00 ,    -0.303421466068232E+00 ,    -0.162657260741271E+00 , 
  13.05000 ,    -0.383915460349770E+00 ,     0.112469516524882E+00 ,    -0.155762334333064E+00 ,    -0.588765769002872E+00 ,    -0.256316852558678E+00 ,    -0.208696627452811E+00 , 
  13.06000 ,    -0.430493059909707E+00 ,    -0.148336920049095E+00 ,    -0.220134547011527E-01 ,    -0.685918317248901E+00 ,    -0.209255904252830E+00 ,    -0.241934424229862E+00 , 
  13.07000 ,    -0.439853923156226E+00 ,    -0.368396815980619E+00 ,     0.958891275968056E-01 ,    -0.726962702456320E+00 ,    -0.162811657143716E+00 ,    -0.252533072868043E+00 , 
  13.08000 ,    -0.445676062732159E+00 ,    -0.541407813135745E+00 ,     0.177849897282426E+00 ,    -0.753256621892155E+00 ,    -0.117066853474912E+00 ,    -0.233240586335663E+00 , 
  13.09000 ,    -0.472142632447394E+00 ,    -0.663851322690465E+00 ,     0.212669622657663E+00 ,    -0.796291274502433E+00 ,    -0.723074535959635E-01 ,    -0.181151156233628E+00 , 
