Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
035057.495      131811      252171  0.791E-01  0.255E+00
040057.475      227448      509446  0.280E-01  0.153E+00
041057.420      305224      767604  0.123E-01  0.943E-01
042057.455      368396     1027211  0.717E-02  0.608E-01
043057.513      424288     1287677  0.478E-02  0.397E-01
044057.513      476533     1548305  0.347E-02  0.263E-01
045057.498      523436     1809648  0.259E-02  0.175E-01
050057.404      568701     2076399  0.195E-02  0.117E-01
051057.419      610833     2344704  0.149E-02  0.794E-02
052057.405      650035     2614155  0.115E-02  0.558E-02
053057.402      686727     2882978  0.945E-03  0.410E-02
054057.402      721392     3152067  0.822E-03  0.317E-02
055057.421      754149     3422927  0.759E-03  0.258E-02
060057.403      786090     3691236  0.788E-03  0.219E-02
061057.404      817328     3962471  0.752E-03  0.190E-02
062057.402      847670     4232356  0.756E-03  0.170E-02
063057.407      878127     4502854  0.772E-03  0.155E-02
064057.409      908359     4775509  0.784E-03  0.144E-02
065057.415      938369     5047199  0.784E-03  0.135E-02
070057.462      968242     5318528  0.818E-03  0.128E-02
071057.444      998337     5591430  0.823E-03  0.122E-02
072057.481     1027978     5861165  0.830E-03  0.116E-02
073057.479     1057861     6131726  0.861E-03  0.112E-02
074057.414     1087817     6403667  0.850E-03  0.108E-02
075057.428     1117573     6674129  0.862E-03  0.105E-02
080057.405     1147498     6948667  0.865E-03  0.102E-02
081057.403     1177484     7223468  0.885E-03  0.991E-03
082057.403     1207475     7497706  0.905E-03  0.967E-03
083057.426     1237324     7771391  0.910E-03  0.944E-03
084057.403     1267596     8046324  0.900E-03  0.926E-03
085057.412     1297656     8320719  0.922E-03  0.906E-03
090057.403     1327760     8594993  0.919E-03  0.889E-03
091057.411     1357999     8870032  0.919E-03  0.874E-03
092057.424     1388285     9145046  0.918E-03  0.860E-03
093057.415     1418582     9420469  0.962E-03  0.843E-03
094057.500     1449000     9697041  0.948E-03  0.830E-03
095057.463     1479433     9973683  0.966E-03  0.818E-03
100057.530     1509970    10249517  0.964E-03  0.804E-03
101057.500     1540028    10524927  0.961E-03  0.795E-03
102057.549     1570241    10799444  0.973E-03  0.786E-03
103110.521     1600506    11075192  0.957E-03  0.776E-03
104057.455     1630039    11342850  0.976E-03  0.766E-03
105057.509     1660072    11616525  0.969E-03  0.758E-03
110057.465     1689976    11889992  0.982E-03  0.751E-03
111057.507     1720075    12164117  0.100E-02  0.741E-03
112057.790     1750259    12439761  0.976E-03  0.734E-03
113057.476     1780222    12712859  0.102E-02  0.725E-03
114057.471     1810142    12987388  0.999E-03  0.719E-03
115057.494     1840338    13262127  0.102E-02  0.711E-03
120057.485     1870588    13536231  0.101E-02  0.707E-03
121057.533     1900879    13810309  0.100E-02  0.699E-03
122057.451     1931058    14085142  0.102E-02  0.691E-03
123057.505     1961358    14359953  0.102E-02  0.685E-03
124057.615     1991698    14636163  0.102E-02  0.679E-03
125057.791     2021891    14910518  0.104E-02  0.671E-03
130057.515     2052095    15185063  0.103E-02  0.668E-03
131057.531     2081835    15459095  0.102E-02  0.664E-03
132057.569     2112007    15732516  0.102E-02  0.658E-03
133057.804     2142208    16004880  0.104E-02  0.653E-03
134057.551     2172043    16277281  0.104E-02  0.648E-03
135057.466     2202021    16552526  0.104E-02  0.643E-03
140057.629     2232008    16825469  0.106E-02  0.641E-03
141057.595     2261583    17096176  0.104E-02  0.635E-03
142057.643     2291732    17368295  0.104E-02  0.631E-03
143057.680     2321635    17640329  0.106E-02  0.626E-03
144057.750     2351555    17912769  0.106E-02  0.622E-03
145057.536     2381310    18184608  0.107E-02  0.616E-03
150057.493     2411099    18456657  0.106E-02  0.613E-03
151057.441     2440860    18728736  0.109E-02  0.607E-03
152107.371     2471151    19003910  0.107E-02  0.604E-03
153057.524     2500552    19271690  0.107E-02  0.600E-03
154057.493     2530570    19545821  0.107E-02  0.596E-03
155057.499     2560924    19820916  0.107E-02  0.593E-03
160057.497     2590928    20093433  0.109E-02  0.588E-03
161057.558     2621153    20367578  0.106E-02  0.587E-03
162057.691     2650975    20641458  0.109E-02  0.581E-03
163057.470     2680818    20912551  0.108E-02  0.578E-03
164057.992     2710863    21185901  0.108E-02  0.575E-03
165057.549     2740804    21458230  0.110E-02  0.570E-03
170057.447     2770782    21731185  0.108E-02  0.568E-03
171057.480     2800440    22002595  0.110E-02  0.563E-03
