Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
032059.949      134297      255982  0.757E-01  0.251E+00
033059.862      231114      517084  0.262E-01  0.149E+00
034059.904      308323      778436  0.116E-01  0.914E-01
035059.889      371419     1041396  0.683E-02  0.587E-01
040059.889      427779     1303796  0.454E-02  0.381E-01
041059.860      479118     1567073  0.327E-02  0.249E-01
042059.847      525761     1830065  0.244E-02  0.165E-01
043059.842      569900     2094537  0.186E-02  0.111E-01
044059.910      610699     2358599  0.144E-02  0.767E-02
045059.878      649205     2623860  0.112E-02  0.545E-02
050059.814      686326     2889144  0.936E-03  0.404E-02
051059.812      720329     3153985  0.804E-03  0.314E-02
052059.810      752950     3420235  0.750E-03  0.255E-02
053059.810      784357     3686588  0.728E-03  0.215E-02
054059.850      814974     3954073  0.748E-03  0.187E-02
055059.819      845162     4221661  0.756E-03  0.168E-02
060059.850      875013     4488504  0.765E-03  0.154E-02
061059.815      904716     4755900  0.784E-03  0.143E-02
062059.837      934173     5024578  0.799E-03  0.134E-02
063059.873      963610     5292710  0.819E-03  0.127E-02
064059.838      992331     5554197  0.815E-03  0.121E-02
065059.951     1021856     5822129  0.838E-03  0.116E-02
070059.880     1051001     6090139  0.845E-03  0.112E-02
071059.957     1080420     6358060  0.840E-03  0.108E-02
072100.059     1110067     6626430  0.884E-03  0.105E-02
073059.891     1139460     6894515  0.876E-03  0.102E-02
074059.903     1168971     7163076  0.886E-03  0.993E-03
075059.868     1198593     7431336  0.898E-03  0.969E-03
080059.869     1228003     7699391  0.892E-03  0.949E-03
081059.870     1257345     7968076  0.898E-03  0.929E-03
082059.857     1286807     8236554  0.921E-03  0.910E-03
083059.863     1316167     8505141  0.928E-03  0.893E-03
084059.896     1345655     8774158  0.932E-03  0.877E-03
085059.855     1375315     9042982  0.934E-03  0.862E-03
090059.830     1404712     9311638  0.941E-03  0.849E-03
