Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
031545.623      128168      252712  0.394E-01  0.154E+00
032545.540      214740      512697  0.126E-01  0.885E-01
033545.605      279576      774279  0.744E-02  0.594E-01
034545.608      337474     1041959  0.579E-02  0.415E-01
035545.580      392074     1310064  0.459E-02  0.295E-01
040545.581      442993     1578254  0.365E-02  0.215E-01
041545.575      490082     1845993  0.287E-02  0.160E-01
042545.570      534884     2116225  0.226E-02  0.121E-01
043545.574      576111     2385753  0.185E-02  0.941E-02
044545.560      615613     2657213  0.154E-02  0.744E-02
045545.522      652933     2929202  0.133E-02  0.597E-02
050545.485      688591     3200572  0.116E-02  0.487E-02
051545.482      723193     3472215  0.104E-02  0.402E-02
052545.478      756126     3739556  0.958E-03  0.337E-02
053545.482      788397     4007821  0.891E-03  0.286E-02
054545.499      819861     4276864  0.844E-03  0.248E-02
055545.483      850755     4547557  0.812E-03  0.217E-02
060545.505      881320     4819004  0.787E-03  0.192E-02
061545.486      911572     5090278  0.758E-03  0.173E-02
062545.510      941182     5361931  0.744E-03  0.158E-02
063545.502      970605     5632610  0.731E-03  0.146E-02
064545.548      999747     5903789  0.744E-03  0.136E-02
065545.522     1028995     6175221  0.734E-03  0.128E-02
070545.500     1058277     6446858  0.707E-03  0.121E-02
071545.554     1087465     6718215  0.719E-03  0.115E-02
072545.528     1116443     6989568  0.718E-03  0.110E-02
073545.534     1145164     7258413  0.725E-03  0.105E-02
074545.485     1174081     7529031  0.716E-03  0.102E-02
075545.485     1202913     7800698  0.718E-03  0.983E-03
080545.510     1232027     8072027  0.700E-03  0.956E-03
081545.490     1261167     8343285  0.708E-03  0.930E-03
082545.479     1290113     8614759  0.711E-03  0.903E-03
083545.491     1319078     8885634  0.706E-03  0.882E-03
084545.506     1348055     9156599  0.730E-03  0.861E-03
085545.508     1377097     9427408  0.725E-03  0.843E-03
090545.491     1406197     9698054  0.740E-03  0.825E-03
091545.492     1435372     9968483  0.728E-03  0.809E-03
092545.485     1464186    10237987  0.723E-03  0.797E-03
093545.478     1493020    10508554  0.738E-03  0.782E-03
094545.492     1522261    10778780  0.751E-03  0.768E-03
095545.538     1551220    11048446  0.749E-03  0.757E-03
100559.736     1580000    11318314  0.747E-03  0.745E-03
101545.555     1608416    11582060  0.749E-03  0.736E-03
102545.528     1637378    11852071  0.757E-03  0.726E-03
103545.521     1666271    12121827  0.761E-03  0.716E-03
104545.510     1695145    12392104  0.764E-03  0.705E-03
105545.600     1724320    12662521  0.759E-03  0.697E-03
110545.601     1753286    12932302  0.760E-03  0.689E-03
111545.544     1782403    13202693  0.777E-03  0.680E-03
112545.541     1811608    13472641  0.773E-03  0.672E-03
113545.540     1840688    13742157  0.765E-03  0.663E-03
