Cluster	# of Li atoms
    1        16
    3         2
    4      1914
   11         5
   22         4
   28        87
   30        18
   42        12
   44         3
   54         3
   60        38
   64         3
   74         3
   75         2
   78         2
   86         1
   88         2
   91         1
   92        14
   94        10
   97         2
   99         9
  101         9
  115         2
  127         5
  135         3
  141         1
  142         3
  144        15
  148         2
  151         8
  156        13
  161         3
  167         7
  171         9
  186         4
  189        14
  191       108
  192        12
  194         2
  198        13
  202         7
  203         2
  204         5
  205         4
  209        25
  231         3
  233         1
  234         1
  243         9
  244        15
  246         2
  248         3
  255        12
  256         3
  260        14
  261         1
  269         3
  274         2
  276         1
  277         4
  282         3
  293         4
  294         3
  309         2
  314         3
  319         1
  325         4
  329         4
  333         2
  337         3
  342         3
  343         2
  344        10
  345         1
  346         7
  358         3
  362         6
  364         1
  365         5
  368         3
  372         5
  378         1
  379         2
  381         1
  393         2
  414         3
  420         6
  428         1
  429         1
  437         1
  438         5
  439         3
  441         5
  444         1
  451         6
  452         2
  454         3
  458         5
  459         2
  466         6
  471         1
  472         2
  474         5
  478         1
  479         4
  480         1
  485         3
  486         1
  487         3
  492         1
  497         3
  499         1
  511         1
  526         2
  528         3
  536         5
  542         1
  543         3
  550         1
  551         3
  555         3
  559         2
  560         3
  561         4
  567         3
  571         3
  573         3
  574         2
  578         9
  581         2
  584         2
  586         2
  588         2
  589         1
  590         3
  591         1
  610         1
  611         5
  612         2
  616         2
  626         6
  627         2
  628         3
  629         3
  637         1
  647         2
  648         2
  652         2
  661         3
  664         7
  665         1
  667         2
  671         2
  672         3
  674         4
  675         3
  678         2
  680         2
  681         1
  683         3
  684         2
  685         4
  697         6
  702         2
  703         2
  704         5
  708         2
  710         2
  711         2
  712         2
  713         4
  719         1
  721         1
  725         3
  727         1
  729         1
  730         2
  735         2
  739         1
  742         1
  750         1
  757         1
  760         1
  761         1
  763         1
  769         1
  774         1
  777         1
  779         1
  783         1
  784         1
  788         1
  790         1
  792         1
  794         1
  796         1
  805         1
  807         1
  813         2
  815         1
  817         1
  818         1
  819         1
  822         1
  823         1
  824         1
  828         1
  829         1
  832         1
  833         2
  834         2
  837         2
  838         2
  839         2
  840         1
  841         1
  843         1
  844         1
  845         2
  849         1
  854         1
  855         1
  856         1
  857         1
  858         1
  860         1
  862         1
  863         1
  864         1
  866         1
  867         1
  868         1
  869         1
  870         1
  871         2
  872         1
  873         1
  874         1
  875         1
  876         1
  877         1
  878         1
  879         1
  880         1
  881         1
  883         1
  884         1
  885         1
  886         1
  887         1
  888         1
  889         1
  890         1
  891         1
  892         1
  893         1
  894         1
  895         1
  896         1
  897         1
  898         1
  899         1
  900         1
  901         1
  902         1
  903         1
  904         1
  906         1
  907         1
  908         1
  909         1
  910         1
  911         1
  912         1
  913         1
  915         1
  916         1
  917         1
  918         1
  919         1
  920         1
