Q (Ang^-1), RMC, Data
  0.40000000000000002       ,  -0.45260270779478090       ,  -0.41430648067446901     
  0.41999999999999998       ,  -0.51306031126197627       ,  -0.53802990475589485     
  0.44000000000000000       ,  -0.58260381465232314       ,  -0.63008748991138019     
  0.46000000000000002       ,  -0.63948771953479577       ,  -0.68396309468819338     
  0.47999999999999998       ,  -0.66789319004862580       ,  -0.70126498540483895     
  0.50000000000000000       ,  -0.66353696394975059       ,  -0.69023983690007729     
  0.52000000000000002       ,  -0.63446088728813810       ,  -0.66314453248785654     
  0.54000000000000004       ,  -0.59694571934341722       ,  -0.63309724792605493     
  0.56000000000000005       ,  -0.56844591275104350       ,  -0.61097429096849032     
  0.57999999999999996       ,  -0.56050864379808796       ,  -0.60289231842727542     
  0.59999999999999998       ,  -0.57445833975301308       ,  -0.60881156861008112     
  0.62000000000000000       ,  -0.60136740436768710       ,  -0.62271465325892172     
  0.64000000000000001       ,  -0.62607851675504711       ,  -0.63454550413321020     
  0.66000000000000003       ,  -0.63351626242136028       ,  -0.63361200231601944     
  0.68000000000000005       ,  -0.61478679690979299       ,  -0.61258703622680744     
  0.69999999999999996       ,  -0.57081305740479149       ,  -0.57082621603028105     
  0.71999999999999997       ,  -0.51229605587028504       ,  -0.51570443577487524     
  0.73999999999999999       ,  -0.45616912197302650       ,  -0.46117803629437482     
  0.76000000000000001       ,  -0.41990237036238426       ,  -0.42370370108245414     
  0.78000000000000003       ,  -0.41563771300748842       ,  -0.41667382231034927     
  0.80000000000000004       ,  -0.44605696309898640       ,  -0.44524475080275577     
  0.81999999999999995       ,  -0.50322140674077920       ,  -0.50350017567472438     
  0.83999999999999997       ,  -0.57064751516415435       ,  -0.57520682710045479     
  0.85999999999999999       ,  -0.62792100121621963       ,  -0.63819026537682599     
  0.88000000000000000       ,  -0.65646377813313539       ,  -0.67103320256413512     
  0.90000000000000002       ,  -0.64480604284640120       ,  -0.65989263669559883     
  0.92000000000000004       ,  -0.59190561891340976       ,  -0.60311363208879187     
  0.93999999999999995       ,  -0.50762051511199480       ,  -0.51205129982650688     
  0.95999999999999996       ,  -0.41022384555764502       ,  -0.40782682474708287     
  0.97999999999999998       ,  -0.32165388101043724       ,  -0.31513986090958296     
   1.0000000000000000       ,  -0.26180925658428211       ,  -0.25521662199035866     
   1.0200000000000000       ,  -0.24346042860166736       ,  -0.24015530345007516     
   1.0400000000000000       ,  -0.26916911280851380       ,  -0.27031563806539105     
   1.0600000000000001       ,  -0.33102545876831713       ,  -0.33526974594879860     
   1.0800000000000001       ,  -0.41319182884274053       ,  -0.41764119531812616     
   1.1000000000000001       ,  -0.49643081799910987       ,  -0.49834005282269989     
   1.1200000000000001       ,  -0.56324794337739625       ,  -0.56149420689086249     
   1.1399999999999999       ,  -0.60216666108253447       ,  -0.59775808444091516     
   1.1599999999999999       ,  -0.60999802329454522       ,  -0.60540796618076365     
