Cluster	# of Li atoms
    1        53
    2       863
    9         5
   10         5
   13         2
   16         2
   18         3
   20        36
   22         5
   23        17
   25        11
   27         2
   33         4
   37        10
   39         2
   41         4
   43         3
   44         3
   45        14
   48        62
   49         5
   51        81
   52         6
   53       148
   54         3
   55         4
   56         8
   59        17
   63        17
   66        18
   67         9
   69       126
   77         2
   78        15
   85         2
   90         3
   91         4
  100         2
  101         5
  116         2
  121         1
  123         1
  124         2
  126         4
  127         9
  129         3
  133        12
  136        23
  141        17
  143         1
  144         6
  149         1
  153         7
  155         1
  158         5
  162        12
  165         4
  168        13
  169         3
  170        32
  171         3
  174        14
  179         1
  190         8
  191         9
  192        17
  202         5
  203         3
  204        14
  205        45
  207        34
  210         2
  211         2
  212         2
  213         5
  218         3
  219         2
  222         5
  226        23
  230         2
  235         9
  236         1
  240         5
  241         4
  242         7
  243         9
  244         5
  245        10
  247         3
  254         4
  256         1
  257         1
  258         3
  264         2
  280         2
  288         5
  292         2
  293         1
  294         4
  298        13
  299        25
  305         7
  306         3
  314         5
  315         8
  316        11
  317         3
  318         4
  319         7
  320         8
  323         3
  331         4
  340         1
  347         2
  349         1
  351         2
  352         7
  353         1
  359         4
  360         1
  367         4
  373         1
  374         2
  375         2
  376         1
  377         4
  383         2
  384         6
  387         1
  388         1
  389         1
  391         2
  392         1
  393         3
  394         2
  398         1
  405         7
  408         1
  410         4
  413         1
  414         1
  415         2
  420         3
  421         1
  423         8
  424         4
  427         2
  428         2
  429         2
  430         1
  436         1
  437         6
  443         1
  447         3
  448         1
  450         3
  453         1
  454         2
  455         1
  456         2
  457         4
  458         1
  462         6
  467         2
  471         6
  476         1
  477         1
  478         1
  479         8
  480         7
  483         2
  489         3
  493         2
  507         1
  508         3
  509         4
  515         1
  517         1
  519         2
  523         2
  526         7
  527         1
  533         4
  536         1
  539         1
  542         2
  543         1
  549         2
  551         1
  556         1
  557         2
  558         2
  563         1
  565         1
  567         2
  568         2
  569         3
  571         1
  572         3
  573         1
  576         2
  577         1
  579        11
  582         2
  583         1
  584         1
  590         1
  591         1
  592         2
  595         3
  598         3
  602         1
  605         2
  606         1
  608         2
  611         1
  612         2
  613         1
  615         2
  625         1
  627         3
  630         2
  631         3
  632         1
  636         1
  638         1
  639         1
  640         3
  641         1
  644         7
  646         2
  647         1
  650         1
  659         1
  667         4
  669         2
  673         3
  674         1
  675         1
  679         1
  680         2
  682         2
  683         3
  685         1
  687         2
  689         2
  694         2
  697         2
  704         1
  706         1
  708         2
  709         1
  710         2
  712         1
  719         1
  720         2
  724         1
  731         1
  732         2
  735         1
  737         2
  738         1
  739         1
  740         1
  742         1
  744         1
  748         2
  749         1
  751         1
  752         1
  753         3
  754         1
  756         1
  758         1
  759         1
  761         1
  767         1
  769         1
  770         1
  771         1
  772         2
  773         1
  774         1
  776         2
  777         1
  779         1
  780         1
  784         1
  785         1
  786         2
  791         1
  793         1
  794         2
  796         1
  798         2
  800         1
  803         1
  806         2
  807         1
  808         1
  810         1
  814         1
  816         2
  818         3
  820         1
  821         1
  822         1
  824         1
  825         1
  826         1
  827         1
  828         1
  829         1
  830         1
  831         1
  832         1
  833         1
  834         1
  835         1
  836         1
  837         1
  840         1
  841         1
  842         1
  843         1
  844         1
  846         1
  848         1
  849         1
  850         1
  851         1
  852         1
  853         1
  855         1
  856         1
  857         1
  858         1
  859         1
  860         1
  861         1
  862         1
  863         1
  864         1
  865         1
  866         1
  867         1
  868         1
  869         1
  870         1
  871         1
  872         1
  873         1
  874         1
  875         1
  876         1
  877         1
  878         1
  880         1
  881         1
  882         1
  883         1
  885         1
  886         1
  887         1
  888         1
  889         1
  890         1
  891         1
  892         1
  893         1
  894         1
  895         1
  896         1
  898         1
  899         1
  900         1
  901         1
  902         1
