Time       moves_acc moves_gen     G(r)_1     S(Q)_1
125733.974     1133564     5609919  0.647E-02  0.103E-01
130733.801     1144856     5707247  0.629E-02  0.998E-02
131733.793     1156172     5804958  0.618E-02  0.967E-02
132733.852     1167409     5902478  0.608E-02  0.938E-02
133733.795     1178404     5998831  0.597E-02  0.910E-02
134733.815     1189544     6096395  0.590E-02  0.884E-02
135733.857     1200653     6194016  0.585E-02  0.857E-02
140733.799     1211739     6291714  0.577E-02  0.833E-02
141733.820     1222776     6389422  0.569E-02  0.811E-02
142733.823     1233750     6487238  0.558E-02  0.791E-02
143733.770     1244684     6584875  0.550E-02  0.771E-02
144733.793     1255626     6682706  0.546E-02  0.750E-02
145733.868     1266339     6780550  0.538E-02  0.732E-02
150733.771     1277285     6878260  0.532E-02  0.714E-02
151733.784     1288186     6975960  0.525E-02  0.696E-02
152733.835     1298985     7073757  0.521E-02  0.679E-02
153733.863     1309896     7171595  0.513E-02  0.665E-02
154733.806     1320619     7269436  0.506E-02  0.650E-02
155733.823     1331321     7367343  0.502E-02  0.635E-02
160733.769     1341870     7465059  0.496E-02  0.622E-02
161733.821     1352534     7563111  0.490E-02  0.609E-02
162733.788     1363150     7660921  0.488E-02  0.596E-02
163733.949     1373453     7758782  0.483E-02  0.584E-02
164734.072     1383692     7856645  0.477E-02  0.573E-02
165733.800     1394239     7954674  0.472E-02  0.562E-02
170734.045     1404850     8052733  0.468E-02  0.551E-02
171733.791     1415340     8150597  0.464E-02  0.541E-02
172733.785     1425856     8248548  0.459E-02  0.532E-02
173733.738     1436377     8346585  0.452E-02  0.523E-02
174733.778     1446874     8444338  0.449E-02  0.514E-02
175733.747     1457344     8542478  0.447E-02  0.505E-02
180733.749     1467872     8640531  0.442E-02  0.497E-02
181733.763     1478295     8738746  0.437E-02  0.489E-02
182733.750     1488631     8836879  0.435E-02  0.481E-02
183733.776     1498657     8935073  0.429E-02  0.475E-02
184733.754     1509004     9033204  0.425E-02  0.468E-02
185733.755     1519405     9131324  0.423E-02  0.461E-02
190733.779     1529735     9229366  0.420E-02  0.454E-02
191733.787     1540041     9327520  0.418E-02  0.447E-02
192733.783     1550343     9425728  0.414E-02  0.441E-02
193733.793     1561142     9523933  0.418E-02  0.436E-02
194733.737     1571576     9622084  0.411E-02  0.430E-02
195733.788     1581957     9720142  0.406E-02  0.424E-02
200733.760     1592217     9818301  0.403E-02  0.419E-02
201733.783     1602462     9916186  0.402E-02  0.414E-02
202733.762     1612656    10014191  0.399E-02  0.409E-02
203733.803     1622854    10112230  0.398E-02  0.404E-02
204733.766     1633035    10210365  0.395E-02  0.399E-02
205733.765     1643281    10308324  0.394E-02  0.394E-02
210733.762     1653528    10406375  0.393E-02  0.390E-02
211733.785     1663777    10504510  0.389E-02  0.385E-02
212733.762     1674023    10602587  0.388E-02  0.381E-02
213733.756     1684184    10700563  0.385E-02  0.377E-02
214733.758     1694339    10798776  0.384E-02  0.374E-02
215733.763     1704452    10896877  0.383E-02  0.370E-02
220733.829     1714815    10995250  0.381E-02  0.366E-02
221733.781     1724986    11093400  0.379E-02  0.362E-02
222733.758     1735077    11191698  0.378E-02  0.359E-02
223733.792     1745275    11289662  0.376E-02  0.356E-02
224733.796     1755472    11387873  0.372E-02  0.352E-02
225733.814     1765598    11485770  0.369E-02  0.349E-02
230733.763     1775695    11583849  0.370E-02  0.346E-02
231733.840     1785805    11681762  0.368E-02  0.343E-02
