Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
032733.858       61961       94603  0.252E+00  0.546E+00
033733.796      105887      190548  0.185E+00  0.465E+00
034733.827      146394      286693  0.148E+00  0.400E+00
035733.816      184972      382826  0.124E+00  0.347E+00
040733.746      221612      478812  0.105E+00  0.302E+00
041733.777      256932      574789  0.893E-01  0.265E+00
042733.747      290650      670812  0.768E-01  0.233E+00
043733.910      322692      766724  0.664E-01  0.206E+00
044733.801      352848      861097  0.583E-01  0.183E+00
045733.744      382037      957290  0.515E-01  0.163E+00
050733.732      410072     1053508  0.458E-01  0.145E+00
051733.746      436936     1149856  0.411E-01  0.130E+00
052733.728      462708     1246298  0.371E-01  0.117E+00
053733.730      487876     1342691  0.339E-01  0.105E+00
054733.732      511779     1439152  0.313E-01  0.951E-01
055733.728      534527     1535651  0.288E-01  0.865E-01
060733.743      555950     1632220  0.268E-01  0.791E-01
061733.729      575911     1728827  0.249E-01  0.728E-01
062733.736      595487     1825470  0.234E-01  0.670E-01
063733.736      614181     1922026  0.219E-01  0.620E-01
064733.735      632643     2018731  0.208E-01  0.573E-01
065733.789      650665     2115343  0.196E-01  0.533E-01
070733.788      668175     2212037  0.186E-01  0.496E-01
071733.782      685072     2308749  0.178E-01  0.463E-01
072733.786      701626     2405440  0.171E-01  0.433E-01
073733.777      717660     2502198  0.163E-01  0.407E-01
074733.787      733676     2598981  0.156E-01  0.383E-01
075733.763      749219     2695897  0.150E-01  0.361E-01
080733.761      764399     2792513  0.143E-01  0.341E-01
081733.753      779184     2889253  0.138E-01  0.323E-01
082733.730      793796     2986193  0.132E-01  0.306E-01
083733.730      808105     3082949  0.127E-01  0.291E-01
084733.810      822098     3179842  0.123E-01  0.276E-01
085733.767      836167     3276757  0.118E-01  0.263E-01
090733.727      850307     3373726  0.115E-01  0.251E-01
091733.745      864004     3470741  0.111E-01  0.239E-01
092733.744      877356     3567761  0.107E-01  0.228E-01
093733.741      890736     3664891  0.104E-01  0.218E-01
094733.796      904447     3761887  0.101E-01  0.210E-01
095733.839      917443     3858996  0.981E-02  0.201E-01
100733.814      930345     3955602  0.946E-02  0.193E-01
101733.799      942944     4052732  0.919E-02  0.185E-01
102733.817      955552     4149765  0.895E-02  0.177E-01
103733.793      968034     4246974  0.874E-02  0.170E-01
104733.811      980246     4344158  0.851E-02  0.164E-01
105733.925      992539     4441301  0.830E-02  0.157E-01
110733.838     1004739     4538434  0.809E-02  0.151E-01
111733.827     1016831     4635682  0.790E-02  0.146E-01
112733.797     1028842     4732927  0.774E-02  0.140E-01
113733.809     1040804     4830165  0.755E-02  0.135E-01
114733.825     1052696     4927639  0.740E-02  0.130E-01
115733.827     1064387     5025101  0.723E-02  0.126E-01
120733.887     1076182     5122569  0.709E-02  0.122E-01
121733.796     1087703     5219908  0.698E-02  0.117E-01
122733.825     1099286     5317327  0.680E-02  0.114E-01
123733.824     1110764     5414880  0.670E-02  0.110E-01
124733.823     1122246     5512400  0.655E-02  0.107E-01
