Cluster	# of Li atoms
    1      1034
    4         8
    8        24
   14         4
   15        31
   18        10
   19         4
   21        92
   23         6
   24        65
   28        11
   32        17
   36        14
   37        43
   38         3
   47        16
   48        20
   49         7
   50         2
   51        80
   57        67
   59        12
   62        11
   65         8
   72        11
   73         7
   74         4
   75        18
   79         4
   80         8
   82         2
   84         8
   89         3
   90         2
   98         1
  107         5
  108         3
  109         3
  112         2
  113         3
  119         7
  121         9
  122         2
  123         3
  127        11
  134         2
  142         5
  143         2
  144        13
  146         1
  149         1
  150        14
  157         4
  159         9
  160         4
  165         1
  166        10
  167         1
  168         4
  169        62
  170         3
  172         4
  175         1
  178        12
  189         1
  191        27
  192         2
  195         3
  198         1
  202         5
  204         4
  206         2
  207         4
  208         2
  216         9
  217         4
  218         1
  222         1
  223        12
  232         1
  235         2
  241         8
  244         1
  245         1
  246         2
  253         3
  264         9
  265        10
  271         1
  274         4
  278         6
  281         4
  282         9
  283         2
  284         2
  286         1
  290         8
  292         5
  297         2
  298         5
  299         2
  302         5
  308         1
  310         7
  311         2
  316         9
  322         5
  324         2
  325         1
  329        11
  332         3
  336        10
  340         4
  346         1
  347         2
  350         4
  352        10
  353         5
  355         2
  358         1
  361         2
  363         3
  365         1
  366         2
  367         1
  369         3
  372         3
  373         7
  375         2
  380         3
  382         1
  386         1
  390         2
  393         3
  398         1
  399         1
  405         1
  414         1
  417         1
  419         2
  423         3
  426         3
  427         4
  428        16
  433         4
  436         2
  437         2
  439         3
  440         2
  444         3
  447         1
  456         2
  458         3
  460         7
  476         4
  484         3
  491         3
  515         5
  517         1
  520         7
  522         5
  526         1
  545         4
  546         2
  548         1
  550         3
  554         3
  570         3
  576         2
  583         4
  593         2
  607         3
  608         2
  630         1
  631         2
  632         2
  635         2
  636         1
  643         5
  645         2
  648         2
  657         1
  658         1
  660         2
  663         1
  667         2
  669         3
  673         3
  674         3
  677         4
  679         2
  682         2
  685         1
  695         2
  710         2
  711         2
  715         3
  721         2
  724         2
  728         3
  730         3
  734         1
  737         1
  738         4
  744         4
  756         3
  758         6
  759         2
  762         2
  763         2
  764         2
  765         1
  766         4
  767         3
  769         1
  770         2
  771         1
  772         1
  774         1
  780         1
  781         2
  782         1
  789         2
  793         1
  794         1
  795         1
  797         2
  798         1
  799         1
  801         1
  802         1
  803         1
  804         1
  805         1
  806         1
  807         1
  808         1
  811         2
  813         2
  814         2
  815         1
  817         2
  818         1
  819         2
  820         2
  823         1
  825         1
  827         1
  829         1
  830         1
  832         2
  833         1
