Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
032111.420       60940       93686  0.255E+00  0.546E+00
033111.341      104866      189016  0.185E+00  0.464E+00
034111.372      144817      284345  0.150E+00  0.399E+00
035111.319      182868      379595  0.124E+00  0.347E+00
040111.324      219385      475125  0.105E+00  0.303E+00
041111.331      254543      570568  0.896E-01  0.265E+00
042111.319      287802      666040  0.771E-01  0.233E+00
043111.300      319692      761658  0.667E-01  0.206E+00
044111.403      350115      857390  0.585E-01  0.183E+00
045111.346      379562      953071  0.514E-01  0.163E+00
050111.284      407536     1048936  0.458E-01  0.146E+00
051111.278      434437     1144857  0.411E-01  0.130E+00
052111.286      460071     1240749  0.373E-01  0.117E+00
053111.282      484706     1336804  0.342E-01  0.106E+00
054111.288      508612     1432937  0.315E-01  0.957E-01
055111.285      531389     1529149  0.292E-01  0.869E-01
060111.301      552936     1625378  0.270E-01  0.796E-01
061111.281      573572     1721484  0.253E-01  0.729E-01
062111.325      593291     1817669  0.236E-01  0.673E-01
063111.278      612321     1914054  0.221E-01  0.622E-01
064111.290      630711     2010460  0.208E-01  0.577E-01
065111.305      648581     2106852  0.196E-01  0.537E-01
070111.384      665732     2203253  0.187E-01  0.502E-01
071111.379      682479     2299560  0.178E-01  0.469E-01
072111.380      698696     2395961  0.171E-01  0.440E-01
073111.325      714740     2492282  0.163E-01  0.414E-01
074111.335      730539     2588754  0.157E-01  0.389E-01
075111.336      745996     2685205  0.151E-01  0.367E-01
080111.280      761237     2781186  0.144E-01  0.346E-01
081111.325      776109     2877719  0.139E-01  0.328E-01
082111.303      790749     2974260  0.133E-01  0.311E-01
083111.300      805152     3070898  0.128E-01  0.295E-01
084111.294      819339     3167480  0.124E-01  0.281E-01
085111.280      833358     3264072  0.120E-01  0.267E-01
090111.274      847110     3360800  0.116E-01  0.254E-01
091111.283      860620     3457519  0.112E-01  0.243E-01
092111.314      873897     3554204  0.108E-01  0.232E-01
093111.293      887009     3650831  0.104E-01  0.222E-01
