 Q (1/Ang),U-U  ,U-Cl ,Cl-Cl
   0.60000 ,    -0.325155387750205E+01 ,     0.328247771486765E+00 ,    -0.117128314041547E+01 , 
   0.62000 ,    -0.331773577337633E+01 ,     0.184253896703935E+00 ,    -0.124327602326843E+01 , 
   0.64000 ,    -0.338643616313875E+01 ,     0.167186613834548E-01 ,    -0.131451947646308E+01 , 
   0.66000 ,    -0.344631606278834E+01 ,    -0.788567682631983E-01 ,    -0.135014512996829E+01 , 
   0.68000 ,    -0.353216940322729E+01 ,    -0.590453277345051E-01 ,    -0.133642786057245E+01 , 
   0.70000 ,    -0.366929794673987E+01 ,     0.458147240307554E-01 ,    -0.128641057433896E+01 , 
   0.72000 ,    -0.382014080588656E+01 ,     0.158747355987622E+00 ,    -0.123012933631826E+01 , 
   0.74000 ,    -0.388527908687508E+01 ,     0.210089565358270E+00 ,    -0.119605532647613E+01 , 
   0.76000 ,    -0.376792948819755E+01 ,     0.180454902668807E+00 ,    -0.119515665972175E+01 , 
   0.78000 ,    -0.345687277898901E+01 ,     0.105809795771038E+00 ,    -0.121672919053884E+01 , 
   0.80000 ,    -0.306051660625960E+01 ,     0.457531212847433E-01 ,    -0.123754143055066E+01 , 
   0.82000 ,    -0.275482215627204E+01 ,     0.405686021680401E-01 ,    -0.123774103040835E+01 , 
   0.84000 ,    -0.267090240680433E+01 ,     0.871936240347588E-01 ,    -0.121330518696594E+01 , 
   0.86000 ,    -0.279813132029746E+01 ,     0.147772969473159E+00 ,    -0.117757740237293E+01 , 
   0.88000 ,    -0.297625397983223E+01 ,     0.180519622645124E+00 ,    -0.115160044933810E+01 , 
   0.90000 ,    -0.299266308240824E+01 ,     0.168630223590524E+00 ,    -0.114992247211351E+01 , 
   0.92000 ,    -0.272672346344316E+01 ,     0.127642409642338E+00 ,    -0.117105658228657E+01 , 
   0.94000 ,    -0.224448169466418E+01 ,     0.894282451800604E-01 ,    -0.119848285417295E+01 , 
   0.96000 ,    -0.177407016027928E+01 ,     0.777378736596908E-01 ,    -0.121127593776177E+01 , 
   0.98000 ,    -0.156919025717303E+01 ,     0.939416685846001E-01 ,    -0.119745954864577E+01 , 
   1.00000 ,    -0.174405670846222E+01 ,     0.121257946073853E+00 ,    -0.116168419002906E+01 , 
   1.02000 ,    -0.218609468080768E+01 ,     0.140720605271579E+00 ,    -0.112255762890483E+01 , 
   1.04000 ,    -0.260570291321450E+01 ,     0.144342486106980E+00 ,    -0.110144681006176E+01 , 
   1.06000 ,    -0.269581754604958E+01 ,     0.135527798024985E+00 ,    -0.110973525652435E+01 , 
   1.08000 ,    -0.230469995191811E+01 ,     0.118838293363667E+00 ,    -0.114224468752974E+01 , 
   1.10000 ,    -0.151829024769257E+01 ,     0.903217916274351E-01 ,    -0.118053612739707E+01 , 
   1.12000 ,    -0.606852932398274E+00 ,     0.384744093204193E-01 ,    -0.120372177385725E+01 , 
   1.14000 ,     0.125062307078581E+00 ,    -0.440329606492360E-01 ,    -0.120005082579617E+01 , 
   1.16000 ,     0.490909547862553E+00 ,    -0.147867268073554E+00 ,    -0.117246978104095E+01 , 
   1.18000 ,     0.489186374337141E+00 ,    -0.245538188157289E+00 ,    -0.113541421991818E+01 , 
   1.20000 ,     0.258402178036685E+00 ,    -0.304428263246261E+00 ,    -0.110553134792438E+01 , 
   1.22000 ,    -0.350262669171526E-01 ,    -0.306288564692109E+00 ,    -0.109240336737257E+01 , 
   1.24000 ,    -0.294705218651938E+00 ,    -0.259551345837352E+00 ,    -0.109468140813075E+01 , 
   1.26000 ,    -0.516382873661522E+00 ,    -0.195791223891443E+00 ,    -0.110307353458461E+01 , 
   1.28000 ,    -0.730783458109161E+00 ,    -0.153285131953603E+00 ,    -0.110717647261186E+01 , 
   1.30000 ,    -0.919536697793910E+00 ,    -0.159620209133437E+00 ,    -0.110116165152855E+01 , 
   1.32000 ,    -0.973731281198264E+00 ,    -0.224579497022707E+00 ,    -0.108493835535444E+01 , 
   1.34000 ,    -0.733953842945933E+00 ,    -0.344963047621830E+00 ,    -0.106119808266575E+01 , 
   1.36000 ,    -0.939815488306421E-01 ,    -0.512796129894045E+00 ,    -0.103180385784499E+01 , 
   1.38000 ,     0.895613410486012E+00 ,    -0.716429002801316E+00 ,    -0.997059611805109E+00 , 
   1.40000 ,     0.199445723511024E+01 ,    -0.932412431187785E+00 ,    -0.958489540251422E+00 , 
   1.42000 ,     0.284427013763349E+01 ,    -0.111778310426363E+01 ,    -0.922192554357818E+00 , 
   1.44000 ,     0.312174726327574E+01 ,    -0.121674061855714E+01 ,    -0.898562606872682E+00 , 
   1.46000 ,     0.270056052033301E+01 ,    -0.118691560411775E+01 ,    -0.896535811163089E+00 , 
   1.48000 ,     0.173872048985413E+01 ,    -0.103340453854633E+01 ,    -0.915116098394800E+00 , 
   1.50000 ,     0.638503031055428E+00 ,    -0.826439152779148E+00 ,    -0.938350773977298E+00 , 
   1.52000 ,    -0.114295338477887E+00 ,    -0.682576031592032E+00 ,    -0.939180864306428E+00 , 
   1.54000 ,    -0.164811272370500E+00 ,    -0.710343881831457E+00 ,    -0.892402689702690E+00 , 
   1.56000 ,     0.541475117206743E+00 ,    -0.946930807122547E+00 ,    -0.790367832376973E+00 , 
   1.58000 ,     0.171917238656181E+01 ,    -0.132467628069762E+01 ,    -0.651577689926127E+00 , 
   1.60000 ,     0.286129147231468E+01 ,    -0.169381303951998E+01 ,    -0.515021645444377E+00 , 
   1.62000 ,     0.346789415226244E+01 ,    -0.189592650063085E+01 ,    -0.421119765460929E+00 , 
   1.64000 ,     0.327927913296888E+01 ,    -0.185002233330553E+01 ,    -0.388855217067666E+00 , 
   1.66000 ,     0.239873035784026E+01 ,    -0.160135406055240E+01 ,    -0.402457192284628E+00 , 
   1.68000 ,     0.123949223370068E+01 ,    -0.130169680221293E+01 ,    -0.416788821494490E+00 , 
   1.70000 ,     0.318122104851482E+00 ,    -0.112887794009285E+01 ,    -0.380248139184180E+00 , 
   1.72000 ,    -0.256595743093627E-02 ,    -0.118964872786484E+01 ,    -0.263426491396968E+00 , 
   1.74000 ,     0.311790097647948E+00 ,    -0.146087759426673E+01 ,    -0.774848480205272E-01 , 
   1.76000 ,     0.965866460917563E+00 ,    -0.180241204273506E+01 ,     0.128803628765338E+00 , 
   1.78000 ,     0.150516114990599E+01 ,    -0.203371249894291E+01 ,     0.292689131667100E+00 , 
   1.80000 ,     0.156328953578682E+01 ,    -0.203036000757945E+01 ,     0.369393317362652E+00 , 
   1.82000 ,     0.105079199066511E+01 ,    -0.178694678688670E+01 ,     0.355159385675758E+00 , 
   1.84000 ,     0.186327407804044E+00 ,    -0.141423302681463E+01 ,     0.289068481643621E+00 , 
   1.86000 ,    -0.637671324461329E+00 ,    -0.107666362610749E+01 ,     0.233009589824566E+00 , 
   1.88000 ,    -0.107070628007847E+01 ,    -0.908176124545287E+00 ,     0.240945478155936E+00 , 
   1.90000 ,    -0.977939015496839E+00 ,    -0.952032421110124E+00 ,     0.333776635064190E+00 , 
   1.92000 ,    -0.482676430239328E+00 ,    -0.115219242472893E+01 ,     0.492114332988197E+00 , 
   1.94000 ,     0.129154828385309E+00 ,    -0.139289067877344E+01 ,     0.668942620597609E+00 , 
   1.96000 ,     0.571343791589241E+00 ,    -0.155863778009126E+01 ,     0.813685952682960E+00 , 
   1.98000 ,     0.688178751389068E+00 ,    -0.158154678422914E+01 ,     0.894368024125676E+00 , 
   2.00000 ,     0.489816337847788E+00 ,    -0.145635116874320E+01 ,     0.907382042433278E+00 , 
   2.02000 ,     0.956130038127378E-01 ,    -0.122457736813744E+01 ,     0.872393736255141E+00 , 
   2.04000 ,    -0.357840941918634E+00 ,    -0.944573839382374E+00 ,     0.817967372013487E+00 , 
   2.06000 ,    -0.779807795221751E+00 ,    -0.666207617155748E+00 ,     0.767188630242353E+00 , 
   2.08000 ,    -0.113142036844058E+01 ,    -0.420151941085951E+00 ,     0.730526654829512E+00 , 
   2.10000 ,    -0.139406049271280E+01 ,    -0.220049044074942E+00 ,     0.707554445011172E+00 , 
   2.12000 ,    -0.154289931621402E+01 ,    -0.692820848054435E-01 ,     0.693769385307261E+00 , 
   2.14000 ,    -0.155363645764367E+01 ,     0.348289672225596E-01 ,     0.686682624526706E+00 , 
   2.16000 ,    -0.143386980212927E+01 ,     0.101007656983565E+00 ,     0.687197680043572E+00 , 
   2.18000 ,    -0.124398668831767E+01 ,     0.144990080382068E+00 ,     0.696286395027510E+00 , 
   2.20000 ,    -0.107809148385944E+01 ,     0.187606065867389E+00 ,     0.710328775247738E+00 , 
   2.22000 ,    -0.100874064755460E+01 ,     0.248988726141008E+00 ,     0.719236925447237E+00 , 
   2.24000 ,    -0.103308366620081E+01 ,     0.341382963882129E+00 ,     0.709469090595918E+00 , 
   2.26000 ,    -0.106420038971903E+01 ,     0.464326694553944E+00 ,     0.670733213660875E+00 , 
   2.28000 ,    -0.982743928437457E+00 ,     0.604631231355279E+00 ,     0.602640135954888E+00 , 
   2.30000 ,    -0.720226755664192E+00 ,     0.741078074942339E+00 ,     0.517238258050848E+00 , 
   2.32000 ,    -0.318736321109869E+00 ,     0.851872974424153E+00 ,     0.435378660782241E+00 , 
   2.34000 ,     0.767016321771327E-01 ,     0.922315717663282E+00 ,     0.378108647022392E+00 , 
   2.36000 ,     0.293903222348214E+00 ,     0.950340400952037E+00 ,     0.357058996261547E+00 , 
   2.38000 ,     0.232955047271008E+00 ,     0.947931524400525E+00 ,     0.368620175195013E+00 , 
   2.40000 ,    -0.716557479843148E-01 ,     0.937088827741339E+00 ,     0.395086745795966E+00 , 
   2.42000 ,    -0.463849875971485E+00 ,     0.940686391794254E+00 ,     0.412586715658475E+00 , 
   2.44000 ,    -0.744736617470437E+00 ,     0.971297805527570E+00 ,     0.402133519775518E+00 , 
   2.46000 ,    -0.769917848910408E+00 ,     0.102344469195243E+01 ,     0.358357977341683E+00 , 
   2.48000 ,    -0.511527299828845E+00 ,     0.107456558739337E+01 ,     0.291466774595186E+00 , 
   2.50000 ,    -0.577791907785213E-01 ,     0.109613356443815E+01 ,     0.221394663346170E+00 , 
   2.52000 ,     0.438683205296386E+00 ,     0.107022854794201E+01 ,     0.167248075584168E+00 , 
   2.54000 ,     0.827891825434495E+00 ,     0.100227554149055E+01 ,     0.137707593692261E+00 , 
   2.56000 ,     0.101149619913474E+01 ,     0.921309175903957E+00 ,     0.127524551758667E+00 , 
   2.58000 ,     0.960869581711555E+00 ,     0.865726205535338E+00 ,     0.121794217804367E+00 , 
   2.60000 ,     0.712175427005230E+00 ,     0.861554720543705E+00 ,     0.105249679963975E+00 , 
   2.62000 ,     0.351733641485677E+00 ,     0.905953045466233E+00 ,     0.710142610842064E-01 , 
   2.64000 ,    -0.344475096513475E-02 ,     0.966641116399332E+00 ,     0.237811038386613E-01 , 
   2.66000 ,    -0.234321861242994E+00 ,     0.998777880817538E+00 ,    -0.240680102377155E-01 , 
   2.68000 ,    -0.259662172682692E+00 ,     0.969928862511680E+00 ,    -0.605535056595108E-01 , 
   2.70000 ,    -0.751973416907840E-01 ,     0.878300695526742E+00 ,    -0.811419353376677E-01 , 
   2.72000 ,     0.231651939913856E+00 ,     0.753229859445861E+00 ,    -0.904919211445491E-01 , 
   2.74000 ,     0.510662573665140E+00 ,     0.637828462589713E+00 ,    -0.983169782472059E-01 , 
   2.76000 ,     0.616940861653970E+00 ,     0.564722846330060E+00 ,    -0.112624186633281E+00 , 
   2.78000 ,     0.485827099334658E+00 ,     0.539781956437515E+00 ,    -0.135062321606649E+00 , 
   2.80000 ,     0.170829766109050E+00 ,     0.543099271484733E+00 ,    -0.161321677562986E+00 , 
   2.82000 ,    -0.181767538784841E+00 ,     0.545137273569073E+00 ,    -0.185813136565645E+00 , 
   2.84000 ,    -0.410420239497866E+00 ,     0.526484061417329E+00 ,    -0.206845829618343E+00 , 
   2.86000 ,    -0.423459074276412E+00 ,     0.488263918874181E+00 ,    -0.228302907732381E+00 , 
   2.88000 ,    -0.241711499998324E+00 ,     0.447443022149616E+00 ,    -0.256478503957647E+00 , 
   2.90000 ,     0.245313279473857E-01 ,     0.421815076487594E+00 ,    -0.294354201131657E+00 , 
   2.92000 ,     0.245585587755053E+00 ,     0.416043676854320E+00 ,    -0.337579497368399E+00 , 
   2.94000 ,     0.342796145556430E+00 ,     0.418520448087584E+00 ,    -0.375365056648480E+00 , 
   2.96000 ,     0.316916604233345E+00 ,     0.410549228242784E+00 ,    -0.396131983437982E+00 , 
   2.98000 ,     0.224247624167528E+00 ,     0.380556811723697E+00 ,    -0.394425931874152E+00 , 
   3.00000 ,     0.126338636865209E+00 ,     0.332816048521426E+00 ,    -0.374603381489864E+00 , 
   3.02000 ,     0.531014780054139E-01 ,     0.284512831624637E+00 ,    -0.348804465145449E+00 , 
   3.04000 ,     0.273045417454195E-02 ,     0.253500050862371E+00 ,    -0.330366994208240E+00 , 
   3.06000 ,    -0.305956011821595E-01 ,     0.245620758310960E+00 ,    -0.326678274728975E+00 , 
   3.08000 ,    -0.326004832626176E-01 ,     0.250568076071608E+00 ,    -0.335691391116015E+00 , 
   3.10000 ,     0.253871684215496E-01 ,     0.249084353257824E+00 ,    -0.347930141680380E+00 , 
   3.12000 ,     0.152748554263749E+00 ,     0.226396288180120E+00 ,    -0.352446864260252E+00 , 
   3.14000 ,     0.307692048438059E+00 ,     0.182619075730848E+00 ,    -0.343032374195300E+00 , 
   3.16000 ,     0.401221878884849E+00 ,     0.133094764495373E+00 ,    -0.321206393151689E+00 , 
   3.18000 ,     0.346037066863826E+00 ,     0.984596264001610E-01 ,    -0.294723844549372E+00 , 
   3.20000 ,     0.122835365413384E+00 ,     0.909246276829667E-01 ,    -0.272952354279059E+00 , 
   3.22000 ,    -0.183608953023267E+00 ,     0.105492582525356E+00 ,    -0.261941999877448E+00 , 
   3.24000 ,    -0.412302053764742E+00 ,     0.121524555586180E+00 ,    -0.261715829314893E+00 , 
   3.26000 ,    -0.410557954520457E+00 ,     0.113699794200695E+00 ,    -0.266788819861231E+00 , 
   3.28000 ,    -0.127462054608357E+00 ,     0.660808756673462E-01 ,    -0.269248185649654E+00 , 
   3.30000 ,     0.342569411020936E+00 ,    -0.183562418797512E-01 ,    -0.262732208908228E+00 , 
   3.32000 ,     0.797289851010558E+00 ,    -0.117531707980574E+00 ,    -0.245528436524870E+00 , 
   3.34000 ,     0.102704674966201E+01 ,    -0.199321294007853E+00 ,    -0.221512715569100E+00 , 
   3.36000 ,     0.921260334908738E+00 ,    -0.235561459574078E+00 ,    -0.198458385945945E+00 , 
   3.38000 ,     0.520967858049632E+00 ,    -0.214874775734379E+00 ,    -0.184215411050219E+00 , 
   3.40000 ,    -0.895995394087428E-02 ,    -0.148952395199049E+00 ,    -0.182263259172549E+00 , 
   3.42000 ,    -0.466821618778780E+00 ,    -0.695010678012087E-01 ,    -0.188810497704957E+00 , 
   3.44000 ,    -0.708181312808482E+00 ,    -0.164958939160008E-01 ,    -0.193378610214966E+00 , 
   3.46000 ,    -0.697834601781001E+00 ,    -0.218239575638955E-01 ,    -0.183345464165608E+00 , 
   3.48000 ,    -0.501358172100997E+00 ,    -0.948557005277868E-01 ,    -0.150678688303861E+00 , 
   3.50000 ,    -0.233995721306986E+00 ,    -0.216693273789102E+00 ,    -0.973110668525757E-01 , 
   3.52000 ,    -0.293967553603139E-02 ,    -0.346920689947849E+00 ,    -0.356711751981872E-01 , 
   3.54000 ,     0.127926784751611E+00 ,    -0.441105131619523E+00 ,     0.167676406426995E-01 , 
   3.56000 ,     0.143654869158612E+00 ,    -0.471447920819508E+00 ,     0.465037355497787E-01 , 
   3.58000 ,     0.656875310063268E-01 ,    -0.440253433924941E+00 ,     0.515968704269833E-01 , 
   3.60000 ,    -0.636217541608817E-01 ,    -0.378613505599234E+00 ,     0.431378691209269E-01 , 
   3.62000 ,    -0.193070626729122E+00 ,    -0.330217069006253E+00 ,     0.392716371476051E-01 , 
   3.64000 ,    -0.274618934141853E+00 ,    -0.328566683471774E+00 ,     0.549801296917860E-01 , 
   3.66000 ,    -0.279276809042696E+00 ,    -0.380029661535518E+00 ,     0.936233582866484E-01 , 
   3.68000 ,    -0.212480116011071E+00 ,    -0.462110808786141E+00 ,     0.145313200519048E+00 , 
   3.70000 ,    -0.116997443874041E+00 ,    -0.537533557407548E+00 ,     0.192980023665727E+00 , 
   3.72000 ,    -0.543564189312066E-01 ,    -0.575431688321761E+00 ,     0.222175554185745E+00 , 
   3.74000 ,    -0.697613458052296E-01 ,    -0.567040482207267E+00 ,     0.228438720161913E+00 , 
   3.76000 ,    -0.160332349932684E+00 ,    -0.527255240213028E+00 ,     0.217930692573288E+00 , 
   3.78000 ,    -0.269255607344813E+00 ,    -0.482651065982793E+00 ,     0.201708471754096E+00 , 
   3.80000 ,    -0.314268504418131E+00 ,    -0.454889608738944E+00 ,     0.188194940391658E+00 , 
   3.82000 ,    -0.236143361456034E+00 ,    -0.450397767565378E+00 ,     0.179200216107730E+00 , 
   3.84000 ,    -0.375871332161822E-01 ,    -0.461761835294262E+00 ,     0.171777401758071E+00 , 
   3.86000 ,     0.212859706116467E+00 ,    -0.477568442619741E+00 ,     0.163591391541766E+00 , 
   3.88000 ,     0.415488312264767E+00 ,    -0.491778061715270E+00 ,     0.156811022419205E+00 , 
   3.90000 ,     0.491401066173633E+00 ,    -0.505119982814315E+00 ,     0.156847464469348E+00 , 
   3.92000 ,     0.420020587928180E+00 ,    -0.518180115753869E+00 ,     0.166609258354876E+00 , 
