Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
025502.594      132013      253660  0.775E-01  0.253E+00
030508.387      227299      511888  0.275E-01  0.151E+00
031502.574      304534      768609  0.122E-01  0.935E-01
032502.675      367830     1028795  0.707E-02  0.600E-01
033502.616      424001     1290344  0.472E-02  0.391E-01
034502.634      475813     1552362  0.340E-02  0.257E-01
035502.585      523349     1814686  0.251E-02  0.170E-01
040502.543      567815     2078992  0.190E-02  0.114E-01
041502.519      609500     2346909  0.144E-02  0.780E-02
042508.046      648562     2613835  0.113E-02  0.551E-02
043502.661      684356     2875428  0.931E-03  0.407E-02
044502.604      718493     3143010  0.815E-03  0.316E-02
045502.550      751351     3411198  0.762E-03  0.256E-02
050502.529      782642     3678558  0.725E-03  0.216E-02
051502.516      814921     3946600  0.742E-03  0.189E-02
052502.512      845133     4214680  0.747E-03  0.169E-02
053502.518      875120     4483888  0.767E-03  0.154E-02
054502.519      904657     4750355  0.780E-03  0.143E-02
055502.539      934315     5018452  0.799E-03  0.134E-02
060502.549      963760     5286756  0.825E-03  0.127E-02
061502.528      993105     5554860  0.816E-03  0.121E-02
062502.520     1022278     5823314  0.829E-03  0.117E-02
063502.521     1051787     6091070  0.843E-03  0.112E-02
064502.546     1081265     6360100  0.856E-03  0.109E-02
065502.573     1110727     6628430  0.861E-03  0.106E-02
070502.552     1140009     6896840  0.882E-03  0.103E-02
071502.590     1169336     7164776  0.884E-03  0.999E-03
072502.565     1198642     7433403  0.893E-03  0.978E-03
073502.547     1228192     7701818  0.888E-03  0.956E-03
074502.549     1257822     7970787  0.895E-03  0.936E-03
075502.548     1287314     8239549  0.919E-03  0.918E-03
080502.541     1316849     8508100  0.926E-03  0.902E-03
081502.552     1346531     8778895  0.920E-03  0.885E-03
082502.569     1375966     9047892  0.942E-03  0.871E-03
083502.572     1405195     9315311  0.927E-03  0.858E-03
084502.552     1434595     9583871  0.937E-03  0.846E-03
085502.582     1463977     9851901  0.968E-03  0.831E-03
090502.542     1493526    10122105  0.953E-03  0.820E-03
091502.545     1523202    10391384  0.947E-03  0.811E-03
092502.553     1552823    10662157  0.962E-03  0.800E-03
093502.525     1582469    10933028  0.967E-03  0.791E-03
094504.521     1612271    11203104  0.964E-03  0.781E-03
095502.601     1641781    11472566  0.969E-03  0.773E-03
100502.605     1671572    11742421  0.954E-03  0.765E-03
101502.599     1701250    12012531  0.976E-03  0.757E-03
102502.553     1730929    12282578  0.986E-03  0.749E-03
103502.607     1760607    12552431  0.977E-03  0.743E-03
104502.554     1790239    12822442  0.100E-02  0.734E-03
105502.609     1819849    13092448  0.101E-02  0.726E-03
110502.568     1849361    13362671  0.994E-03  0.720E-03
111502.554     1879025    13632861  0.101E-02  0.713E-03
112502.575     1908624    13903072  0.103E-02  0.705E-03
113502.555     1938253    14172800  0.101E-02  0.699E-03
114502.612     1967922    14443291  0.102E-02  0.694E-03
115502.570     1997522    14713749  0.101E-02  0.689E-03
120502.636     2027241    14983766  0.101E-02  0.683E-03
121502.561     2056950    15254205  0.103E-02  0.677E-03
122502.583     2086586    15524749  0.104E-02  0.672E-03
123502.586     2116339    15795006  0.103E-02  0.667E-03
124502.586     2146089    16064859  0.104E-02  0.663E-03
125503.066     2175651    16334309  0.105E-02  0.658E-03
130502.561     2205260    16604238  0.102E-02  0.655E-03
131502.572     2235207    16874526  0.105E-02  0.650E-03
132502.568     2264685    17142881  0.105E-02  0.644E-03
133502.558     2294364    17413045  0.105E-02  0.639E-03
134502.578     2323905    17682703  0.107E-02  0.634E-03
135502.594     2353660    17952529  0.105E-02  0.630E-03
140502.586     2383266    18222213  0.106E-02  0.625E-03
141502.597     2412789    18492362  0.106E-02  0.621E-03
142502.549     2442436    18762340  0.107E-02  0.616E-03
143502.565     2472179    19033181  0.105E-02  0.613E-03
144502.611     2501738    19302868  0.106E-02  0.610E-03
145502.586     2531415    19572522  0.107E-02  0.606E-03
150502.562     2560978    19842303  0.107E-02  0.602E-03
151502.557     2590260    20110381  0.107E-02  0.599E-03
152502.570     2619855    20378645  0.107E-02  0.596E-03
153502.556     2649372    20647950  0.107E-02  0.592E-03
154502.578     2678785    20915774  0.106E-02  0.589E-03
155502.583     2708388    21185448  0.110E-02  0.584E-03
160502.579     2737773    21452825  0.106E-02  0.582E-03
161502.568     2767374    21723209  0.108E-02  0.578E-03
162502.570     2797049    21992404  0.109E-02  0.574E-03
163502.559     2826642    22262583  0.107E-02  0.571E-03
164502.643     2856242    22531510  0.107E-02  0.569E-03
165502.615     2885752    22800192  0.107E-02  0.566E-03
170502.557     2915237    23068602  0.109E-02  0.562E-03
171502.550     2944897    23337595  0.109E-02  0.559E-03
172502.575     2974362    23606740  0.107E-02  0.557E-03
173515.122     3003774    23876807  0.109E-02  0.552E-03
174502.527     3032578    24140347  0.110E-02  0.550E-03
175502.531     3062303    24410247  0.110E-02  0.547E-03
180502.517     3091821    24679263  0.112E-02  0.544E-03
181502.535     3121297    24949679  0.112E-02  0.541E-03
182502.522     3150862    25218221  0.112E-02  0.538E-03
183502.517     3180640    25488504  0.113E-02  0.535E-03
184502.552     3210512    25758948  0.111E-02  0.534E-03
185502.590     3240006    26028391  0.111E-02  0.530E-03
190502.609     3269711    26298466  0.112E-02  0.527E-03
191502.547     3299225    26568704  0.111E-02  0.525E-03
192502.549     3328896    26839113  0.112E-02  0.522E-03
193502.569     3358525    27109284  0.113E-02  0.519E-03
194502.569     3388390    27379070  0.112E-02  0.519E-03
195502.559     3418179    27649620  0.113E-02  0.514E-03
200502.556     3447697    27919615  0.112E-02  0.511E-03
201502.559     3477451    28189829  0.114E-02  0.508E-03
202502.577     3506989    28459860  0.113E-02  0.506E-03
203502.546     3536775    28730107  0.113E-02  0.504E-03
204502.582     3566229    28999775  0.114E-02  0.500E-03
205502.553     3595833    29270150  0.112E-02  0.499E-03
210502.560     3625404    29540693  0.116E-02  0.494E-03
211502.592     3654894    29811137  0.113E-02  0.493E-03
212502.598     3684512    30080339  0.115E-02  0.490E-03
213502.557     3713874    30348635  0.117E-02  0.487E-03
214502.593     3743441    30618885  0.115E-02  0.485E-03
215502.555     3772928    30888585  0.114E-02  0.484E-03
220502.752     3802335    31157914  0.115E-02  0.481E-03
221502.578     3831679    31426772  0.116E-02  0.478E-03
222511.995     3861273    31697257  0.115E-02  0.477E-03
223502.586     3890531    31962740  0.116E-02  0.472E-03
224502.580     3920157    32233053  0.117E-02  0.470E-03
