 Q (1/Ang),U-U  ,U-Cl ,Cl-Cl
   1.42000 ,     0.280137143695195E+01 ,    -0.108862607728382E+01 ,    -0.894770692190779E+00 , 
   1.44000 ,     0.306622058726713E+01 ,    -0.116315492807719E+01 ,    -0.879572441047146E+00 , 
   1.46000 ,     0.264752822183626E+01 ,    -0.111038581684214E+01 ,    -0.898034794114349E+00 , 
   1.48000 ,     0.170600067997816E+01 ,    -0.948184070424458E+00 ,    -0.937685858930064E+00 , 
   1.50000 ,     0.640668723996195E+00 ,    -0.753090730375411E+00 ,    -0.970955224415243E+00 , 
   1.52000 ,    -0.714021991323932E-01 ,    -0.638282201564301E+00 ,    -0.965353311966926E+00 , 
   1.54000 ,    -0.865555743428359E-01 ,    -0.701639505960897E+00 ,    -0.898592865799148E+00 , 
   1.56000 ,     0.640387804105956E+00 ,    -0.968352819222033E+00 ,    -0.771701948622675E+00 , 
   1.58000 ,     0.182031258918856E+01 ,    -0.136297847974278E+01 ,    -0.612612186701059E+00 , 
   1.60000 ,     0.294947089987969E+01 ,    -0.173455017564495E+01 ,    -0.466265403023594E+00 , 
   1.62000 ,     0.353630335327909E+01 ,    -0.192891164116427E+01 ,    -0.373977935829208E+00 , 
   1.64000 ,     0.333046210376282E+01 ,    -0.187191548134509E+01 ,    -0.351442520245512E+00 , 
   1.66000 ,     0.244125850321827E+01 ,    -0.161565628821626E+01 ,    -0.377326634299808E+00 , 
   1.68000 ,     0.128258480027015E+01 ,    -0.131720272320060E+01 ,    -0.400494419002265E+00 , 
   1.70000 ,     0.367522481688540E+00 ,    -0.115710774097331E+01 ,    -0.364516607397549E+00 , 
   1.72000 ,     0.547553676127455E-01 ,    -0.124110998752937E+01 ,    -0.238031423075178E+00 , 
   1.74000 ,     0.376880723525876E+00 ,    -0.154036450306916E+01 ,    -0.346710348335166E-01 , 
   1.76000 ,     0.103935128672130E+01 ,    -0.190491136898677E+01 ,     0.189652510477991E+00 , 
   1.78000 ,     0.158807514366133E+01 ,    -0.214354822240618E+01 ,     0.362642261093554E+00 , 
   1.80000 ,     0.165311257938091E+01 ,    -0.212551055097397E+01 ,     0.432153161470941E+00 , 
   1.82000 ,     0.113667513822497E+01 ,    -0.184779851133922E+01 ,     0.394000104307386E+00 , 
   1.84000 ,     0.248181439408975E+00 ,    -0.143291032861879E+01 ,     0.295575254254120E+00 , 
   1.86000 ,    -0.623173244326616E+00 ,    -0.106179656485655E+01 ,     0.212739425081306E+00 , 
   1.88000 ,    -0.111875260626857E+01 ,    -0.881865235453818E+00 ,     0.212151654690686E+00 , 
   1.90000 ,    -0.108497563466686E+01 ,    -0.940029076656946E+00 ,     0.319128844538591E+00 , 
   1.92000 ,    -0.623816592060439E+00 ,    -0.117231784075599E+01 ,     0.507653099500067E+00 , 
   1.94000 ,    -0.864275596620775E-02 ,    -0.144780696821946E+01 ,     0.716438827592986E+00 , 
   1.96000 ,     0.470315860471508E+00 ,    -0.163645684000984E+01 ,     0.880667645881708E+00 , 
   1.98000 ,     0.637972046940349E+00 ,    -0.166311136260531E+01 ,     0.961444591032738E+00 , 
   2.00000 ,     0.480046534445593E+00 ,    -0.152439639203648E+01 ,     0.958169717661122E+00 , 
   2.02000 ,     0.998189466250221E-01 ,    -0.126965500445815E+01 ,     0.900176844426728E+00 , 
   2.04000 ,    -0.365657809483588E+00 ,    -0.965523091222038E+00 ,     0.825876144962853E+00 , 
   2.06000 ,    -0.810925685045390E+00 ,    -0.666798170780339E+00 ,     0.763150245834417E+00 , 
   2.08000 ,    -0.117924879303523E+01 ,    -0.405535477046638E+00 ,     0.721373859282991E+00 , 
   2.10000 ,    -0.144331509869305E+01 ,    -0.195613939910341E+00 ,     0.696391316573957E+00 , 
   2.12000 ,    -0.158383485611200E+01 ,    -0.415735733702377E-01 ,     0.681501664517738E+00 , 
   2.14000 ,    -0.159065602250667E+01 ,     0.577210124265388E-01 ,     0.675135447280572E+00 , 
   2.16000 ,    -0.148201806751673E+01 ,     0.111843523305042E+00 ,     0.680174342425755E+00 , 
   2.18000 ,    -0.131582332267624E+01 ,     0.142077906242955E+00 ,     0.697016531336813E+00 , 
   2.20000 ,    -0.117086468033257E+01 ,     0.178456294658636E+00 ,     0.717257396030490E+00 , 
   2.22000 ,    -0.110216355787206E+01 ,     0.249115739950536E+00 ,     0.724125603294899E+00 , 
   2.24000 ,    -0.110076009063717E+01 ,     0.367197168994674E+00 ,     0.700535084945356E+00 , 
   2.26000 ,    -0.109176199780757E+01 ,     0.523342194797072E+00 ,     0.639790016938810E+00 , 
   2.28000 ,    -0.980151782598707E+00 ,     0.688940291996227E+00 ,     0.551711754260599E+00 , 
   2.30000 ,    -0.718727235231655E+00 ,     0.828953459634361E+00 ,     0.459667115523677E+00 , 
   2.32000 ,    -0.352926242507616E+00 ,     0.917750224149520E+00 ,     0.389676574541334E+00 , 
   2.34000 ,    -0.896296626132812E-02 ,     0.950094366218831E+00 ,     0.357654218987740E+00 , 
   2.36000 ,     0.172117554022351E+00 ,     0.942421991120311E+00 ,     0.361867182872074E+00 , 
   2.38000 ,     0.115860531564476E+00 ,     0.924490137941879E+00 ,     0.384525479594031E+00 , 
   2.40000 ,    -0.138354918316359E+00 ,     0.925606734585845E+00 ,     0.401232629874289E+00 , 
   2.42000 ,    -0.452745185425485E+00 ,     0.961414625473980E+00 ,     0.392980514611479E+00 , 
   2.44000 ,    -0.659226301573702E+00 ,     0.102660716775829E+01 ,     0.354544301928566E+00 , 
   2.46000 ,    -0.640110100849245E+00 ,     0.109672194963078E+01 ,     0.295535191599810E+00 , 
   2.48000 ,    -0.377972087998815E+00 ,     0.113892027504072E+01 ,     0.234307995996504E+00 , 
   2.50000 ,     0.462344102377123E-01 ,     0.112797110844670E+01 ,     0.188249774406637E+00 , 
   2.52000 ,     0.496980205192856E+00 ,     0.106059857382582E+01 ,     0.165271383506200E+00 , 
   2.54000 ,     0.841240903241392E+00 ,     0.960665842939250E+00 ,     0.160357076275339E+00 , 
   2.56000 ,     0.992073816975836E+00 ,     0.870798947565090E+00 ,     0.158520610740093E+00 , 
   2.58000 ,     0.927518857456790E+00 ,     0.832588617310601E+00 ,     0.142610667861171E+00 , 
   2.60000 ,     0.688474379552998E+00 ,     0.864455212922775E+00 ,     0.102232203698034E+00 , 
   2.62000 ,     0.363538347652288E+00 ,     0.949277223934546E+00 ,     0.394627000257785E-01 , 
   2.64000 ,     0.645296494916454E-01 ,     0.104008052865046E+01 ,    -0.315976967316835E-01 , 
   2.66000 ,    -0.106930110793133E+00 ,     0.108254891299900E+01 ,    -0.914943478046792E-01 , 
   2.68000 ,    -0.968266497504926E-01 ,     0.104302753518400E+01 ,    -0.125135182497989E+00 , 
   2.70000 ,     0.743049533313380E-01 ,     0.926448889382389E+00 ,    -0.129532107232334E+00 , 
   2.72000 ,     0.313153881796077E+00 ,     0.773580073495808E+00 ,    -0.115297723055941E+00 , 
   2.74000 ,     0.492039361270930E+00 ,     0.638808086809352E+00 ,    -0.100899127979344E+00 , 
   2.76000 ,     0.510405528762803E+00 ,     0.561274574850082E+00 ,    -0.102783889418862E+00 , 
   2.78000 ,     0.347529774327879E+00 ,     0.546154772669873E+00 ,    -0.127006785332522E+00 , 
   2.80000 ,     0.746169518228132E-01 ,     0.566491106901314E+00 ,    -0.167194902082992E+00 , 
   2.82000 ,    -0.183559189261650E+00 ,     0.583180534321473E+00 ,    -0.209866875362436E+00 , 
   2.84000 ,    -0.316194908238928E+00 ,     0.569692936672656E+00 ,    -0.243554445297757E+00 , 
   2.86000 ,    -0.282866781421450E+00 ,     0.525944067415728E+00 ,    -0.265794735313269E+00 , 
   2.88000 ,    -0.125705948910283E+00 ,     0.473650432635789E+00 ,    -0.283509228136140E+00 , 
   2.90000 ,     0.664130902507831E-01 ,     0.437967682519819E+00 ,    -0.306707853049297E+00 , 
   2.92000 ,     0.214195469809266E+00 ,     0.428855334490266E+00 ,    -0.339963043450682E+00 , 
   2.94000 ,     0.286239727495032E+00 ,     0.434827620388503E+00 ,    -0.377651989702330E+00 , 
   2.96000 ,     0.297383662744611E+00 ,     0.432493105176687E+00 ,    -0.406459040222433E+00 , 
   2.98000 ,     0.276331913108555E+00 ,     0.404219714974236E+00 ,    -0.413700582741335E+00 , 
   3.00000 ,     0.233863731721559E+00 ,     0.351029629500917E+00 ,    -0.395997690288140E+00 , 
   3.02000 ,     0.159180662876187E+00 ,     0.291766885977484E+00 ,    -0.362428416479057E+00 , 
   3.04000 ,     0.458389146179255E-01 ,     0.249573289921461E+00 ,    -0.329843115410499E+00 , 
   3.06000 ,    -0.786735813080755E-01 ,     0.235579233354542E+00 ,    -0.313159030616663E+00 , 
   3.08000 ,    -0.151671780098359E+00 ,     0.241353157629657E+00 ,    -0.316744152872759E+00 , 
   3.10000 ,    -0.112624195411099E+00 ,     0.245200119365416E+00 ,    -0.332292830046208E+00 , 
   3.12000 ,     0.441005134078084E-01 ,     0.227631176875375E+00 ,    -0.344411198361992E+00 , 
   3.14000 ,     0.243111705063613E+00 ,     0.185103591972793E+00 ,    -0.340265987126674E+00 , 
   3.16000 ,     0.357511324531868E+00 ,     0.132582577807171E+00 ,    -0.317252323561439E+00 , 
   3.18000 ,     0.284715763206883E+00 ,     0.932917441707596E-01 ,    -0.284123542702194E+00 , 
   3.20000 ,     0.223349886063675E-01 ,     0.826474976785790E-01 ,    -0.255256296664180E+00 , 
   3.22000 ,    -0.309557472197492E+00 ,     0.970286285567386E-01 ,    -0.241889671693703E+00 , 
   3.24000 ,    -0.522919922591128E+00 ,     0.114604212954879E+00 ,    -0.245718991903645E+00 , 
   3.26000 ,    -0.466388721332410E+00 ,     0.107614436245307E+00 ,    -0.258428491785798E+00 , 
   3.28000 ,    -0.118025387348751E+00 ,     0.585598672465650E-01 ,    -0.267004429016651E+00 , 
   3.30000 ,     0.391899953211568E+00 ,    -0.291044359126680E-01 ,    -0.261385863558901E+00 , 
   3.32000 ,     0.844136056371401E+00 ,    -0.131417214976786E+00 ,    -0.240015166594557E+00 , 
   3.34000 ,     0.104301465329315E+01 ,    -0.214719607360339E+00 ,    -0.210401469935565E+00 , 
   3.36000 ,     0.912737319821700E+00 ,    -0.250950419494646E+00 ,    -0.184708224805054E+00 , 
   3.38000 ,     0.524612240979406E+00 ,    -0.230214922863650E+00 ,    -0.172916597740398E+00 , 
   3.40000 ,     0.468345202530995E-01 ,    -0.165577350641552E+00 ,    -0.177114206303919E+00 , 
   3.42000 ,    -0.346098688725517E+00 ,    -0.887100011954493E-01 ,    -0.189711517284994E+00 , 
   3.44000 ,    -0.549514127157038E+00 ,    -0.383095035417667E-01 ,    -0.196483776960351E+00 , 
   3.46000 ,    -0.553439456239198E+00 ,    -0.452980923201163E-01 ,    -0.183160629265371E+00 , 
   3.48000 ,    -0.416723905927130E+00 ,    -0.119888570910850E+00 ,    -0.142647530146337E+00 , 
   3.50000 ,    -0.220131211015037E+00 ,    -0.245622063909925E+00 ,    -0.794582895175879E-01 , 
   3.52000 ,    -0.313946687364257E-01 ,    -0.383913092304896E+00 ,    -0.888069795388870E-02 , 
   3.54000 ,     0.104476204779967E+00 ,    -0.488954679006803E+00 ,     0.493549111703607E-01 , 
   3.56000 ,     0.159826830186388E+00 ,    -0.527819866245626E+00 ,     0.803718426780336E-01 , 
   3.58000 ,     0.122347022367680E+00 ,    -0.496703779500809E+00 ,     0.819349476238406E-01 , 
   3.60000 ,     0.367775475890046E-02 ,    -0.424422302874534E+00 ,     0.664205043425933E-01 , 
   3.62000 ,    -0.151990088234176E+00 ,    -0.359703080730502E+00 ,     0.552819919946174E-01 , 
   3.64000 ,    -0.276716821429226E+00 ,    -0.347342619864307E+00 ,     0.683093749113882E-01 , 
   3.66000 ,    -0.310434571051218E+00 ,    -0.405171710681156E+00 ,     0.113132042697323E+00 , 
   3.68000 ,    -0.239347936595311E+00 ,    -0.514377466330506E+00 ,     0.180701129804979E+00 , 
   3.70000 ,    -0.112855005664585E+00 ,    -0.628933400900742E+00 ,     0.249421931401703E+00 , 
   3.72000 ,    -0.204331796814327E-01 ,    -0.699261427357304E+00 ,     0.295802235417994E+00 , 
   3.74000 ,    -0.370303863230532E-01 ,    -0.697146805627781E+00 ,     0.305797132082042E+00 , 
   3.76000 ,    -0.170561196968717E+00 ,    -0.628429623158866E+00 ,     0.280769149747132E+00 , 
   3.78000 ,    -0.348257213292396E+00 ,    -0.527453594889479E+00 ,     0.235321359322394E+00 , 
   3.80000 ,    -0.455168199116730E+00 ,    -0.437915766574087E+00 ,     0.189052701080898E+00 , 
   3.82000 ,    -0.403158765990741E+00 ,    -0.391900093016049E+00 ,     0.157461616660187E+00 , 
   3.84000 ,    -0.186850626849313E+00 ,    -0.398293656659030E+00 ,     0.146879922434283E+00 , 
   3.86000 ,     0.109751112500329E+00 ,    -0.444552013527969E+00 ,     0.154998875954520E+00 , 
   3.88000 ,     0.360141605760085E+00 ,    -0.507293575776117E+00 ,     0.174800346821552E+00 , 
   3.90000 ,     0.465153814329717E+00 ,    -0.563220664238909E+00 ,     0.198188926589081E+00 , 
   3.92000 ,     0.401718724323893E+00 ,    -0.594438581368677E+00 ,     0.217161526085312E+00 , 
   3.94000 ,     0.222949109050337E+00 ,    -0.588482904873603E+00 ,     0.223382543318040E+00 , 
   3.96000 ,     0.156873128012816E-01 ,    -0.537888750833656E+00 ,     0.208865823432745E+00 , 
   3.98000 ,    -0.151549566180195E+00 ,    -0.443324301269066E+00 ,     0.169440749495211E+00 , 
   4.00000 ,    -0.255567844579899E+00 ,    -0.319117296462667E+00 ,     0.109554185974996E+00 , 
   4.02000 ,    -0.308321197459450E+00 ,    -0.195169952744226E+00 ,     0.444015713582100E-01 , 
   4.04000 ,    -0.326000394030569E+00 ,    -0.109507220705607E+00 ,    -0.410617985527948E-02 , 
   4.06000 ,    -0.306916695816163E+00 ,    -0.918066369911090E-01 ,    -0.172093621024210E-01 , 
   4.08000 ,    -0.236660380291208E+00 ,    -0.146061683422289E+00 ,     0.997501444242532E-02 , 
   4.10000 ,    -0.113897953541741E+00 ,    -0.243844609630901E+00 ,     0.637529131221193E-01 , 
   4.12000 ,     0.285665600204007E-01 ,    -0.334952028903350E+00 ,     0.117281341434694E+00 , 
   4.14000 ,     0.130279847849730E+00 ,    -0.371734399529496E+00 ,     0.144091858624351E+00 , 
   4.16000 ,     0.138067362386948E+00 ,    -0.333941290227114E+00 ,     0.132158660023776E+00 , 
   4.18000 ,     0.460940454356717E-01 ,    -0.239252488108354E+00 ,     0.899934207625682E-01 , 
   4.20000 ,    -0.896691015548639E-01 ,    -0.132647143558424E+00 ,     0.408694100776461E-01 , 
   4.22000 ,    -0.177453088055581E+00 ,    -0.606320729222072E-01 ,     0.868368494424246E-02 , 
   4.24000 ,    -0.142944797517325E+00 ,    -0.457584461038027E-01 ,     0.428444548658092E-02 , 
   4.26000 ,     0.235229249498929E-01 ,    -0.765241957039225E-01 ,     0.206984886447573E-01 , 
   4.28000 ,     0.256619047915784E+00 ,    -0.117842544790305E+00 ,     0.397816801213432E-01 , 
   4.30000 ,     0.449789188631320E+00 ,    -0.134310960243895E+00 ,     0.453368937529039E-01 , 
   4.32000 ,     0.512403980182816E+00 ,    -0.111040661084219E+00 ,     0.337289009617613E-01 , 
   4.34000 ,     0.415939074540486E+00 ,    -0.594730954614322E-01 ,     0.151144939807794E-01 , 
   4.36000 ,     0.203874790645426E+00 ,    -0.618084442391631E-02 ,     0.503860537884407E-02 , 
   4.38000 ,    -0.360601022833258E-01 ,     0.262835341102123E-01 ,     0.126855573477722E-01 , 
   4.40000 ,    -0.216862042455186E+00 ,     0.332190635183352E-01 ,     0.340602899776182E-01 , 
   4.42000 ,    -0.288016757834384E+00 ,     0.279601574284193E-01 ,     0.546120359962652E-01 , 
   4.44000 ,    -0.246708161727113E+00 ,     0.301140116820924E-01 ,     0.591151941707116E-01 , 
   4.46000 ,    -0.126776622801174E+00 ,     0.514118341133298E-01 ,     0.417338065026200E-01 , 
   4.48000 ,     0.211782215895099E-01 ,     0.892042693240639E-01 ,     0.942012554536563E-02 , 
   4.50000 ,     0.146450135407249E+00 ,     0.131048543562290E+00 ,    -0.232619072280290E-01 , 
   4.52000 ,     0.208569973077960E+00 ,     0.165486011059942E+00 ,    -0.438134350064557E-01 , 
   4.54000 ,     0.185275465672079E+00 ,     0.190141776747846E+00 ,    -0.491039720248234E-01 , 
   4.56000 ,     0.809212005333603E-01 ,     0.211226709539050E+00 ,    -0.455903353027940E-01 , 
   4.58000 ,    -0.686160970521821E-01 ,     0.235689904070916E+00 ,    -0.430454938833802E-01 , 
   4.60000 ,    -0.202677566981831E+00 ,     0.263006154017024E+00 ,    -0.468905088233096E-01 , 
   4.62000 ,    -0.257875320380976E+00 ,     0.283612724416438E+00 ,    -0.547631476775677E-01 , 
   4.64000 ,    -0.197939428356614E+00 ,     0.285547605189747E+00 ,    -0.594048263921231E-01 , 
   4.66000 ,    -0.348846040214638E-01 ,     0.264248498730092E+00 ,    -0.551326523896053E-01 , 
   4.68000 ,     0.173123257367580E+00 ,     0.227835828540735E+00 ,    -0.426791419119352E-01 , 
   4.70000 ,     0.348541245611580E+00 ,     0.193489978178880E+00 ,    -0.287291845834831E-01 , 
   4.72000 ,     0.431235631218852E+00 ,     0.177187622547097E+00 ,    -0.207101583460907E-01 , 
   4.74000 ,     0.403764165620472E+00 ,     0.184031131501895E+00 ,    -0.210206243884971E-01 , 
   4.76000 ,     0.291426471768831E+00 ,     0.205981231566763E+00 ,    -0.252154326248124E-01 , 
   4.78000 ,     0.140476541840666E+00 ,     0.228373892776798E+00 ,    -0.255568936383032E-01 , 
   4.80000 ,    -0.819590269511871E-02 ,     0.240276811143865E+00 ,    -0.172247582572407E-01 , 
   4.82000 ,    -0.132094003087482E+00 ,     0.241204362710917E+00 ,    -0.246767814186377E-02 , 
   4.84000 ,    -0.221781814862684E+00 ,     0.239719447110429E+00 ,     0.104640277097184E-01 , 
   4.86000 ,    -0.267675905781719E+00 ,     0.245597302554025E+00 ,     0.128737725776047E-01 , 
   4.88000 ,    -0.255188308482452E+00 ,     0.261841175830137E+00 ,     0.164310627721418E-02 , 
   4.90000 ,    -0.175684016546953E+00 ,     0.282546691571768E+00 ,    -0.185690671408862E-01 , 
   4.92000 ,    -0.446529718464453E-01 ,     0.297827388113592E+00 ,    -0.383918379526366E-01 , 
   4.94000 ,     0.912237446896722E-01 ,     0.301534450674396E+00 ,    -0.497210166770534E-01 , 
   4.96000 ,     0.170640863463847E+00 ,     0.295545864414464E+00 ,    -0.503386293798531E-01 , 
   4.98000 ,     0.152217027902986E+00 ,     0.287375967065132E+00 ,    -0.441656230850158E-01 , 
   5.00000 ,     0.445733283554491E-01 ,     0.283333763643606E+00 ,    -0.374986786788821E-01 , 
   5.02000 ,    -0.918301110613556E-01 ,     0.283078181366848E+00 ,    -0.344359251035744E-01 , 
   5.04000 ,    -0.177562823856400E+00 ,     0.280285684045987E+00 ,    -0.349446465959266E-01 , 
   5.06000 ,    -0.163532902493393E+00 ,     0.269096960888226E+00 ,    -0.366273491739891E-01 , 
   5.08000 ,    -0.643560012750582E-01 ,     0.251011527730217E+00 ,    -0.381838284463173E-01 , 
   5.10000 ,     0.485329958542854E-01 ,     0.236011885842314E+00 ,    -0.412763429502669E-01 , 
   5.12000 ,     0.921790401996700E-01 ,     0.235896970182170E+00 ,    -0.489747436633204E-01 , 
   5.14000 ,     0.273341086359263E-01 ,     0.254091239535105E+00 ,    -0.619877217865176E-01 , 
   5.16000 ,    -0.113056379637534E+00 ,     0.279744024566388E+00 ,    -0.760226009443142E-01 , 
   5.18000 ,    -0.241992617163200E+00 ,     0.291713352834583E+00 ,    -0.830647197858931E-01 , 
   5.20000 ,    -0.272274938702372E+00 ,     0.271220310622590E+00 ,    -0.764113636927477E-01 , 
   5.22000 ,    -0.171360471283087E+00 ,     0.215302290841016E+00 ,    -0.561361609192240E-01 , 
   5.24000 ,     0.180025325912844E-01 ,     0.141642061808436E+00 ,    -0.307833156509109E-01 , 
   5.26000 ,     0.203665946248245E+00 ,     0.804339728983508E-01 ,    -0.133703886046937E-01 , 
   5.28000 ,     0.298421375970718E+00 ,     0.574886325357332E-01 ,    -0.137414511728677E-01 , 
   5.30000 ,     0.267531049775954E+00 ,     0.789648435746891E-01 ,    -0.321422327961668E-01 , 
   5.32000 ,     0.141083701422294E+00 ,     0.127549992477780E+00 ,    -0.584504477588520E-01 , 
   5.34000 ,    -0.123068281027972E-01 ,     0.172734417590971E+00 ,    -0.779182758245118E-01 , 
   5.36000 ,    -0.129063740832141E+00 ,     0.188743767480184E+00 ,    -0.799442355482126E-01 , 
   5.38000 ,    -0.181937789675381E+00 ,     0.168785892303783E+00 ,    -0.642739558485151E-01 , 
   5.40000 ,    -0.181983280739872E+00 ,     0.126829610419465E+00 ,    -0.406392515978128E-01 , 
   5.42000 ,    -0.156513236884541E+00 ,     0.864141888573789E-01 ,    -0.221394899374652E-01 , 
   5.44000 ,    -0.123822585750088E+00 ,     0.644093584821449E-01 ,    -0.167636137356014E-01 , 
   5.46000 ,    -0.839173654197653E-01 ,     0.606084108684764E-01 ,    -0.225996107235426E-01 , 
   5.48000 ,    -0.290030359240549E-01 ,     0.597067515871956E-01 ,    -0.297440237944906E-01 , 
   5.50000 ,     0.388731338584620E-01 ,     0.436854991792317E-01 ,    -0.274521476186925E-01 , 
   5.52000 ,     0.100308598516293E+00 ,     0.570529180836350E-02 ,    -0.116647026876495E-01 , 
   5.54000 ,     0.128761792786962E+00 ,    -0.441107603643432E-01 ,     0.120693198695153E-01 , 
   5.56000 ,     0.110609032428090E+00 ,    -0.848725129390814E-01 ,     0.321013301337056E-01 , 
   5.58000 ,     0.584345333752406E-01 ,    -0.987775318760759E-01 ,     0.382034983391931E-01 , 
   5.60000 ,     0.573843535287983E-02 ,    -0.832231354644717E-01 ,     0.281499983744686E-01 , 
   5.62000 ,    -0.144647551776036E-01 ,    -0.530807815814340E-01 ,     0.916935663170988E-02 , 
   5.64000 ,     0.785385192222728E-02 ,    -0.316722074369444E-01 ,    -0.650245246229575E-02 , 
   5.66000 ,     0.523563306260765E-01 ,    -0.364089052716976E-01 ,    -0.898104847750310E-02 , 
   5.68000 ,     0.814772881643011E-01 ,    -0.683817844962677E-01 ,     0.366269805527931E-02 , 
   5.70000 ,     0.650054767135626E-01 ,    -0.112401495939385E+00 ,     0.248749775380716E-01 , 
   5.72000 ,    -0.423932462148195E-03 ,    -0.147128065951675E+00 ,     0.441461078257816E-01 , 
   5.74000 ,    -0.889820126314452E-01 ,    -0.158561664708914E+00 ,     0.534624725262763E-01 , 
   5.76000 ,    -0.160255082980608E+00 ,    -0.148325643392644E+00 ,     0.516071243979257E-01 , 
   5.78000 ,    -0.180040645108411E+00 ,    -0.131802353424207E+00 ,     0.438839968958330E-01 , 
   5.80000 ,    -0.134827766150662E+00 ,    -0.127720701966153E+00 ,     0.378685996084586E-01 , 
   5.82000 ,    -0.343158524298972E-01 ,    -0.146009614896901E+00 ,     0.382063830476690E-01 , 
   5.84000 ,     0.949045217582815E-01 ,    -0.181478288428044E+00 ,     0.438329029406007E-01 , 
   5.86000 ,     0.217780273578678E+00 ,    -0.216978350617716E+00 ,     0.492129292240557E-01 , 
   5.88000 ,     0.297802400063297E+00 ,    -0.233813318481342E+00 ,     0.485452498025980E-01 , 
