Time       moves_acc moves_gen     G(r)_1     S(Q)_1     Bragg   Tail_fine  Curvature
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01  0.100E+01  0.100E+01  0.100E+01
035300.610     5863085    62548525  0.266E-03  0.152E-03  0.290E-01  0.878E+05  0.121E+01
040300.614     5870629    62647359  0.267E-03  0.152E-03  0.290E-01  0.113E+06  0.129E+01
041300.655     5878325    62745545  0.265E-03  0.151E-03  0.290E-01  0.843E+05  0.117E+01
042300.653     5886105    62844274  0.350E-03  0.207E-03  0.290E-01  0.110E+06  0.142E+01
043300.669     5893894    62942702  0.265E-03  0.151E-03  0.290E-01  0.824E+05  0.136E+01
044300.630     5901444    63040612  0.265E-03  0.150E-03  0.290E-01  0.840E+05  0.133E+01
045300.646     5909022    63138658  0.264E-03  0.150E-03  0.290E-01  0.922E+05  0.137E+01
050300.631     5916634    63237208  0.265E-03  0.150E-03  0.290E-01  0.931E+05  0.136E+01
051300.651     5924374    63335316  0.264E-03  0.150E-03  0.290E-01  0.977E+05  0.127E+01
052300.653     5932046    63434021  0.266E-03  0.149E-03  0.290E-01  0.765E+05  0.112E+01
053300.648     5939722    63532728  0.263E-03  0.149E-03  0.290E-01  0.111E+06  0.130E+01
054300.646     5947484    63633160  0.263E-03  0.149E-03  0.290E-01  0.929E+05  0.128E+01
055300.649     5955383    63733180  0.263E-03  0.149E-03  0.290E-01  0.987E+05  0.131E+01
060300.628     5963018    63831418  0.263E-03  0.149E-03  0.290E-01  0.112E+06  0.129E+01
061300.617     5970765    63930193  0.265E-03  0.148E-03  0.290E-01  0.983E+05  0.109E+01
062300.624     5978375    64028555  0.264E-03  0.148E-03  0.290E-01  0.785E+05  0.981E+00
063300.621     5985918    64126016  0.263E-03  0.148E-03  0.290E-01  0.879E+05  0.134E+01
064300.646     5993652    64224021  0.266E-03  0.147E-03  0.290E-01  0.823E+05  0.125E+01
065300.621     6001304    64322356  0.265E-03  0.147E-03  0.290E-01  0.966E+05  0.105E+01
070300.634     6009006    64420538  0.264E-03  0.147E-03  0.290E-01  0.796E+05  0.112E+01
071300.662     6016693    64519279  0.262E-03  0.147E-03  0.290E-01  0.889E+05  0.125E+01
072300.632     6024329    64617755  0.262E-03  0.147E-03  0.290E-01  0.104E+06  0.127E+01
073300.617     6031988    64715791  0.263E-03  0.146E-03  0.290E-01  0.834E+05  0.120E+01
074300.670     6039699    64814670  0.266E-03  0.146E-03  0.290E-01  0.844E+05  0.118E+01
075300.632     6047280    64912325  0.265E-03  0.146E-03  0.290E-01  0.857E+05  0.107E+01
080300.666     6054825    65009489  0.265E-03  0.145E-03  0.290E-01  0.899E+05  0.128E+01
081300.617     6062403    65107284  0.264E-03  0.145E-03  0.290E-01  0.109E+06  0.114E+01
082300.616     6070225    65206098  0.264E-03  0.145E-03  0.290E-01  0.997E+05  0.111E+01
083300.665     6077710    65303909  0.263E-03  0.144E-03  0.290E-01  0.778E+05  0.119E+01
084300.624     6085420    65402230  0.263E-03  0.144E-03  0.290E-01  0.931E+05  0.114E+01
085300.654     6093230    65500332  0.265E-03  0.144E-03  0.290E-01  0.913E+05  0.105E+01
090300.620     6101000    65598168  0.265E-03  0.143E-03  0.290E-01  0.117E+06  0.121E+01
091300.664     6108673    65696451  0.264E-03  0.143E-03  0.290E-01  0.849E+05  0.141E+01
092300.634     6116399    65794427  0.264E-03  0.143E-03  0.290E-01  0.887E+05  0.129E+01
093300.634     6124051    65892477  0.263E-03  0.143E-03  0.290E-01  0.110E+06  0.136E+01
094300.619     6131808    65991416  0.265E-03  0.143E-03  0.290E-01  0.124E+06  0.139E+01
095300.628     6139460    66089814  0.266E-03  0.143E-03  0.290E-01  0.963E+05  0.148E+01
100300.620     6147036    66187918  0.264E-03  0.142E-03  0.290E-01  0.914E+05  0.148E+01
101300.647     6154488    66285259  0.265E-03  0.142E-03  0.290E-01  0.871E+05  0.142E+01
102300.647     6162119    66383868  0.263E-03  0.142E-03  0.290E-01  0.102E+06  0.135E+01
103300.633     6169931    66482384  0.265E-03  0.142E-03  0.290E-01  0.971E+05  0.129E+01
104300.641     6177654    66580301  0.264E-03  0.142E-03  0.290E-01  0.125E+06  0.141E+01
105300.634     6185262    66678288  0.262E-03  0.141E-03  0.290E-01  0.658E+05  0.152E+01
110300.610     6192962    66776193  0.262E-03  0.141E-03  0.290E-01  0.846E+05  0.132E+01
111300.621     6200706    66874947  0.262E-03  0.141E-03  0.290E-01  0.888E+05  0.129E+01
112300.642     6208239    66973786  0.262E-03  0.141E-03  0.290E-01  0.806E+05  0.146E+01
113300.630     6215960    67072056  0.265E-03  0.141E-03  0.290E-01  0.771E+05  0.121E+01
114300.653     6223652    67170376  0.262E-03  0.140E-03  0.290E-01  0.864E+05  0.116E+01
115300.611     6231383    67268839  0.262E-03  0.140E-03  0.290E-01  0.827E+05  0.136E+01
120300.658     6239033    67366893  0.263E-03  0.140E-03  0.290E-01  0.794E+05  0.117E+01
121300.926     6246810    67465772  0.346E-03  0.190E-03  0.290E-01  0.872E+05  0.136E+01
122300.647     6254546    67563516  0.263E-03  0.139E-03  0.290E-01  0.953E+05  0.150E+01
123300.611     6262152    67661159  0.262E-03  0.139E-03  0.290E-01  0.950E+05  0.134E+01
124300.627     6269754    67759619  0.262E-03  0.139E-03  0.290E-01  0.878E+05  0.126E+01
125300.629     6277327    67857131  0.263E-03  0.139E-03  0.290E-01  0.774E+05  0.134E+01
130300.609     6285065    67955459  0.262E-03  0.139E-03  0.290E-01  0.931E+05  0.149E+01
131300.656     6292817    68053725  0.264E-03  0.138E-03  0.290E-01  0.610E+05  0.134E+01
132300.631     6300314    68151470  0.262E-03  0.138E-03  0.290E-01  0.900E+05  0.134E+01
133300.633     6308017    68249955  0.261E-03  0.138E-03  0.290E-01  0.906E+05  0.142E+01
134300.639     6315602    68347253  0.264E-03  0.138E-03  0.290E-01  0.958E+05  0.106E+01
135300.661     6323286    68445704  0.262E-03  0.138E-03  0.290E-01  0.749E+05  0.122E+01
140300.614     6330979    68543456  0.262E-03  0.138E-03  0.290E-01  0.982E+05  0.104E+01
141300.644     6338742    68642378  0.263E-03  0.137E-03  0.290E-01  0.152E+06  0.128E+01
142300.616     6346426    68740174  0.263E-03  0.137E-03  0.290E-01  0.836E+05  0.131E+01
143300.632     6354106    68838629  0.262E-03  0.137E-03  0.290E-01  0.877E+05  0.130E+01
144300.632     6361809    68937183  0.263E-03  0.137E-03  0.290E-01  0.103E+06  0.135E+01
145300.676     6369496    69036033  0.262E-03  0.137E-03  0.290E-01  0.948E+05  0.156E+01
150300.626     6377276    69135488  0.263E-03  0.137E-03  0.290E-01  0.113E+06  0.139E+01
151300.668     6385086    69234035  0.264E-03  0.136E-03  0.290E-01  0.107E+06  0.132E+01
152300.626     6392655    69332150  0.261E-03  0.137E-03  0.290E-01  0.940E+05  0.132E+01
153300.666     6400308    69430385  0.261E-03  0.136E-03  0.290E-01  0.123E+06  0.122E+01
154300.626     6407831    69528212  0.262E-03  0.136E-03  0.290E-01  0.964E+05  0.131E+01
155300.649     6415612    69626928  0.262E-03  0.136E-03  0.290E-01  0.931E+05  0.128E+01
160300.610     6423290    69725006  0.260E-03  0.136E-03  0.290E-01  0.832E+05  0.146E+01
161300.644     6431072    69823887  0.262E-03  0.135E-03  0.290E-01  0.147E+06  0.141E+01
162300.624     6438699    69921821  0.261E-03  0.135E-03  0.290E-01  0.717E+05  0.133E+01
163300.642     6446409    70020664  0.264E-03  0.135E-03  0.290E-01  0.977E+05  0.128E+01
164300.643     6453886    70118898  0.263E-03  0.134E-03  0.290E-01  0.947E+05  0.120E+01
165300.661     6461474    70216868  0.263E-03  0.134E-03  0.290E-01  0.755E+05  0.135E+01
170300.612     6468975    70314236  0.264E-03  0.134E-03  0.290E-01  0.814E+05  0.115E+01
171300.626     6476869    70416550  0.263E-03  0.134E-03  0.290E-01  0.123E+06  0.109E+01
172300.626     6485474    70526037  0.265E-03  0.133E-03  0.290E-01  0.110E+06  0.111E+01
173300.615     6493854    70635230  0.263E-03  0.133E-03  0.290E-01  0.901E+05  0.118E+01
174300.617     6502356    70744034  0.264E-03  0.133E-03  0.290E-01  0.110E+06  0.126E+01
175300.618     6510725    70849560  0.264E-03  0.133E-03  0.290E-01  0.936E+05  0.110E+01
180300.625     6518034    70944950  0.263E-03  0.133E-03  0.290E-01  0.136E+06  0.110E+01
181300.617     6525590    71041335  0.262E-03  0.133E-03  0.290E-01  0.903E+05  0.119E+01
182300.614     6533006    71137764  0.263E-03  0.133E-03  0.290E-01  0.584E+05  0.120E+01
183300.657     6540563    71233484  0.264E-03  0.132E-03  0.290E-01  0.968E+05  0.129E+01
184300.695     6548184    71330280  0.261E-03  0.132E-03  0.290E-01  0.108E+06  0.130E+01
185300.643     6555472    71425506  0.262E-03  0.132E-03  0.290E-01  0.130E+06  0.108E+01
190300.643     6562907    71521888  0.261E-03  0.132E-03  0.290E-01  0.102E+06  0.139E+01
191300.619     6570461    71618445  0.262E-03  0.132E-03  0.290E-01  0.953E+05  0.127E+01
192300.680     6577946    71715078  0.261E-03  0.132E-03  0.290E-01  0.133E+06  0.128E+01
193300.652     6585646    71811990  0.261E-03  0.132E-03  0.290E-01  0.127E+06  0.133E+01
194300.647     6593200    71909069  0.262E-03  0.132E-03  0.290E-01  0.744E+05  0.127E+01
195300.645     6600748    72005893  0.261E-03  0.131E-03  0.290E-01  0.986E+05  0.116E+01
200300.654     6608239    72101874  0.261E-03  0.131E-03  0.290E-01  0.922E+05  0.118E+01
201300.640     6615852    72198635  0.261E-03  0.131E-03  0.290E-01  0.939E+05  0.128E+01
202300.654     6623349    72295132  0.262E-03  0.131E-03  0.290E-01  0.965E+05  0.127E+01
203300.619     6630791    72390605  0.262E-03  0.131E-03  0.290E-01  0.972E+05  0.135E+01
204300.671     6638379    72488890  0.262E-03  0.131E-03  0.290E-01  0.757E+05  0.133E+01
205300.659     6646090    72587925  0.261E-03  0.130E-03  0.290E-01  0.981E+05  0.119E+01
210300.630     6653671    72686246  0.261E-03  0.130E-03  0.290E-01  0.940E+05  0.136E+01
211300.647     6661346    72785005  0.263E-03  0.130E-03  0.290E-01  0.704E+05  0.129E+01
212300.649     6669061    72883558  0.262E-03  0.130E-03  0.290E-01  0.133E+06  0.138E+01
213300.639     6676697    72981145  0.262E-03  0.130E-03  0.290E-01  0.983E+05  0.127E+01
214300.667     6684405    73080282  0.263E-03  0.129E-03  0.290E-01  0.103E+06  0.138E+01
215300.617     6692076    73178753  0.264E-03  0.129E-03  0.290E-01  0.994E+05  0.126E+01
220300.628     6699789    73277586  0.261E-03  0.129E-03  0.290E-01  0.974E+05  0.154E+01
221300.658     6707492    73375739  0.264E-03  0.129E-03  0.290E-01  0.889E+05  0.145E+01
222300.631     6715083    73474271  0.264E-03  0.129E-03  0.290E-01  0.149E+06  0.125E+01
223300.660     6722741    73572116  0.263E-03  0.129E-03  0.290E-01  0.752E+05  0.135E+01
224300.899     6730337    73670591  0.277E-03  0.132E-03  0.290E-01  0.869E+05  0.116E+01
225300.625     6738059    73768422  0.263E-03  0.128E-03  0.290E-01  0.847E+05  0.139E+01
230300.639     6745681    73866307  0.263E-03  0.128E-03  0.290E-01  0.995E+05  0.133E+01
231300.632     6753261    73964512  0.263E-03  0.128E-03  0.290E-01  0.107E+06  0.130E+01
232300.622     6761012    74062533  0.264E-03  0.128E-03  0.290E-01  0.957E+05  0.126E+01
233300.644     6768612    74161722  0.264E-03  0.127E-03  0.290E-01  0.127E+06  0.126E+01
234300.639     6776317    74259293  0.265E-03  0.127E-03  0.290E-01  0.117E+06  0.116E+01
235300.653     6783877    74357751  0.264E-03  0.127E-03  0.290E-01  0.928E+05  0.134E+01
000300.621     6791521    74456524  0.264E-03  0.127E-03  0.290E-01  0.949E+05  0.126E+01
001300.633     6799667    74560386  0.261E-03  0.127E-03  0.290E-01  0.841E+05  0.123E+01
002300.614     6808349    74670367  0.263E-03  0.127E-03  0.290E-01  0.916E+05  0.128E+01
003300.629     6817036    74781008  0.262E-03  0.126E-03  0.290E-01  0.106E+06  0.120E+01
004300.663     6825811    74892089  0.262E-03  0.126E-03  0.290E-01  0.120E+06  0.117E+01
005300.667     6834469    75003490  0.261E-03  0.126E-03  0.290E-01  0.108E+06  0.111E+01
010300.629     6843266    75115392  0.264E-03  0.126E-03  0.290E-01  0.119E+06  0.101E+01
011300.649     6851967    75226046  0.262E-03  0.126E-03  0.290E-01  0.114E+06  0.117E+01
012300.628     6860637    75337290  0.263E-03  0.125E-03  0.290E-01  0.780E+05  0.113E+01
013300.641     6869257    75447770  0.264E-03  0.125E-03  0.290E-01  0.980E+05  0.109E+01
014300.835     6877971    75559324  0.257E-03  0.135E-03  0.290E-01  0.104E+06  0.121E+01
015300.631     6886529    75670243  0.264E-03  0.125E-03  0.290E-01  0.110E+06  0.119E+01
020300.620     6895344    75781094  0.264E-03  0.125E-03  0.290E-01  0.885E+05  0.122E+01
021300.640     6903904    75891902  0.260E-03  0.125E-03  0.290E-01  0.825E+05  0.122E+01
022300.655     6912326    76002499  0.265E-03  0.124E-03  0.290E-01  0.100E+06  0.104E+01
023300.639     6920916    76113480  0.262E-03  0.124E-03  0.290E-01  0.769E+05  0.127E+01
024300.659     6929698    76224948  0.262E-03  0.124E-03  0.290E-01  0.115E+06  0.119E+01
025300.646     6938262    76336553  0.262E-03  0.124E-03  0.290E-01  0.104E+06  0.106E+01
030300.640     6946842    76448031  0.262E-03  0.124E-03  0.290E-01  0.918E+05  0.126E+01
031300.640     6955397    76558838  0.262E-03  0.124E-03  0.290E-01  0.100E+06  0.125E+01
032300.627     6964020    76670142  0.263E-03  0.123E-03  0.290E-01  0.838E+05  0.112E+01
033300.622     6972701    76780420  0.264E-03  0.123E-03  0.290E-01  0.934E+05  0.126E+01
034300.618     6981507    76890374  0.262E-03  0.123E-03  0.290E-01  0.120E+06  0.142E+01
035300.616     6990033    77001752  0.262E-03  0.123E-03  0.290E-01  0.962E+05  0.147E+01
040300.644     6998805    77112470  0.264E-03  0.123E-03  0.290E-01  0.877E+05  0.127E+01
041300.654     7007304    77222906  0.264E-03  0.122E-03  0.290E-01  0.152E+06  0.137E+01
042300.646     7015936    77334367  0.263E-03  0.122E-03  0.290E-01  0.105E+06  0.130E+01
043300.652     7024631    77445202  0.263E-03  0.122E-03  0.290E-01  0.968E+05  0.127E+01
044300.624     7033338    77555653  0.263E-03  0.122E-03  0.290E-01  0.851E+05  0.139E+01
045300.638     7042037    77667047  0.265E-03  0.121E-03  0.290E-01  0.100E+06  0.123E+01
050300.683     7050724    77778476  0.265E-03  0.121E-03  0.290E-01  0.958E+05  0.129E+01
051300.641     7059360    77889698  0.263E-03  0.121E-03  0.290E-01  0.115E+06  0.125E+01
052300.645     7068006    78000008  0.264E-03  0.121E-03  0.290E-01  0.876E+05  0.121E+01
053300.617     7076651    78110463  0.264E-03  0.121E-03  0.290E-01  0.116E+06  0.126E+01
054300.625     7085488    78223896  0.264E-03  0.121E-03  0.290E-01  0.907E+05  0.127E+01
055300.623     7094332    78337705  0.262E-03  0.121E-03  0.290E-01  0.934E+05  0.146E+01
060300.643     7102999    78448310  0.265E-03  0.121E-03  0.290E-01  0.102E+06  0.124E+01
061300.650     7111801    78558023  0.266E-03  0.121E-03  0.290E-01  0.104E+06  0.132E+01
062300.619     7120236    78666381  0.264E-03  0.121E-03  0.290E-01  0.110E+06  0.133E+01
063300.642     7128765    78775547  0.263E-03  0.120E-03  0.290E-01  0.906E+05  0.118E+01
064300.629     7136924    78882608  0.268E-03  0.112E-03  0.290E-01  0.753E+05  0.152E+01
065300.656     7145497    78991883  0.264E-03  0.120E-03  0.290E-01  0.953E+05  0.115E+01
070300.649     7153944    79099620  0.265E-03  0.120E-03  0.290E-01  0.539E+05  0.129E+01
071300.637     7162314    79207734  0.264E-03  0.120E-03  0.290E-01  0.930E+05  0.122E+01
072300.627     7170889    79317249  0.265E-03  0.120E-03  0.290E-01  0.954E+05  0.108E+01
073300.622     7179460    79427222  0.264E-03  0.119E-03  0.290E-01  0.893E+05  0.142E+01
074300.635     7187877    79536157  0.265E-03  0.119E-03  0.290E-01  0.764E+05  0.135E+01
075300.635     7196460    79644453  0.263E-03  0.119E-03  0.290E-01  0.122E+06  0.149E+01
080300.643     7204847    79753653  0.263E-03  0.119E-03  0.290E-01  0.792E+05  0.130E+01
081300.621     7213309    79861731  0.264E-03  0.119E-03  0.290E-01  0.850E+05  0.150E+01
082300.637     7221665    79969953  0.264E-03  0.118E-03  0.290E-01  0.868E+05  0.145E+01
083300.635     7230045    80077846  0.264E-03  0.118E-03  0.290E-01  0.853E+05  0.125E+01
084300.641     7238392    80186274  0.266E-03  0.118E-03  0.290E-01  0.749E+05  0.142E+01
085300.646     7246920    80296363  0.266E-03  0.118E-03  0.290E-01  0.967E+05  0.131E+01
090300.661     7255421    80405556  0.267E-03  0.118E-03  0.290E-01  0.902E+05  0.132E+01
091300.646     7263992    80516039  0.267E-03  0.117E-03  0.290E-01  0.887E+05  0.140E+01
092300.624     7272452    80624342  0.265E-03  0.117E-03  0.290E-01  0.123E+06  0.146E+01
093300.660     7280838    80734096  0.265E-03  0.117E-03  0.290E-01  0.126E+06  0.153E+01
