Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
030803.417      127656      251465  0.394E-01  0.154E+00
031803.311      212564      507583  0.127E-01  0.897E-01
032803.430      277044      764992  0.747E-02  0.603E-01
033803.344      333210     1022532  0.585E-02  0.427E-01
034803.341      385971     1280729  0.467E-02  0.308E-01
035803.334      435693     1539418  0.373E-02  0.224E-01
040803.317      481786     1798655  0.300E-02  0.168E-01
041803.299      524880     2057534  0.243E-02  0.128E-01
042803.328      566060     2317203  0.198E-02  0.996E-02
043803.379      604502     2577726  0.165E-02  0.789E-02
044803.272      642047     2838056  0.140E-02  0.636E-02
045803.271      677096     3099658  0.123E-02  0.518E-02
050803.238      710866     3362039  0.110E-02  0.427E-02
051803.239      743765     3625150  0.100E-02  0.357E-02
052803.237      775743     3888906  0.922E-03  0.302E-02
053803.249      806825     4153099  0.868E-03  0.260E-02
054803.261      837439     4417741  0.844E-03  0.226E-02
055803.261      867297     4682905  0.791E-03  0.200E-02
060803.243      896917     4948733  0.776E-03  0.179E-02
061803.243      926273     5214720  0.755E-03  0.163E-02
062803.242      955346     5480403  0.759E-03  0.150E-02
063803.241      984215     5746841  0.727E-03  0.140E-02
064803.291     1013153     6013851  0.730E-03  0.131E-02
065803.337     1041917     6280855  0.724E-03  0.124E-02
070803.322     1070748     6547727  0.717E-03  0.117E-02
071803.317     1099253     6814313  0.710E-03  0.112E-02
072803.312     1127958     7080970  0.726E-03  0.107E-02
073803.325     1156589     7347566  0.721E-03  0.103E-02
074803.287     1185172     7613712  0.711E-03  0.998E-03
075803.345     1213677     7880494  0.701E-03  0.968E-03
080803.403     1242320     8147416  0.715E-03  0.938E-03
081803.347     1270656     8413862  0.711E-03  0.914E-03
082803.329     1299317     8680665  0.709E-03  0.892E-03
083803.300     1327792     8947495  0.753E-03  0.868E-03
084803.309     1356078     9213834  0.731E-03  0.849E-03
085803.293     1384778     9480752  0.725E-03  0.832E-03
090803.362     1413447     9747844  0.760E-03  0.815E-03
091803.346     1442211    10014482  0.744E-03  0.801E-03
092803.320     1471040    10281066  0.736E-03  0.787E-03
093803.312     1499620    10547256  0.761E-03  0.774E-03
094803.338     1528245    10813142  0.750E-03  0.761E-03
095803.291     1556996    11079358  0.743E-03  0.752E-03
100803.289     1585588    11345512  0.740E-03  0.740E-03
101803.281     1614322    11611767  0.757E-03  0.732E-03
102803.353     1642754    11877657  0.765E-03  0.720E-03
103803.344     1671233    12143237  0.780E-03  0.711E-03
104803.602     1699778    12409221  0.774E-03  0.702E-03
105803.361     1728010    12674717  0.781E-03  0.694E-03
110803.353     1756656    12940769  0.773E-03  0.687E-03
111803.535     1785201    13206393  0.790E-03  0.679E-03
112803.304     1813717    13471731  0.781E-03  0.672E-03
113803.452     1842307    13738124  0.761E-03  0.666E-03
114803.367     1870216    13997757  0.786E-03  0.658E-03
115803.312     1898828    14262664  0.774E-03  0.652E-03
120803.363     1927355    14528248  0.776E-03  0.646E-03
121803.282     1955987    14793770  0.797E-03  0.639E-03
122803.343     1984360    15059637  0.796E-03  0.634E-03
123803.310     2012939    15325322  0.812E-03  0.628E-03
124805.567     2041501    15591208  0.805E-03  0.623E-03
125803.455     2069918    15856299  0.809E-03  0.616E-03
130803.325     2098232    16118184  0.796E-03  0.612E-03
131803.348     2126876    16384922  0.800E-03  0.608E-03
132803.426     2155786    16651426  0.813E-03  0.603E-03
133803.294     2184557    16917608  0.826E-03  0.597E-03
134803.362     2213227    17184167  0.816E-03  0.592E-03
135803.423     2241871    17450208  0.817E-03  0.588E-03
140803.336     2270579    17716502  0.821E-03  0.584E-03
141803.284     2299356    17982504  0.821E-03  0.580E-03
142803.317     2327834    18247514  0.839E-03  0.574E-03
143803.529     2356565    18513867  0.831E-03  0.571E-03
144803.385     2385075    18779279  0.832E-03  0.567E-03
145803.380     2413832    19045570  0.830E-03  0.563E-03
150803.311     2442545    19311554  0.836E-03  0.559E-03
151803.331     2470985    19577681  0.825E-03  0.556E-03
152803.295     2499806    19843802  0.868E-03  0.551E-03
153803.307     2528664    20109772  0.857E-03  0.547E-03
154803.289     2557548    20376053  0.838E-03  0.545E-03
155803.324     2586184    20642127  0.843E-03  0.542E-03
160803.290     2614886    20907577  0.855E-03  0.539E-03
161803.291     2643698    21173648  0.838E-03  0.537E-03
162815.014     2672427    21439572  0.862E-03  0.534E-03
163803.399     2700765    21700398  0.870E-03  0.531E-03
164803.297     2729460    21966093  0.851E-03  0.528E-03
165803.304     2758124    22232779  0.876E-03  0.524E-03
170803.314     2786810    22498782  0.859E-03  0.521E-03
171803.273     2815555    22763901  0.860E-03  0.519E-03
172803.311     2844239    23029303  0.858E-03  0.515E-03
173803.262     2872991    23295407  0.870E-03  0.512E-03
174803.244     2901824    23561521  0.863E-03  0.510E-03
175803.278     2930785    23827549  0.883E-03  0.506E-03
180803.269     2959516    24093678  0.868E-03  0.505E-03
181803.558     2988147    24359636  0.886E-03  0.501E-03
182803.294     3016915    24625556  0.902E-03  0.497E-03
183803.276     3045535    24890984  0.886E-03  0.496E-03
184803.255     3073709    25151784  0.894E-03  0.494E-03
185803.280     3102328    25417774  0.899E-03  0.491E-03
190803.306     3131170    25683167  0.899E-03  0.488E-03
191803.291     3159804    25947758  0.864E-03  0.487E-03
192803.300     3188531    26213833  0.922E-03  0.482E-03
193803.355     3217238    26479939  0.916E-03  0.481E-03
194803.303     3246178    26745980  0.886E-03  0.479E-03
195803.290     3275274    27012115  0.903E-03  0.476E-03
200803.353     3303912    27276774  0.902E-03  0.474E-03
201803.295     3332699    27542601  0.883E-03  0.473E-03
202803.280     3361574    27808870  0.911E-03  0.470E-03
203803.290     3390310    28074984  0.890E-03  0.469E-03
204803.301     3419034    28340609  0.889E-03  0.467E-03
205803.301     3447659    28606409  0.893E-03  0.465E-03
210803.312     3476506    28872671  0.911E-03  0.464E-03
211803.309     3505247    29139083  0.912E-03  0.461E-03
212803.317     3534296    29407873  0.914E-03  0.458E-03
213803.294     3563506    29676551  0.937E-03  0.456E-03
214803.293     3592665    29942664  0.916E-03  0.458E-03
215803.291     3621396    30208579  0.911E-03  0.454E-03
220803.389     3649896    30473673  0.932E-03  0.451E-03
221803.276     3678634    30739258  0.931E-03  0.449E-03
222803.316     3707364    31005464  0.896E-03  0.448E-03
223803.286     3736168    31271911  0.955E-03  0.444E-03
224803.326     3764728    31538349  0.918E-03  0.443E-03
225803.323     3793617    31804607  0.938E-03  0.440E-03
