 Q (1/Ang),U-U  ,U-Cl ,Cl-Cl
   2.80000 ,     0.128289214587518E+00 ,     0.527188845211214E+00 ,    -0.147937426572762E+00 , 
   2.82000 ,    -0.211921764607603E+00 ,     0.538451000815385E+00 ,    -0.178998078966792E+00 , 
   2.84000 ,    -0.417151062651621E+00 ,     0.526215638307003E+00 ,    -0.206205595252708E+00 , 
   2.86000 ,    -0.411899154787820E+00 ,     0.488820857467947E+00 ,    -0.230072839007775E+00 , 
   2.88000 ,    -0.227731257559974E+00 ,     0.443579173794894E+00 ,    -0.255922926058549E+00 , 
   2.90000 ,     0.266765601977162E-01 ,     0.411227958394153E+00 ,    -0.288615812528000E+00 , 
   2.92000 ,     0.233666505316797E+00 ,     0.400066928550032E+00 ,    -0.327196679557880E+00 , 
   2.94000 ,     0.327887091109937E+00 ,     0.400759225385017E+00 ,    -0.363588840580240E+00 , 
   2.96000 ,     0.315011866882408E+00 ,     0.394498574045813E+00 ,    -0.386622054728439E+00 , 
   2.98000 ,     0.244499386820284E+00 ,     0.367687217418175E+00 ,    -0.388903168414310E+00 , 
   3.00000 ,     0.164336247712458E+00 ,     0.322120769452077E+00 ,    -0.371944298147913E+00 , 
   3.02000 ,     0.937128541246656E-01 ,     0.273510468718493E+00 ,    -0.346009465466292E+00 , 
   3.04000 ,     0.300747484161567E-01 ,     0.239863422777161E+00 ,    -0.324590649669578E+00 , 
   3.06000 ,    -0.234056811700199E-01 ,     0.228431044407820E+00 ,    -0.316920318533771E+00 , 
   3.08000 ,    -0.407555071509474E-01 ,     0.230644180088366E+00 ,    -0.323142029355320E+00 , 
   3.10000 ,     0.126851410056579E-01 ,     0.228483784991140E+00 ,    -0.334970504212788E+00 , 
   3.12000 ,     0.142995147455930E+00 ,     0.207563883662271E+00 ,    -0.341170157448906E+00 , 
   3.14000 ,     0.299443018929421E+00 ,     0.167612732148991E+00 ,    -0.334301546705433E+00 , 
   3.16000 ,     0.386293370745038E+00 ,     0.123040147051028E+00 ,    -0.314697521544939E+00 , 
   3.18000 ,     0.317605645332616E+00 ,     0.932018439939419E-01 ,    -0.289629900651443E+00 , 
   3.20000 ,     0.829237388301471E-01 ,     0.889007853737819E-01 ,    -0.268633731648564E+00 , 
   3.22000 ,    -0.223383298850403E+00 ,     0.104000417047149E+00 ,    -0.258038098710305E+00 , 
   3.24000 ,    -0.437766157240191E+00 ,     0.117536654275578E+00 ,    -0.257806740127189E+00 , 
   3.26000 ,    -0.414875044037795E+00 ,     0.105058997056697E+00 ,    -0.262106593667792E+00 , 
   3.28000 ,    -0.116507645965152E+00 ,     0.525120368212099E-01 ,    -0.262854820966873E+00 , 
   3.30000 ,     0.353706392774065E+00 ,    -0.350928617447439E-01 ,    -0.254110675842428E+00 , 
   3.32000 ,     0.794684492735055E+00 ,    -0.134617926197553E+00 ,    -0.235100367533735E+00 , 
   3.34000 ,     0.100807207075721E+01 ,    -0.214528913845007E+00 ,    -0.210584631352773E+00 , 
   3.36000 ,     0.897219536234191E+00 ,    -0.248561275846309E+00 ,    -0.188528921592608E+00 , 
   3.38000 ,     0.510037559187137E+00 ,    -0.227306981561889E+00 ,    -0.176095184491638E+00 , 
   3.40000 ,     0.610191715291028E-02 ,    -0.163156714917378E+00 ,    -0.175633143278986E+00 , 
   3.42000 ,    -0.427191092330483E+00 ,    -0.867769527353238E-01 ,    -0.182519865157075E+00 , 
   3.44000 ,    -0.659319297350133E+00 ,    -0.361802775507506E-01 ,    -0.186219968173550E+00 , 
   3.46000 ,    -0.659348655760098E+00 ,    -0.419428307914494E-01 ,    -0.174696135044587E+00 , 
   3.48000 ,    -0.484731557663192E+00 ,    -0.113924811328880E+00 ,    -0.140558465489905E+00 , 
   3.50000 ,    -0.235852683996519E+00 ,    -0.235259533070162E+00 ,    -0.859348236993041E-01 , 
   3.52000 ,    -0.852368183919477E-02 ,    -0.367451781278888E+00 ,    -0.230268283737519E-01 , 
   3.54000 ,     0.133494890858028E+00 ,    -0.465976181947574E+00 ,     0.308129152860518E-01 , 
   3.56000 ,     0.164108486333163E+00 ,    -0.500304793390477E+00 ,     0.615788688461897E-01 , 
   3.58000 ,     0.901601159990119E-01 ,    -0.468810467487209E+00 ,     0.662708994716414E-01 , 
   3.60000 ,    -0.536708268835329E-01 ,    -0.400244360202732E+00 ,     0.551376168840430E-01 , 
   3.62000 ,    -0.211006137468990E+00 ,    -0.339818660396785E+00 ,     0.466484092745921E-01 , 
   3.64000 ,    -0.318395135423161E+00 ,    -0.326348219273838E+00 ,     0.575704343251031E-01 , 
   3.66000 ,    -0.330799062119402E+00 ,    -0.372468221066199E+00 ,     0.936782004144964E-01 , 
   3.68000 ,    -0.247390833647850E+00 ,    -0.458836824611197E+00 ,     0.146530208673527E+00 , 
   3.70000 ,    -0.118998303623216E+00 ,    -0.545550486761406E+00 ,     0.198234324780204E+00 , 
   3.72000 ,    -0.252243105914210E-01 ,    -0.594122286335416E+00 ,     0.231302084828666E+00 , 
   3.74000 ,    -0.288469423335124E-01 ,    -0.587371353906656E+00 ,     0.237659351146217E+00 , 
   3.76000 ,    -0.133789112584297E+00 ,    -0.536249040204324E+00 ,     0.221635155879295E+00 , 
   3.78000 ,    -0.275434420043437E+00 ,    -0.470889186931477E+00 ,     0.195772192696945E+00 , 
   3.80000 ,    -0.353849007678747E+00 ,    -0.422643959395549E+00 ,     0.172855350984761E+00 , 
   3.82000 ,    -0.292519682817877E+00 ,    -0.408480978042637E+00 ,     0.159568088497424E+00 , 
   3.84000 ,    -0.868449879207388E-01 ,    -0.426199732793140E+00 ,     0.155410773935504E+00 , 
   3.86000 ,     0.188520825353301E+00 ,    -0.460953240524156E+00 ,     0.156400536033052E+00 , 
   3.88000 ,     0.418641644006361E+00 ,    -0.496307621271099E+00 ,     0.159702465209411E+00 , 
   3.90000 ,     0.509388159280992E+00 ,    -0.521459296672371E+00 ,     0.165169398095586E+00 , 
   3.92000 ,     0.433369468686231E+00 ,    -0.530863105010570E+00 ,     0.172797559466378E+00 , 
   3.94000 ,     0.235125164456609E+00 ,    -0.519411509299070E+00 ,     0.178888690933221E+00 , 
   3.96000 ,    -0.246486973404007E-02 ,    -0.479939012750056E+00 ,     0.175183145208174E+00 , 
   3.98000 ,    -0.204738825642023E+00 ,    -0.407365826604836E+00 ,     0.153067186012758E+00 , 
   4.00000 ,    -0.334713208302207E+00 ,    -0.307235256719468E+00 ,     0.110670484804698E+00 , 
   4.02000 ,    -0.391865500291438E+00 ,    -0.201091858399961E+00 ,     0.575683889710428E-01 , 
   4.04000 ,    -0.390203804774549E+00 ,    -0.121726850818471E+00 ,     0.125386403464096E-01 , 
   4.06000 ,    -0.338469618886815E+00 ,    -0.980422432241631E-01 ,    -0.570992156401896E-02 , 
   4.08000 ,    -0.239038102955106E+00 ,    -0.137565739259654E+00 ,     0.102986173179476E-01 , 
   4.10000 ,    -0.103168949644648E+00 ,    -0.218231175186432E+00 ,     0.510276284497362E-01 , 
   4.12000 ,     0.354008042668915E-01 ,    -0.296614994970070E+00 ,     0.939943410004252E-01 , 
   4.14000 ,     0.126250049394058E+00 ,    -0.329696675018316E+00 ,     0.115946851905594E+00 , 
   4.16000 ,     0.129163453487558E+00 ,    -0.298008785178987E+00 ,     0.105940143284074E+00 , 
   4.18000 ,     0.448028085744959E-01 ,    -0.216196033747119E+00 ,     0.711716029042904E-01 , 
   4.20000 ,    -0.748774076648397E-01 ,    -0.124209222490881E+00 ,     0.318892438967834E-01 , 
   4.22000 ,    -0.148822607676566E+00 ,    -0.642070757426125E-01 ,     0.866824772338973E-02 , 
   4.24000 ,    -0.111754214991098E+00 ,    -0.570615972560568E-01 ,     0.102165501467303E-01 , 
   4.26000 ,     0.451099588479643E-01 ,    -0.923990291880784E-01 ,     0.293542322545869E-01 , 
   4.28000 ,     0.263553399401400E+00 ,    -0.137392952128719E+00 ,     0.492882552568393E-01 , 
   4.30000 ,     0.445882711141496E+00 ,    -0.157833857856253E+00 ,     0.555294541124436E-01 , 
   4.32000 ,     0.504916623359413E+00 ,    -0.137909400639683E+00 ,     0.453211131189275E-01 , 
   4.34000 ,     0.407883965236022E+00 ,    -0.869516620273568E-01 ,     0.284967770221415E-01 , 
   4.36000 ,     0.190781369339889E+00 ,    -0.304547482303258E-01 ,     0.196974487350556E-01 , 
   4.38000 ,    -0.617415355416821E-01 ,     0.735266372689029E-02 ,     0.276643586559947E-01 , 
   4.40000 ,    -0.256836440623643E+00 ,     0.176589000773770E-01 ,     0.489991375180039E-01 , 
   4.42000 ,    -0.332011502726619E+00 ,     0.969675150197516E-02 ,     0.704066211008394E-01 , 
   4.44000 ,    -0.275102085021443E+00 ,     0.195175717068782E-02 ,     0.775315483621264E-01 , 
   4.46000 ,    -0.121760427814627E+00 ,     0.931264494694749E-02 ,     0.641862174394899E-01 , 
   4.48000 ,     0.628213127603792E-01 ,     0.350215412224496E-01 ,     0.358652119125040E-01 , 
   4.50000 ,     0.208037090094124E+00 ,     0.717052473339748E-01 ,     0.562463433115156E-02 , 
   4.52000 ,     0.260523406148434E+00 ,     0.108965607904134E+00 ,    -0.144163838334577E-01 , 
   4.54000 ,     0.201209770776844E+00 ,     0.140932674226546E+00 ,    -0.200775097763991E-01 , 
   4.56000 ,     0.531449868952712E-01 ,     0.168347081541906E+00 ,    -0.162678776644479E-01 , 
   4.58000 ,    -0.124112799743680E+00 ,     0.194668919971059E+00 ,    -0.122269906872707E-01 , 
   4.60000 ,    -0.255359856346684E+00 ,     0.220387014542662E+00 ,    -0.147200553228184E-01 , 
   4.62000 ,    -0.280650653750240E+00 ,     0.240681597329559E+00 ,    -0.239675089742120E-01 , 
   4.64000 ,    -0.183072954663119E+00 ,     0.248471440615558E+00 ,    -0.346572856394370E-01 , 
   4.66000 ,     0.182458121148934E-02 ,     0.240346783777904E+00 ,    -0.406142341645622E-01 , 
   4.68000 ,     0.202264736913881E+00 ,     0.220520366530854E+00 ,    -0.393389599266670E-01 , 
   4.70000 ,     0.344848272791998E+00 ,     0.199444331041911E+00 ,    -0.331905872012413E-01 , 
   4.72000 ,     0.388396710668760E+00 ,     0.187835292526978E+00 ,    -0.267858519186432E-01 , 
   4.74000 ,     0.337748290426906E+00 ,     0.190326137639770E+00 ,    -0.230069148563221E-01 , 
   4.76000 ,     0.231034518646564E+00 ,     0.203219104487211E+00 ,    -0.208187987176072E-01 , 
   4.78000 ,     0.111380100069735E+00 ,     0.217763133610694E+00 ,    -0.164803742629264E-01 , 
   4.80000 ,     0.359694995553658E-02 ,     0.226399257629450E+00 ,    -0.706130795858982E-02 , 
   4.82000 ,    -0.889237039156649E-01 ,     0.227474521401486E+00 ,     0.652126954233140E-02 , 
   4.84000 ,    -0.168436775281931E+00 ,     0.225335163644974E+00 ,     0.192865495764954E-01 , 
   4.86000 ,    -0.224653395691097E+00 ,     0.226246983255714E+00 ,     0.250055949116437E-01 , 
   4.88000 ,    -0.232465963874888E+00 ,     0.233525844469796E+00 ,     0.200857719085637E-01 , 
   4.90000 ,    -0.170515054113095E+00 ,     0.245475462422426E+00 ,     0.588832199807886E-02 , 
   4.92000 ,    -0.469076104101875E-01 ,     0.257266725641107E+00 ,    -0.119692250050162E-01 , 
   4.94000 ,     0.905649704087889E-01 ,     0.264808326215448E+00 ,    -0.267066414657690E-01 , 
   4.96000 ,     0.173398617512752E+00 ,     0.267353246909448E+00 ,    -0.338031262592202E-01 , 
   4.98000 ,     0.152661883255297E+00 ,     0.266949844602876E+00 ,    -0.327567290392408E-01 , 
   5.00000 ,     0.343043761746074E-01 ,     0.265636523900116E+00 ,    -0.265291291081469E-01 , 
   5.02000 ,    -0.117308259776282E+00 ,     0.263167683217122E+00 ,    -0.195256657517169E-01 , 
   5.04000 ,    -0.214703704529328E+00 ,     0.257502511580135E+00 ,    -0.155819172231858E-01 , 
   5.06000 ,    -0.201374648675655E+00 ,     0.247752349516299E+00 ,    -0.169291877585655E-01 , 
   5.08000 ,    -0.893219977604774E-01 ,     0.236872534952334E+00 ,    -0.241127067633772E-01 , 
   5.10000 ,     0.465179246529460E-01 ,     0.231177652567560E+00 ,    -0.362202088718548E-01 , 
   5.12000 ,     0.115588938142643E+00 ,     0.236124350305472E+00 ,    -0.509591046941869E-01 , 
   5.14000 ,     0.709061305951938E-01 ,     0.251027393280343E+00 ,    -0.647654499082316E-01 , 
   5.16000 ,    -0.588664074655338E-01 ,     0.266896948248046E+00 ,    -0.735132398483486E-01 , 
   5.18000 ,    -0.186259230526363E+00 ,     0.269970028141901E+00 ,    -0.740609438381745E-01 , 
   5.20000 ,    -0.220346724566477E+00 ,     0.249629486258603E+00 ,    -0.660433999094332E-01 , 
   5.22000 ,    -0.124739470555307E+00 ,     0.205941928593895E+00 ,    -0.527185971236280E-01 , 
   5.24000 ,     0.590891975155899E-01 ,     0.151606907957716E+00 ,    -0.399400413170626E-01 , 
   5.26000 ,     0.237207989934468E+00 ,     0.106299502609438E+00 ,    -0.334273814247344E-01 , 
   5.28000 ,     0.319615708713049E+00 ,     0.862582429847684E-01 ,    -0.357332497518905E-01 , 
   5.30000 ,     0.270966731010662E+00 ,     0.952752255638567E-01 ,    -0.447415647211361E-01 , 
   5.32000 ,     0.124958729848772E+00 ,     0.122663810430793E+00 ,    -0.547612199645271E-01 , 
   5.34000 ,    -0.428455890102421E-01 ,     0.149549534421899E+00 ,    -0.597178002080259E-01 , 
   5.36000 ,    -0.162280591893987E+00 ,     0.159648390829981E+00 ,    -0.565985570576554E-01 , 
   5.38000 ,    -0.204300683873656E+00 ,     0.147934426522253E+00 ,    -0.470800245405167E-01 , 
   5.40000 ,    -0.185202204353701E+00 ,     0.122049295975689E+00 ,    -0.363489230304903E-01 , 
   5.42000 ,    -0.142776312422627E+00 ,     0.959969002594431E-01 ,    -0.298447867374331E-01 , 
   5.44000 ,    -0.105761902493183E+00 ,     0.805220597127469E-01 ,    -0.299225849662083E-01 , 
   5.46000 ,    -0.787374030930927E-01 ,     0.764663952533239E-01 ,    -0.344643069725680E-01 , 
   5.48000 ,    -0.497329123756989E-01 ,     0.751923501929185E-01 ,    -0.382589293755903E-01 , 
   5.50000 ,    -0.986321160289062E-02 ,     0.654146299757600E-01 ,    -0.362847325120238E-01 , 
   5.52000 ,     0.333420083145943E-01 ,     0.416265020382315E-01 ,    -0.268957097273588E-01 , 
   5.54000 ,     0.599441361095819E-01 ,     0.841992108916500E-02 ,    -0.129943326601732E-01 , 
   5.56000 ,     0.547252756914724E-01 ,    -0.221528378232955E-01 ,    -0.483194888940017E-03 , 
   5.58000 ,     0.224036022318776E-01 ,    -0.383910361267386E-01 ,     0.510920083211523E-02 , 
   5.60000 ,    -0.123934105757852E-01 ,    -0.367602569831006E-01 ,     0.187167076885175E-02 , 
   5.62000 ,    -0.214505576742417E-01 ,    -0.245583467184787E-01 ,    -0.726078301155711E-02 , 
   5.64000 ,     0.627836502469399E-02 ,    -0.156260978281789E-01 ,    -0.160271486645917E-01 , 
   5.66000 ,     0.549787606333363E-01 ,    -0.217766924987377E-01 ,    -0.182769924435402E-01 , 
   5.68000 ,     0.907967851508159E-01 ,    -0.453703454149294E-01 ,    -0.113867844750598E-01 , 
   5.70000 ,     0.833254282925133E-01 ,    -0.777637355476574E-01 ,     0.229471348954259E-02 , 
   5.72000 ,     0.253138781767532E-01 ,    -0.104684049990142E+00 ,     0.168185924480779E-01 , 
   5.74000 ,    -0.618987675479240E-01 ,    -0.115231968960881E+00 ,     0.260519190849456E-01 , 
   5.76000 ,    -0.139521852938870E+00 ,    -0.108910692154106E+00 ,     0.271504830771549E-01 , 
   5.78000 ,    -0.170836553190354E+00 ,    -0.962354009787815E-01 ,     0.220270938953668E-01 , 
   5.80000 ,    -0.137370490125384E+00 ,    -0.923942337777240E-01 ,     0.159217264826521E-01 , 
   5.82000 ,    -0.445748273248100E-01 ,    -0.107720509427044E+00 ,     0.139434546915555E-01 , 
   5.84000 ,     0.823559820250458E-01 ,    -0.140781992971750E+00 ,     0.177528001921722E-01 , 
   5.86000 ,     0.207259157622717E+00 ,    -0.178431594801984E+00 ,     0.245364823722666E-01 , 
   5.88000 ,     0.292157374602206E+00 ,    -0.203039887707639E+00 ,     0.290191969672412E-01 , 
