Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
034547.597       60914       93678  0.255E+00  0.547E+00
035547.545      104788      188906  0.186E+00  0.467E+00
040547.467      145432      284204  0.150E+00  0.400E+00
041547.520      183833      379557  0.124E+00  0.347E+00
042547.467      220414      474839  0.105E+00  0.302E+00
043547.552      255211      570172  0.893E-01  0.264E+00
044547.538      288706      665514  0.767E-01  0.232E+00
045547.474      320769      761003  0.663E-01  0.205E+00
050547.468      351613      856753  0.577E-01  0.182E+00
051547.476      380858      952478  0.510E-01  0.162E+00
052547.478      408606     1048245  0.457E-01  0.145E+00
053547.462      435481     1144110  0.411E-01  0.129E+00
054547.475      461434     1240133  0.374E-01  0.116E+00
055547.521      486091     1336179  0.343E-01  0.105E+00
060547.463      509894     1432169  0.317E-01  0.944E-01
061547.478      532522     1528290  0.293E-01  0.858E-01
062547.497      554200     1624299  0.272E-01  0.782E-01
063547.505      574907     1720429  0.253E-01  0.717E-01
064547.524      594359     1816672  0.236E-01  0.661E-01
065547.503      613173     1912854  0.222E-01  0.612E-01
070547.516      631286     2009038  0.210E-01  0.568E-01
071547.525      649017     2105125  0.199E-01  0.528E-01
072550.757      666071     2201407  0.189E-01  0.493E-01
073547.542      682856     2297066  0.181E-01  0.460E-01
074547.504      699326     2393307  0.172E-01  0.431E-01
075547.495      715426     2489520  0.164E-01  0.405E-01
080547.463      731076     2585791  0.157E-01  0.382E-01
081547.469      746245     2682118  0.150E-01  0.361E-01
082547.469      761203     2778505  0.145E-01  0.341E-01
083547.471      776083     2874980  0.139E-01  0.323E-01
084547.503      790616     2971442  0.134E-01  0.306E-01
085547.471      804958     3067939  0.129E-01  0.290E-01
090547.567      819087     3164377  0.124E-01  0.276E-01
091547.750      832911     3260894  0.119E-01  0.263E-01
092547.473      846658     3357335  0.115E-01  0.251E-01
093547.482      860180     3453833  0.112E-01  0.239E-01
094547.518      873608     3550359  0.108E-01  0.228E-01
095547.574      886854     3646986  0.104E-01  0.218E-01
100559.730      899910     3743506  0.101E-01  0.208E-01
101547.529      912687     3838157  0.979E-02  0.199E-01
102547.536      925391     3934633  0.950E-02  0.191E-01
103547.504      938081     4031222  0.924E-02  0.183E-01
104547.473      950696     4127850  0.902E-02  0.175E-01
105547.503      962889     4224515  0.878E-02  0.168E-01
110547.512      975068     4321172  0.855E-02  0.162E-01
111547.525      987373     4417988  0.831E-02  0.155E-01
112547.527      999580     4514654  0.812E-02  0.149E-01
113547.508     1011571     4611327  0.791E-02  0.144E-01
114547.514     1023463     4708072  0.771E-02  0.138E-01
115547.501     1035309     4804923  0.755E-02  0.133E-01
120547.533     1047181     4901636  0.738E-02  0.129E-01
121547.520     1058945     4998489  0.721E-02  0.124E-01
122547.515     1070533     5095353  0.706E-02  0.120E-01
123547.536     1081889     5192187  0.693E-02  0.116E-01
124547.580     1093317     5289099  0.680E-02  0.112E-01
125547.883     1104813     5385957  0.669E-02  0.108E-01
130547.512     1116235     5482765  0.655E-02  0.105E-01
131547.514     1127474     5579734  0.643E-02  0.102E-01
132547.504     1138616     5676605  0.632E-02  0.987E-02
133547.513     1149793     5773551  0.623E-02  0.957E-02
134547.520     1160973     5870484  0.614E-02  0.928E-02
135547.528     1172071     5967384  0.603E-02  0.901E-02
140547.514     1183182     6064348  0.594E-02  0.875E-02
141547.506     1194192     6161476  0.584E-02  0.850E-02
142547.555     1205142     6258538  0.577E-02  0.827E-02
143547.514     1216096     6355630  0.570E-02  0.805E-02
144547.839     1226989     6452756  0.561E-02  0.783E-02
145554.457     1237852     6549783  0.555E-02  0.763E-02
150547.524     1248511     6645730  0.547E-02  0.744E-02
151547.517     1259314     6742885  0.540E-02  0.726E-02
152547.635     1270057     6839885  0.532E-02  0.709E-02
153547.515     1280746     6937014  0.524E-02  0.693E-02
154547.504     1291375     7034219  0.521E-02  0.677E-02
155547.546     1302129     7131473  0.513E-02  0.663E-02
160547.702     1312743     7228570  0.507E-02  0.648E-02
161547.513     1323366     7325659  0.502E-02  0.635E-02
162547.534     1333993     7422865  0.497E-02  0.621E-02
163547.509     1344674     7520054  0.491E-02  0.608E-02
164547.530     1355326     7617341  0.487E-02  0.596E-02
165547.517     1365898     7714490  0.483E-02  0.584E-02
170547.556     1376355     7811951  0.480E-02  0.573E-02
171547.541     1386951     7909217  0.475E-02  0.563E-02
172547.573     1397441     8006506  0.472E-02  0.553E-02
173547.499     1407788     8103925  0.465E-02  0.543E-02
174547.519     1418136     8201416  0.461E-02  0.533E-02
175547.474     1428619     8299029  0.457E-02  0.525E-02
180547.515     1439192     8396519  0.451E-02  0.516E-02
181547.510     1449592     8494163  0.449E-02  0.507E-02
182547.514     1459984     8591682  0.448E-02  0.499E-02
183547.521     1470352     8689174  0.445E-02  0.491E-02
184547.529     1480683     8786627  0.441E-02  0.484E-02
185547.497     1491039     8884130  0.438E-02  0.476E-02
190547.528     1501472     8981559  0.435E-02  0.470E-02
191547.520     1511928     9079029  0.433E-02  0.462E-02
192547.523     1522285     9176501  0.428E-02  0.456E-02
193547.521     1532513     9274057  0.428E-02  0.449E-02
194547.492     1542824     9371589  0.422E-02  0.443E-02
