Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
033948.273      133653      257190  0.766E-01  0.251E+00
034948.190      230197      518945  0.266E-01  0.149E+00
035948.181      309090      782895  0.117E-01  0.905E-01
040948.477      372842     1048152  0.674E-02  0.578E-01
041948.185      429370     1314555  0.459E-02  0.375E-01
042948.182      481607     1582842  0.330E-02  0.243E-01
043948.282      529499     1849685  0.242E-02  0.159E-01
044948.185      573846     2118842  0.183E-02  0.107E-01
045948.143      615489     2388049  0.138E-02  0.731E-02
050948.160      654280     2656720  0.110E-02  0.517E-02
051948.146      690651     2925737  0.910E-03  0.383E-02
052948.145      724542     3193412  0.782E-03  0.301E-02
053948.154      757348     3464679  0.749E-03  0.246E-02
054948.167      788710     3733359  0.738E-03  0.209E-02
055948.154      819715     4004995  0.742E-03  0.184E-02
060948.140      850226     4276637  0.749E-03  0.165E-02
061948.177      880368     4548021  0.783E-03  0.151E-02
062948.148      910519     4818437  0.792E-03  0.141E-02
063948.143      940378     5089702  0.796E-03  0.133E-02
064948.160      970336     5361637  0.809E-03  0.126E-02
065948.220     1000557     5635943  0.848E-03  0.120E-02
070948.182     1030501     5909779  0.846E-03  0.115E-02
071948.176     1060398     6181075  0.860E-03  0.111E-02
072948.204     1090200     6452461  0.857E-03  0.108E-02
073948.254     1120069     6724461  0.870E-03  0.104E-02
074948.190     1149868     6996158  0.875E-03  0.102E-02
075948.174     1179823     7268686  0.889E-03  0.990E-03
080948.184     1209643     7539986  0.899E-03  0.966E-03
081948.203     1239632     7811251  0.911E-03  0.943E-03
082948.177     1269435     8082429  0.908E-03  0.925E-03
083948.589     1299183     8353323  0.917E-03  0.906E-03
084948.136     1328900     8624801  0.931E-03  0.888E-03
085948.146     1358764     8895612  0.926E-03  0.873E-03
090948.151     1388404     9166495  0.103E-02  0.948E-03
091948.281     1418276     9437532  0.940E-03  0.844E-03
092948.167     1447924     9708118  0.949E-03  0.830E-03
093948.180     1477811     9979705  0.946E-03  0.819E-03
094948.207     1507403    10250914  0.964E-03  0.808E-03
095948.193     1537201    10522103  0.970E-03  0.797E-03
100948.219     1566718    10792762  0.971E-03  0.787E-03
101948.228     1596204    11062734  0.976E-03  0.779E-03
102948.208     1626454    11336763  0.972E-03  0.770E-03
103948.638     1656263    11608573  0.965E-03  0.761E-03
104948.168     1685947    11880651  0.970E-03  0.753E-03
105948.240     1715817    12152944  0.981E-03  0.746E-03
110948.200     1745615    12425725  0.999E-03  0.736E-03
111948.260     1775482    12698122  0.992E-03  0.730E-03
112954.540     1805696    12969629  0.101E-02  0.722E-03
113948.186     1835365    13238825  0.101E-02  0.714E-03
114948.328     1865367    13511089  0.105E-02  0.706E-03
115948.191     1895355    13783163  0.100E-02  0.701E-03
120948.210     1925153    14054218  0.102E-02  0.694E-03
121948.241     1955178    14326594  0.102E-02  0.689E-03
122948.221     1984927    14598371  0.103E-02  0.682E-03
123948.243     2014802    14870320  0.103E-02  0.676E-03
124948.210     2044698    15142151  0.102E-02  0.670E-03
125948.193     2074371    15414072  0.105E-02  0.664E-03
130948.193     2104343    15686298  0.104E-02  0.660E-03
131948.241     2134302    15957632  0.104E-02  0.655E-03
132948.277     2164061    16228994  0.103E-02  0.651E-03
133948.204     2193880    16500561  0.104E-02  0.646E-03
134948.260     2223662    16771567  0.103E-02  0.642E-03
135948.231     2253660    17043413  0.103E-02  0.637E-03
140948.259     2283373    17315250  0.104E-02  0.632E-03
141948.288     2313316    17587743  0.104E-02  0.628E-03
142948.251     2343454    17860044  0.106E-02  0.623E-03
143948.196     2373171    18131418  0.106E-02  0.618E-03
144948.275     2402961    18403360  0.106E-02  0.615E-03
145948.236     2432920    18674515  0.108E-02  0.609E-03
150948.215     2462755    18946096  0.107E-02  0.606E-03
151948.233     2492386    19217632  0.108E-02  0.600E-03
152948.226     2522122    19489954  0.106E-02  0.598E-03
153948.210     2551915    19761814  0.107E-02  0.593E-03
154948.293     2582030    20034167  0.109E-02  0.589E-03
155948.244     2611871    20306378  0.107E-02  0.586E-03
160948.255     2641721    20577185  0.109E-02  0.581E-03
161956.791     2671437    20849480  0.109E-02  0.577E-03
162948.231     2700972    21117640  0.108E-02  0.574E-03
163948.257     2730882    21390044  0.112E-02  0.569E-03
164948.220     2760727    21661728  0.110E-02  0.566E-03
165948.282     2790549    21934611  0.110E-02  0.563E-03
170958.985     2820213    22205748  0.110E-02  0.559E-03
171948.177     2849520    22472753  0.111E-02  0.556E-03
172948.221     2879514    22744385  0.109E-02  0.554E-03
173948.183     2909292    23016343  0.108E-02  0.550E-03
174948.221     2939214    23288375  0.111E-02  0.547E-03
175948.148     2969397    23560777  0.111E-02  0.543E-03
180948.156     2999315    23833126  0.113E-02  0.540E-03
181948.165     3029387    24105002  0.110E-02  0.537E-03
182952.200     3059246    24377325  0.113E-02  0.532E-03
183948.171     3088663    24648408  0.110E-02  0.530E-03
184948.180     3118588    24921413  0.112E-02  0.527E-03
185948.179     3148527    25193978  0.114E-02  0.523E-03
190948.170     3178467    25466297  0.111E-02  0.520E-03
191948.192     3208315    25738933  0.113E-02  0.516E-03
192948.183     3238433    26011853  0.113E-02  0.514E-03
193948.180     3268174    26283500  0.110E-02  0.512E-03
194948.173     3298042    26555695  0.114E-02  0.509E-03
195948.184     3327812    26827864  0.122E-02  0.510E-03
200948.174     3357626    27100289  0.114E-02  0.502E-03
201948.184     3387514    27372663  0.113E-02  0.498E-03
202948.187     3417232    27644154  0.115E-02  0.495E-03
203948.185     3446998    27916297  0.115E-02  0.491E-03
204948.169     3477054    28188837  0.115E-02  0.489E-03
205948.173     3507086    28462124  0.115E-02  0.486E-03
210948.179     3536759    28734722  0.116E-02  0.483E-03
211948.173     3566867    29006644  0.114E-02  0.481E-03
212948.201     3596748    29278395  0.115E-02  0.477E-03
213948.181     3626768    29549732  0.117E-02  0.475E-03
214948.184     3656528    29821708  0.116E-02  0.473E-03
215948.186     3686275    30093559  0.116E-02  0.469E-03
220948.372     3716046    30365594  0.117E-02  0.465E-03
221948.188     3746163    30637145  0.116E-02  0.463E-03
222948.180     3775907    30907994  0.118E-02  0.460E-03
223948.211     3805676    31180389  0.118E-02  0.458E-03
224948.359     3835519    31452862  0.118E-02  0.455E-03
225948.253     3865309    31725615  0.118E-02  0.452E-03
230948.190     3895153    31997812  0.116E-02  0.450E-03
231948.283     3924961    32270960  0.115E-02  0.450E-03
232948.223     3954666    32543718  0.118E-02  0.445E-03
