Cluster	# of Li atoms
    1        21
    2       740
    6        14
    7        75
    8         3
   10        31
   14         6
   15        19
   16         1
   19        10
   24        23
   26        16
   27         5
   31         3
   33        62
   38         3
   45         3
   49        18
   51        72
   53        14
   55        62
   58         1
   61        30
   62         6
   63         1
   65         4
   69       163
   72        19
   73         3
   77         1
   78        20
   80        22
   84         3
   85        14
   87        10
   92        23
   93         3
   94        13
   95         2
  102         3
  103         3
  115        14
  120         5
  122         3
  123         3
  124         4
  126        18
  141        23
  146        95
  147         6
  148         8
  151         1
  154        11
  159         5
  160         1
  164         3
  165         4
  166         9
  167        49
  180         2
  181         3
  185         7
  186         4
  189         5
  191        10
  192        10
  193         4
  194         2
  195         9
  200         6
  202         9
  203         5
  207         2
  211         3
  212         1
  217         1
  223         2
  224         1
  225         7
  226         6
  227         9
  233        12
  234        24
  237         5
  240         5
  241         5
  246        10
  249         6
  250         1
  251         1
  267         3
  270        19
  276         7
  284         1
  287         8
  288         7
  290        11
  291         5
  292         6
  301         6
  302         4
  305         5
  307         5
  309        11
  312         2
  314         2
  315         1
  320         1
  323         3
  329         1
  330         7
  332         1
  343         7
  348         5
  356         1
  361         2
  362         8
  364         2
  366         3
  371         2
  376         3
  378         1
  379         1
  381         1
  382         2
  385         1
  388         1
  389         1
  390         2
  392         1
  393         1
  396         3
  397         1
  402         1
  404         2
  407         1
  408         1
  409         1
  410         3
  411         2
  415         1
  416         1
  417         1
  420         2
  422         3
  424         1
  425         2
  440         1
  441         2
  444         2
  445         3
  446         2
  450         1
  460         7
  464         1
  467         1
  472         3
  474         4
  475         1
  477         3
  480         2
  482         1
  490         1
  492         2
  493         1
  496         1
  497         8
  498         3
  501         5
  504         2
  505         3
  507         1
  508         2
  509         1
  510         2
  511         3
  512         2
  514         1
  515         2
  517         1
  525         2
  527         2
  529         1
  530         5
  531         2
  536         1
  537         5
  539         4
  540         4
  542         6
  544         1
  545         2
  546         1
  550         3
  553         2
  554        12
  555         1
  558         1
  559         2
  561         1
  562         1
  564         2
  566         4
  571         6
  572         1
  573         1
  577         1
  580         4
  585         2
  590         2
  595         1
  603         1
  604         2
  608         3
  609         1
  610         2
  613         5
  618         1
  619         2
  620         6
  621         2
  622         1
  627         4
  629         3
  633         3
  635         2
  638         3
  639         2
  643         4
  645         1
  646         1
  648         1
  655         3
  657         3
  659         3
  661         1
  662         2
  663         5
  664         2
  665         1
  667         4
  668         2
  669         1
  670         1
  672         2
  673         2
  676         2
  682         1
  684         2
  686         6
  691         3
  692         2
  694         1
  698         1
  699         2
  701         1
  703         1
  704         3
  706         1
  709         1
  712         2
  713         1
  721         1
  722         1
  726         1
  731         3
  734         1
  738         1
  740         1
  741         1
  744         1
  747         2
  748         2
  750         1
  751         2
  754         1
  755         1
  757         1
  758         2
  759         2
  760         1
  764         2
  766         1
  767         1
  768         1
  769         1
  772         1
  773         1
  776         3
  778         1
  780         3
  781         2
  782         1
  785         1
  786         1
  787         2
  788         2
  791         2
  794         3
  803         1
  804         1
  806         1
  807         3
  808         2
  809         2
  810         1
  811         1
  812         1
  814         1
  815         1
  816         1
  817         1
  818         1
  819         1
  820         1
  821         1
  823         1
  824         1
  825         1
  826         1
  827         1
  828         1
  829         1
  830         1
  831         1
  832         1
  833         1
  834         1
  835         1
  836         1
  837         1
  838         1
  839         1
  840         1
  842         1
  843         1
  844         1
  846         1
  847         1
  848         1
  849         1
  850         1
  851         1
  852         1
  854         1
  855         1
  856         1
  857         1
  858         1
  859         1
  860         1
  861         1
  862         1
  863         1
  864         1
  865         1
  866         1
  867         1
  868         1
  869         1
  870         1
  871         1
  872         2
  873         1
  874         1
  875         1
  876         1
  877         1
  878         1
  879         1
  880         1
  881         1
  882         1
  883         1
  884         1
  885         1
  886         1
