Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
033339.285      131789      253016  0.783E-01  0.255E+00
034339.236      227810      511265  0.272E-01  0.152E+00
035339.307      305502      770419  0.120E-01  0.936E-01
040339.153      368898     1031465  0.700E-02  0.600E-01
041339.199      424860     1293555  0.473E-02  0.392E-01
042339.137      476313     1557021  0.344E-02  0.257E-01
043339.233      524149     1820330  0.254E-02  0.170E-01
044339.304      568235     2084843  0.192E-02  0.114E-01
045339.130      609182     2349404  0.147E-02  0.786E-02
050339.117      647637     2614643  0.115E-02  0.556E-02
051339.118      683561     2880220  0.952E-03  0.411E-02
052339.124      717501     3145145  0.815E-03  0.319E-02
053339.127      750012     3411639  0.766E-03  0.260E-02
054339.135      781299     3677906  0.735E-03  0.220E-02
055339.149      811793     3944027  0.756E-03  0.193E-02
060339.140      841797     4210840  0.744E-03  0.173E-02
061339.131      871788     4477852  0.773E-03  0.158E-02
062339.137      900902     4744663  0.782E-03  0.146E-02
063339.137      930477     5012293  0.792E-03  0.137E-02
064339.204      959922     5279889  0.808E-03  0.130E-02
065339.195      989029     5543999  0.819E-03  0.124E-02
070339.174     1018350     5811497  0.838E-03  0.119E-02
071339.157     1047778     6079055  0.878E-03  0.115E-02
072339.188     1077065     6346221  0.856E-03  0.111E-02
073339.140     1106396     6614043  0.876E-03  0.107E-02
074339.151     1135482     6881597  0.878E-03  0.104E-02
075339.202     1164851     7149768  0.893E-03  0.101E-02
080339.218     1194143     7417299  0.888E-03  0.990E-03
081339.125     1223297     7685068  0.888E-03  0.970E-03
082339.170     1252859     7952951  0.893E-03  0.951E-03
083339.146     1282078     8220717  0.921E-03  0.930E-03
084339.143     1311514     8488137  0.923E-03  0.913E-03
085339.142     1340952     8756018  0.919E-03  0.899E-03
090339.130     1370365     9023717  0.934E-03  0.885E-03
091339.143     1399516     9290661  0.938E-03  0.871E-03
092339.130     1428930     9558089  0.935E-03  0.859E-03
093339.130     1458346     9826408  0.933E-03  0.846E-03
094339.203     1487758    10094161  0.934E-03  0.835E-03
095339.340     1517127    10361709  0.955E-03  0.824E-03
100339.187     1546329    10628839  0.945E-03  0.816E-03
101339.195     1575883    10896462  0.965E-03  0.805E-03
102339.212     1605167    11163640  0.970E-03  0.796E-03
103339.205     1634386    11431110  0.962E-03  0.788E-03
104339.147     1663581    11698478  0.977E-03  0.780E-03
105339.228     1693032    11965694  0.968E-03  0.773E-03
110339.197     1722395    12232939  0.983E-03  0.764E-03
111339.174     1751696    12500141  0.973E-03  0.758E-03
112339.285     1781141    12767448  0.970E-03  0.750E-03
113339.190     1810572    13035010  0.991E-03  0.743E-03
114339.210     1839875    13302557  0.102E-02  0.735E-03
115339.191     1869261    13570204  0.991E-03  0.729E-03
120339.197     1898561    13837599  0.101E-02  0.721E-03
121339.201     1927494    14105061  0.101E-02  0.717E-03
122339.246     1956662    14372086  0.988E-03  0.712E-03
123339.182     1985805    14638882  0.102E-02  0.706E-03
124339.287     2015127    14905030  0.104E-02  0.699E-03
125339.277     2044214    15170953  0.101E-02  0.695E-03
130339.175     2073694    15438227  0.103E-02  0.688E-03
131339.204     2103101    15705571  0.102E-02  0.684E-03
132339.208     2132237    15971624  0.102E-02  0.680E-03
133339.247     2161650    16238969  0.103E-02  0.675E-03
134339.196     2190890    16505884  0.102E-02  0.671E-03
135339.336     2220359    16773381  0.104E-02  0.665E-03
140339.270     2249506    17040841  0.104E-02  0.660E-03
141339.192     2278875    17307840  0.104E-02  0.655E-03
142339.274     2308278    17575125  0.105E-02  0.651E-03
143339.235     2337759    17842049  0.103E-02  0.648E-03
144339.202     2367328    18109764  0.104E-02  0.644E-03
145339.310     2396655    18377062  0.105E-02  0.640E-03
150339.249     2426122    18644626  0.104E-02  0.636E-03
151339.228     2455771    18911963  0.105E-02  0.632E-03
152339.467     2485114    19179500  0.105E-02  0.629E-03
153339.224     2514716    19446955  0.107E-02  0.624E-03
154339.211     2543738    19711589  0.105E-02  0.620E-03
155339.273     2573334    19979141  0.106E-02  0.616E-03
160339.207     2602774    20245522  0.107E-02  0.612E-03
161339.293     2632472    20513563  0.106E-02  0.609E-03
162339.204     2661959    20781206  0.105E-02  0.607E-03
163339.222     2691333    21048738  0.104E-02  0.603E-03
164339.724     2720450    21316135  0.108E-02  0.598E-03
165339.248     2749814    21582960  0.108E-02  0.595E-03
170339.205     2779426    21850676  0.107E-02  0.593E-03
171339.210     2808800    22118705  0.107E-02  0.589E-03
172339.207     2838135    22386412  0.106E-02  0.586E-03
173339.140     2867474    22654062  0.108E-02  0.582E-03
174343.031     2897006    22922247  0.110E-02  0.578E-03
175339.133     2926299    23188797  0.110E-02  0.575E-03
180339.136     2954973    23457212  0.110E-02  0.573E-03
181339.142     2984314    23725411  0.109E-02  0.570E-03
182339.156     3013768    23992576  0.111E-02  0.566E-03
183339.126     3042980    24259249  0.109E-02  0.563E-03
184339.130     3072260    24527226  0.109E-02  0.561E-03
185339.127     3101637    24795194  0.109E-02  0.558E-03
190339.203     3130975    25062469  0.109E-02  0.555E-03
191339.164     3160411    25330076  0.111E-02  0.552E-03
192339.142     3189818    25597838  0.111E-02  0.549E-03
193339.173     3219260    25865793  0.113E-02  0.545E-03
194339.165     3248510    26133714  0.110E-02  0.544E-03
