 Q (1/Ang),Yb-Yb,Yb-Sn,Yb-O ,Sn-Sn,Sn-O ,O-O  
  31.23000 ,     0.387712193531307E-01 ,    -0.159335304503855E-01 ,    -0.131616155205075E-02 ,    -0.830101919729825E-01 ,     0.462005638287886E-01 ,     0.130792015353882E-01 , 
  31.24000 ,     0.361836737839153E-01 ,     0.413164522111245E-02 ,     0.132659391501701E-03 ,    -0.574062240736920E-02 ,     0.415352126753691E-01 ,     0.108089618506847E-01 , 
  31.25000 ,     0.326147073024448E-01 ,     0.272626659761288E-01 ,     0.146688620303117E-02 ,     0.802777838120018E-01 ,     0.366863768756732E-01 ,     0.698562042138403E-02 , 
  31.26000 ,     0.291747111476798E-01 ,     0.516843341382873E-01 ,     0.262105747242323E-02 ,     0.169587076407615E+00 ,     0.318127174147943E-01 ,     0.226492416613387E-02 , 
  31.27000 ,     0.268054320019216E-01 ,     0.750594614492303E-01 ,     0.359228350558522E-02 ,     0.256019400035617E+00 ,     0.268132502109670E-01 ,    -0.248792543870462E-02 , 
  31.28000 ,     0.260393851740521E-01 ,     0.946539261245089E-01 ,     0.444228758481320E-02 ,     0.332884934145678E+00 ,     0.214767637065447E-01 ,    -0.638778948318838E-02 , 
  31.29000 ,     0.268769773532790E-01 ,     0.107667575418269E+00 ,     0.528069686875521E-02 ,     0.393496503156197E+00 ,     0.156779377616012E-01 ,    -0.872281642027080E-02 , 
  31.30000 ,     0.288090858836716E-01 ,     0.111693517563488E+00 ,     0.623345709923360E-02 ,     0.432004447201434E+00 ,     0.955213769533423E-02 ,    -0.910694289609858E-02 , 
  31.31000 ,     0.309745580521715E-01 ,     0.105222078139362E+00 ,     0.740432103261045E-02 ,     0.444390068524415E+00 ,     0.358556373446333E-02 ,    -0.755716863110638E-02 , 
  31.32000 ,     0.324075359817602E-01 ,     0.880755101289235E-01 ,     0.883953758456632E-02 ,     0.429376535673342E+00 ,    -0.141882722911372E-02 ,    -0.447915731955387E-02 , 
  31.33000 ,     0.323074370154097E-01 ,     0.616558293887649E-01 ,     0.105055241857469E-01 ,     0.388992265982326E+00 ,    -0.450273439664153E-02 ,    -0.566479416502013E-03 , 
  31.34000 ,     0.302601967841392E-01 ,     0.289150563969535E-01 ,     0.122864267813730E-01 ,     0.328575182270108E+00 ,    -0.480517523887268E-02 ,     0.336099855786011E-02 , 
  31.35000 ,     0.263536950375495E-01 ,    -0.598898141087981E-02 ,     0.140036867482613E-01 ,     0.256126731841828E+00 ,    -0.183948633486777E-02 ,     0.654031333742484E-02 , 
  31.36000 ,     0.211590468064131E-01 ,    -0.383183926306421E-01 ,     0.154541748228608E-01 ,     0.181082507385860E+00 ,     0.428558865002261E-02 ,     0.842683024508604E-02 , 
  31.37000 ,     0.155849393984325E-01 ,    -0.635601750081792E-01 ,     0.164584935949210E-01 ,     0.112720207015273E+00 ,     0.127722341383466E-01 ,     0.879693249131711E-02 , 
  31.38000 ,     0.106451345477010E-01 ,    -0.782562976195639E-01 ,     0.169079716707046E-01 ,     0.585332464856527E-01 ,     0.222093285447488E-01 ,     0.777016995560145E-02 , 
  31.39000 ,     0.720117531455668E-02 ,    -0.806850289044776E-01 ,     0.167985321312329E-01 ,     0.229281314039337E-01 ,     0.308164551959756E-01 ,     0.574911953658416E-02 , 
  31.40000 ,     0.574777321767172E-02 ,    -0.712390503971951E-01 ,     0.162422188691150E-01 ,     0.654396529873438E-02 ,     0.368091879503312E-01 ,     0.329516941627132E-02 , 
  31.41000 ,     0.629618305343234E-02 ,    -0.524026085401395E-01 ,     0.154521791279414E-01 ,     0.635496901127518E-02 ,     0.388025794220645E-01 ,     0.973420453252532E-03 , 
  31.42000 ,     0.838454132972112E-02 ,    -0.283127718715370E-01 ,     0.147031753084304E-01 ,     0.165344337117624E-01 ,     0.361535580247734E-01 ,    -0.793666152343721E-03 , 
  31.43000 ,     0.112106879711055E-01 ,    -0.398062858647639E-02 ,     0.142757208963569E-01 ,     0.298768400564076E-01 ,     0.291519236158487E-01 ,    -0.182774173082090E-02 , 
  31.44000 ,     0.138511760264505E-01 ,     0.156739998018674E-01 ,     0.143961994583475E-01 ,     0.394407598672005E-01 ,     0.190026873953879E-01 ,    -0.222736024950602E-02 , 
  31.45000 ,     0.155082084912286E-01 ,     0.267748379997520E-01 ,     0.151867138963196E-01 ,     0.400241363511853E-01 ,     0.759211205875887E-02 ,    -0.232618099832778E-02 , 
  31.46000 ,     0.157196686537964E-01 ,     0.272267975625331E-01 ,     0.166364880377330E-01 ,     0.291301752013462E-01 ,    -0.291617382051415E-02 ,    -0.258956742452109E-02 , 
  31.47000 ,     0.144777214488299E-01 ,     0.170809219803740E-01 ,     0.186017796857038E-01 ,     0.721563860343175E-02 ,    -0.105639429251789E-01 ,    -0.347771745922406E-02 , 
  31.48000 ,     0.122257717627828E-01 ,    -0.155099382326675E-02 ,     0.208345838013460E-01 ,    -0.227999365779393E-01 ,    -0.140454878455631E-01 ,    -0.531118651977472E-02 , 
  31.49000 ,     0.973541479211873E-02 ,    -0.250103215705310E-01 ,     0.230335136207566E-01 ,    -0.565940272162718E-01 ,    -0.130090518209990E-01 ,    -0.817321347334942E-02 , 
  31.50000 ,     0.789609051087305E-02 ,    -0.489166503097827E-01 ,     0.249048512200928E-01 ,    -0.897539521250511E-01 ,    -0.813484180883758E-02 ,    -0.118732186143898E-01 , 
  31.51000 ,     0.747245704420260E-02 ,    -0.691171086396478E-01 ,     0.262192349427735E-01 ,    -0.118965789203506E+00 ,    -0.964757028715602E-03 ,    -0.159799378752551E-01 , 
  31.52000 ,     0.889239107912178E-02 ,    -0.825463460510798E-01 ,     0.268504938996611E-01 ,    -0.142743752193987E+00 ,     0.648032657312267E-02 ,    -0.199150239463359E-01 , 
  31.53000 ,     0.121201564784504E-01 ,    -0.878061612785281E-01 ,     0.267875674697202E-01 ,    -0.161498418755383E+00 ,     0.122063739140595E-01 ,    -0.230830529284735E-01 , 
  31.54000 ,     0.166470117959441E-01 ,    -0.853407142246795E-01 ,     0.261172232189566E-01 ,    -0.176934217017888E+00 ,     0.147530924087878E-01 ,    -0.250053944386981E-01 , 
  31.55000 ,     0.216012525206713E-01 ,    -0.771789459757422E-01 ,     0.249827551429500E-01 ,    -0.190965380244594E+00 ,     0.135767503504643E-01 ,    -0.254252939574709E-01 , 
  31.56000 ,     0.259492785379391E-01 ,    -0.663176756100559E-01 ,     0.235301328409146E-01 ,    -0.204490657600155E+00 ,     0.921159566410260E-02 ,    -0.243595729740629E-01 , 
  31.57000 ,     0.287365369844103E-01 ,    -0.559026545381815E-01 ,     0.218565557554162E-01 ,    -0.216427053488010E+00 ,     0.316513642387324E-02 ,    -0.220863078021773E-01 , 
  31.58000 ,     0.293078287802849E-01 ,    -0.484106613463796E-01 ,     0.199760826227481E-01 ,    -0.223351454506959E+00 ,    -0.243273825364521E-02 ,    -0.190739999058466E-01 , 
  31.59000 ,     0.274526758643671E-01 ,    -0.450325938617014E-01 ,     0.178129155009545E-01 ,    -0.219945154548947E+00 ,    -0.534581078888066E-02 ,    -0.158719423035564E-01 , 
  31.60000 ,     0.234413846668993E-01 ,    -0.454062877147279E-01 ,     0.152259389720021E-01 ,    -0.200216919470819E+00 ,    -0.378966557507472E-02 ,    -0.129901803306398E-01 , 
  31.61000 ,     0.179457693913358E-01 ,    -0.477608867501977E-01 ,     0.120599208433669E-01 ,    -0.159251499541475E+00 ,     0.310369462187020E-02 ,    -0.107986332349065E-01 , 
  31.62000 ,     0.118678037260301E-01 ,    -0.494330639840504E-01 ,     0.821139882720442E-02 ,    -0.950537422663794E-01 ,     0.150297179697542E-01 ,    -0.946855110366815E-02 , 
  31.63000 ,     0.612220694569287E-02 ,    -0.476238451156157E-01 ,     0.369259471916142E-02 ,    -0.998429823206672E-02 ,     0.305295636248417E-01 ,    -0.896744528923372E-02 , 
  31.64000 ,     0.142940900748973E-02 ,    -0.402054101674368E-01 ,    -0.132401490015467E-02 ,     0.886624480592669E-01 ,     0.472829120068490E-01 ,    -0.910426998219579E-02 , 
  31.65000 ,    -0.182898780920076E-02 ,    -0.263744312440623E-01 ,    -0.649425902851038E-02 ,     0.189210221835730E+00 ,     0.626090629389947E-01 ,    -0.960877374565389E-02 , 
  31.66000 ,    -0.365784120203833E-02 ,    -0.698533407596786E-02 ,    -0.113305962077375E-01 ,     0.277292537646943E+00 ,     0.740592550257984E-01 ,    -0.102209031961173E-01 , 
  31.67000 ,    -0.439105226934792E-02 ,     0.155256126286566E-01 ,    -0.152677274568901E-01 ,     0.338409582812159E+00 ,     0.799604937568047E-01 ,    -0.107648837989832E-01 , 
  31.68000 ,    -0.454881802539267E-02 ,     0.376150955709415E-01 ,    -0.177541005910811E-01 ,     0.360838903386716E+00 ,     0.797823453303120E-01 ,    -0.111882352915351E-01 , 
  31.69000 ,    -0.465144915251619E-02 ,     0.553990103779487E-01 ,    -0.183513103294414E-01 ,     0.338261624645962E+00 ,     0.742404824959172E-01 ,    -0.115567763138000E-01 , 
  31.70000 ,    -0.504244176921181E-02 ,     0.655313259382563E-01 ,    -0.168207491147239E-01 ,     0.271486281181244E+00 ,     0.651139272396490E-01 ,    -0.120095687402338E-01 , 
  31.71000 ,    -0.577022428622298E-02 ,     0.659882453348777E-01 ,    -0.131788675234543E-01 ,     0.168822237055436E+00 ,     0.548214675222409E-01 ,    -0.126891823443424E-01 , 
  31.72000 ,    -0.656167959008584E-02 ,     0.565715753060990E-01 ,    -0.770866561839845E-02 ,     0.449396994142338E-01 ,     0.458598796221017E-01 ,    -0.136695222619473E-01 , 
  31.73000 ,    -0.689555358710085E-02 ,     0.390108541249381E-01 ,    -0.924149017341578E-03 ,    -0.816104784047065E-01 ,     0.402384652721835E-01 ,    -0.149039397931823E-01 , 
  31.74000 ,    -0.615679428647213E-02 ,     0.166378688292829E-01 ,     0.650564214977585E-02 ,    -0.191735252210849E+00 ,     0.390434018597251E-01 ,    -0.162103849814580E-01 , 
  31.75000 ,    -0.383079240947065E-02 ,    -0.629298806411974E-02 ,     0.138580529876079E-01 ,    -0.269307214014685E+00 ,     0.422320390059688E-01 ,    -0.172996569955983E-01 , 
  31.76000 ,     0.314860971718713E-03 ,    -0.254833965789016E-01 ,     0.204637369564551E-01 ,    -0.304099640649209E+00 ,     0.487000606967904E-01 ,    -0.178403491204122E-01 , 
  31.77000 ,     0.611120415628270E-02 ,    -0.374694250716786E-01 ,     0.257986510830887E-01 ,    -0.293523147682144E+00 ,     0.565976825450008E-01 ,    -0.175433228682661E-01 , 
  31.78000 ,     0.129661191755248E-01 ,    -0.403032464484217E-01 ,     0.295446915747019E-01 ,    -0.242800371398313E+00 ,     0.638112935072468E-01 ,    -0.162424687821966E-01 , 
  31.79000 ,     0.199503361313765E-01 ,    -0.338910886286930E-01 ,     0.316099679976478E-01 ,    -0.163563059448406E+00 ,     0.684887897029636E-01 ,    -0.139488351634559E-01 , 
  31.80000 ,     0.259743884848006E-01 ,    -0.199227053089968E-01 ,     0.321087325672644E-01 ,    -0.712087992942279E-01 ,     0.694793605164106E-01 ,    -0.108619071912599E-01 , 
  31.81000 ,     0.300164919686458E-01 ,    -0.142315968892821E-02 ,     0.313094240018210E-01 ,     0.183708032427275E-01 ,     0.665830105454158E-01 ,    -0.733313749243863E-02 , 
  31.82000 ,     0.313480089909732E-01 ,     0.179567756069266E-01 ,     0.295652038197690E-01 ,     0.919475420910604E-01 ,     0.605549843079684E-01 ,    -0.378973469865669E-02 , 
  31.83000 ,     0.297030019030113E-01 ,     0.347399019322706E-01 ,     0.272434979684045E-01 ,     0.141300198728534E+00 ,     0.528726218754048E-01 ,    -0.637716977824261E-03 , 
  31.84000 ,     0.253513117973463E-01 ,     0.463269211603068E-01 ,     0.246691330487707E-01 ,     0.164252472086932E+00 ,     0.453312033215108E-01 ,     0.183068445712954E-02 , 
  31.85000 ,     0.190572993054551E-01 ,     0.514524121665730E-01 ,     0.220904224180401E-01 ,     0.164234940863057E+00 ,     0.395763076526502E-01 ,     0.350075967298204E-02 , 
  31.86000 ,     0.119331554384869E-01 ,     0.503054371739774E-01 ,     0.196705633877630E-01 ,     0.148558401942014E+00 ,     0.366931592423933E-01 ,     0.445286708715584E-02 , 
  31.87000 ,     0.521994461576831E-02 ,     0.443118969300451E-01 ,     0.174998817878546E-01 ,     0.125893074727277E+00 ,     0.369556250435676E-01 ,     0.492845879925394E-02 , 
  31.88000 ,     0.454617036705807E-04 ,     0.356564884977163E-01 ,     0.156195990058432E-01 ,     0.103630357742832E+00 ,     0.397940428216783E-01 ,     0.525292132639542E-02 , 
  31.89000 ,    -0.278804398916470E-02 ,     0.266798058859533E-01 ,     0.140460898449112E-01 ,     0.858170371757157E-01 ,     0.439834216579763E-01 ,     0.573530239134882E-02 , 
  31.90000 ,    -0.294177687987743E-02 ,     0.193074799462815E-01 ,     0.127863305122525E-01 ,     0.721933252468918E-01 ,     0.479967086004098E-01 ,     0.657162849871487E-02 , 
  31.91000 ,    -0.577998569278526E-03 ,     0.146494975168639E-01 ,     0.118397228108848E-01 ,     0.585752092696261E-01 ,     0.504262947617457E-01 ,     0.777819242389460E-02 , 
  31.92000 ,     0.370489855611410E-02 ,     0.128553724434935E-01 ,     0.111872776592239E-01 ,     0.384703178484628E-01 ,     0.503611645304968E-01 ,     0.917385396118277E-02 , 
  31.93000 ,     0.901912898475858E-02 ,     0.132393562398799E-01 ,     0.107744469090989E-01 ,     0.549198623906177E-02 ,     0.476207707993508E-01 ,     0.104178484812116E-01 , 
  31.94000 ,     0.143786163442378E-01 ,     0.146184157475370E-01 ,     0.104970544540239E-01 ,    -0.440806077794695E-01 ,     0.427859434778441E-01 ,     0.110950337329254E-01 , 
  31.95000 ,     0.188901394305927E-01 ,     0.157527019778355E-01 ,     0.101997590480922E-01 ,    -0.109302543603551E+00 ,     0.370214755097922E-01 ,     0.108277051185658E-01 , 
  31.96000 ,     0.219041838263853E-01 ,     0.157568152858648E-01 ,     0.969316386490693E-02 ,    -0.183706066763039E+00 ,     0.317402509413538E-01 ,     0.938545410805579E-02 , 
  31.97000 ,     0.230982510511416E-01 ,     0.143649125087286E-01 ,     0.878992614102738E-02 ,    -0.255895574109822E+00 ,     0.282005388469923E-01 ,     0.676412913796546E-02 , 
  31.98000 ,     0.224836671554349E-01 ,     0.119786334927675E-01 ,     0.735362816730147E-02 ,    -0.311546348844819E+00 ,     0.271455995914819E-01 ,     0.321203215984052E-02 , 
  31.99000 ,     0.203454788032770E-01 ,     0.949091439877960E-02 ,     0.534869276254189E-02 ,    -0.336403385950020E+00 ,     0.285835752771396E-01 ,    -0.805638637841993E-03 , 
  32.00000 ,     0.171391827474936E-01 ,     0.794343805910637E-02 ,     0.287700324533034E-02 ,    -0.319610460348674E+00 ,     0.317687308581892E-01 ,    -0.469761611102786E-02 , 
  32.01000 ,     0.133746476359074E-01 ,     0.812330093833903E-02 ,     0.188160313449365E-03 ,    -0.256588699704072E+00 ,     0.353920750741212E-01 ,    -0.787202819429447E-02 , 
  32.02000 ,     0.951572064248843E-02 ,     0.102226823799299E-01 ,    -0.234450950357566E-02 ,    -0.150757653738118E+00 ,     0.379339636726390E-01 ,    -0.986667126563766E-02 , 
  32.03000 ,     0.591505618402416E-02 ,     0.136690850754784E-01 ,    -0.428205948300303E-02 ,    -0.136354683040173E-01 ,     0.380878208098408E-01 ,    -0.104524348647246E-01 , 
  32.04000 ,     0.279084804877717E-02 ,     0.171874381724425E-01 ,    -0.520308021007001E-02 ,     0.136787128330946E+00 ,     0.351438868059402E-01 ,    -0.968431072147233E-02 , 
  32.05000 ,     0.239385215642380E-03 ,     0.190913436516368E-01 ,    -0.479532610807166E-02 ,     0.279114650140486E+00 ,     0.292302401754760E-01 ,    -0.788698154037023E-02 , 
  32.06000 ,    -0.173167421913741E-02 ,     0.177360393350334E-01 ,    -0.293522116298136E-02 ,     0.392441564976738E+00 ,     0.213432755480981E-01 ,    -0.557791678020734E-02 , 
  32.07000 ,    -0.316743080718578E-02 ,     0.120175335213297E-01 ,     0.264510891984619E-03 ,     0.460264495339121E+00 ,     0.131525834659115E-01 ,    -0.334622851757946E-02 , 
  32.08000 ,    -0.414206236349257E-02 ,     0.178386380625725E-02 ,     0.445301047094942E-02 ,     0.473589185035824E+00 ,     0.662245676549958E-02 ,    -0.171641725347944E-02 , 
  32.09000 ,    -0.475405876716536E-02 ,    -0.119590767681668E-01 ,     0.908943743061552E-02 ,     0.432580105961260E+00 ,     0.353955616965164E-02 ,    -0.102982880156307E-02 , 
  32.10000 ,    -0.513729778346313E-02 ,    -0.271169006882493E-01 ,     0.135338807171515E-01 ,     0.346415279166733E+00 ,     0.506161784084953E-02 ,    -0.137221471071453E-02 , 
  32.11000 ,    -0.547678231877636E-02 ,    -0.408537258278065E-01 ,     0.171633651094624E-01 ,     0.231395066764237E+00 ,     0.113990084995088E-01 ,    -0.256434574836445E-02 , 
  32.12000 ,    -0.601426278997901E-02 ,    -0.501493883818911E-01 ,     0.194885106069537E-01 ,     0.107723349539126E+00 ,     0.217100892630485E-01 ,    -0.421703726989004E-02 , 
  32.13000 ,    -0.703121040589660E-02 ,    -0.524447068275492E-01 ,     0.202450919625205E-01 ,    -0.434998884700727E-02 ,     0.342403341452203E-01 ,    -0.583610836103127E-02 , 
  32.14000 ,    -0.880412527744827E-02 ,    -0.462270289960849E-01 ,     0.194394945511301E-01 ,    -0.882231367405520E-01 ,     0.466765607051191E-01 ,    -0.695066350739937E-02 , 
  32.15000 ,    -0.115376523140925E-01 ,    -0.314185232501849E-01 ,     0.173369810485082E-01 ,    -0.133735650070613E+00 ,     0.566358911496813E-01 ,    -0.723265876395146E-02 , 
  32.16000 ,    -0.152910654737802E-01 ,    -0.947346430540907E-02 ,     0.143945824449288E-01 ,    -0.138545916616827E+00 ,     0.621768137145335E-01 ,    -0.657829671738952E-02 , 
  32.17000 ,    -0.199199337611998E-01 ,     0.168425467335341E-01 ,     0.111533092461018E-01 ,    -0.107901762372437E+00 ,     0.622146914566443E-01 ,    -0.513167042316470E-02 , 
  32.18000 ,    -0.250547554254426E-01 ,     0.439452351091869E-01 ,     0.811414815816906E-02 ,    -0.529620870402537E-01 ,     0.567472321580571E-01 ,    -0.324570620317718E-02 , 
  32.19000 ,    -0.301313718456914E-01 ,     0.680880448832825E-01 ,     0.562652777360482E-02 ,     0.118780710846200E-01 ,     0.468408279475163E-01 ,    -0.139112910889949E-02 , 
  32.20000 ,    -0.344754511356522E-01 ,     0.860384422333140E-01 ,     0.381543958623712E-02 ,     0.720296630275264E-01 ,     0.343849861004534E-01 ,    -0.369590210027008E-04 , 
  32.21000 ,    -0.374284344785928E-01 ,     0.956291264593181E-01 ,     0.256461782347164E-02 ,     0.115463042037785E+00 ,     0.216755258552523E-01 ,     0.467224229894448E-03 , 
  32.22000 ,    -0.384891803288615E-01 ,     0.960721277196729E-01 ,     0.156007349803876E-02 ,     0.134637034322216E+00 ,     0.109250123882274E-01 ,    -0.220645069543428E-04 , 
  32.23000 ,    -0.374380483454645E-01 ,     0.879821150201479E-01 ,     0.383895963788084E-03 ,     0.127297606400064E+00 ,     0.381235831366139E-02 ,    -0.140771130542555E-02 , 
  32.24000 ,    -0.344109421698352E-01 ,     0.731240613687519E-01 ,    -0.136399546955044E-02 ,     0.961181653518851E-01 ,     0.117013068921644E-02 ,    -0.337734391106823E-02 , 
  32.25000 ,    -0.299003544806249E-01 ,     0.539625867645852E-01 ,    -0.394557015827539E-02 ,     0.474119291667113E-01 ,     0.287197441574863E-02 ,    -0.548114572816012E-02 , 
  32.26000 ,    -0.246768248728666E-01 ,     0.331308032525027E-01 ,    -0.739547265923567E-02 ,    -0.106733947459906E-01 ,     0.793324996693252E-02 ,    -0.724182840817513E-02 , 
  32.27000 ,    -0.196435428621066E-01 ,     0.129461531657149E-01 ,    -0.114855644694465E-01 ,    -0.700030758801306E-01 ,     0.147879391452365E-01 ,    -0.826884790883688E-02 , 
  32.28000 ,    -0.156541923849756E-01 ,    -0.492155881935615E-02 ,    -0.157534497445311E-01 ,    -0.123924143357363E+00 ,     0.216662717809449E-01 ,    -0.834850473826036E-02 , 
  32.29000 ,    -0.133348837657819E-01 ,    -0.195719630209946E-01 ,    -0.195901031367707E-01 ,    -0.168085111804351E+00 ,     0.269792388292947E-01 ,    -0.748825356046794E-02 , 
  32.30000 ,    -0.129520155466465E-01 ,    -0.307867522704663E-01 ,    -0.223675281585188E-01 ,    -0.200536265594393E+00 ,     0.296216444961363E-01 ,    -0.590552845638850E-02 , 
  32.31000 ,    -0.143584339540550E-01 ,    -0.387890731517161E-01 ,    -0.235775034191097E-01 ,    -0.221234499848369E+00 ,     0.291319913547637E-01 ,    -0.396552847400970E-02 , 
  32.32000 ,    -0.170323027850836E-01 ,    -0.439422359819412E-01 ,    -0.229493244542496E-01 ,    -0.231215958693362E+00 ,     0.256874752414707E-01 ,    -0.208507909743672E-02 , 
  32.33000 ,    -0.202009362261679E-01 ,    -0.464895594588910E-01 ,    -0.205188406019285E-01 ,    -0.231752218969760E+00 ,     0.199548686068443E-01 ,    -0.627711841402277E-03 , 
  32.34000 ,    -0.230209965006636E-01 ,    -0.464175043143502E-01 ,    -0.166320457721809E-01 ,    -0.223764980363763E+00 ,     0.128521403084744E-01 ,     0.183440997296626E-03 , 
  32.35000 ,    -0.247722670073737E-01 ,    -0.434818741399956E-01 ,    -0.118814620684746E-01 ,    -0.207658864184158E+00 ,     0.529303480770137E-02 ,     0.313665787370956E-03 , 
  32.36000 ,    -0.250184614689837E-01 ,    -0.373839907739269E-01 ,    -0.698903715353807E-02 ,    -0.183579641086658E+00 ,    -0.201602497752940E-02 ,    -0.850893825872488E-04 , 
  32.37000 ,    -0.236964050016158E-01 ,    -0.280352979504590E-01 ,    -0.266160785568088E-02 ,    -0.151961537550573E+00 ,    -0.867851474278869E-02 ,    -0.723442084051416E-03 , 
  32.38000 ,    -0.211126367135857E-01 ,    -0.158184110207599E-01 ,     0.548747544456200E-03 ,    -0.114132990746527E+00 ,    -0.145944649148048E-01 ,    -0.125694480067181E-02 , 
  32.39000 ,    -0.178496715083668E-01 ,    -0.174886906740820E-02 ,     0.234841015009577E-02 ,    -0.727304999737403E-01 ,    -0.198507129501572E-01 ,    -0.137927800188248E-02 , 
  32.40000 ,    -0.146069589475005E-01 ,     0.125338420229315E-01 ,     0.274739587591890E-02 ,    -0.317283604624289E-01 ,    -0.245616018027776E-01 ,    -0.901938517352721E-03 , 
  32.41000 ,    -0.120181224820980E-01 ,     0.249712901240870E-01 ,     0.203709067733868E-02 ,     0.399065329553448E-02 ,    -0.287194164488803E-01 ,     0.199582921138270E-03 , 
  32.42000 ,    -0.104920077238161E-01 ,     0.334567213752667E-01 ,     0.707225579415703E-03 ,     0.294570790737179E-01 ,    -0.321083976333850E-01 ,     0.178378083554221E-02 , 
  32.43000 ,    -0.101187489722366E-01 ,     0.362907176838867E-01 ,    -0.677393576544835E-03 ,     0.406377899210583E-01 ,    -0.343148316035576E-01 ,     0.358408975331503E-02 , 
  32.44000 ,    -0.106649762496277E-01 ,     0.326104851650372E-01 ,    -0.161105419119162E-02 ,     0.353969219508213E-01 ,    -0.348348559689224E-01 ,     0.528048968077360E-02 , 
  32.45000 ,    -0.116587546621191E-01 ,     0.226789428348340E-01 ,    -0.176104537204822E-02 ,     0.141325273866017E-01 ,    -0.332501684944813E-01 ,     0.658187061673939E-02 , 
  32.46000 ,    -0.125409452577384E-01 ,     0.794742080181774E-02 ,    -0.103568595296575E-02 ,    -0.200987677354819E-01 ,    -0.294187866810771E-01 ,     0.729716051218428E-02 , 
  32.47000 ,    -0.128416650921939E-01 ,    -0.914269541301481E-02 ,     0.407699656721901E-03 ,    -0.620292961712287E-01 ,    -0.236200152838592E-01 ,     0.737698487102763E-02 , 
  32.48000 ,    -0.123332267862920E-01 ,    -0.255911787506810E-01 ,     0.221449539178452E-02 ,    -0.105114460379199E+00 ,    -0.166022991419534E-01 ,     0.691610594230029E-02 , 
  32.49000 ,    -0.111164515917272E-01 ,    -0.384164168746749E-01 ,     0.392973916275840E-02 ,    -0.142743364083377E+00 ,    -0.950730304754631E-02 ,     0.611771255741087E-02 , 
  32.50000 ,    -0.961435028578475E-02 ,    -0.452534787363389E-01 ,     0.511554509526751E-02 ,    -0.169446420337523E+00 ,    -0.367681797888424E-02 ,     0.523085634210582E-02 , 
  32.51000 ,    -0.847156752961960E-02 ,    -0.448378564887150E-01 ,     0.546013564780110E-02 ,    -0.181824272588396E+00 ,    -0.381976216097029E-03 ,     0.447923626725109E-02 , 
  32.52000 ,    -0.838340527122817E-02 ,    -0.372633229559839E-01 ,     0.485254048541591E-02 ,    -0.178997913218584E+00 ,    -0.537793628769707E-03 ,     0.400134200062999E-02 , 
  32.53000 ,    -0.989800415594983E-02 ,    -0.239531833102474E-01 ,     0.340610839165883E-02 ,    -0.162505906041357E+00 ,    -0.447367746500863E-02 ,     0.381829642705984E-02 , 
  32.54000 ,    -0.132440358496795E-01 ,    -0.735034879183412E-02 ,     0.142688476116419E-02 ,    -0.135716371572973E+00 ,    -0.118198467154108E-01 ,     0.383768532148565E-02 , 
  32.55000 ,    -0.182314699668231E-01 ,     0.960296122068123E-02 ,    -0.663599895154837E-03 ,    -0.102940207061272E+00 ,    -0.215430455409916E-01 ,     0.389148486474851E-02 , 
  32.56000 ,    -0.242555369525816E-01 ,     0.240764688432080E-01 ,    -0.243081126563100E-02 ,    -0.684959559353451E-01 ,    -0.321291341663065E-01 ,     0.379669212042294E-02 , 
  32.57000 ,    -0.304081388633974E-01 ,     0.339146702584705E-01 ,    -0.352915739162558E-02 ,    -0.359694057236908E-01 ,    -0.418742373256127E-01 ,     0.342100751242371E-02 , 
  32.58000 ,    -0.356731741344144E-01 ,     0.380254214919525E-01 ,    -0.377860942418077E-02 ,    -0.783599439401740E-02 ,    -0.492193280880096E-01 ,     0.273458007396260E-02 , 
  32.59000 ,    -0.391596930066440E-01 ,     0.365120156089122E-01 ,    -0.319830351421066E-02 ,     0.145059498636019E-01 ,    -0.530523158190647E-01 ,     0.183272543230972E-02 , 
  32.60000 ,    -0.403154446189078E-01 ,     0.305292209608003E-01 ,    -0.199069223610867E-02 ,     0.303729195364472E-01 ,    -0.529096666518541E-01 ,     0.922561405598308E-03 , 
  32.61000 ,    -0.390664153286999E-01 ,     0.219101040977442E-01 ,    -0.482328488170316E-03 ,     0.392881098361996E-01 ,    -0.490342576197549E-01 ,     0.276463456768568E-03 , 
  32.62000 ,    -0.358449573464707E-01 ,     0.126641149960792E-01 ,     0.962032424610423E-03 ,     0.405535547523272E-01 ,    -0.422812140933512E-01 ,     0.164403579772938E-03 , 
  32.63000 ,    -0.314960446310433E-01 ,     0.447483436987514E-02 ,     0.202925618658113E-02 ,     0.330992927427382E-01 ,    -0.338999489107920E-01 ,     0.783115421997502E-03 , 
  32.64000 ,    -0.270814255855990E-01 ,    -0.167854249000192E-02 ,     0.252871032439473E-02 ,     0.157120541555523E-01 ,    -0.252492746421028E-01 ,     0.220104192796613E-02 , 
  32.65000 ,    -0.236273616860145E-01 ,    -0.568690957315105E-02 ,     0.242707331690974E-02 ,    -0.123868591381859E-01 ,    -0.175161768955199E-01 ,     0.433391083140474E-02 , 
  32.66000 ,    -0.218766053610557E-01 ,    -0.823153855197329E-02 ,     0.183993700677286E-02 ,    -0.507774690465282E-01 ,    -0.115044370986898E-01 ,     0.695767693467679E-02 , 
  32.67000 ,    -0.221053126285253E-01 ,    -0.104898416424389E-01 ,     0.984658618659122E-03 ,    -0.971457922394545E-01 ,    -0.753832313829227E-02 ,     0.975567280100777E-02 , 
