 Q (1/Ang),U-U  ,U-Cl ,Cl-Cl
   2.58000 ,     0.912664354460781E+00 ,     0.874356104625305E+00 ,     0.121372499384611E+00 , 
   2.60000 ,     0.682250240471882E+00 ,     0.871945745376342E+00 ,     0.102227635420768E+00 , 
   2.62000 ,     0.336266791588229E+00 ,     0.915288058503062E+00 ,     0.670723790474468E-01 , 
   2.64000 ,    -0.141193011886925E-01 ,     0.973483926987499E+00 ,     0.205000857575803E-01 , 
   2.66000 ,    -0.248501386172628E+00 ,     0.100323130468403E+01 ,    -0.258963107558340E-01 , 
   2.68000 ,    -0.278962058779300E+00 ,     0.972985291048380E+00 ,    -0.611377224413318E-01 , 
   2.70000 ,    -0.944847126419752E-01 ,     0.881069890339357E+00 ,    -0.814199983407898E-01 , 
   2.72000 ,     0.219496225063858E+00 ,     0.756611365446251E+00 ,    -0.916103807357548E-01 , 
   2.74000 ,     0.508923712963459E+00 ,     0.642661367221232E+00 ,    -0.101157632717777E+00 , 
   2.76000 ,     0.622579920951642E+00 ,     0.571965659262141E+00 ,    -0.117563078139870E+00 , 
   2.78000 ,     0.492184899902767E+00 ,     0.550247947774320E+00 ,    -0.141963304099513E+00 , 
   2.80000 ,     0.173511144378154E+00 ,     0.556715265775149E+00 ,    -0.169641130399770E+00 , 
   2.82000 ,    -0.180321359278560E+00 ,     0.560237370119240E+00 ,    -0.194692554518112E+00 , 
   2.84000 ,    -0.401436340981469E+00 ,     0.539828960055351E+00 ,    -0.215167498402275E+00 , 
   2.86000 ,    -0.397663333051229E+00 ,     0.496095281446687E+00 ,    -0.234786656052939E+00 , 
   2.88000 ,    -0.196821255066385E+00 ,     0.447175479880203E+00 ,    -0.259914588309963E+00 , 
   2.90000 ,     0.798730265981401E-01 ,     0.413439335363405E+00 ,    -0.293976107384301E+00 , 
   2.92000 ,     0.294647488891348E+00 ,     0.402366857110276E+00 ,    -0.333441323628575E+00 , 
   2.94000 ,     0.369222794229989E+00 ,     0.404008990444583E+00 ,    -0.368504346092946E+00 , 
   2.96000 ,     0.313834547937460E+00 ,     0.399358220704216E+00 ,    -0.388346819081801E+00 , 
   2.98000 ,     0.198323947444802E+00 ,     0.374792635748464E+00 ,    -0.387670587945606E+00 , 
   3.00000 ,     0.941060468517086E-01 ,     0.331897282932796E+00 ,    -0.370220972402930E+00 , 
   3.02000 ,     0.316853954872860E-01 ,     0.285815457849953E+00 ,    -0.346943372283570E+00 , 
   3.04000 ,     0.621043085338379E-03 ,     0.253761860146032E+00 ,    -0.329883616490316E+00 , 
   3.06000 ,    -0.171800393005372E-01 ,     0.242281051163853E+00 ,    -0.325616895249514E+00 , 
   3.08000 ,    -0.158334790563545E-01 ,     0.242454876311224E+00 ,    -0.332152382175438E+00 , 
   3.10000 ,     0.335084424125014E-01 ,     0.236381331594878E+00 ,    -0.340933835776188E+00 , 
   3.12000 ,     0.148043325231407E+00 ,     0.210221336640113E+00 ,    -0.342382946268129E+00 , 
   3.14000 ,     0.295808204500624E+00 ,     0.164581631314698E+00 ,    -0.331471326325282E+00 , 
   3.16000 ,     0.393194766751304E+00 ,     0.114948377731266E+00 ,    -0.310153407607645E+00 , 
   3.18000 ,     0.350733781712858E+00 ,     0.817295770240271E-01 ,    -0.285667898501309E+00 , 
   3.20000 ,     0.141340122377772E+00 ,     0.764141882593569E-01 ,    -0.266167785159110E+00 , 
   3.22000 ,    -0.158312676949857E+00 ,     0.928316314600839E-01 ,    -0.256382071557384E+00 , 
   3.24000 ,    -0.390737423043719E+00 ,     0.109144495125740E+00 ,    -0.255552003061484E+00 , 
   3.26000 ,    -0.400749841072931E+00 ,     0.995145602217548E-01 ,    -0.258334199716250E+00 , 
   3.28000 ,    -0.131464155973692E+00 ,     0.487023194711128E-01 ,    -0.257814271739294E+00 , 
   3.30000 ,     0.327950709566400E+00 ,    -0.385337386133261E-01 ,    -0.249000355730978E+00 , 
   3.32000 ,     0.777037999772404E+00 ,    -0.138156720007443E+00 ,    -0.231257978874115E+00 , 
   3.34000 ,     0.100485411123090E+01 ,    -0.217140859625883E+00 ,    -0.208737582998116E+00 , 
   3.36000 ,     0.899035279568352E+00 ,    -0.248228358433675E+00 ,    -0.188575588982702E+00 , 
   3.38000 ,     0.500620696565958E+00 ,    -0.222435915021082E+00 ,    -0.177411350992507E+00 , 
   3.40000 ,    -0.237824365012863E-01 ,    -0.154031896322052E+00 ,    -0.177534712914450E+00 , 
   3.42000 ,    -0.471267766701177E+00 ,    -0.759765753520591E-01 ,    -0.184518717704035E+00 , 
   3.44000 ,    -0.699084791237105E+00 ,    -0.274585002783652E-01 ,    -0.188002993872604E+00 , 
   3.46000 ,    -0.676716356314047E+00 ,    -0.381164631801034E-01 ,    -0.176029533732486E+00 , 
   3.48000 ,    -0.474761247317043E+00 ,    -0.115104940803729E+00 ,    -0.141323725816758E+00 , 
   3.50000 ,    -0.210257045090944E+00 ,    -0.238712233599660E+00 ,    -0.862684708642820E-01 , 
   3.52000 ,     0.125822933392178E-01 ,    -0.369378498485992E+00 ,    -0.233269721912665E-01 , 
   3.54000 ,     0.135572206152257E+00 ,    -0.464171713672196E+00 ,     0.301888278423305E-01 , 
   3.56000 ,     0.147779462694836E+00 ,    -0.495900550863035E+00 ,     0.607840388351487E-01 , 
   3.58000 ,     0.695990040280859E-01 ,    -0.465754385656283E+00 ,     0.661809443467647E-01 , 
   3.60000 ,    -0.621055361807181E-01 ,    -0.402629027485553E+00 ,     0.569412789332969E-01 , 
   3.62000 ,    -0.201354888994732E+00 ,    -0.348721059229607E+00 ,     0.509114604670807E-01 , 
   3.64000 ,    -0.299549505157851E+00 ,    -0.338398527004550E+00 ,     0.633995019247784E-01 , 
   3.66000 ,    -0.319514400249901E+00 ,    -0.381423848668192E+00 ,     0.987541524740078E-01 , 
   3.68000 ,    -0.254990295095441E+00 ,    -0.459501046889189E+00 ,     0.148304062006976E+00 , 
   3.70000 ,    -0.141591915530085E+00 ,    -0.537679039706989E+00 ,     0.195728191077628E+00 , 
   3.72000 ,    -0.448255949958368E-01 ,    -0.583685009943290E+00 ,     0.226336643685178E+00 , 
   3.74000 ,    -0.249848738542581E-01 ,    -0.583989294146154E+00 ,     0.234471463808145E+00 , 
   3.76000 ,    -0.976975483612964E-01 ,    -0.547982501714910E+00 ,     0.224788125909171E+00 , 
   3.78000 ,    -0.217004266861431E+00 ,    -0.499330956316928E+00 ,     0.207433997290944E+00 , 
   3.80000 ,    -0.296515849186415E+00 ,    -0.461294605895340E+00 ,     0.191115311096028E+00 , 
   3.82000 ,    -0.259500320445000E+00 ,    -0.445556176782189E+00 ,     0.178989965021296E+00 , 
   3.84000 ,    -0.878111530964215E-01 ,    -0.450429546216073E+00 ,     0.169697613498058E+00 , 
   3.86000 ,     0.161951505718698E+00 ,    -0.467169343976417E+00 ,     0.161701350422644E+00 , 
   3.88000 ,     0.386502836229124E+00 ,    -0.487756043339263E+00 ,     0.156620107712487E+00 , 
   3.90000 ,     0.491166314243300E+00 ,    -0.507710155715247E+00 ,     0.158280508535461E+00 , 
   3.92000 ,     0.438250800048119E+00 ,    -0.522700002008358E+00 ,     0.168008094290309E+00 , 
   3.94000 ,     0.260174794014260E+00 ,    -0.523648902932414E+00 ,     0.180247417185242E+00 , 
   3.96000 ,     0.331609166179269E-01 ,    -0.496870366619790E+00 ,     0.183026407765878E+00 , 
   3.98000 ,    -0.167494365774781E+00 ,    -0.431784568060879E+00 ,     0.164439577816544E+00 , 
   4.00000 ,    -0.300661959595922E+00 ,    -0.331889713510749E+00 ,     0.121506670887718E+00 , 
   4.02000 ,    -0.363453915517133E+00 ,    -0.220309019751543E+00 ,     0.651041672049085E-01 , 
   4.04000 ,    -0.371337774029339E+00 ,    -0.133312323571262E+00 ,     0.164740124382565E-01 , 
   4.06000 ,    -0.335582071123791E+00 ,    -0.102977017010366E+00 ,    -0.377080768974662E-02 , 
   4.08000 ,    -0.257365423372119E+00 ,    -0.138418525818790E+00 ,     0.121861139378659E-01 , 
   4.10000 ,    -0.140890299611743E+00 ,    -0.217694137346209E+00 ,     0.538575334484409E-01 , 
   4.12000 ,    -0.101404633299074E-01 ,    -0.296994939246918E+00 ,     0.976610965571148E-01 , 
   4.14000 ,     0.901933390566554E-01 ,    -0.333154533121980E+00 ,     0.120117099413198E+00 , 
   4.16000 ,     0.116325336334110E+00 ,    -0.306690194099907E+00 ,     0.111021157976815E+00 , 
   4.18000 ,     0.566395345123877E-01 ,    -0.231602331611430E+00 ,     0.784274391074320E-01 , 
   4.20000 ,    -0.511150817791996E-01 ,    -0.145991970770980E+00 ,     0.424940214223217E-01 , 
   4.22000 ,    -0.133363706793866E+00 ,    -0.893184414901169E-01 ,     0.224011024327354E-01 , 
   4.24000 ,    -0.120982912236076E+00 ,    -0.802186499423595E-01 ,     0.248843896766449E-01 , 
   4.26000 ,     0.730854440964828E-02 ,    -0.108037401996486E+00 ,     0.415704608630618E-01 , 
   4.28000 ,     0.206407778521435E+00 ,    -0.142226965578126E+00 ,     0.562589640895750E-01 , 
   4.30000 ,     0.384597636107013E+00 ,    -0.152569310048810E+00 ,     0.567140160501016E-01 , 
   4.32000 ,     0.451348402869600E+00 ,    -0.127016766017849E+00 ,     0.428245745771624E-01 , 
   4.34000 ,     0.365652492066245E+00 ,    -0.765094068267603E-01 ,     0.258503940479416E-01 , 
   4.36000 ,     0.157612007253821E+00 ,    -0.252149889888995E-01 ,     0.197501358125997E-01 , 
   4.38000 ,    -0.873853862022611E-01 ,     0.607257556931942E-02 ,     0.309088758170851E-01 , 
   4.40000 ,    -0.271011672568248E+00 ,     0.121716172307816E-01 ,     0.533808925935151E-01 , 
   4.42000 ,    -0.326907356957520E+00 ,     0.427665263640464E-02 ,     0.727003580621628E-01 , 
   4.44000 ,    -0.246122754414486E+00 ,     0.388527411174617E-03 ,     0.753729960140272E-01 , 
   4.46000 ,    -0.743738942952613E-01 ,     0.130904735280666E-01 ,     0.574701917012121E-01 , 
   4.48000 ,     0.112635824733897E+00 ,     0.430008146409588E-01 ,     0.266903226470679E-01 , 
   4.50000 ,     0.241442042441733E+00 ,     0.812139244639459E-01 ,    -0.306831904810154E-02 , 
   4.52000 ,     0.267079087738719E+00 ,     0.117428152003817E+00 ,    -0.205563847435247E-01 , 
   4.54000 ,     0.185968551405075E+00 ,     0.147020116850074E+00 ,    -0.234332407231045E-01 , 
   4.56000 ,     0.341171064560400E-01 ,     0.172120380833463E+00 ,    -0.181591995860452E-01 , 
   4.58000 ,    -0.127135203771731E+00 ,     0.196913329827491E+00 ,    -0.143205292990028E-01 , 
   4.60000 ,    -0.233547746062623E+00 ,     0.221805761588195E+00 ,    -0.178104337339548E-01 , 
   4.62000 ,    -0.242040138664923E+00 ,     0.241569614483475E+00 ,    -0.275648184305620E-01 , 
   4.64000 ,    -0.147667411742872E+00 ,     0.249029970352591E+00 ,    -0.375885352485084E-01 , 
   4.66000 ,     0.145295488003599E-01 ,     0.241288474408488E+00 ,    -0.421500082705106E-01 , 
   4.68000 ,     0.185194384168415E+00 ,     0.223403881299863E+00 ,    -0.400404699921653E-01 , 
   4.70000 ,     0.307242530090972E+00 ,     0.206382025743541E+00 ,    -0.349096164091270E-01 , 
   4.72000 ,     0.349847850797434E+00 ,     0.200665487497023E+00 ,    -0.318351446462074E-01 , 
   4.74000 ,     0.317021718519115E+00 ,     0.209715982817749E+00 ,    -0.330383773217586E-01 , 
   4.76000 ,     0.237153024000471E+00 ,     0.228222361064077E+00 ,    -0.360732212522330E-01 , 
   4.78000 ,     0.141974408517747E+00 ,     0.246080554071947E+00 ,    -0.357692453560271E-01 , 
   4.80000 ,     0.499235699148900E-01 ,     0.255174914845832E+00 ,    -0.283575672071728E-01 , 
   4.82000 ,    -0.353421203259260E-01 ,     0.254178821208009E+00 ,    -0.146664566544726E-01 , 
   4.84000 ,    -0.112761020098739E+00 ,     0.248299340271538E+00 ,    -0.670682357384921E-04 , 
   4.86000 ,    -0.170655412068429E+00 ,     0.244689117456800E+00 ,     0.874255864671261E-02 , 
   4.88000 ,    -0.186310296788986E+00 ,     0.247246134978421E+00 ,     0.782644911773189E-02 , 
   4.90000 ,    -0.141730806505239E+00 ,     0.254573906512980E+00 ,    -0.177390816297191E-02 , 
   4.92000 ,    -0.444878261425746E-01 ,     0.262144442347579E+00 ,    -0.149811346254798E-01 , 
   4.94000 ,     0.644561711930085E-01 ,     0.266432231773256E+00 ,    -0.258715618401325E-01 , 
   4.96000 ,     0.126935333175847E+00 ,     0.267497711005453E+00 ,    -0.308707859288524E-01 , 
   4.98000 ,     0.101429708852285E+00 ,     0.268073753052732E+00 ,    -0.300538248893938E-01 , 
   5.00000 ,    -0.694766541748125E-02 ,     0.270264315057622E+00 ,    -0.262011607972409E-01 , 
   5.02000 ,    -0.142759754963091E+00 ,     0.272990147300070E+00 ,    -0.227615425016870E-01 , 
   5.04000 ,    -0.229494201455976E+00 ,     0.272664069807841E+00 ,    -0.222653889133843E-01 , 
   5.06000 ,    -0.215805818079032E+00 ,     0.266759582768620E+00 ,    -0.259317605013080E-01 , 
   5.08000 ,    -0.109261579551220E+00 ,     0.257234547537806E+00 ,    -0.340493245367651E-01 , 
   5.10000 ,     0.258856336739576E-01 ,     0.250460859254628E+00 ,    -0.461930026029965E-01 , 
   5.12000 ,     0.107621067451515E+00 ,     0.252846982509180E+00 ,    -0.608237854268029E-01 , 
   5.14000 ,     0.879390386986189E-01 ,     0.264913725341747E+00 ,    -0.747773066475086E-01 , 
   5.16000 ,    -0.158964021120232E-01 ,     0.278415538030189E+00 ,    -0.836384799798883E-01 , 
   5.18000 ,    -0.131359298479247E+00 ,     0.279540204911452E+00 ,    -0.834850240394267E-01 , 
   5.20000 ,    -0.176021595831903E+00 ,     0.257089134331112E+00 ,    -0.732934901725309E-01 , 
   5.22000 ,    -0.109374690332750E+00 ,     0.210675165923306E+00 ,    -0.564032666118764E-01 , 
   5.24000 ,     0.417165435029319E-01 ,     0.153250452937315E+00 ,    -0.396647939253390E-01 , 
   5.26000 ,     0.199273200119435E+00 ,     0.105504417240701E+00 ,    -0.302736022712319E-01 , 
   5.28000 ,     0.280636804088063E+00 ,     0.848941348705430E-01 ,    -0.319234349097703E-01 , 
   5.30000 ,     0.245201104322294E+00 ,     0.958113723975945E-01 ,    -0.426188364579910E-01 , 
   5.32000 ,     0.113316700393913E+00 ,     0.127026410108043E+00 ,    -0.556603699310331E-01 , 
   5.34000 ,    -0.512708966402634E-01 ,     0.158149723829954E+00 ,    -0.633963948340300E-01 , 
   5.36000 ,    -0.180816583929653E+00 ,     0.171212259821401E+00 ,    -0.615571322697323E-01 , 
   5.38000 ,    -0.238533165162263E+00 ,     0.160262215823381E+00 ,    -0.515437601573845E-01 , 
   5.40000 ,    -0.229244205287226E+00 ,     0.133216061250817E+00 ,    -0.392736047901881E-01 , 
   5.42000 ,    -0.184112675366345E+00 ,     0.105205032375102E+00 ,    -0.313191509898459E-01 , 
   5.44000 ,    -0.134444642626858E+00 ,     0.880503133576628E-01 ,    -0.307605808828190E-01 , 
   5.46000 ,    -0.937115622042088E-01 ,     0.827869307845266E-01 ,    -0.353296540334059E-01 , 
   5.48000 ,    -0.575654514030777E-01 ,     0.799230351452132E-01 ,    -0.389692502205222E-01 , 
   5.50000 ,    -0.171556485109646E-01 ,     0.669219404831064E-01 ,    -0.357992897215059E-01 , 
   5.52000 ,     0.276034513669038E-01 ,     0.376766293054465E-01 ,    -0.240030302001459E-01 , 
   5.54000 ,     0.656525522213346E-01 ,    -0.243818778208972E-02 ,    -0.722343068921621E-02 , 
   5.56000 ,     0.838448391728123E-01 ,    -0.393206450783441E-01 ,     0.739588159129055E-02 , 
   5.58000 ,     0.786174530472353E-01 ,    -0.589073106031769E-01 ,     0.133498113226676E-01 , 
   5.60000 ,     0.600169062056696E-01 ,    -0.562288658303977E-01 ,     0.861831194390402E-02 , 
   5.62000 ,     0.446193244182685E-01 ,    -0.388738167260241E-01 ,    -0.305412650517838E-02 , 
   5.64000 ,     0.429586114204693E-01 ,    -0.226100315286594E-01 ,    -0.141830355409300E-01 , 
   5.66000 ,     0.512724886830027E-01 ,    -0.219385371351991E-01 ,    -0.176708153557773E-01 , 
   5.68000 ,     0.538662929970914E-01 ,    -0.415408703404098E-01 ,    -0.106358519724685E-01 , 
   5.70000 ,     0.343904048300227E-01 ,    -0.739432851728988E-01 ,     0.423396059474399E-02 , 
   5.72000 ,    -0.119051288810206E-01 ,    -0.104735437653278E+00 ,     0.204975252000317E-01 , 
   5.74000 ,    -0.730156727805956E-01 ,    -0.121920761666338E+00 ,     0.317821099798516E-01 , 
   5.76000 ,    -0.124880468622000E+00 ,    -0.123440643299844E+00 ,     0.353037853547022E-01 , 
   5.78000 ,    -0.142389498203152E+00 ,    -0.118149277352898E+00 ,     0.330209776364770E-01 , 
   5.80000 ,    -0.110325909405871E+00 ,    -0.119687746928188E+00 ,     0.298296584670662E-01 , 
   5.82000 ,    -0.295673284681221E-01 ,    -0.137177309927702E+00 ,     0.300324546836752E-01 , 
   5.84000 ,     0.824466609986007E-01 ,    -0.168648515470761E+00 ,     0.343794716665371E-01 , 
   5.86000 ,     0.195667175924169E+00 ,    -0.201438156136484E+00 ,     0.396159443011322E-01 , 
