 Q (1/Ang),Yb-Yb,Yb-Ti,Yb-O ,Ti-Ti,Ti-O ,O-O  
   6.21000 ,     0.173140496234135E+01 ,    -0.706839668893375E+01 ,     0.225412708490178E+01 ,     0.194996169655239E+01 ,    -0.273227830104829E+01 ,     0.160721157243315E+01 , 
   6.22000 ,     0.275864023358021E+01 ,    -0.854832806711803E+01 ,     0.237753294178669E+01 ,     0.315820584379079E+01 ,    -0.344606290095375E+01 ,     0.199053457997471E+01 , 
   6.23000 ,     0.358415615240011E+01 ,    -0.899911654322627E+01 ,     0.243479313219739E+01 ,     0.411322278456528E+01 ,    -0.380928124254127E+01 ,     0.209889381059188E+01 , 
   6.24000 ,     0.391496404073561E+01 ,    -0.850645797287660E+01 ,     0.239840524150493E+01 ,     0.447101846782217E+01 ,    -0.378447093472853E+01 ,     0.190441202803634E+01 , 
   6.25000 ,     0.357749724176643E+01 ,    -0.728037905130791E+01 ,     0.225143359700105E+01 ,     0.403466115844735E+01 ,    -0.339043821001506E+01 ,     0.143483192022916E+01 , 
   6.26000 ,     0.255814239150928E+01 ,    -0.560499121849429E+01 ,     0.199144455210481E+01 ,     0.280012873755666E+01 ,    -0.269958513058269E+01 ,     0.769300730625830E+00 , 
   6.27000 ,     0.100463085649763E+01 ,    -0.378033289749165E+01 ,     0.163223403810347E+01 ,     0.954648627131140E+00 ,    -0.182589073272558E+01 ,     0.234818900233479E-01 , 
   6.28000 ,    -0.811301616255012E+00 ,    -0.206870693223667E+01 ,     0.120289159559761E+01 ,    -0.117115823722343E+01 ,    -0.905563854146907E+00 ,    -0.672931948086697E+00 , 
   6.29000 ,    -0.256041967734755E+01 ,    -0.655974551064112E+00 ,     0.744186237951340E+00 ,    -0.318504862756452E+01 ,    -0.738565767701990E-01 ,    -0.120155596539195E+01 , 
   6.30000 ,    -0.393528851912559E+01 ,     0.365847104313795E+00 ,     0.302741767194035E+00 ,    -0.472861981263681E+01 ,     0.557666526914627E+00 ,    -0.147811713765367E+01 , 
   6.31000 ,    -0.472312506689639E+01 ,     0.993591833478190E+00 ,    -0.760956749602057E-01 ,    -0.556316176168454E+01 ,     0.919152441231625E+00 ,    -0.146789271423096E+01 , 
   6.32000 ,    -0.485464987481011E+01 ,     0.128961325803356E+01 ,    -0.355495949160702E+00 ,    -0.562507093455052E+01 ,     0.992429366889295E+00 ,    -0.119056762331259E+01 , 
   6.33000 ,    -0.441722673501164E+01 ,     0.134804407077687E+01 ,    -0.513195085167473E+00 ,    -0.503741153171111E+01 ,     0.811161648430455E+00 ,    -0.713619155036369E+00 , 
   6.34000 ,    -0.362916852740932E+01 ,     0.126033078014378E+01 ,    -0.545213301785472E+00 ,    -0.407479769087715E+01 ,     0.451377592082721E+00 ,    -0.135850800544097E+00 , 
   6.35000 ,    -0.278140833558805E+01 ,     0.108905814331524E+01 ,    -0.466477916855771E+00 ,    -0.309003032637328E+01 ,     0.144623395076461E-01 ,     0.435159684105696E+00 , 
   6.36000 ,    -0.216059579059063E+01 ,     0.856244279361035E+00 ,    -0.308139846927079E+00 ,    -0.242020260963286E+01 ,    -0.393828633296803E+00 ,     0.906636351564942E+00 , 
   6.37000 ,    -0.197223617927859E+01 ,     0.548059633448225E+00 ,    -0.111994240491859E+00 ,    -0.229510197683151E+01 ,    -0.684062447986414E+00 ,     0.121997940846590E+01 , 
   6.38000 ,    -0.228267124582078E+01 ,     0.133378366490835E+00 ,     0.770144223568676E-01 ,    -0.277047047234822E+01 ,    -0.799429249493057E+00 ,     0.136171145867600E+01 , 
   6.39000 ,    -0.299445052526622E+01 ,    -0.410163213718940E+00 ,     0.218823844565986E+00 ,    -0.370307873305115E+01 ,    -0.724570526161735E+00 ,     0.136370323471875E+01 , 
   6.40000 ,    -0.386193361231721E+01 ,    -0.107094063925536E+01 ,     0.285305741613134E+00 ,    -0.477490419928460E+01 ,    -0.485493236075916E+00 ,     0.129281738750329E+01 , 
   6.41000 ,    -0.454457237900768E+01 ,    -0.178710282695507E+01 ,     0.264985013158229E+00 ,    -0.556220866106139E+01 ,    -0.141025351312546E+00 ,     0.123249031342582E+01 , 
   6.42000 ,    -0.468641526383292E+01 ,    -0.244515444189299E+01 ,     0.164514870548842E+00 ,    -0.563464190521148E+01 ,     0.231983409206519E+00 ,     0.126057128352398E+01 , 
   6.43000 ,    -0.400401371794513E+01 ,    -0.289531358683827E+01 ,     0.663370320263997E-02 ,    -0.466213248307646E+01 ,     0.556284584264462E+00 ,     0.142855615114801E+01 , 
   6.44000 ,    -0.236257384699748E+01 ,    -0.298112242874290E+01 ,    -0.174965427237668E+00 ,    -0.250498689041546E+01 ,     0.770792039700958E+00 ,     0.174701259747087E+01 , 
   6.45000 ,     0.177554552932156E+00 ,    -0.257682007634683E+01 ,    -0.342795302056018E+00 ,     0.734119538937925E+00 ,     0.842592080739521E+00 ,     0.218057851130428E+01 , 
   6.46000 ,     0.335560899827306E+01 ,    -0.162351813585298E+01 ,    -0.463293924146852E+00 ,     0.470941657264873E+01 ,     0.772051978621867E+00 ,     0.265374784837764E+01 , 
   6.47000 ,     0.674889021654807E+01 ,    -0.154888713257290E+00 ,    -0.513522176013317E+00 ,     0.888449752376882E+01 ,     0.590286189234746E+00 ,     0.306622808135853E+01 , 
   6.48000 ,     0.984782118173731E+01 ,     0.169498417175104E+01 ,    -0.485481837654555E+00 ,     0.126280911831947E+02 ,     0.349952863982817E+00 ,     0.331450410421099E+01 , 
   6.49000 ,     0.121522620846660E+02 ,     0.370513216471742E+01 ,    -0.387206813651034E+00 ,     0.153335813926444E+02 ,     0.111787865909330E+00 ,     0.331485216690750E+01 , 
   6.50000 ,     0.132689388169707E+02 ,     0.560133453167483E+01 ,    -0.240471561703214E+00 ,     0.165372847459906E+02 ,    -0.698710855579784E-01 ,     0.302271815320217E+01 , 
   6.51000 ,     0.129894486820680E+02 ,     0.710385975407989E+01 ,    -0.756833651906129E-01 ,     0.160105551190313E+02 ,    -0.159232057054694E+00 ,     0.244417226615455E+01 , 
   6.52000 ,     0.113324105242443E+02 ,     0.797980253113254E+01 ,     0.748783305080149E-01 ,     0.138063014282849E+02 ,    -0.146200340836398E+00 ,     0.163689087723549E+01 , 
   6.53000 ,     0.854099795963123E+01 ,     0.808902711563205E+01 ,     0.183972985638345E+00 ,     0.102502394393959E+02 ,    -0.471166657011118E-01 ,     0.700403033945683E+00 , 
   6.54000 ,     0.503661645118790E+01 ,     0.741368469389698E+01 ,     0.234950847709837E+00 ,     0.587897517108863E+01 ,     0.100804624178958E+00 ,    -0.242335889665415E+00 , 
   6.55000 ,     0.133874511403194E+01 ,     0.606449769634154E+01 ,     0.224762472237082E+00 ,     0.133822710588332E+01 ,     0.249771916147328E+00 ,    -0.106812953005102E+01 , 
   6.56000 ,    -0.203206714727596E+01 ,     0.426181657298870E+01 ,     0.163828989995571E+00 ,    -0.273731742595885E+01 ,     0.353837402897927E+00 ,    -0.167659337680524E+01 , 
   6.57000 ,    -0.464787725679668E+01 ,     0.229480690048826E+01 ,     0.728899639771527E-01 ,    -0.583760099296011E+01 ,     0.380425049962428E+00 ,    -0.200828108496260E+01 , 
   6.58000 ,    -0.624475130216639E+01 ,     0.466836777189292E+00 ,    -0.223746794622308E-01 ,    -0.766136218876756E+01 ,     0.318252238682967E+00 ,    -0.205422359578999E+01 , 
   6.59000 ,    -0.675823481367850E+01 ,    -0.961840560008587E+00 ,    -0.976606038480632E-01 ,    -0.815488964489591E+01 ,     0.179859529025202E+00 ,    -0.185512287390152E+01 , 
   6.60000 ,    -0.631731244936815E+01 ,    -0.182235445776397E+01 ,    -0.135812498560856E+00 ,    -0.749955091525194E+01 ,    -0.171759997098273E-02 ,    -0.149068232124492E+01 , 
   6.61000 ,    -0.520031437330557E+01 ,    -0.206654380097295E+01 ,    -0.130723924518525E+00 ,    -0.605339106975172E+01 ,    -0.181206544574098E+00 ,    -0.106163692367309E+01 , 
   6.62000 ,    -0.376419637687790E+01 ,    -0.177143932176154E+01 ,    -0.884873136085742E-01 ,    -0.426167195100470E+01 ,    -0.312213331313862E+00 ,    -0.668516696993537E+00 , 
   6.63000 ,    -0.236379721433160E+01 ,    -0.111824259760914E+01 ,    -0.255713907383919E-01 ,    -0.255719708610548E+01 ,    -0.358494284462315E+00 ,    -0.391730771583400E+00 , 
   6.64000 ,    -0.127900212092054E+01 ,    -0.350506684375902E+00 ,     0.354972520523409E-01 ,    -0.127242865590081E+01 ,    -0.302699833903574E+00 ,    -0.277100020631696E+00 , 
   6.65000 ,    -0.665051550365141E+00 ,     0.279454699754945E+00 ,     0.718895955402866E-01 ,    -0.581653807722603E+00 ,    -0.150555766686500E+00 ,    -0.329623463114210E+00 , 
   6.66000 ,    -0.535272235096815E+00 ,     0.564546686243568E+00 ,     0.662787383681905E-01 ,    -0.483807583757332E+00 ,     0.704377725154300E-01 ,    -0.516359887014846E+00 , 
   6.67000 ,    -0.777733139530995E+00 ,     0.385976450960087E+00 ,     0.113057765628516E-01 ,    -0.826869041889795E+00 ,     0.317398907801819E+00 ,    -0.777279088173976E+00 , 
   6.68000 ,    -0.119956643176374E+01 ,    -0.263345768722521E+00 ,    -0.883527549035460E-01 ,    -0.136528155505609E+01 ,     0.541963312321100E+00 ,    -0.104123980158182E+01 , 
   6.69000 ,    -0.158670739188931E+01 ,    -0.127954678272044E+01 ,    -0.216798541645797E+00 ,    -0.183475178908572E+01 ,     0.701305352446465E+00 ,    -0.124325035937677E+01 , 
   6.70000 ,    -0.176389911438769E+01 ,    -0.247193788647604E+01 ,    -0.350400394378276E+00 ,    -0.202558968454729E+01 ,     0.767672320321414E+00 ,    -0.133906364403455E+01 , 
   6.71000 ,    -0.164053183198868E+01 ,    -0.360491044401131E+01 ,    -0.463116749237115E+00 ,    -0.183705474124687E+01 ,     0.734218070879404E+00 ,    -0.131394353114410E+01 , 
   6.72000 ,    -0.123194195883439E+01 ,    -0.444831562577915E+01 ,    -0.532378638060435E+00 ,    -0.130050838636360E+01 ,     0.615833811146624E+00 ,    -0.118390939278811E+01 , 
   6.73000 ,    -0.652120432612816E+00 ,    -0.482552435526864E+01 ,    -0.544135666949768E+00 ,    -0.567156001256898E+00 ,     0.444879110041017E+00 ,    -0.989563909798471E+00 , 
   6.74000 ,    -0.808172970344917E-01 ,    -0.464916742656360E+01 ,    -0.495879608825140E+00 ,     0.135160300098389E+00 ,     0.262927066654520E+00 ,    -0.784318722298846E+00 , 
   6.75000 ,     0.285895646329577E+00 ,    -0.393746697414290E+01 ,    -0.396957040149697E+00 ,     0.564344902569586E+00 ,     0.110568202715586E+00 ,    -0.620065704841542E+00 , 
   6.76000 ,     0.288830470993329E+00 ,    -0.280840144540268E+01 ,    -0.266143502994654E+00 ,     0.529567773376293E+00 ,     0.177516811701783E-01 ,    -0.533831060290466E+00 , 
   6.77000 ,    -0.150659762616044E+00 ,    -0.145372083826973E+01 ,    -0.127116234640038E+00 ,    -0.564247990614596E-01 ,    -0.301721213126105E-02 ,    -0.538603741982289E+00 , 
   6.78000 ,    -0.100722674184761E+01 ,    -0.990044380766128E-01 ,    -0.296832178477018E-02 ,    -0.115093364037012E+01 ,     0.409857221343027E-01 ,    -0.620450695340987E+00 , 
   6.79000 ,    -0.215378276669585E+01 ,     0.104134940995495E+01 ,     0.888701948880434E-01 ,    -0.258701495367222E+01 ,     0.125352989939722E+00 ,    -0.742486104646571E+00 , 
   6.80000 ,    -0.338863321998310E+01 ,     0.180462058884178E+01 ,     0.140055113858042E+00 ,    -0.410953328886703E+01 ,     0.215496748162880E+00 ,    -0.854617983558101E+00 , 
   6.81000 ,    -0.448065976293732E+01 ,     0.210755761300871E+01 ,     0.152274041865832E+00 ,    -0.543252642480360E+01 ,     0.276178829169828E+00 ,    -0.906635475881075E+00 , 
   6.82000 ,    -0.522150736992529E+01 ,     0.195634944667443E+01 ,     0.135531033093407E+00 ,    -0.630388212795161E+01 ,     0.281269433973696E+00 ,    -0.861433701887972E+00 , 
   6.83000 ,    -0.547224742164309E+01 ,     0.143770681240679E+01 ,     0.104272357029101E+00 ,    -0.656182039038560E+01 ,     0.221316556742319E+00 ,    -0.705167444240909E+00 , 
   6.84000 ,    -0.519354242826421E+01 ,     0.694061555345652E+00 ,     0.724215578718518E-01 ,    -0.616991549611863E+01 ,     0.107014919957383E+00 ,    -0.451870413202208E+00 , 
   6.85000 ,    -0.445248891448384E+01 ,    -0.110873221356575E+00 ,     0.486915545050648E-01 ,    -0.522276603173952E+01 ,    -0.323736017018481E-01 ,    -0.141391159422507E+00 , 
   6.86000 ,    -0.340501472413871E+01 ,    -0.828214917410359E+00 ,     0.334935833311180E-01 ,    -0.392157704505652E+01 ,    -0.155400489363416E+00 ,     0.168929904381171E+00 , 
   6.87000 ,    -0.225855657141211E+01 ,    -0.135381545409350E+01 ,     0.183708532894645E-01 ,    -0.252610567377217E+01 ,    -0.218214219015240E+00 ,     0.416950455698746E+00 , 
   6.88000 ,    -0.122433506925619E+01 ,    -0.164586957943140E+01 ,    -0.117614340378543E-01 ,    -0.129491356513832E+01 ,    -0.185511741324964E+00 ,     0.549866170146288E+00 , 
   6.89000 ,    -0.470798031452204E+00 ,    -0.172715864974812E+01 ,    -0.740325694075915E-01 ,    -0.428378040347637E+00 ,    -0.400934217103724E-01 ,     0.536532744931265E+00 , 
   6.90000 ,    -0.892207104848189E-01 ,    -0.167238608879937E+01 ,    -0.181809407183196E+00 ,    -0.278905397813391E-01 ,     0.211284091110899E+00 ,     0.375101978978801E+00 , 
   6.91000 ,    -0.792279810002052E-01 ,    -0.158429652862521E+01 ,    -0.339185648944713E+00 ,    -0.804264720875299E-01 ,     0.537270115320943E+00 ,     0.941596870752800E-01 , 
   6.92000 ,    -0.356967162428844E+00 ,    -0.156452833999849E+01 ,    -0.537316255206570E+00 ,    -0.471288414963707E+00 ,     0.886859655389774E+00 ,    -0.252976947599014E+00 , 
   6.93000 ,    -0.783065675245999E+00 ,    -0.168599267950741E+01 ,    -0.753779835099101E+00 ,    -0.102088838439068E+01 ,     0.119902063997826E+01 ,    -0.599594663851700E+00 , 
   6.94000 ,    -0.120272640392843E+01 ,    -0.197289990923572E+01 ,    -0.955462210416713E+00 ,    -0.153564019308756E+01 ,     0.141504477193959E+01 ,    -0.880062567985869E+00 , 
   6.95000 ,    -0.148750052892523E+01 ,    -0.239260212216679E+01 ,    -0.110459590424820E+01 ,    -0.185977622535200E+01 ,     0.149100319516566E+01 ,    -0.104423824159439E+01 , 
   6.96000 ,    -0.156809404331201E+01 ,    -0.286068834434871E+01 ,    -0.116676644009426E+01 ,    -0.191494704004012E+01 ,     0.140760057506245E+01 ,    -0.106857680562321E+01 , 
   6.97000 ,    -0.145002252684925E+01 ,    -0.325789265109121E+01 ,    -0.111911158706066E+01 ,    -0.171775767631670E+01 ,     0.117522428387309E+01 ,    -0.961426973422409E+00 , 
   6.98000 ,    -0.120839533550597E+01 ,    -0.345497681398383E+01 ,    -0.956750298299206E+00 ,    -0.137109896749532E+01 ,     0.832973348098849E+00 ,    -0.761267249261745E+00 , 
   6.99000 ,    -0.963464838470759E+00 ,    -0.334029971043057E+01 ,    -0.695752330244659E+00 ,    -0.103182081916455E+01 ,     0.441713484471106E+00 ,    -0.528184885064728E+00 , 
   7.00000 ,    -0.843487869461369E+00 ,    -0.284451445156540E+01 ,    -0.371657533830767E+00 ,    -0.863310335486427E+00 ,     0.724700008739018E-01 ,    -0.330390039070556E+00 , 
   7.01000 ,    -0.944699479484640E+00 ,    -0.195769724896622E+01 ,    -0.335324316816710E-01 ,    -0.985396156885948E+00 ,    -0.207530403537300E+00 ,    -0.228662696210012E+00 , 
   7.02000 ,    -0.129898907433936E+01 ,    -0.735927647763633E+00 ,     0.265405918847170E+00 ,    -0.143474981102130E+01 ,    -0.348336990810847E+00 ,    -0.262110555718621E+00 , 
   7.03000 ,    -0.185799848250470E+01 ,     0.703525890247802E+00 ,     0.478705053964556E+00 ,    -0.214640735563560E+01 ,    -0.327506722417242E+00 ,    -0.438368800907336E+00 , 
   7.04000 ,    -0.249828707111238E+01 ,     0.219718088519590E+01 ,     0.576764419861261E+00 ,    -0.296181079594708E+01 ,    -0.154966230414585E+00 ,    -0.730451071212318E+00 , 
   7.05000 ,    -0.304693018939275E+01 ,     0.355761766048358E+01 ,     0.553776161023783E+00 ,    -0.366214688126755E+01 ,     0.128540432145900E+00 ,    -0.108106256140513E+01 , 
   7.06000 ,    -0.332173301651575E+01 ,     0.459927975515931E+01 ,     0.429785096462435E+00 ,    -0.401936615963271E+01 ,     0.459168145742813E+00 ,    -0.141360860602122E+01 , 
   7.07000 ,    -0.317643465145669E+01 ,     0.516386513143332E+01 ,     0.247145917440997E+00 ,    -0.385267502597496E+01 ,     0.762357734140745E+00 ,    -0.164770881464330E+01 , 
   7.08000 ,    -0.253979971779441E+01 ,     0.514187385940932E+01 ,     0.618838426008867E-01 ,    -0.307665353748287E+01 ,     0.967460489431395E+00 ,    -0.171605628705759E+01 , 
   7.09000 ,    -0.143873607854954E+01 ,     0.448780040085284E+01 ,    -0.683617183024297E-01 ,    -0.172889518134079E+01 ,     0.102171831489973E+01 ,    -0.157914501251744E+01 , 
   7.10000 ,     0.734985607827182E-03 ,     0.322753806925624E+01 ,    -0.972821461015102E-01 ,     0.301968943165488E-01 ,     0.900845174953879E+00 ,    -0.123478980563836E+01 , 
   7.11000 ,     0.157556798203573E+01 ,     0.145757201832541E+01 ,    -0.887368533852943E-03 ,     0.194621061161183E+01 ,     0.614127969222719E+00 ,    -0.720396639802487E+00 , 
   7.12000 ,     0.304618276051990E+01 ,    -0.663658964954797E+00 ,     0.216001346173807E+00 ,     0.372197771469585E+01 ,     0.203042797492438E+00 ,    -0.107392535201742E+00 , 
   7.13000 ,     0.418616918498133E+01 ,    -0.293127542007410E+01 ,     0.519400992463079E+00 ,     0.507962195745083E+01 ,    -0.266351138999521E+00 ,     0.511204190471366E+00 , 
   7.14000 ,     0.482965528860208E+01 ,    -0.511497275425691E+01 ,     0.852310175009677E+00 ,     0.581897590550070E+01 ,    -0.715772816704616E+00 ,     0.103771878872381E+01 , 
   7.15000 ,     0.490518462769114E+01 ,    -0.698380479330480E+01 ,     0.114626973170719E+01 ,     0.585861674931887E+01 ,    -0.106945785031272E+01 ,     0.138800397595886E+01 , 
   7.16000 ,     0.444805090536884E+01 ,    -0.833260662189143E+01 ,     0.133601797110411E+01 ,     0.524977675292620E+01 ,    -0.126845050353607E+01 ,     0.150736297290455E+01 , 
   7.17000 ,     0.358813060272504E+01 ,    -0.900749097983280E+01 ,     0.137413700384006E+01 ,     0.415979234473321E+01 ,    -0.128172333642818E+01 ,     0.138113953827590E+01 , 
   7.18000 ,     0.251613145454543E+01 ,    -0.892745917953942E+01 ,     0.124246088959004E+01 ,     0.282905088589114E+01 ,    -0.111201270870775E+01 ,     0.103793799090940E+01 , 
   7.19000 ,     0.143642376613393E+01 ,    -0.809898792918853E+01 ,     0.957596414251392E+00 ,     0.151182554919587E+01 ,    -0.795265102458249E+00 ,     0.544858380470631E+00 , 
   7.20000 ,     0.517961465859654E+00 ,    -0.662069057531833E+01 ,     0.569089683579952E+00 ,     0.415390188093859E+00 ,    -0.393794042509919E+00 ,    -0.434139684321733E-02 , 
   7.21000 ,    -0.144609681642636E+00 ,    -0.467596781046127E+01 ,     0.150317066694402E+00 ,    -0.347626405983054E+00 ,     0.155767093802478E-01 ,    -0.505911235055875E+00 , 
   7.22000 ,    -0.549908651203614E+00 ,    -0.251300666297907E+01 ,    -0.216238568221627E+00 ,    -0.781747094166372E+00 ,     0.356177706798969E+00 ,    -0.864470706897552E+00 , 
   7.23000 ,    -0.783867047111576E+00 ,    -0.413438633477100E+00 ,    -0.456389041248510E+00 ,    -0.100012541510625E+01 ,     0.566242590874365E+00 ,    -0.100965922677937E+01 , 
   7.24000 ,    -0.989986735906803E+00 ,     0.134686745765751E+01 ,    -0.520697522642507E+00 ,    -0.118667602720092E+01 ,     0.611001656083163E+00 ,    -0.908041259424913E+00 , 
   7.25000 ,    -0.132288902273658E+01 ,     0.253945592002080E+01 ,    -0.396440162200393E+00 ,    -0.153786494420260E+01 ,     0.489863432704313E+00 ,    -0.568174949572349E+00 , 
   7.26000 ,    -0.189662764837117E+01 ,     0.302070608823528E+01 ,    -0.112354569508085E+00 ,    -0.219848789722324E+01 ,     0.237316625066680E+00 ,    -0.380701269018854E-01 , 
   7.27000 ,    -0.274095694937531E+01 ,     0.275820991365686E+01 ,     0.265108639475077E+00 ,    -0.320774854929417E+01 ,    -0.826823232592861E-01 ,     0.604303036968935E+00 , 
   7.28000 ,    -0.377730930129773E+01 ,     0.184047551718249E+01 ,     0.643570284431052E+00 ,    -0.447003506938251E+01 ,    -0.387897243135757E+00 ,     0.126551509474654E+01 , 
   7.29000 ,    -0.482189813615349E+01 ,     0.466795630148196E+00 ,     0.922390497957680E+00 ,    -0.575933728227084E+01 ,    -0.592630687880427E+00 ,     0.185336576483778E+01 , 
   7.30000 ,    -0.561707482785602E+01 ,    -0.108247610771724E+01 ,     0.101278751173495E+01 ,    -0.675844791016102E+01 ,    -0.623564946955445E+00 ,     0.229260857019288E+01 , 
   7.31000 ,    -0.588526460859328E+01 ,    -0.249126379771113E+01 ,     0.856383146174121E+00 ,    -0.712573151238534E+01 ,    -0.433814031968891E+00 ,     0.253683543206173E+01 , 
   7.32000 ,    -0.539408056860333E+01 ,    -0.346143429418821E+01 ,     0.438382163817145E+00 ,    -0.657527853270028E+01 ,    -0.126656017078752E-01 ,     0.257445816719254E+01 , 
   7.33000 ,    -0.401794519742255E+01 ,    -0.376535448816544E+01 ,    -0.207390223875982E+00 ,    -0.495236424076162E+01 ,     0.610773572170935E+00 ,     0.242790917159063E+01 , 
   7.34000 ,    -0.178157638836255E+01 ,    -0.328748866978962E+01 ,    -0.100276831859684E+01 ,    -0.228630256774340E+01 ,     0.137076313765605E+01 ,     0.214650757862224E+01 , 
   7.35000 ,     0.112588528367502E+01 ,    -0.204672795658005E+01 ,    -0.183816234985331E+01 ,     0.119289802875996E+01 ,     0.217449306662998E+01 ,     0.179464417078530E+01 , 
   7.36000 ,     0.437120533399487E+01 ,    -0.194476671691486E+00 ,    -0.259169871300928E+01 ,     0.508008160648671E+01 ,     0.291645702421783E+01 ,     0.143779891664643E+01 , 
   7.37000 ,     0.752943030460509E+01 ,     0.201193392339250E+01 ,    -0.315092125540376E+01 ,     0.885948716326663E+01 ,     0.349521627811986E+01 ,     0.112925900121107E+01 , 
   7.38000 ,     0.101586803474896E+02 ,     0.425605588973876E+01 ,    -0.343287850846061E+01 ,     0.119962933752212E+02 ,     0.382970232844523E+01 ,     0.900191102983381E+00 , 
   7.39000 ,     0.118824396389409E+02 ,     0.622070796064538E+01 ,    -0.339874994778778E+01 ,     0.140368078545725E+02 ,     0.387227030217969E+01 ,     0.754987431131193E+00 , 
   7.40000 ,     0.124622941447023E+02 ,     0.764667675259002E+01 ,    -0.306026127711214E+01 ,     0.146964804308607E+02 ,     0.361626911452997E+01 ,     0.672698471698630E+00 , 
   7.41000 ,     0.118456377799874E+02 ,     0.838010034939675E+01 ,    -0.247677434033803E+01 ,     0.139169845286700E+02 ,     0.309684500575998E+01 ,     0.614105769930928E+00 , 
   7.42000 ,     0.101778596548911E+02 ,     0.839891881721243E+01 ,    -0.174377280728912E+01 ,     0.118798199777713E+02 ,     0.238487681241676E+01 ,     0.532824347948813E+00 , 
   7.43000 ,     0.777588515655819E+01 ,     0.781286187499859E+01 ,    -0.975124746740796E+00 ,     0.897292974302385E+01 ,     0.157514464133487E+01 ,     0.387987605695328E+00 , 
   7.44000 ,     0.506807972357103E+01 ,     0.683680010915219E+01 ,    -0.282654205887353E+00 ,     0.571673246060015E+01 ,     0.770841648306608E+00 ,     0.155726440773360E+00 , 
   7.45000 ,     0.251265634467793E+01 ,     0.574281288565191E+01 ,     0.243026456271891E+00 ,     0.266458291307634E+01 ,     0.671667178869795E-01 ,    -0.163118123881521E+00 , 
   7.46000 ,     0.511286175323820E+00 ,     0.480084889566649E+01 ,     0.546850589330371E+00 ,     0.298089250220612E+00 ,    -0.463133605074754E+00 ,    -0.540851394017466E+00 , 
   7.47000 ,    -0.664411254231731E+00 ,     0.422038025717510E+01 ,     0.616303108026210E+00 ,    -0.106125579525590E+01 ,    -0.779799485234954E+00 ,    -0.927008166648895E+00 , 
   7.48000 ,    -0.918643954369490E+00 ,     0.410538938665871E+01 ,     0.480141030906926E+00 ,    -0.130625859134779E+01 ,    -0.879041279852684E+00 ,    -0.125801186680647E+01 , 
   7.49000 ,    -0.340635094691064E+00 ,     0.443233675595442E+01 ,     0.199539658695134E+00 ,    -0.553559477396957E+00 ,    -0.790987585005621E+00 ,    -0.147054838725010E+01 , 
   7.50000 ,     0.823777305212183E+00 ,     0.505596471559791E+01 ,    -0.146170646173025E+00 ,     0.892351776504357E+00 ,    -0.571334802030387E+00 ,    -0.151592925517026E+01 , 
   7.51000 ,     0.223114665237326E+01 ,     0.574189360052198E+01 ,    -0.476060934077585E+00 ,     0.261184317635958E+01 ,    -0.289001275013508E+00 ,    -0.137238764080708E+01 , 
   7.52000 ,     0.351668685459767E+01 ,     0.621921686125373E+01 ,    -0.723062634790357E+00 ,     0.416314740388259E+01 ,    -0.122933051384099E-01 ,    -0.105253826598197E+01 , 
   7.53000 ,     0.437109686642729E+01 ,     0.624194634815090E+01 ,    -0.845366319662115E+00 ,     0.517530818146830E+01 ,     0.203704264342101E+00 ,    -0.604102860138378E+00 , 
   7.54000 ,     0.460156745279999E+01 ,     0.564615642464999E+01 ,    -0.831806581811032E+00 ,     0.542127360714114E+01 ,     0.326132474609784E+00 ,    -0.103302416202297E+00 , 
   7.55000 ,     0.416450296784442E+01 ,     0.439048496273067E+01 ,    -0.700631078983951E+00 ,     0.485622508850008E+01 ,     0.348178079157039E+00 ,     0.358199955211536E+00 , 
   7.56000 ,     0.316405005291803E+01 ,     0.257112061358562E+01 ,    -0.492446600084203E+00 ,     0.361427731738035E+01 ,     0.287233639970604E+00 ,     0.690548727422991E+00 , 
   7.57000 ,     0.181823835630543E+01 ,     0.407806412505249E+00 ,    -0.259278285950815E+00 ,     0.196605922575452E+01 ,     0.178102684544896E+00 ,     0.823899921787101E+00 , 
   7.58000 ,     0.401668202101994E+00 ,    -0.179644003530791E+01 ,    -0.523429571196572E-01 ,     0.248278545320513E+00 ,     0.629649778798232E-01 ,     0.723966047303613E+00 , 
   7.59000 ,    -0.821356862126318E+00 ,    -0.371358455866807E+01 ,     0.887895714847166E-01 ,    -0.121772132944129E+01 ,    -0.195532451414786E-01 ,     0.401622055564438E+00 , 
   7.60000 ,    -0.165763348568260E+01 ,    -0.505468383976200E+01 ,     0.143472964696796E+00 ,    -0.219945837069610E+01 ,    -0.437412672811789E-01 ,    -0.857020502805997E-01 , 
   7.61000 ,    -0.202602917188060E+01 ,    -0.562649994888673E+01 ,     0.112454931923056E+00 ,    -0.260228940175021E+01 ,    -0.255179963675276E-02 ,    -0.641610627093347E+00 , 
   7.62000 ,    -0.196979219051805E+01 ,    -0.536893284256769E+01 ,     0.154321199593834E-01 ,    -0.248338378202932E+01 ,     0.914528902644631E-01 ,    -0.114635580205150E+01 , 
   7.63000 ,    -0.163822933628658E+01 ,    -0.436572878655081E+01 ,    -0.115342404329078E+00 ,    -0.202856040354368E+01 ,     0.210032814898828E+00 ,    -0.147790320657657E+01 , 
   7.64000 ,    -0.124295867234060E+01 ,    -0.282664464668231E+01 ,    -0.243641321701534E+00 ,    -0.149852944150838E+01 ,     0.317037694436343E+00 ,    -0.153470178578006E+01 , 
