Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
034458.286      128773      254410  0.397E-01  0.155E+00
035458.143      214992      513677  0.129E-01  0.891E-01
040458.124      279929      774051  0.757E-02  0.598E-01
041458.109      338077     1039034  0.583E-02  0.418E-01
042458.155      392696     1305483  0.460E-02  0.297E-01
043458.178      443156     1568321  0.223E-02  0.119E-01
044458.173      489956     1835239  0.288E-02  0.161E-01
045458.136      534470     2103497  0.229E-02  0.122E-01
050458.104      575789     2371226  0.187E-02  0.951E-02
051458.098      614969     2640547  0.155E-02  0.753E-02
052458.092      652704     2910484  0.132E-02  0.603E-02
053458.111      688514     3180001  0.116E-02  0.489E-02
054458.096      723058     3450633  0.104E-02  0.402E-02
055458.094      756843     3722896  0.951E-03  0.335E-02
060458.093      789477     3995049  0.865E-03  0.283E-02
061458.096      821533     4267807  0.822E-03  0.245E-02
062458.090      852763     4540646  0.778E-03  0.214E-02
063458.107      883223     4813833  0.766E-03  0.190E-02
064458.104      913474     5087041  0.736E-03  0.171E-02
065458.189      943786     5360573  0.746E-03  0.156E-02
070458.160      973539     5634900  0.712E-03  0.144E-02
071458.155     1003357     5909600  0.711E-03  0.135E-02
072458.119     1032840     6183846  0.700E-03  0.127E-02
073458.155     1062296     6458898  0.697E-03  0.120E-02
074458.176     1091710     6733190  0.703E-03  0.115E-02
075458.151     1121223     7007488  0.719E-03  0.110E-02
080458.212     1150702     7283052  0.704E-03  0.106E-02
081458.145     1180336     7558241  0.693E-03  0.102E-02
082458.148     1209795     7832894  0.709E-03  0.987E-03
083458.091     1239436     8107480  0.709E-03  0.954E-03
084458.100     1268863     8382299  0.720E-03  0.927E-03
085458.154     1298451     8657157  0.723E-03  0.902E-03
090458.098     1327845     8932348  0.724E-03  0.881E-03
091458.130     1357203     9206807  0.698E-03  0.863E-03
092458.102     1386855     9481213  0.729E-03  0.842E-03
093458.140     1416297     9755007  0.734E-03  0.825E-03
094458.134     1445706    10029046  0.730E-03  0.809E-03
095458.141     1475170    10303090  0.728E-03  0.793E-03
100458.187     1504768    10578110  0.740E-03  0.777E-03
101458.173     1534392    10855123  0.726E-03  0.765E-03
102458.169     1563931    11129485  0.718E-03  0.754E-03
103458.152     1593504    11403759  0.757E-03  0.741E-03
104458.174     1623119    11677748  0.740E-03  0.732E-03
105458.152     1652802    11952037  0.753E-03  0.720E-03
110458.176     1682168    12225679  0.743E-03  0.710E-03
111458.244     1711662    12500652  0.747E-03  0.702E-03
112458.163     1741234    12775021  0.762E-03  0.693E-03
113458.152     1770925    13049664  0.754E-03  0.683E-03
114458.176     1800436    13325149  0.777E-03  0.674E-03
115458.196     1830001    13599289  0.771E-03  0.667E-03
120458.154     1859349    13872955  0.751E-03  0.662E-03
121458.149     1889062    14147198  0.763E-03  0.656E-03
122458.208     1918436    14421965  0.771E-03  0.648E-03
123458.178     1948287    14696799  0.791E-03  0.640E-03
124458.417     1977759    14971608  0.787E-03  0.634E-03
125458.335     2007616    15246242  0.763E-03  0.629E-03
130458.192     2037253    15520780  0.809E-03  0.621E-03
131458.283     2067140    15795883  0.801E-03  0.616E-03
132458.205     2096533    16069413  0.822E-03  0.610E-03
133458.131     2126076    16344130  0.808E-03  0.605E-03
134458.170     2155604    16618703  0.822E-03  0.598E-03
