Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
025504.101      131615      252555  0.779E-01  0.254E+00
030508.387      227104      509755  0.276E-01  0.151E+00
031504.055      304325      766124  0.122E-01  0.937E-01
032504.175      367136     1025761  0.708E-02  0.606E-01
033504.072      423235     1286072  0.470E-02  0.395E-01
034504.093      474387     1546690  0.342E-02  0.259E-01
035504.059      521209     1808086  0.256E-02  0.173E-01
040504.068      565557     2072145  0.193E-02  0.116E-01
041504.048      606921     2337133  0.146E-02  0.795E-02
042504.004      645999     2601403  0.113E-02  0.559E-02
043504.069      681965     2864789  0.920E-03  0.413E-02
044504.070      715875     3129499  0.804E-03  0.322E-02
045504.030      748496     3395228  0.748E-03  0.260E-02
050503.990      779729     3661409  0.723E-03  0.220E-02
051503.991      810416     3928023  0.732E-03  0.192E-02
052503.992      840562     4195252  0.749E-03  0.172E-02
053503.992      870383     4462996  0.763E-03  0.156E-02
054503.987      899967     4730311  0.787E-03  0.145E-02
055503.984      929659     4998545  0.799E-03  0.136E-02
060503.990      959079     5265913  0.805E-03  0.129E-02
061503.987      988638     5533764  0.811E-03  0.123E-02
062503.983     1018166     5801799  0.828E-03  0.118E-02
063504.011     1047548     6069358  0.832E-03  0.113E-02
064504.003     1076944     6337315  0.866E-03  0.109E-02
065504.032     1106243     6605736  0.874E-03  0.106E-02
070504.022     1135664     6873564  0.864E-03  0.103E-02
071504.051     1165456     7141668  0.885E-03  0.101E-02
072504.026     1194880     7409283  0.882E-03  0.984E-03
073504.029     1224761     7677225  0.902E-03  0.960E-03
074504.036     1254416     7945228  0.886E-03  0.942E-03
075504.047     1283779     8213314  0.889E-03  0.924E-03
080503.992     1313027     8481604  0.922E-03  0.905E-03
081504.021     1342458     8749568  0.913E-03  0.890E-03
082504.019     1372044     9017628  0.939E-03  0.874E-03
083504.022     1401523     9285502  0.922E-03  0.859E-03
084504.028     1431299     9556362  0.918E-03  0.847E-03
085504.033     1461294     9828337  0.944E-03  0.835E-03
090503.994     1491063    10098618  0.943E-03  0.824E-03
091504.026     1520453    10366579  0.953E-03  0.813E-03
092504.025     1549634    10634558  0.951E-03  0.803E-03
093503.990     1579004    10902112  0.948E-03  0.793E-03
094504.071     1608646    11170124  0.967E-03  0.783E-03
095504.036     1638122    11437403  0.975E-03  0.774E-03
100504.095     1667393    11704994  0.970E-03  0.767E-03
101504.059     1696677    11972588  0.975E-03  0.758E-03
102504.036     1725754    12240042  0.976E-03  0.751E-03
103504.036     1754997    12507417  0.101E-02  0.743E-03
104504.064     1784346    12774956  0.982E-03  0.736E-03
105504.073     1813931    13042225  0.988E-03  0.730E-03
110504.073     1843305    13310997  0.101E-02  0.722E-03
111504.096     1872867    13578407  0.999E-03  0.716E-03
112504.025     1902307    13846148  0.979E-03  0.712E-03
113504.069     1931858    14113615  0.101E-02  0.706E-03
114504.054     1961638    14381005  0.102E-02  0.706E-03
