Q (Ang^-1), RMC, Data
  0.84999999999999998       ,  -0.45399382111265368       ,  -0.26997516192559018     
  0.85999999999999999       ,  -0.46956792974305428       ,  -0.35813245307284514     
  0.87000000000000000       ,  -0.49791632724740231       ,  -0.44425670201452455     
  0.88000000000000000       ,  -0.53109323198477454       ,  -0.51891855539251319     
  0.89000000000000001       ,  -0.56054712436869691       ,  -0.57444398214935799     
  0.89999999999999991       ,  -0.57946100747803431       ,  -0.60666470697394892     
  0.90999999999999992       ,  -0.58451588372590169       ,  -0.61585735992336055     
  0.91999999999999993       ,  -0.57659055413793847       ,  -0.60658235714051856     
  0.92999999999999994       ,  -0.56020381947864595       ,  -0.58640980846702495     
  0.93999999999999995       ,  -0.54185435508261381       ,  -0.56381495443009477     
  0.94999999999999996       ,  -0.52772645239068439       ,  -0.54576307907447807     
  0.95999999999999996       ,  -0.52142187778036031       ,  -0.53561808105938458     
  0.96999999999999997       ,  -0.52239477966850112       ,  -0.53196318562973766     
  0.97999999999999998       ,  -0.52559826869108761       ,  -0.52871946313436369     
  0.98999999999999999       ,  -0.52253684686013702       ,  -0.51663140120152484     
   1.0000000000000000       ,  -0.50353671500756059       ,  -0.48583376454237254     
   1.0100000000000000       ,  -0.46069494289443375       ,  -0.42890923476230536     
   1.0200000000000000       ,  -0.39074273797898995       ,  -0.34367265348569376     
   1.0300000000000000       ,  -0.29702274324278860       ,  -0.23492698792019676     
   1.0400000000000000       ,  -0.18995382796444954       ,  -0.11463691784490344     
   1.0500000000000000       ,  -8.57045566619933502E-002  ,  -3.19155502905194488E-004
   1.0600000000000001       ,  -3.23772666975192993E-003  ,   8.81248408723886156E-002
   1.0700000000000001       ,   3.96848311867592229E-002  ,   0.13250952681096553     
   1.0800000000000001       ,   3.06443453060870168E-002  ,   0.12050392205665073     
   1.0899999999999999       ,  -3.41369707535584682E-002  ,   4.88421171049982852E-002
   1.1000000000000001       ,  -0.14819175600918574       ,  -7.52034046321850280E-002
   1.1099999999999999       ,  -0.29538955875391670       ,  -0.23453641164101982     
   1.1200000000000001       ,  -0.45270302978443938       ,  -0.40510738264788809     
   1.1299999999999999       ,  -0.59463924743838514       ,  -0.56040965704849388     
   1.1399999999999999       ,  -0.69840246029744779       ,  -0.67667566946992430     
   1.1499999999999999       ,  -0.74864594356234926       ,  -0.73765198561199630     
   1.1599999999999999       ,  -0.74072538610103733       ,  -0.73788907575580964     
   1.1699999999999999       ,  -0.68167946483632935       ,  -0.68378659521878726     
   1.1799999999999999       ,  -0.58866773825028085       ,  -0.59212328125785585     
   1.1899999999999999       ,  -0.48517664492782286       ,  -0.48636316303351651     
   1.2000000000000000       ,  -0.39582508147157675       ,  -0.39153706932396087     
   1.2100000000000000       ,  -0.34093692045444696       ,  -0.32883091800746655     
