Structure file path : glass.cif
List of environment information
Species : Ta
Envtype : both
Site index 121: {'frac_coords': array([0.0382, 0.1558, 0.4017]), 'type': 'oct', 'csm': 7.392762758578981, 'volume': 20.076581398993294}
Site index 122: {'frac_coords': array([0.0226, 0.1495, 0.3469]), 'type': 'tet', 'csm': 7.694097326377338, 'volume': 3.7079397222760493}
Site index 123: {'frac_coords': array([0.1247, 0.1417, 0.3635]), 'type': 'tet', 'csm': 7.277199808442923, 'volume': 2.5159626510446294}
Site index 124: {'frac_coords': array([0.1959, 0.1553, 0.3784]), 'type': 'tribip', 'csm': 7.185493528737366, 'volume': 7.779561774756752}
Site index 125: {'frac_coords': array([0.2062, 0.1394, 0.3411]), 'type': 'tribip', 'csm': 5.12533175207313, 'volume': 11.49996380058723}
Site index 126: {'frac_coords': array([0.2271, 0.1589, 0.4011]), 'type': 'oct', 'csm': 6.715969292169423, 'volume': 17.0991536871439}
Site index 127: {'frac_coords': array([0.0893, 0.155 , 0.3507]), 'type': 'oct', 'csm': 5.449056645928541, 'volume': 24.516580305138785}
Site index 128: {'frac_coords': array([0.1038, 0.1386, 0.3998]), 'type': 'tribip', 'csm': 6.062739914170495, 'volume': 12.348465037481603}
Site index 129: {'frac_coords': array([0.0032, 0.1512, 0.3813]), 'type': 'tribip', 'csm': 11.452029593932094, 'volume': 6.548843854222526}
Site index 130: {'frac_coords': array([0.1451, 0.134 , 0.4055]), 'type': 'oct', 'csm': 7.312980669899578, 'volume': 25.838258722449922}
Site index 131: {'frac_coords': array([0.1538, 0.1551, 0.3501]), 'type': 'tribip', 'csm': 7.609268948648292, 'volume': 11.22095031966118}
Site index 132: {'frac_coords': array([0.1808, 0.1925, 0.2487]), 'type': 'tet', 'csm': 8.60484219161662, 'volume': 2.5746537681607053}
Site index 133: {'frac_coords': array([0.1453, 0.1221, 0.2649]), 'type': 'tribip', 'csm': 9.353909999839228, 'volume': 11.784222741540795}
Site index 134: {'frac_coords': array([0.1524, 0.1874, 0.4811]), 'type': 'oct', 'csm': 13.728043182449113, 'volume': 19.84296449920835}
Site index 135: {'frac_coords': array([0.0028, 0.1029, 0.2506]), 'type': 'tribip', 'csm': 5.8500918175239764, 'volume': 6.566308524906757}
Site index 136: {'frac_coords': array([0.0734, 0.102 , 0.2609]), 'type': 'tribip', 'csm': 15.593829739949182, 'volume': 8.059536712143657}
Site index 137: {'frac_coords': array([0.0957, 0.1813, 0.4971]), 'type': 'oct', 'csm': 14.778207141576996, 'volume': 22.33569059576615}
Site index 138: {'frac_coords': array([0.1066, 0.1084, 0.2825]), 'type': 'oct', 'csm': 13.67387485682097, 'volume': 17.435897661235124}
Site index 139: {'frac_coords': array([0.2297, 0.1174, 0.4852]), 'type': 'tribip', 'csm': 10.86709907139278, 'volume': 11.208903716061986}
Site index 140: {'frac_coords': array([0.2423, 0.1995, 0.2858]), 'type': 'oct', 'csm': 23.608920501228535, 'volume': 19.812806364714188}
Site index 141: {'frac_coords': array([0.1205, 0.0964, 0.2512]), 'type': 'tribip', 'csm': 8.26268365321183, 'volume': 7.112836027181816}
