 Q (1/Ang),U-U  ,U-Cl ,Cl-Cl
   1.36000 ,    -0.285607765512634E-01 ,    -0.482847538847529E+00 ,    -0.106278683848243E+01 , 
   1.38000 ,     0.992337198079424E+00 ,    -0.672247720300231E+00 ,    -0.101422765658622E+01 , 
   1.40000 ,     0.210828865255296E+01 ,    -0.870900196479175E+00 ,    -0.958700444193570E+00 , 
   1.42000 ,     0.296286745777479E+01 ,    -0.103755114502555E+01 ,    -0.912435240818206E+00 , 
   1.44000 ,     0.324023260404580E+01 ,    -0.112182128415092E+01 ,    -0.891571530235022E+00 , 
   1.46000 ,     0.282087640815964E+01 ,    -0.108767804283494E+01 ,    -0.903009408344719E+00 , 
   1.48000 ,     0.186483374446685E+01 ,    -0.943713165522837E+00 ,    -0.937482544322246E+00 , 
   1.50000 ,     0.771698266164064E+00 ,    -0.758539427679653E+00 ,    -0.969565508842841E+00 , 
   1.52000 ,     0.231835148837786E-01 ,    -0.642607470819338E+00 ,    -0.966605301908100E+00 , 
   1.54000 ,    -0.277159560568341E-01 ,    -0.696922985078168E+00 ,    -0.903902904088233E+00 , 
   1.56000 ,     0.675240871861638E+00 ,    -0.953312943262450E+00 ,    -0.779149233227343E+00 , 
   1.58000 ,     0.185046405032141E+01 ,    -0.134290188600907E+01 ,    -0.617850638370820E+00 , 
   1.60000 ,     0.299373935257581E+01 ,    -0.171829504818999E+01 ,    -0.464808062433435E+00 , 
   1.62000 ,     0.360427667245406E+01 ,    -0.192463733248134E+01 ,    -0.363716527939419E+00 , 
   1.64000 ,     0.341743004560076E+01 ,    -0.188319245505479E+01 ,    -0.334187621831270E+00 , 
   1.66000 ,     0.252953177145323E+01 ,    -0.163917385567600E+01 ,    -0.358619480964923E+00 , 
   1.68000 ,     0.134866052471852E+01 ,    -0.134290845944475E+01 ,    -0.387679045979564E+00 , 
   1.70000 ,     0.391748592688173E+00 ,    -0.117120833443223E+01 ,    -0.363771729799898E+00 , 
   1.72000 ,     0.291892375556479E-01 ,    -0.123152443455058E+01 ,    -0.251524411318565E+00 , 
   1.74000 ,     0.308178067293676E+00 ,    -0.150287427997082E+01 ,    -0.590681394845728E-01 , 
   1.76000 ,     0.945916942005048E+00 ,    -0.184709759228357E+01 ,     0.162486500530569E+00 , 
   1.78000 ,     0.149309996495512E+01 ,    -0.208376378843662E+01 ,     0.342759356960233E+00 , 
   1.80000 ,     0.157653881362741E+01 ,    -0.208618514461406E+01 ,     0.427480216859641E+00 , 
   1.82000 ,     0.108921356031819E+01 ,    -0.184556632051257E+01 ,     0.406907290807001E+00 , 
   1.84000 ,     0.229419562232669E+00 ,    -0.147047391265791E+01 ,     0.321788776022112E+00 , 
   1.86000 ,    -0.622293278012192E+00 ,    -0.112622889539937E+01 ,     0.243345648069128E+00 , 
   1.88000 ,    -0.111059848015199E+01 ,    -0.950829741749462E+00 ,     0.237873591428082E+00 , 
   1.90000 ,    -0.107966915298303E+01 ,    -0.992846247836344E+00 ,     0.334743402491245E+00 , 
   1.92000 ,    -0.626016337234389E+00 ,    -0.119976758065700E+01 ,     0.514195965625069E+00 , 
   1.94000 ,    -0.178738153749156E-01 ,    -0.145515213876848E+01 ,     0.719987830583596E+00 , 
   1.96000 ,     0.456579747075146E+00 ,    -0.163824661792415E+01 ,     0.888437368617182E+00 , 
   1.98000 ,     0.620810226511682E+00 ,    -0.167336062985360E+01 ,     0.977519205935789E+00 , 
   2.00000 ,     0.457608594291251E+00 ,    -0.154846617908848E+01 ,     0.981423375742761E+00 , 
   2.02000 ,     0.687961359380496E-01 ,    -0.130276487448135E+01 ,     0.925573404274558E+00 , 
   2.04000 ,    -0.406807889642928E+00 ,    -0.998247100002890E+00 ,     0.848211293472250E+00 , 
   2.06000 ,    -0.859506598355715E+00 ,    -0.693231385061281E+00 ,     0.780748154790188E+00 , 
   2.08000 ,    -0.122859592343189E+01 ,    -0.428218044349089E+00 ,     0.737294227723774E+00 , 
   2.10000 ,    -0.148577714422577E+01 ,    -0.223791087797648E+00 ,     0.716335408445397E+00 , 
   2.12000 ,    -0.161438581670211E+01 ,    -0.841525816722348E-01 ,     0.709774800172199E+00 , 
   2.14000 ,    -0.160858293540669E+01 ,    -0.563454233464482E-03 ,     0.711309170584413E+00 , 
   2.16000 ,    -0.148968220326551E+01 ,     0.464624532515413E-01 ,     0.718649926368713E+00 , 
   2.18000 ,    -0.131591397765974E+01 ,     0.838026135177145E-01 ,     0.729818300314829E+00 , 
   2.20000 ,    -0.116488222833042E+01 ,     0.139058331141850E+00 ,     0.738316758867914E+00 , 
   2.22000 ,    -0.109184498505765E+01 ,     0.231587308948369E+00 ,     0.732404546157792E+00 , 
   2.24000 ,    -0.109141456408583E+01 ,     0.365141943286979E+00 ,     0.700147512981863E+00 , 
   2.26000 ,    -0.109420524099917E+01 ,     0.526115534504080E+00 ,     0.637235082252103E+00 , 
   2.28000 ,    -0.100824308156650E+01 ,     0.688675531137222E+00 ,     0.552127653018076E+00 , 
   2.30000 ,    -0.782675782658828E+00 ,     0.824601841431420E+00 ,     0.464492396588750E+00 , 
   2.32000 ,    -0.452402345469318E+00 ,     0.913692375409074E+00 ,     0.397021116819560E+00 , 
   2.34000 ,    -0.131463133422835E+00 ,     0.950888662166650E+00 ,     0.364817555402742E+00 , 
   2.36000 ,     0.449922308140347E-01 ,     0.947943161881198E+00 ,     0.368052723674719E+00 , 
   2.38000 ,    -0.280167534592164E-02 ,     0.929230760802120E+00 ,     0.391769151997577E+00 , 
   2.40000 ,    -0.249341774497349E+00 ,     0.922726523328279E+00 ,     0.412851148276798E+00 , 
   2.42000 ,    -0.569399876511698E+00 ,     0.948584453404436E+00 ,     0.410557944299217E+00 , 
   2.44000 ,    -0.794984742016651E+00 ,     0.100932516482727E+01 ,     0.375497475234084E+00 , 
   2.46000 ,    -0.791869995798472E+00 ,     0.108648540486436E+01 ,     0.313004439384232E+00 , 
   2.48000 ,    -0.517028539232183E+00 ,     0.114715125605831E+01 ,     0.239735578741592E+00 , 
   2.50000 ,    -0.332248945632255E-01 ,     0.115945098997345E+01 ,     0.175409755650073E+00 , 
   2.52000 ,     0.519096226285170E+00 ,     0.111046316752718E+01 ,     0.133647485223307E+00 , 
   2.54000 ,     0.974886164661878E+00 ,     0.101667362814416E+01 ,     0.116084189609948E+00 , 
   2.56000 ,     0.120057835208354E+01 ,     0.919296400596866E+00 ,     0.112364649973592E+00 , 
   2.58000 ,     0.113675198104256E+01 ,     0.864543866057633E+00 ,     0.105928668813340E+00 , 
   2.60000 ,     0.817964471126420E+00 ,     0.878300174500251E+00 ,     0.827669330587094E-01 , 
   2.62000 ,     0.364477162932165E+00 ,     0.949587666366660E+00 ,     0.387889128411480E-01 , 
   2.64000 ,    -0.556111415908368E-01 ,     0.103365802425805E+01 ,    -0.180286949990539E-01 , 
   2.66000 ,    -0.286953171077857E+00 ,     0.107464010956505E+01 ,    -0.719766454861190E-01 , 
   2.68000 ,    -0.250654615466436E+00 ,     0.103572490934458E+01 ,    -0.108230219991817E+00 , 
   2.70000 ,     0.176210248903482E-01 ,     0.919533095800065E+00 ,    -0.121046585533824E+00 , 
   2.72000 ,     0.378912023620853E+00 ,     0.766517345340817E+00 ,    -0.116875441584945E+00 , 
   2.74000 ,     0.653381968575022E+00 ,     0.632228765828380E+00 ,    -0.110517645787384E+00 , 
   2.76000 ,     0.706724147521615E+00 ,     0.557018564597585E+00 ,    -0.116554652727803E+00 , 
   2.78000 ,     0.515793231824255E+00 ,     0.546130458330041E+00 ,    -0.141188978241992E+00 , 
   2.80000 ,     0.176673323254371E+00 ,     0.571328420871412E+00 ,    -0.179456975953151E+00 , 
   2.82000 ,    -0.149910950643086E+00 ,     0.591617790936123E+00 ,    -0.219442287457699E+00 , 
   2.84000 ,    -0.324196321168910E+00 ,     0.579049442941684E+00 ,    -0.250644350558111E+00 , 
   2.86000 ,    -0.294438172671344E+00 ,     0.533382096279075E+00 ,    -0.270929244725471E+00 , 
   2.88000 ,    -0.109103909676434E+00 ,     0.477569949184839E+00 ,    -0.287382907395618E+00 , 
   2.90000 ,     0.126365174536411E+00 ,     0.438864180822625E+00 ,    -0.310432694302771E+00 , 
   2.92000 ,     0.314745155355373E+00 ,     0.429196922718491E+00 ,    -0.345194044127077E+00 , 
   2.94000 ,     0.411216650942044E+00 ,     0.437881233137594E+00 ,    -0.386057278773192E+00 , 
   2.96000 ,     0.423826998338273E+00 ,     0.440507273927474E+00 ,    -0.418575975539225E+00 , 
   2.98000 ,     0.381281394405456E+00 ,     0.416827998174816E+00 ,    -0.427928890767697E+00 , 
   3.00000 ,     0.301012079825074E+00 ,     0.364890261831693E+00 ,    -0.408722178560059E+00 , 
   3.02000 ,     0.184818319626485E+00 ,     0.302008323777147E+00 ,    -0.369697169664741E+00 , 
   3.04000 ,     0.419444410653383E-01 ,     0.252592795714682E+00 ,    -0.329910082885133E+00 , 
   3.06000 ,    -0.870226320717398E-01 ,     0.231665571661831E+00 ,    -0.308298498125509E+00 , 
   3.08000 ,    -0.135523370655659E+00 ,     0.235282189451779E+00 ,    -0.312825393767265E+00 , 
   3.10000 ,    -0.521426563107564E-01 ,     0.243891396443628E+00 ,    -0.335834951130796E+00 , 
   3.12000 ,     0.148923143859470E+00 ,     0.235826302100935E+00 ,    -0.358550542746502E+00 , 
   3.14000 ,     0.369969593261901E+00 ,     0.201674313492861E+00 ,    -0.362108979399462E+00 , 
   3.16000 ,     0.469592156259486E+00 ,     0.150206146390446E+00 ,    -0.338594603223314E+00 , 
   3.18000 ,     0.345422344716254E+00 ,     0.102399900405441E+00 ,    -0.295593771724339E+00 , 
   3.20000 ,     0.994253263464295E-02 ,     0.777020602058034E-01 ,    -0.251714455831767E+00 , 
   3.22000 ,    -0.393856614559142E+00 ,     0.811858828580097E-01 ,    -0.225851617559665E+00 , 
   3.24000 ,    -0.656240848873278E+00 ,     0.992902770877876E-01 ,    -0.226525247909960E+00 , 
   3.26000 ,    -0.612714725349223E+00 ,     0.106506634359272E+00 ,    -0.247376067477700E+00 , 
   3.28000 ,    -0.239694599417935E+00 ,     0.792137142931385E-01 ,    -0.271183923945917E+00 , 
   3.30000 ,     0.323716082165376E+00 ,     0.924692053932641E-02 ,    -0.279865297160884E+00 , 
   3.32000 ,     0.841917457724665E+00 ,    -0.897985513692082E-01 ,    -0.264634348944474E+00 , 
   3.34000 ,     0.109900404955470E+01 ,    -0.186855705518869E+00 ,    -0.230615159557959E+00 , 
   3.36000 ,     0.999609801315121E+00 ,    -0.246684498148850E+00 ,    -0.193448945844494E+00 , 
   3.38000 ,     0.602239991735529E+00 ,    -0.246535213564512E+00 ,    -0.169934680564955E+00 , 
   3.40000 ,     0.755448260608383E-01 ,    -0.188724869743689E+00 ,    -0.168004641146062E+00 , 
   3.42000 ,    -0.388953815802929E+00 ,    -0.102798992403601E+00 ,    -0.181662958250472E+00 , 
   3.44000 ,    -0.656912082530059E+00 ,    -0.349118820285936E-01 ,    -0.193793685995313E+00 , 
   3.46000 ,    -0.688132840739141E+00 ,    -0.277697793100391E-01 ,    -0.185446288491637E+00 , 
   3.48000 ,    -0.526381502992852E+00 ,    -0.997089065563895E-01 ,    -0.146606572797211E+00 , 
   3.50000 ,    -0.263073996543084E+00 ,    -0.233401069858160E+00 ,    -0.824913483326403E-01 , 
   3.52000 ,    -0.461311808803294E-04 ,    -0.381357620225853E+00 ,    -0.116627941764738E-01 , 
   3.54000 ,     0.176439858696533E+00 ,    -0.487448610078148E+00 ,     0.433548157990818E-01 , 
   3.56000 ,     0.212926580520636E+00 ,    -0.514726265120429E+00 ,     0.680669518292299E-01 , 
   3.58000 ,     0.102690973911170E+00 ,    -0.465100877393261E+00 ,     0.640450598829982E-01 , 
   3.60000 ,    -0.106793287055369E+00 ,    -0.379446685049341E+00 ,     0.483852408102411E-01 , 
   3.62000 ,    -0.324270181196724E+00 ,    -0.316801178650710E+00 ,     0.446207791240619E-01 , 
   3.64000 ,    -0.450061605577690E+00 ,    -0.323163256562266E+00 ,     0.699443851512745E-01 , 
   3.66000 ,    -0.426082899836769E+00 ,    -0.406923605493432E+00 ,     0.125791214490266E+00 , 
   3.68000 ,    -0.273037333862788E+00 ,    -0.534759054060376E+00 ,     0.197007210074540E+00 , 
   3.70000 ,    -0.868177756474572E-01 ,    -0.650281857381783E+00 ,     0.259941061509756E+00 , 
   3.72000 ,     0.122061786840493E-01 ,    -0.704601995582315E+00 ,     0.294711558105889E+00 , 
   3.74000 ,    -0.482709673287434E-01 ,    -0.681268681498533E+00 ,     0.294676076442139E+00 , 
   3.76000 ,    -0.242523597789495E+00 ,    -0.601954696947832E+00 ,     0.268095769161067E+00 , 
   3.78000 ,    -0.454256911579270E+00 ,    -0.511193658416854E+00 ,     0.231868806834329E+00 , 
   3.80000 ,    -0.541527246529424E+00 ,    -0.450825221046225E+00 ,     0.201858209568553E+00 , 
   3.82000 ,    -0.421328853839562E+00 ,    -0.439806131346488E+00 ,     0.185843052770217E+00 , 
   3.84000 ,    -0.121407505950711E+00 ,    -0.469978964331259E+00 ,     0.182677607500935E+00 , 
   3.86000 ,     0.233389877795901E+00 ,    -0.517233278651543E+00 ,     0.186718106104778E+00 , 
   3.88000 ,     0.491249446669313E+00 ,    -0.558038316204505E+00 ,     0.193190742303304E+00 , 
   3.90000 ,     0.555429809144980E+00 ,    -0.579730517034562E+00 ,     0.200237764860107E+00 , 
   3.92000 ,     0.428056757326786E+00 ,    -0.579545098450167E+00 ,     0.206655536726934E+00 , 
   3.94000 ,     0.193007387154877E+00 ,    -0.556725550467642E+00 ,     0.208224331866752E+00 , 
   3.96000 ,    -0.440909596111233E-01 ,    -0.506998559241156E+00 ,     0.196959179334452E+00 , 
   3.98000 ,    -0.215148796688104E+00 ,    -0.425716966133078E+00 ,     0.165353042132211E+00 , 
   4.00000 ,    -0.310720145196137E+00 ,    -0.317634342093804E+00 ,     0.113341013222209E+00 , 
   4.02000 ,    -0.356767914485415E+00 ,    -0.204303764684388E+00 ,     0.526363707063318E-01 , 
   4.04000 ,    -0.373365871389315E+00 ,    -0.120274346717963E+00 ,     0.391248480486780E-02 , 
   4.06000 ,    -0.351630301921017E+00 ,    -0.970058265098531E-01 ,    -0.131133863387067E-01 , 
   4.08000 ,    -0.266846624801165E+00 ,    -0.143277515078811E+00 ,     0.867173339213544E-02 , 
   4.10000 ,    -0.114438339570594E+00 ,    -0.235379819600602E+00 ,     0.579190826461810E-01 , 
   4.12000 ,     0.643467639979424E-01 ,    -0.325582431489351E+00 ,     0.109349511802670E+00 , 
   4.14000 ,     0.193213158877026E+00 ,    -0.365913283628067E+00 ,     0.136848411426396E+00 , 
   4.16000 ,     0.205913864563207E+00 ,    -0.333798126023694E+00 ,     0.127572260964200E+00 , 
   4.18000 ,     0.953624598527997E-01 ,    -0.243972615565398E+00 ,     0.884652304965870E-01 , 
   4.20000 ,    -0.700452330792796E-01 ,    -0.139150994658051E+00 ,     0.411606959972919E-01 , 
   4.22000 ,    -0.179038679486271E+00 ,    -0.651139846353210E-01 ,     0.856815214526367E-02 , 
   4.24000 ,    -0.141720214062352E+00 ,    -0.454957601826800E-01 ,     0.168369070624643E-02 , 
   4.26000 ,     0.543713531232267E-01 ,    -0.712899735638710E-01 ,     0.148023700832993E-01 , 
   4.28000 ,     0.332070291028191E+00 ,    -0.110290375856477E+00 ,     0.316043013130998E-01 , 
   4.30000 ,     0.564240982053750E+00 ,    -0.129007981914598E+00 ,     0.374029061019914E-01 , 
   4.32000 ,     0.641103550150277E+00 ,    -0.112436439147447E+00 ,     0.290246773471430E-01 , 
   4.34000 ,     0.525663487866383E+00 ,    -0.697428433961935E-01 ,     0.158246705251953E-01 , 
   4.36000 ,     0.267709933841580E+00 ,    -0.241252161212277E-01 ,     0.116862549410374E-01 , 
   4.38000 ,    -0.264884054401365E-01 ,     0.455209830856181E-02 ,     0.240516266964755E-01 , 
   4.40000 ,    -0.246972393403004E+00 ,     0.120643850417954E-01 ,     0.478396243637391E-01 , 
   4.42000 ,    -0.325651857457938E+00 ,     0.969712242341529E-02 ,     0.684270878156904E-01 , 
   4.44000 ,    -0.255409199110554E+00 ,     0.136596046210212E-01 ,     0.714226171931839E-01 , 
   4.46000 ,    -0.818070077056149E-01 ,     0.329654752552452E-01 ,     0.523042719802237E-01 , 
   4.48000 ,     0.120743819579704E+00 ,     0.646179551597277E-01 ,     0.192951071765041E-01 , 
   4.50000 ,     0.275274453677702E+00 ,     0.985378298141711E-01 ,    -0.122714228421423E-01 , 
   4.52000 ,     0.324309072697857E+00 ,     0.127138562835941E+00 ,    -0.299452876999731E-01 , 
   4.54000 ,     0.246396383276213E+00 ,     0.151406325021796E+00 ,    -0.315763034475944E-01 , 
   4.56000 ,     0.654165487441592E-01 ,     0.178733164659354E+00 ,    -0.253433848592214E-01 , 
   4.58000 ,    -0.152553918308741E+00 ,     0.214633015537829E+00 ,    -0.229200299282540E-01 , 
   4.60000 ,    -0.319709319920760E+00 ,     0.255423477869503E+00 ,    -0.309669976756038E-01 , 
   4.62000 ,    -0.361363050094426E+00 ,     0.288231039841911E+00 ,    -0.469238742681984E-01 , 
   4.64000 ,    -0.251024209349628E+00 ,     0.298941665144827E+00 ,    -0.616377917741873E-01 , 
   4.66000 ,    -0.263552499845012E-01 ,     0.282432693491501E+00 ,    -0.663844624491536E-01 , 
   4.68000 ,     0.225862745886498E+00 ,     0.247401794128241E+00 ,    -0.589259951821204E-01 , 
   4.70000 ,     0.410136587906664E+00 ,     0.211902228779837E+00 ,    -0.443616786937215E-01 , 
   4.72000 ,     0.466225249271285E+00 ,     0.192464505377703E+00 ,    -0.306226466734208E-01 , 
   4.74000 ,     0.391901801729162E+00 ,     0.194381670255697E+00 ,    -0.224001255723959E-01 , 
   4.76000 ,     0.233205245054997E+00 ,     0.209880189298571E+00 ,    -0.182100061917961E-01 , 
   4.78000 ,     0.518688488537743E-01 ,     0.225152814472780E+00 ,    -0.126598128629741E-01 , 
   4.80000 ,    -0.106689178100075E+00 ,     0.230862809649055E+00 ,    -0.190736009270988E-02 , 
   4.82000 ,    -0.224799843668358E+00 ,     0.228417426774860E+00 ,     0.121206136503460E-01 , 
   4.84000 ,    -0.300932995939111E+00 ,     0.227677506384240E+00 ,     0.221787034111314E-01 , 
   4.86000 ,    -0.330635996285151E+00 ,     0.238232050118934E+00 ,     0.206500989633436E-01 , 
   4.88000 ,    -0.300137222941012E+00 ,     0.261090245916894E+00 ,     0.536101305628530E-02 , 
   4.90000 ,    -0.200207061184932E+00 ,     0.287158083451041E+00 ,    -0.180992187685807E-01 , 
   4.92000 ,    -0.483770116936353E-01 ,     0.303618573215228E+00 ,    -0.393993296187211E-01 , 
   4.94000 ,     0.102752662808074E+00 ,     0.303312975812032E+00 ,    -0.498020320861976E-01 , 
   4.96000 ,     0.185144678339345E+00 ,     0.289956462531521E+00 ,    -0.474141728400643E-01 , 
   4.98000 ,     0.155142956997161E+00 ,     0.275203170005128E+00 ,    -0.377862002582527E-01 , 
   5.00000 ,     0.269020579770985E-01 ,     0.269793180627414E+00 ,    -0.296695967685032E-01 , 
   5.02000 ,    -0.127391187581438E+00 ,     0.275563788117721E+00 ,    -0.291418620874945E-01 , 
   5.04000 ,    -0.216586025401320E+00 ,     0.284512029983670E+00 ,    -0.362684113567957E-01 , 
   5.06000 ,    -0.186946317892274E+00 ,     0.285728627515735E+00 ,    -0.463741959157630E-01 , 
   5.08000 ,    -0.588744810221140E-01 ,     0.274881369928430E+00 ,    -0.544932783278018E-01 , 
   5.10000 ,     0.826952639461890E-01 ,     0.258687960843572E+00 ,    -0.592968746356225E-01 , 
   5.12000 ,     0.140925345309518E+00 ,     0.250345741835316E+00 ,    -0.634297453548315E-01 , 
   5.14000 ,     0.699065501919519E-01 ,     0.258746081327159E+00 ,    -0.701656365485117E-01 , 
   5.16000 ,    -0.934073446638821E-01 ,     0.279447911401549E+00 ,    -0.793066246643481E-01 , 
   5.18000 ,    -0.249855315104723E+00 ,     0.294820949154084E+00 ,    -0.859603561773079E-01 , 
   5.20000 ,    -0.298661673087534E+00 ,     0.284550576754338E+00 ,    -0.836391099326170E-01 , 
   5.22000 ,    -0.199257483732036E+00 ,     0.240061114226376E+00 ,    -0.696521279770059E-01 , 
   5.24000 ,     0.462507463122082E-02 ,     0.172866144834056E+00 ,    -0.486539183527952E-01 , 
   5.26000 ,     0.212292450269982E+00 ,     0.110229634190692E+00 ,    -0.311744923386235E-01 , 
   5.28000 ,     0.325415256391923E+00 ,     0.798382345666982E-01 ,    -0.274544604836418E-01 , 
   5.30000 ,     0.301112033368625E+00 ,     0.928621183907619E-01 ,    -0.404762916318779E-01 , 
   5.32000 ,     0.167683938386758E+00 ,     0.136443288603835E+00 ,    -0.630820490542981E-01 , 
   5.34000 ,    -0.167044358796886E-02 ,     0.180894923710884E+00 ,    -0.816024622856008E-01 , 
   5.36000 ,    -0.135179703430457E+00 ,     0.197384394342712E+00 ,    -0.840571216742709E-01 , 
   5.38000 ,    -0.197669400970037E+00 ,     0.174932529288334E+00 ,    -0.677128559118002E-01 , 
   5.40000 ,    -0.195769495414776E+00 ,     0.125905600888304E+00 ,    -0.409496840243951E-01 , 
   5.42000 ,    -0.157290998000233E+00 ,     0.766701165586854E-01 ,    -0.180070026258226E-01 , 
   5.44000 ,    -0.105264016616184E+00 ,     0.497797817985629E-01 ,    -0.989662623776534E-02 , 
   5.46000 ,    -0.463823863208665E-01 ,     0.495194657114932E-01 ,    -0.173938900228460E-01 , 
   5.48000 ,     0.213217495668388E-01 ,     0.602238541260146E-01 ,    -0.307333262312656E-01 , 
   5.50000 ,     0.929344560198707E-01 ,     0.581610535786326E-01 ,    -0.362436163633620E-01 , 
   5.52000 ,     0.149635670553617E+00 ,     0.287132131999360E-01 ,    -0.255650609777786E-01 , 
   5.54000 ,     0.167730286918950E+00 ,    -0.228604280280905E-01 ,    -0.136546263787920E-02 , 
   5.56000 ,     0.136722338428095E+00 ,    -0.743740606326947E-01 ,     0.242321947446074E-01 , 
   5.58000 ,     0.711593975920882E-01 ,    -0.101403590972528E+00 ,     0.374951905488398E-01 , 
   5.60000 ,     0.532779351631225E-02 ,    -0.938369943052056E-01 ,     0.320599168040754E-01 , 
   5.62000 ,    -0.269836849656855E-01 ,    -0.631449764666004E-01 ,     0.131750503029765E-01 , 
   5.64000 ,    -0.139491656395410E-01 ,    -0.354045033227105E-01 ,    -0.553770957402280E-02 , 
   5.66000 ,     0.264589541428137E-01 ,    -0.345799695024784E-01 ,    -0.106634740012731E-01 , 
   5.68000 ,     0.575174306213242E-01 ,    -0.670396632172258E-01 ,     0.266044319754911E-02 , 
   5.70000 ,     0.461440645041478E-01 ,    -0.117493463016987E+00 ,     0.279643804773388E-01 , 
   5.72000 ,    -0.175803994987423E-01 ,    -0.159040551754792E+00 ,     0.518630104471923E-01 , 
   5.74000 ,    -0.114596192688629E+00 ,    -0.170775557119483E+00 ,     0.626246350000449E-01 , 
   5.76000 ,    -0.205929862895399E+00 ,    -0.151476182980703E+00 ,     0.572641087999452E-01 , 
   5.78000 ,    -0.249562293381037E+00 ,    -0.120464243092869E+00 ,     0.426718914878949E-01 , 
   5.80000 ,    -0.216362681980232E+00 ,    -0.105063341530047E+00 ,     0.303213339620228E-01 , 
   5.82000 ,    -0.100335167097658E+00 ,    -0.122726841617234E+00 ,     0.283054008739990E-01 , 
   5.84000 ,     0.771866744797459E-01 ,    -0.169307967565294E+00 ,     0.360804292284325E-01 , 
   5.86000 ,     0.269126860204843E+00 ,    -0.220983314375098E+00 ,     0.453355741443549E-01 , 
   5.88000 ,     0.412030075763114E+00 ,    -0.248659152351030E+00 ,     0.462384323638609E-01 , 
