 Q (1/Ang),Yb-Yb,Yb-Ti,Yb-Sn,Yb-O ,Ti-Ti,Ti-Sn,Ti-O ,Sn-Sn,Sn-O ,O-O  
  15.13000 ,     0.406868592334994E+00 ,     0.603788570144176E+00 ,     0.413848831559162E+00 ,    -0.326788639593530E+00 ,     0.109945734337908E+01 ,     0.792721955510534E+00 ,    -0.347451355543098E-01 ,     0.676418799689585E+00 ,    -0.203902372144926E-01 ,     0.183717897875649E+00 , 
  15.14000 ,     0.304471498047402E+00 ,     0.501804963217924E+00 ,     0.309517615092856E+00 ,    -0.336142864043338E+00 ,     0.925917657501611E+00 ,     0.598712477274764E+00 ,    -0.163877832985068E+00 ,     0.517632693166955E+00 ,    -0.106844107426875E+00 ,     0.128711312391976E+00 , 
  15.15000 ,     0.151646493230076E+00 ,     0.378994684856358E+00 ,     0.195296153318732E+00 ,    -0.330968911713170E+00 ,     0.636260727563645E+00 ,     0.325775042019906E+00 ,    -0.285507594391918E+00 ,     0.285697352457749E+00 ,    -0.185263798978925E+00 ,     0.661986336047492E-01 , 
  15.16000 ,    -0.301889305106574E-01 ,     0.260707973790127E+00 ,     0.914010573027770E-01 ,    -0.311213853394943E+00 ,     0.279229304739442E+00 ,     0.204756932631267E-01 ,    -0.383194238146520E+00 ,     0.199682350121586E-01 ,    -0.244155932123656E+00 ,     0.535825474176975E-02 , 
  15.17000 ,    -0.215835181660952E+00 ,     0.165695379462472E+00 ,     0.119441430748527E-01 ,    -0.278290435212422E+00 ,    -0.873778386930170E-01 ,    -0.267204620118703E+00 ,    -0.444210010906435E+00 ,    -0.235958906449127E+00 ,    -0.274704514119797E+00 ,    -0.445319635117120E-01 , 
  15.18000 ,    -0.381306111173309E+00 ,     0.102547203600606E+00 ,    -0.374996761770977E-01 ,    -0.235161171262482E+00 ,    -0.408533937160827E+00 ,    -0.494063260671705E+00 ,    -0.461650264767103E+00 ,    -0.443197784196515E+00 ,    -0.272402333758745E+00 ,    -0.758316945499729E-01 , 
  15.19000 ,    -0.508514334819042E+00 ,     0.687588603824423E-01 ,    -0.602049657346289E-01 ,    -0.186128403118932E+00 ,    -0.643067652971687E+00 ,    -0.632330479464033E+00 ,    -0.435564848902745E+00 ,    -0.575423391608094E+00 ,    -0.237994184583468E+00 ,    -0.839972015266760E-01 , 
  15.20000 ,    -0.588608463059299E+00 ,     0.525677044055090E-01 ,    -0.664809485498597E-01 ,    -0.136336296222532E+00 ,    -0.771550324123550E+00 ,    -0.674856901368069E+00 ,    -0.372848700200666E+00 ,    -0.623869336218527E+00 ,    -0.177484061897733E+00 ,    -0.684676255875979E-01 , 
  15.21000 ,    -0.623200320730849E+00 ,     0.370699816043637E-01 ,    -0.702014286876187E-01 ,    -0.910541547550546E-01 ,    -0.799205351402303E+00 ,    -0.635644745640576E+00 ,    -0.285868530464753E+00 ,    -0.598327262370013E+00 ,    -0.101139387525528E+00 ,    -0.327970741988695E-01 , 
  15.22000 ,    -0.623180889914997E+00 ,     0.560193040255904E-02 ,    -0.845260706666474E-01 ,    -0.548625979196957E-01 ,    -0.753153065487267E+00 ,    -0.545565196615401E+00 ,    -0.190061142313856E+00 ,    -0.523897220641232E+00 ,    -0.216367343902898E-01 ,     0.159980324723174E-01 , 
  15.23000 ,    -0.605370399785705E+00 ,    -0.529265706590021E-01 ,    -0.117845988432629E+00 ,    -0.308934482373836E-01 ,    -0.674587191034233E+00 ,    -0.444201064831423E+00 ,    -0.100961400510801E+00 ,    -0.434211611472506E+00 ,     0.483117071257196E-01 ,     0.687498259350915E-01 , 
  15.24000 ,    -0.587757665963662E+00 ,    -0.140057348200525E+00 ,    -0.170942415664112E+00 ,    -0.202734801066485E-01 ,    -0.607660293778767E+00 ,    -0.369665517577369E+00 ,    -0.312525572042028E-01 ,    -0.362687337493823E+00 ,     0.983800896511842E-01 ,     0.115850693189486E+00 , 
  15.25000 ,    -0.584436713646178E+00 ,    -0.246182004192207E+00 ,    -0.236079784069283E+00 ,    -0.218904052697080E-01 ,    -0.587659593225094E+00 ,    -0.348758228925595E+00 ,     0.115561466393778E-01 ,    -0.333853541666898E+00 ,     0.122594638449917E+00 ,     0.149030508797174E+00 , 
  15.26000 ,    -0.601456621319299E+00 ,    -0.351794173467546E+00 ,    -0.298319719806980E+00 ,    -0.325420798364395E-01 ,    -0.631283504770151E+00 ,    -0.389799399684600E+00 ,     0.263384507072964E-01 ,    -0.356831020176611E+00 ,     0.120416020056333E+00 ,     0.162854430306075E+00 , 
  15.27000 ,    -0.634628503755570E+00 ,    -0.431425901212773E+00 ,    -0.338833404004895E+00 ,    -0.474579035643373E-01 ,    -0.731412089062306E+00 ,    -0.479918038817157E+00 ,     0.181893587232462E-01 ,    -0.422583516951910E+00 ,     0.966882729694641E-01 ,     0.155655973595337E+00 , 
  15.28000 ,    -0.669910431958082E+00 ,    -0.459469775765614E+00 ,    -0.339517306526749E+00 ,    -0.611091255392627E-01 ,    -0.857777375457004E+00 ,    -0.587577291036976E+00 ,    -0.307235101829997E-02 ,    -0.505712337512646E+00 ,     0.604450458248104E-01 ,     0.129735841898871E+00 , 
  15.29000 ,    -0.686405210672005E+00 ,    -0.416622564587745E+00 ,    -0.287886569859119E+00 ,    -0.681670791047591E-01 ,    -0.963592831697137E+00 ,    -0.669912998844341E+00 ,    -0.254101913197731E-01 ,    -0.570510100761165E+00 ,     0.228161110566361E-01 ,     0.908042897133895E-01 , 
  15.30000 ,    -0.661386934531523E+00 ,    -0.295488422817496E+00 ,    -0.181107879529447E+00 ,    -0.644373545803604E-01 ,    -0.996795481055365E+00 ,    -0.683314640600239E+00 ,    -0.375305819957810E-01 ,    -0.579966838465714E+00 ,    -0.551661197249929E-02 ,     0.467932108059764E-01 , 
  15.31000 ,    -0.576262497220600E+00 ,    -0.103999581213990E+00 ,    -0.281705873766061E-01 ,    -0.476003701531636E-01 ,    -0.913412851926035E+00 ,    -0.594857443156291E+00 ,    -0.316355709597243E-01 ,    -0.505671495484497E+00 ,    -0.167530156542707E-01 ,     0.628372580890996E-02 , 
  15.32000 ,    -0.422096313611504E+00 ,     0.134268635367143E+00 ,     0.150440922396263E+00 ,    -0.176246411971236E-01 ,    -0.689962664323478E+00 ,    -0.391900694925544E+00 ,    -0.534291257809688E-02 ,    -0.336257523236715E+00 ,    -0.775079923725942E-02 ,    -0.231374182678865E-01 , 
  15.33000 ,    -0.203354137038459E+00 ,     0.383176578375106E+00 ,     0.325690834909029E+00 ,     0.232187677332060E-01 ,    -0.331883140244184E+00 ,    -0.874845944502421E-01 ,     0.376721826197014E-01 ,    -0.822857744222464E-01 ,     0.192669107899483E-01 ,    -0.362757801485298E-01 , 
  15.34000 ,     0.611388992156548E-01 ,     0.600060627353961E+00 ,     0.465100523337461E+00 ,     0.707362011114103E-01 ,     0.124221597875516E+00 ,     0.279967200389944E+00 ,     0.884760008784772E-01 ,     0.223797950606967E+00 ,     0.572480389786936E-01 ,    -0.312236436215217E-01 , 
  15.35000 ,     0.340445270260276E+00 ,     0.743648733154386E+00 ,     0.539075426629229E+00 ,     0.119507245213410E+00 ,     0.615410850948356E+00 ,     0.652882894491659E+00 ,     0.134952668585131E+00 ,     0.532905441925585E+00 ,     0.959872326777894E-01 ,    -0.960058734912219E-02 , 
  15.36000 ,     0.596678337096268E+00 ,     0.782317092784115E+00 ,     0.527188833738771E+00 ,     0.163760718705283E+00 ,     0.106362178497236E+01 ,     0.965609643079564E+00 ,     0.164699593454174E+00 ,     0.788831363042447E+00 ,     0.124572607778159E+00 ,     0.238774661134141E-01 , 
  15.37000 ,     0.792119031154465E+00 ,     0.701012326801834E+00 ,     0.423101410671853E+00 ,     0.198266378288846E+00 ,     0.139109779371184E+01 ,     0.115806070944313E+01 ,     0.168087209545775E+00 ,     0.940118061432952E+00 ,     0.134050711689607E+00 ,     0.623880460071133E-01 , 
  15.38000 ,     0.896836578787990E+00 ,     0.505365422337192E+00 ,     0.237012043649844E+00 ,     0.219082990948179E+00 ,     0.153681480324401E+01 ,     0.118901563714184E+01 ,     0.140776980085264E+00 ,     0.951696780473514E+00 ,     0.119695048381737E+00 ,     0.983358968805826E-01 , 
  15.39000 ,     0.895181369125545E+00 ,     0.222035544456672E+00 ,    -0.500714412307054E-02 ,     0.224040400239755E+00 ,     0.147033054243341E+01 ,     0.104610743634456E+01 ,     0.851001693621600E-01 ,     0.813681699822707E+00 ,     0.823417248750510E-01 ,     0.124760762206768E+00 , 
  15.40000 ,     0.789690843561537E+00 ,    -0.104954745755731E+00 ,    -0.264828595042455E+00 ,     0.212893281441701E+00 ,     0.119990893924098E+01 ,     0.750154449283017E+00 ,     0.994660032116789E-02 ,     0.545222369731289E+00 ,     0.284590576221536E-01 ,     0.136549885690061E+00 , 
  15.41000 ,     0.601450413321281E+00 ,    -0.421339923561042E+00 ,    -0.498636162670893E+00 ,     0.187153781753040E+00 ,     0.772910837308935E+00 ,     0.352658137151228E+00 ,    -0.708561455826131E-01 ,     0.192335982221614E+00 ,    -0.310978947847231E-01 ,     0.131239234138630E+00 , 
  15.42000 ,     0.366679751517198E+00 ,    -0.671935060450248E+00 ,    -0.664697858647389E+00 ,     0.149673735920244E+00 ,     0.268057564548082E+00 ,    -0.732552397215158E-01 ,    -0.141350698880294E+00 ,    -0.180071684332734E+00 ,    -0.833957499233015E-01 ,     0.109279927775255E+00 , 
  15.43000 ,     0.130116021336886E+00 ,    -0.810445506197462E+00 ,    -0.731077796037064E+00 ,     0.104090902456737E+00 ,    -0.219081403166683E+00 ,    -0.446738576529384E+00 ,    -0.186847516613370E+00 ,    -0.500509921149003E+00 ,    -0.116292848418801E+00 ,     0.737573975221057E-01 , 
  15.44000 ,    -0.635344081603274E-01 ,    -0.807913528125960E+00 ,    -0.681785322366224E+00 ,     0.542687641715626E-01 ,    -0.594533604963141E+00 ,    -0.695172481262868E+00 ,    -0.197169691529475E+00 ,    -0.705060730960930E+00 ,    -0.121230589746047E+00 ,     0.296571918598478E-01 , 
  15.45000 ,    -0.178360807813925E+00 ,    -0.658183817206399E+00 ,    -0.520126771439123E+00 ,     0.384377909258160E-02 ,    -0.784552039447204E+00 ,    -0.768855452006349E+00 ,    -0.169022443484414E+00 ,    -0.750453867094005E+00 ,    -0.953106557292452E-01 ,    -0.171477604720102E-01 , 
  15.46000 ,    -0.194429435168907E+00 ,    -0.379321884815197E+00 ,    -0.268547693623200E+00 ,    -0.440473058433274E-01 ,    -0.750564018602077E+00 ,    -0.651338751610800E+00 ,    -0.106947147094701E+00 ,    -0.623286724830908E+00 ,    -0.421727158239202E-01 ,    -0.609727519594542E-01 , 
  15.47000 ,    -0.111879120025392E+00 ,    -0.106853544421600E-01 ,     0.350704191232964E-01 ,    -0.868432441781435E-01 ,    -0.497292666191542E+00 ,    -0.363187099221363E+00 ,    -0.226251765824235E-01 ,    -0.343384312186604E+00 ,     0.285500409921695E-01 ,    -0.972487565108728E-01 , 
  15.48000 ,     0.489494013899864E-01 ,     0.393822729603226E+00 ,     0.343999769017378E+00 ,    -0.122476227824984E+00 ,    -0.723001514182932E-01 ,     0.416885728283666E-01 ,     0.673423398961559E-01 ,     0.394943124068283E-01 ,     0.103103364569067E+00 ,    -0.123136981569950E+00 , 
  15.49000 ,     0.251415520412733E+00 ,     0.775061124282866E+00 ,     0.610909863188824E+00 ,    -0.149212780285042E+00 ,     0.443017119788424E+00 ,     0.486421525315562E+00 ,     0.144717329403456E+00 ,     0.455002027287081E+00 ,     0.166419056366659E+00 ,    -0.137741450748494E+00 , 
  15.50000 ,     0.449741968660182E+00 ,     0.107877717144533E+01 ,     0.796199223575134E+00 ,    -0.165515475994298E+00 ,     0.949168886435865E+00 ,     0.886183857463095E+00 ,     0.193274055197344E+00 ,     0.825724818866025E+00 ,     0.205250352218166E+00 ,    -0.141918489501932E+00 , 
  15.51000 ,     0.597992775303214E+00 ,     0.126466852935169E+01 ,     0.874825720622744E+00 ,    -0.170011399240964E+00 ,     0.134783551445446E+01 ,     0.116470364462718E+01 ,     0.202038042563219E+00 ,     0.108212084849882E+01 ,     0.210951462110591E+00 ,    -0.137763594841240E+00 , 
  15.52000 ,     0.659047338647794E+00 ,     0.131271845966710E+01 ,     0.840339653759139E+00 ,    -0.161615343248133E+00 ,     0.156072998776376E+01 ,     0.126891933428595E+01 ,     0.167429158592979E+00 ,     0.117582732303395E+01 ,     0.181293234061642E+00 ,    -0.127915421200232E+00 , 
  15.53000 ,     0.611762925541714E+00 ,     0.122568704090961E+01 ,     0.705376797886687E+00 ,    -0.139801692686376E+00 ,     0.154425025630860E+01 ,     0.117880502453240E+01 ,     0.938660328323605E-01 ,     0.108864188134834E+01 ,     0.120920085236031E+00 ,    -0.114843065011655E+00 , 
  15.54000 ,     0.454907897540218E+00 ,     0.102739498797574E+01 ,     0.498569896708193E+00 ,    -0.104962982813128E+00 ,     0.129703678751954E+01 ,     0.910445922592379E+00 ,    -0.727198324383559E-02 ,     0.835411546245907E+00 ,     0.403553798671438E-01 ,    -0.100273350527151E+00 , 
  15.55000 ,     0.207130872142164E+00 ,     0.757250457200491E+00 ,     0.258544231334803E+00 ,    -0.587505327277786E-01 ,     0.859068165009476E+00 ,     0.511883644644764E+00 ,    -0.120070478360705E+00 ,     0.460353879635679E+00 ,    -0.462154045165800E-01 ,    -0.848737223092337E-01 , 
  15.56000 ,    -0.969419416740711E-01 ,     0.462180738028100E+00 ,     0.262320394940246E-01 ,    -0.427576878745944E-02 ,     0.302707386066942E+00 ,     0.527697318759935E-01 ,    -0.227340966155732E+00 ,     0.277092486990371E-01 ,    -0.123885491476369E+00 ,    -0.682440165462827E-01 , 
  15.57000 ,    -0.413596220694474E+00 ,     0.187600738604756E+00 ,    -0.162943916019183E+00 ,     0.539336555242686E-01 ,    -0.282233694643048E+00 ,    -0.389866879931657E+00 ,    -0.313995019339164E+00 ,    -0.391217648960492E+00 ,    -0.180038842324720E+00 ,    -0.492007708273847E-01 , 
  15.58000 ,    -0.698430840624038E+00 ,    -0.308105661801767E-01 ,    -0.285468678253261E+00 ,     0.110282475990974E+00 ,    -0.806168004869360E+00 ,    -0.746686513263219E+00 ,    -0.369803918717562E+00 ,    -0.731871440682794E+00 ,    -0.206775130237603E+00 ,    -0.262753498705638E-01 , 
  15.59000 ,    -0.914530781095737E+00 ,    -0.172967719349897E+00 ,    -0.333482237749326E+00 ,     0.158752738750034E+00 ,    -0.119644589160412E+01 ,    -0.968813457377318E+00 ,    -0.390974085686094E+00 ,    -0.948265604725454E+00 ,    -0.202233026254847E+00 ,     0.169583596641491E-02 , 
  15.60000 ,    -0.103877997186156E+01 ,    -0.236828584036550E+00 ,    -0.315205327866132E+00 ,     0.193762260735184E+00 ,    -0.140975318755756E+01 ,    -0.103579076157684E+01 ,    -0.380251394531776E+00 ,    -0.102047537754639E+01 ,    -0.170555772053178E+00 ,     0.350268000111469E-01 , 
  15.61000 ,    -0.106513176428105E+01 ,    -0.237104264057179E+00 ,    -0.252065373079357E+00 ,     0.211090945565072E+00 ,    -0.143788997174736E+01 ,    -0.957309512243057E+00 ,    -0.345608516155656E+00 ,    -0.956471555785929E+00 ,    -0.120555935476527E+00 ,     0.728082248893729E-01 , 
  15.62000 ,    -0.100433826002999E+01 ,    -0.200653773426452E+00 ,    -0.173220140374405E+00 ,     0.208693937633228E+00 ,    -0.130612784177398E+01 ,    -0.768693269880236E+00 ,    -0.297889412914290E+00 ,    -0.788214939656999E+00 ,    -0.634306911767149E-01 ,     0.112792040292776E+00 , 
  15.63000 ,    -0.880402608737441E+00 ,    -0.159638631755334E+00 ,    -0.108697133862562E+00 ,     0.187223455137474E+00 ,    -0.106495703040975E+01 ,    -0.521456211358951E+00 ,    -0.248010534389368E+00 ,    -0.563154600110997E+00 ,    -0.100869891222153E-01 ,     0.151568003016861E+00 , 
  15.64000 ,    -0.724692722164320E+00 ,    -0.143928298541405E+00 ,    -0.826254875305935E-01 ,     0.150124444990640E+00 ,    -0.777401903453371E+00 ,    -0.271249789384959E+00 ,    -0.204398575724488E+00 ,    -0.333200490556676E+00 ,     0.312896964182231E-01 ,     0.185006851612675E+00 , 
  15.65000 ,    -0.569097302342933E+00 ,    -0.174349971855344E+00 ,    -0.107983701064430E+00 ,     0.103245917725390E+00 ,    -0.504912729844631E+00 ,    -0.659586883340102E-01 ,    -0.171263714412707E+00 ,    -0.143678091356066E+00 ,     0.568643357916008E-01 ,     0.208891815629549E+00 , 
  15.66000 ,    -0.439728037790482E+00 ,    -0.258152777966380E+00 ,    -0.183936726607737E+00 ,     0.540048417294897E-01 ,    -0.294970914152635E+00 ,     0.634767806176105E-01 ,    -0.148086796534075E+00 ,    -0.246406752523804E-01 ,     0.676251488168675E-01 ,     0.219623493745781E+00 , 
  15.67000 ,    -0.352461368535301E+00 ,    -0.387560451589229E+00 ,    -0.296267498183035E+00 ,     0.102327561272141E-01 ,    -0.172974084906503E+00 ,     0.107683295178678E+00 ,    -0.130393229408759E+00 ,     0.137358773456788E-01 ,     0.686311746283972E-01 ,     0.214868627711490E+00 , 
  15.68000 ,    -0.311130054611477E+00 ,    -0.541626228079505E+00 ,    -0.420743913832685E+00 ,    -0.210937947790676E-01 ,    -0.139853884088605E+00 ,     0.782170833168578E-01 ,    -0.111569061035743E+00 ,    -0.190455493400158E-01 ,     0.672620547313208E-01 ,     0.194032958913901E+00 , 
  15.69000 ,    -0.308538277195586E+00 ,    -0.690917796870285E+00 ,    -0.528643965740372E+00 ,    -0.350057696598165E-01 ,    -0.175497262615930E+00 ,     0.219097187126193E-02 ,    -0.852215904683233E-01 ,    -0.984099970407002E-01 ,     0.709351761800449E-01 ,     0.158469591198726E+00 , 
  15.70000 ,    -0.329833419916966E+00 ,    -0.803989518030524E+00 ,    -0.593218861641594E+00 ,    -0.293590026892872E-01 ,    -0.246716646192544E+00 ,    -0.862576933312081E-01 ,    -0.474577138524780E-01 ,    -0.192356209775275E+00 ,     0.848780958272824E-01 ,     0.111380819783506E+00 , 
  15.71000 ,    -0.357267411222933E+00 ,    -0.854257201840367E+00 ,    -0.595697113971727E+00 ,    -0.515913165640339E-02 ,    -0.317545503368792E+00 ,    -0.155441325584602E+00 ,     0.152193708208259E-02 ,    -0.270158474882274E+00 ,     0.110523540926109E+00 ,     0.574245581096629E-01 , 
  15.72000 ,    -0.375127432522739E+00 ,    -0.825841233353440E+00 ,    -0.529554300516450E+00 ,     0.336685976423246E-01 ,    -0.359230510883897E+00 ,    -0.184223368875353E+00 ,     0.569429449374793E-01 ,    -0.310012237032776E+00 ,     0.144936040586219E+00 ,     0.208688356486046E-02 , 
  15.73000 ,    -0.373656173860567E+00 ,    -0.717188623440173E+00 ,    -0.402162131411583E+00 ,     0.810182949252004E-01 ,    -0.357518804019530E+00 ,    -0.166876609096805E+00 ,     0.110243532421549E+00 ,    -0.303876358363738E+00 ,     0.181421938400982E+00 ,    -0.490787058148206E-01 , 
  15.74000 ,    -0.351092806852962E+00 ,    -0.541765175004921E+00 ,    -0.233498946582889E+00 ,     0.129704353939233E+00 ,    -0.315618622712383E+00 ,    -0.113692487290769E+00 ,     0.150963692224161E+00 ,    -0.258519605807453E+00 ,     0.211180246091421E+00 ,    -0.912232527922066E-01 , 
  15.75000 ,    -0.313463176272354E+00 ,    -0.325720193620759E+00 ,    -0.522276488836853E-01 ,     0.172707171574148E+00 ,    -0.252338194903849E+00 ,    -0.473998112814928E-01 ,     0.169294319533969E+00 ,    -0.192731643142359E+00 ,     0.225591336898160E+00 ,    -0.120862662247820E+00 , 
  15.76000 ,    -0.272307330825295E+00 ,    -0.103039312724726E+00 ,     0.110007044706429E+00 ,     0.204321374002851E+00 ,    -0.196101522684650E+00 ,     0.354150953050395E-02 ,     0.158669022553678E+00 ,    -0.131578560285330E+00 ,     0.218576576606621E+00 ,    -0.136323004569865E+00 , 
  15.77000 ,    -0.241020765557137E+00 ,     0.908088968908946E-01 ,     0.224856090539146E+00 ,     0.220989852808613E+00 ,    -0.176515692502203E+00 ,     0.129918090538014E-01 ,     0.117753412959104E+00 ,    -0.992546594303385E-01 ,     0.188434416830575E+00 ,    -0.137903457089542E+00 , 
  15.78000 ,    -0.230790861994292E+00 ,     0.225455219974422E+00 ,     0.272820340709451E+00 ,     0.221677570354335E+00 ,    -0.215698764646633E+00 ,    -0.355141192451903E-01 ,     0.513133852250775E-01 ,    -0.112356481438642E+00 ,     0.138674609356986E+00 ,    -0.127735853963912E+00 , 
  15.79000 ,    -0.247167491227504E+00 ,     0.281157627700264E+00 ,     0.246965881453023E+00 ,     0.207739298408413E+00 ,    -0.321558935281090E+00 ,    -0.143915510250622E+00 ,    -0.303034271807276E-01 ,    -0.175231467301553E+00 ,     0.776052780314614E-01 ,    -0.109368672152579E+00 , 
  15.80000 ,    -0.288112891011395E+00 ,     0.252241660788467E+00 ,     0.154095129313240E+00 ,     0.182343189466349E+00 ,    -0.484668514086554E+00 ,    -0.298419776503604E+00 ,    -0.113018508041591E+00 ,    -0.278489648867017E+00 ,     0.167230056775403E-01 ,    -0.871467488815900E-01 , 
  15.81000 ,    -0.343986648080966E+00 ,     0.147865792867363E+00 ,     0.132124777174720E-01 ,     0.149603717841101E+00 ,    -0.679449822581247E+00 ,    -0.472168888443093E+00 ,    -0.181837546303257E+00 ,    -0.400960856441549E+00 ,    -0.317557138623051E-01 ,    -0.654892308308899E-01 , 
  15.82000 ,    -0.399437203989189E+00 ,    -0.993408149302481E-02 ,    -0.148318415484134E+00 ,     0.113633106630755E+00 ,    -0.869320023359255E+00 ,    -0.631062135231308E+00 ,    -0.224027959508371E+00 ,    -0.514533721847101E+00 ,    -0.576705128868718E-01 ,    -0.481824355162839E-01 , 
  15.83000 ,    -0.436711163675153E+00 ,    -0.190442763030121E+00 ,    -0.300074927498373E+00 ,     0.777280608289859E-01 ,    -0.101449103282460E+01 ,    -0.741278337679971E+00 ,    -0.231958003539386E+00 ,    -0.590631312710474E+00 ,    -0.553628744619690E-01 ,    -0.377995138242984E-01 , 
  15.84000 ,    -0.439565279797167E+00 ,    -0.359826247259019E+00 ,    -0.414225509047137E+00 ,     0.438674390668003E-01 ,    -0.108051532661309E+01 ,    -0.776673402802888E+00 ,    -0.204956061740457E+00 ,    -0.606720871582517E+00 ,    -0.252146349478369E-01 ,    -0.353361620449873E-01 , 
  15.85000 ,    -0.396846979796960E+00 ,    -0.486968465511970E+00 ,    -0.470407194018316E+00 ,     0.126164189755697E-01 ,    -0.104554477377879E+01 ,    -0.724313503436507E+00 ,    -0.149754064518306E+00 ,    -0.551298342268957E+00 ,     0.261021434754965E-01 ,    -0.401151083706762E-01 , 
  15.86000 ,    -0.304919022339404E+00 ,    -0.548517447175649E+00 ,    -0.458928219542091E+00 ,    -0.165675102523391E-01 ,    -0.904643136098754E+00 ,    -0.586906576781986E+00 ,    -0.793842869784700E-01 ,    -0.426209501408452E+00 ,     0.867594862152043E-01 ,    -0.499678313749841E-01 , 
  15.87000 ,    -0.168407764017206E+00 ,    -0.532299522102596E+00 ,    -0.381788797555162E+00 ,    -0.447285340166577E-01 ,    -0.670257682147350E+00 ,    -0.381681241007251E+00 ,    -0.107353338435352E-01 ,    -0.245854729525964E+00 ,     0.142076616663507E+00 ,    -0.616572540858057E-01 , 
  15.88000 ,     0.827838516877692E-03 ,    -0.438631151724498E+00 ,    -0.251489630654405E+00 ,    -0.726799225541259E-01 ,    -0.368912939831047E+00 ,    -0.136132946975505E+00 ,     0.387345773971493E-01 ,    -0.335984893785581E-01 ,     0.177511524700016E+00 ,    -0.714672562806224E-01 , 
  15.89000 ,     0.186183458818313E+00 ,    -0.279487887318826E+00 ,    -0.880480207169924E-01 ,    -0.100347950549634E+00 ,    -0.350992570249379E-01 ,     0.118203138178514E+00 ,     0.544459850063156E-01 ,     0.183625205748621E+00 ,     0.181702170390927E+00 ,    -0.758597914850124E-01 , 
  15.90000 ,     0.369599862883725E+00 ,    -0.758864659283984E-01 ,     0.850306177253861E-01 ,    -0.126376239653141E+00 ,     0.296032471669227E+00 ,     0.352362560057602E+00 ,     0.275935506660440E-01 ,     0.381116260053783E+00 ,     0.148902447153943E+00 ,    -0.720920035105642E-01 , 
  15.91000 ,     0.534847096687326E+00 ,     0.145878583580772E+00 ,     0.244935852819297E+00 ,    -0.148110894628374E+00 ,     0.595341824749976E+00 ,     0.545332295909046E+00 ,    -0.431044286049869E-01 ,     0.541181802875709E+00 ,     0.802877438998766E-01 ,    -0.586950051871774E-01 , 
  15.92000 ,     0.670042392166526E+00 ,     0.358375524939062E+00 ,     0.373061715203090E+00 ,    -0.161993583403817E+00 ,     0.844155924386616E+00 ,     0.686968611814122E+00 ,    -0.151146790412820E+00 ,     0.655758402192643E+00 ,    -0.161493858721558E-01 ,    -0.357409482559354E-01 , 
  15.93000 ,     0.768877950280148E+00 ,     0.536825128283271E+00 ,     0.457250880948777E+00 ,    -0.164288418515124E+00 ,     0.103557288581280E+01 ,     0.777897458022739E+00 ,    -0.283506494169793E+00 ,     0.726354996716138E+00 ,    -0.127087164671448E+00 ,    -0.486113832842539E-02 , 
  15.94000 ,     0.830392323517890E+00 ,     0.661990163888234E+00 ,     0.492525786622134E+00 ,    -0.151982725262723E+00 ,     0.117253346590515E+01 ,     0.826643201123891E+00 ,    -0.423112338033191E+00 ,     0.761501026542720E+00 ,    -0.236422824562358E+00 ,     0.309810646598458E-01 , 
  15.95000 ,     0.857504026385601E+00 ,     0.721876004547947E+00 ,     0.480422112887220E+00 ,    -0.123651723296735E+00 ,     0.126344237816040E+01 ,     0.844949035959953E+00 ,    -0.552016955132971E+00 ,     0.772534253977096E+00 ,    -0.328335526332069E+00 ,     0.679199059354216E-01 , 
  15.96000 ,     0.854839351367277E+00 ,     0.712227395467969E+00 ,     0.427335613657179E+00 ,    -0.800749713003343E-01 ,     0.131675825501353E+01 ,     0.842705622094979E+00 ,    -0.654588224406947E+00 ,     0.768985240241425E+00 ,    -0.390218989788311E+00 ,     0.101746314600380E+00 , 
  15.97000 ,     0.826549196857960E+00 ,     0.636029200397644E+00 ,     0.342455951706342E+00 ,    -0.244394623244370E-01 ,     0.133622430716815E+01 ,     0.823979991963938E+00 ,    -0.720082869881359E+00 ,     0.754904053885228E+00 ,    -0.414882125715993E+00 ,     0.128505892853042E+00 , 
  15.98000 ,     0.774782514962006E+00 ,     0.502346524821560E+00 ,     0.235862306241838E+00 ,     0.379493468846525E-01 ,     0.131821628014822E+01 ,     0.785317163718147E+00 ,    -0.744119116732934E+00 ,     0.727207918865432E+00 ,    -0.401589147452106E+00 ,     0.145043322024205E+00 , 
  15.99000 ,     0.699276222792340E+00 ,     0.324856896998001E+00 ,     0.117208154943660E+00 ,     0.100420404310216E+00 ,     0.125209029513143E+01 ,     0.716854689432373E+00 ,    -0.728820243516777E+00 ,     0.676574404658322E+00 ,    -0.355772168621495E+00 ,     0.149413632324904E+00 , 
  16.00000 ,     0.598188783406890E+00 ,     0.120349427236130E+00 ,    -0.482326285330675E-02 ,     0.156021949601656E+00 ,     0.112357211344303E+01 ,     0.606007383336582E+00 ,    -0.681692992968055E+00 ,     0.590704475290905E+00 ,    -0.287538788080771E+00 ,     0.141105678702082E+00 , 
  16.01000 ,     0.469934848615327E+00 ,    -0.926676079101797E-01 ,    -0.122382895390277E+00 ,     0.198729160772107E+00 ,     0.920356817245293E+00 ,     0.442746581678806E+00 ,    -0.613568325569546E+00 ,     0.459112145275003E+00 ,    -0.209349604049994E+00 ,     0.121055190800723E+00 , 
