 Q (1/Ang),Yb-Yb,Yb-Ti,Yb-Sn,Yb-O ,Ti-Ti,Ti-Sn,Ti-O ,Sn-Sn,Sn-O ,O-O  
   3.59000 ,    -0.810036875792776E+01 ,     0.481847806647448E+01 ,     0.467588825169755E+01 ,     0.366238506157377E+00 ,    -0.970479760380293E+01 ,    -0.101949582798312E+02 ,    -0.735761147211570E-01 ,    -0.974822056844401E+01 ,    -0.905720584106871E-02 ,    -0.200924430347496E+01 , 
   3.60000 ,    -0.986022999456581E+01 ,     0.209373347599671E+01 ,     0.205653194200558E+01 ,    -0.114235004621031E+01 ,    -0.120906340876094E+02 ,    -0.126274802997090E+02 ,    -0.192670093871609E+01 ,    -0.120256073950685E+02 ,    -0.176213548767610E+01 ,    -0.296947848300351E+01 , 
   3.61000 ,    -0.955517738781669E+01 ,    -0.655131173132226E+00 ,    -0.645763689265111E+00 ,    -0.199863523180468E+01 ,    -0.120128830597224E+02 ,    -0.124971747931162E+02 ,    -0.292099541649831E+01 ,    -0.118553090175216E+02 ,    -0.269629126730389E+01 ,    -0.325486550279696E+01 , 
   3.62000 ,    -0.729384673087359E+01 ,    -0.339901757762944E+01 ,    -0.340405995981855E+01 ,    -0.222396474933033E+01 ,    -0.955425643163760E+01 ,    -0.990660620528447E+01 ,    -0.306222126473932E+01 ,    -0.933632639664812E+01 ,    -0.282311053019587E+01 ,    -0.295921778699220E+01 , 
   3.63000 ,    -0.349338417468413E+01 ,    -0.609711210785813E+01 ,    -0.616411862906116E+01 ,    -0.192693734653412E+01 ,    -0.517770473005557E+01 ,    -0.535287320673795E+01 ,    -0.249320609039888E+01 ,    -0.493904447621979E+01 ,    -0.228042798941859E+01 ,    -0.226801008244611E+01 , 
   3.64000 ,     0.120013535596601E+01 ,    -0.867816610900219E+01 ,    -0.882969265601748E+01 ,    -0.127656593846283E+01 ,     0.363987205369840E+00 ,     0.370532469719743E+00 ,    -0.145727469379207E+01 ,     0.585503627693585E+00 ,    -0.129828151617485E+01 ,    -0.141380227627797E+01 , 
   3.65000 ,     0.602652626775530E+01 ,    -0.110310878738481E+02 ,    -0.112593939807925E+02 ,    -0.468387479158810E+00 ,     0.616411416360153E+01 ,     0.631820268609611E+01 ,    -0.245898288929154E+00 ,     0.633982564369901E+01 ,    -0.150523465344027E+00 ,    -0.625975093906532E+00 , 
   3.66000 ,     0.102399884320319E+02 ,    -0.130088574970919E+02 ,    -0.132777482914441E+02 ,     0.310187525279888E+00 ,     0.113175906140150E+02 ,     0.115559755849888E+02 ,     0.858701124705453E+00 ,     0.114323103324141E+02 ,     0.898129688343526E+00 ,    -0.852986878734108E-01 , 
   3.67000 ,     0.132283409165076E+02 ,    -0.144464311572692E+02 ,    -0.146995761161272E+02 ,     0.909390474965232E+00 ,     0.150679582879415E+02 ,     0.153131583246234E+02 ,     0.163477005506057E+01 ,     0.151204459599988E+02 ,     0.163936021138800E+01 ,     0.107719917288786E+00 , 
   3.68000 ,     0.146029343631921E+02 ,    -0.151896039936636E+02 ,    -0.153633335275757E+02 ,     0.123697671745257E+01 ,     0.169207325407111E+02 ,     0.170977934134144E+02 ,     0.195661117354631E+01 ,     0.169207525522198E+02 ,     0.195415587237435E+01 ,    -0.548695954746041E-01 , 
   3.69000 ,     0.142455609448219E+02 ,    -0.151286639577854E+02 ,    -0.151663693538796E+02 ,     0.126604561588752E+01 ,     0.167054431799097E+02 ,     0.167571607684840E+02 ,     0.180866255956390E+01 ,     0.166685911730083E+02 ,     0.182593737206704E+01 ,    -0.496733635793035E+00 , 
   3.70000 ,     0.123071639871415E+02 ,    -0.142289042780611E+02 ,    -0.140939181267879E+02 ,     0.103069023282077E+01 ,     0.145790037775781E+02 ,     0.144766957063362E+02 ,     0.127678589255182E+01 ,     0.145209465473003E+02 ,     0.133267672735702E+01 ,    -0.108289154271975E+01 , 
   3.71000 ,     0.916202798503705E+01 ,    -0.125501730398183E+02 ,    -0.122344182755977E+02 ,     0.611504759915269E+00 ,     0.109740144917089E+02 ,     0.107220233963396E+02 ,     0.520111141334567E+00 ,     0.109058069634454E+02 ,     0.621027593764405E+00 ,    -0.165600792647427E+01 , 
   3.72000 ,     0.532872666975587E+01 ,    -0.102496837925842E+02 ,    -0.977634440068220E+01 ,     0.114565307540602E+00 ,     0.650516290307085E+01 ,     0.613865562251142E+01 ,    -0.269499377497455E+00 ,     0.643089496828950E+01 ,    -0.131076892976427E+00 ,    -0.207473951068362E+01 , 
   3.73000 ,     0.137410098309644E+01 ,    -0.756587453311907E+01 ,    -0.698564175693951E+01 ,    -0.351698082753960E+00 ,     0.185334066132074E+01 ,     0.143033057115693E+01 ,    -0.911227792109365E+00 ,     0.177064486491416E+01 ,    -0.754957063836823E+00 ,    -0.224559148947462E+01 , 
   3.74000 ,    -0.218180225076031E+01 ,    -0.478537813479003E+01 ,    -0.416718034278325E+01 ,    -0.697378115316258E+00 ,    -0.235053931007302E+01 ,    -0.276095312386058E+01 ,    -0.127309214410372E+01 ,    -0.244742737406772E+01 ,    -0.112632740922211E+01 ,    -0.214164340767172E+01 , 
   3.75000 ,    -0.494362064163003E+01 ,    -0.219914598234115E+01 ,    -0.161739246817864E+01 ,    -0.866186806983981E+00 ,    -0.562188339655269E+01 ,    -0.595249123689867E+01 ,    -0.129635105313306E+01 ,    -0.573755756828252E+01 ,    -0.118816625896847E+01 ,    -0.180476211141135E+01 , 
   3.76000 ,    -0.668968468726850E+01 ,    -0.564773348954722E-01 ,     0.422492635809561E+00 ,    -0.842629621088417E+00 ,    -0.768413403597160E+01 ,    -0.788122868796061E+01 ,    -0.100237903072469E+01 ,    -0.781743388120226E+01 ,    -0.957418235058939E+00 ,    -0.133175862068635E+01 , 
   3.77000 ,    -0.738663540895697E+01 ,     0.147354268771844E+01 ,     0.180303922085491E+01 ,    -0.650757308644099E+00 ,    -0.848864848943714E+01 ,    -0.852021141930215E+01 ,    -0.481806483372201E+00 ,    -0.862958848237092E+01 ,    -0.515263476237536E+00 ,    -0.848500038694365E+00 , 
   3.78000 ,    -0.717074337196027E+01 ,     0.232513928324340E+01 ,     0.248547114123069E+01 ,    -0.345575109139184E+00 ,    -0.819368328440476E+01 ,    -0.805295526260540E+01 ,     0.130530769213846E+00 ,    -0.832304316975612E+01 ,     0.158306994308993E-01 ,    -0.478487284070601E+00 , 
   3.79000 ,    -0.630276535287072E+01 ,     0.253877095319804E+01 ,     0.253907008973310E+01 ,     0.573791437035287E-03 ,    -0.711059615132152E+01 ,    -0.681486756535213E+01 ,     0.688504357059604E+00 ,    -0.720261530161362E+01 ,     0.502454577127790E+00 ,    -0.313347557801675E+00 , 
   3.80000 ,    -0.510709185125876E+01 ,     0.224366402986950E+01 ,     0.211808946782071E+01 ,     0.313631452052369E+00 ,    -0.563032055431899E+01 ,    -0.521572057233424E+01 ,     0.106786173413625E+01 ,    -0.565808620288226E+01 ,     0.830953643448240E+00 ,    -0.391924610881055E+00 , 
   3.81000 ,    -0.390750443067776E+01 ,     0.162432088583594E+01 ,     0.142371533087575E+01 ,     0.532347885972266E+00 ,    -0.414520478446778E+01 ,    -0.365894437687374E+01 ,     0.119245815250039E+01 ,    -0.408754048959989E+01 ,     0.931783153770534E+00 ,    -0.692420241715827E+00 , 
   3.82000 ,    -0.297105294075058E+01 ,     0.878927356580090E+00 ,     0.659889959219118E+00 ,     0.619083451871294E+00 ,    -0.298038674469702E+01 ,    -0.247220763545758E+01 ,     0.104828697789971E+01 ,    -0.282853680502209E+01 ,     0.792584623392411E+00 ,    -0.113890273547930E+01 , 
   3.83000 ,    -0.246880429288113E+01 ,     0.179262103698646E+00 ,    -0.696955334821967E-02 ,     0.565194285340926E+00 ,    -0.234551627060140E+01 ,    -0.185999967649214E+01 ,     0.682985864832195E+00 ,    -0.210782402279942E+01 ,     0.457771361113012E+00 ,    -0.162018875412591E+01 , 
   3.84000 ,    -0.245824483993746E+01 ,    -0.358923041208851E+00 ,    -0.475493892405778E+00 ,     0.390457033008602E+00 ,    -0.231275935694886E+01 ,    -0.188372682496818E+01 ,     0.191768667335803E+00 ,    -0.201589358121599E+01 ,     0.154591770202357E-01 ,    -0.201637176972701E+01 , 
   3.85000 ,    -0.288780603166676E+01 ,    -0.688889394947364E+00 ,    -0.718557540072983E+00 ,     0.137141692231290E+00 ,    -0.282171227244463E+01 ,    -0.246934099620675E+01 ,    -0.306384935592100E+00 ,    -0.250773702506618E+01 ,    -0.424717422351737E+00 ,    -0.222670365507017E+01 , 
   3.86000 ,    -0.362014100313587E+01 ,    -0.827402761036459E+00 ,    -0.773218224463443E+00 ,    -0.139716944270473E+00 ,    -0.370713855408588E+01 ,    -0.343777560065865E+01 ,    -0.696554676954986E+00 ,    -0.342668239134419E+01 ,    -0.757566221637396E+00 ,    -0.219244512775582E+01 , 
   3.87000 ,    -0.446801674218118E+01 ,    -0.833599380228677E+00 ,    -0.715315857925478E+00 ,    -0.383722476032221E+00 ,    -0.474207744342445E+01 ,    -0.455021713745204E+01 ,    -0.893434862226427E+00 ,    -0.454481463828156E+01 ,    -0.906185898438482E+00 ,    -0.190965236770285E+01 , 
   3.88000 ,    -0.523532095267581E+01 ,    -0.779066236269725E+00 ,    -0.626491608804656E+00 ,    -0.547932504157167E+00 ,    -0.568724604982448E+01 ,    -0.555883084143345E+01 ,    -0.859159073311685E+00 ,    -0.561162522826239E+01 ,    -0.838557430960691E+00 ,    -0.142930584977985E+01 , 
   3.89000 ,    -0.575573022823879E+01 ,    -0.718160344813953E+00 ,    -0.563243442893039E+00 ,    -0.603118723527030E+00 ,    -0.633777003346726E+01 ,    -0.625392054773072E+01 ,    -0.609885684245501E+00 ,    -0.640223297884411E+01 ,    -0.573546460322592E+00 ,    -0.845126152000025E+00 , 
   3.90000 ,    -0.592281116510233E+01 ,    -0.667396758829960E+00 ,    -0.536989035468309E+00 ,    -0.542138746246700E+00 ,    -0.655981211251611E+01 ,    -0.650025387085028E+01 ,    -0.210232386623605E+00 ,    -0.675754765992151E+01 ,    -0.175420998682780E+00 ,    -0.272181168787782E+00 , 
   3.91000 ,    -0.570733651111954E+01 ,    -0.600158228533238E+00 ,    -0.511066511181036E+00 ,    -0.379918527432904E+00 ,    -0.631211574378058E+01 ,    -0.625786551717280E+01 ,     0.242701359064997E+00 ,    -0.661071626614537E+01 ,     0.261504719816231E+00 ,     0.178645442236381E+00 , 
   3.92000 ,    -0.515995397706868E+01 ,    -0.458630587459937E+00 ,    -0.415886741888245E+00 ,    -0.149402592017925E+00 ,    -0.565028622878020E+01 ,    -0.558548469943329E+01 ,     0.641847959567562E+00 ,    -0.599665470668692E+01 ,     0.634449329201425E+00 ,     0.424498688877030E+00 , 
   3.93000 ,    -0.439965127136799E+01 ,    -0.179835584194826E+00 ,    -0.178230848012091E+00 ,     0.105447845861905E+00 ,    -0.471431206822046E+01 ,    -0.462734394365718E+01 ,     0.894145220966192E+00 ,    -0.504402639787639E+01 ,     0.855147730061411E+00 ,     0.427465022078070E+00 , 
   3.94000 ,    -0.359042834193337E+01 ,     0.271773687731090E+00 ,     0.243687177478391E+00 ,     0.338066599310156E+00 ,    -0.370205656238310E+01 ,    -0.358622085418058E+01 ,     0.940827986378585E+00 ,    -0.395138890006598E+01 ,     0.869322183121279E+00 ,     0.201049549423172E+00 , 
   3.95000 ,    -0.291005170785145E+01 ,     0.875263719769142E+00 ,     0.830105991459038E+00 ,     0.507428037164192E+00 ,    -0.283306510806066E+01 ,    -0.268703188264509E+01 ,     0.769910126164680E+00 ,    -0.295120874793932E+01 ,     0.668656292361906E+00 ,    -0.194820329293837E+00 , 
   3.96000 ,    -0.251566640409582E+01 ,     0.153777511104079E+01 ,     0.148482520319435E+01 ,     0.584446305064640E+00 ,    -0.230801696154571E+01 ,    -0.213616628777223E+01 ,     0.418544132022329E+00 ,    -0.226694645541402E+01 ,     0.292995657831269E+00 ,    -0.668694730015456E+00 , 
   3.97000 ,    -0.251138348997835E+01 ,     0.209990090885786E+01 ,     0.204253795413590E+01 ,     0.555612252857761E+00 ,    -0.226955521644703E+01 ,    -0.208210845272749E+01 ,    -0.348658967191580E-01 ,    -0.206937959118756E+01 ,    -0.177413761214534E+00 ,    -0.111867906802635E+01 , 
   3.98000 ,    -0.292277217810728E+01 ,     0.236403362741836E+01 ,     0.229993693718765E+01 ,     0.423475613161833E+00 ,    -0.277011622161946E+01 ,    -0.258282077040044E+01 ,    -0.486835048105455E+00 ,    -0.243869855608857E+01 ,    -0.637822006472948E+00 ,    -0.145473350568043E+01 , 
   3.99000 ,    -0.368248639461840E+01 ,     0.214166565108961E+01 ,     0.206575918871755E+01 ,     0.204230030400356E+00 ,    -0.375177249615247E+01 ,    -0.358485680220798E+01 ,    -0.829723006215296E+00 ,    -0.333859213257399E+01 ,    -0.979636163913659E+00 ,    -0.161717658797062E+01 , 
   4.00000 ,    -0.463005875560579E+01 ,     0.130988830038331E+01 ,     0.121918247289465E+01 ,    -0.767949905663091E-01 ,    -0.504197944472566E+01 ,    -0.491818847871537E+01 ,    -0.973119520376383E+00 ,    -0.460744854069818E+01 ,    -0.111168507438976E+01 ,    -0.158745447729963E+01 , 
   4.01000 ,    -0.552722832866869E+01 ,    -0.136480418644391E+00 ,    -0.237625261844943E+00 ,    -0.390590484244980E+00 ,    -0.636744228830062E+01 ,    -0.630918208939843E+01 ,    -0.861525728990214E+00 ,    -0.596988743938604E+01 ,    -0.977992224136265E+00 ,    -0.138916749154500E+01 , 
   4.02000 ,    -0.608811345618045E+01 ,    -0.205147047226052E+01 ,    -0.214738864748900E+01 ,    -0.709648781682044E+00 ,    -0.738611078710752E+01 ,    -0.741201703558603E+01 ,    -0.485099311250293E+00 ,    -0.706917165303592E+01 ,    -0.568809517567911E+00 ,    -0.107965409381898E+01 , 
   4.03000 ,    -0.602126887443488E+01 ,    -0.413481782871620E+01 ,    -0.419741944561762E+01 ,    -0.101182677778455E+01 ,    -0.773469341005238E+01 ,    -0.785620792296898E+01 ,     0.118280363126773E+00 ,    -0.751784878366880E+01 ,     0.769259303013377E-01 ,    -0.734575542624474E+00 , 
   4.04000 ,    -0.507845542881142E+01 ,    -0.596479312266339E+01 ,    -0.595618294715338E+01 ,    -0.128224007955157E+01 ,    -0.708634066862639E+01 ,    -0.730504086214180E+01 ,     0.869659582525365E+00 ,    -0.696064821154256E+01 ,     0.877889657622944E+00 ,    -0.429435210107090E+00 , 
   4.05000 ,    -0.310316753875765E+01 ,    -0.706480455604858E+01 ,    -0.694362346364165E+01 ,    -0.151304084432006E+01 ,    -0.521070876668621E+01 ,    -0.551711986826259E+01 ,     0.166281205734575E+01 ,    -0.514076371899959E+01 ,     0.172401827828046E+01 ,    -0.222485030049280E+00 , 
   4.06000 ,    -0.710072025430656E-01 ,    -0.699341585797727E+01 ,    -0.672389779338841E+01 ,    -0.170143698583409E+01 ,    -0.202699727317374E+01 ,    -0.240140008988323E+01 ,     0.238245237643921E+01 ,    -0.195880361637965E+01 ,     0.249488274140490E+01 ,    -0.142932913528427E+00 , 
   4.07000 ,     0.388579167279467E+01 ,    -0.544087360292846E+01 ,    -0.500278505630985E+01 ,    -0.184670611807758E+01 ,     0.235974377018108E+01 ,     0.194438651819762E+01 ,     0.292351699926405E+01 ,     0.248656145730942E+01 ,     0.307948507579819E+01 ,    -0.186932285982232E+00 , 
   4.08000 ,     0.847580637563600E+01 ,    -0.231195299501915E+01 ,    -0.170913491768362E+01 ,    -0.194716142090391E+01 ,     0.764737599467032E+01 ,     0.722073457737474E+01 ,     0.320819893122157E+01 ,     0.788554059485983E+01 ,     0.339411455761782E+01 ,    -0.321873846235107E+00 , 
   4.09000 ,     0.132710555991295E+02 ,     0.222409525731260E+01 ,     0.295879909448086E+01 ,    -0.199799945891754E+01 ,     0.133557449814004E+02 ,     0.129445009017665E+02 ,     0.319801221208030E+01 ,     0.137374236427231E+02 ,     0.339540100092180E+01 ,    -0.497487955979042E+00 , 
   4.10000 ,     0.177541411823366E+02 ,     0.773039795480795E+01 ,     0.853544916620179E+01 ,    -0.199071371063989E+01 ,     0.188767622761009E+02 ,     0.184991937157687E+02 ,     0.289915043795236E+01 ,     0.194045535589689E+02 ,     0.308663052150057E+01 ,    -0.660679390683457E+00 , 
   4.11000 ,     0.213849175212359E+02 ,     0.135512496118494E+02 ,     0.143425663165066E+02 ,    -0.191435145513766E+01 ,     0.235508607762157E+02 ,     0.232128644083689E+02 ,     0.236058237698705E+01 ,     0.241946660091289E+02 ,     0.251655200497887E+01 ,    -0.770217428499979E+00 , 
   4.12000 ,     0.236777465805811E+02 ,     0.189074860903315E+02 ,     0.195898112744220E+02 ,    -0.175841897154566E+01 ,     0.267599818711048E+02 ,     0.264535635854204E+02 ,     0.166548899556207E+01 ,     0.274605637334037E+02 ,     0.177109854691534E+01 ,    -0.807561837110238E+00 , 
   4.13000 ,     0.242775925619603E+02 ,     0.230230636012162E+02 ,     0.235047447126809E+02 ,    -0.151680742451467E+01 ,     0.280232170587576E+02 ,     0.277280257606155E+02 ,     0.917616683102309E+00 ,     0.287018808814646E+02 ,     0.959498280472967E+00 ,    -0.781158527313472E+00 , 
   4.14000 ,     0.230222385898007E+02 ,     0.252601045511485E+02 ,     0.254686164695094E+02 ,    -0.119181630013531E+01 ,     0.270792997346599E+02 ,     0.267671436771810E+02 ,     0.224784550711471E+00 ,     0.276518721710449E+02 ,     0.197019929523921E+00 ,    -0.723217028183341E+00 , 
   4.15000 ,     0.199791585554172E+02 ,     0.252366857276934E+02 ,     0.251318919720404E+02 ,    -0.797259237515648E+00 ,     0.239409455211342E+02 ,     0.235825538633205E+02 ,    -0.317914947216943E+00 ,     0.243333317675641E+02 ,    -0.412988057464673E+00 ,    -0.679873023772157E+00 , 
   4.16000 ,     0.154490368344200E+02 ,     0.229038600114966E+02 ,     0.224862914395794E+02 ,    -0.359770418059117E+00 ,     0.189097031882564E+02 ,     0.184824304568728E+02 ,    -0.642742317323069E+00 ,     0.190719614266571E+02 ,    -0.795074477601555E+00 ,    -0.697287763086331E+00 , 
   4.17000 ,     0.993313927332376E+01 ,     0.185655516249295E+02 ,     0.178778513005873E+02 ,     0.822386333760252E-01 ,     0.125460638914762E+02 ,     0.120409196364130E+02 ,    -0.719663096156578E+00 ,     0.124622128629155E+02 ,    -0.913318200716549E+00 ,    -0.807251503986162E+00 , 
   4.18000 ,     0.406785180527482E+01 ,     0.128357076697338E+02 ,     0.119566793726412E+02 ,     0.482061315858137E+00 ,     0.559711268822976E+01 ,     0.502352140819045E+01 ,    -0.560954739767027E+00 ,     0.528872599657621E+01 ,    -0.776892800372022E+00 ,    -0.101600427895894E+01 , 
   4.19000 ,    -0.146437940011063E+01 ,     0.653927829546613E+01 ,     0.557142324726600E+01 ,     0.790213504311583E+00 ,    -0.110835260741871E+01 ,    -0.172127925238486E+01 ,    -0.219397781132196E+00 ,    -0.158548745477488E+01 ,    -0.438699804303592E+00 ,    -0.129923554460083E+01 , 
   4.20000 ,    -0.603388957292719E+01 ,     0.574726470945057E+00 ,    -0.372542818588079E+00 ,     0.961159020588839E+00 ,    -0.678103185603028E+01 ,    -0.738726122250394E+01 ,     0.219737866775532E+00 ,    -0.734655140408205E+01 ,     0.128084035551983E-01 ,    -0.160475709517046E+01 , 
   4.21000 ,    -0.915630378843310E+01 ,    -0.423649684699974E+01 ,    -0.506489115967896E+01 ,     0.960148007648274E+00 ,    -0.107888358793575E+02 ,    -0.113319443686616E+02 ,     0.651832839865789E+00 ,    -0.113518765463766E+02 ,     0.467503921486717E+00 ,    -0.186250915625689E+01 , 
   4.22000 ,    -0.105631371897812E+02 ,    -0.728538634676378E+01 ,    -0.792367214909471E+01 ,     0.769013725815370E+00 ,    -0.127511466737712E+02 ,    -0.131735296935182E+02 ,     0.969350965086951E+00 ,    -0.132261605539371E+02 ,     0.811172564055337E+00 ,    -0.199978893452933E+01 , 
   4.23000 ,    -0.102383130605432E+02 ,    -0.827055760056212E+01 ,    -0.868543295599506E+01 ,     0.389930194340349E+00 ,    -0.125932182347549E+02 ,    -0.128462799289317E+02 ,     0.107918855877595E+01 ,    -0.129145354606551E+02 ,     0.944204181914314E+00 ,    -0.195829745201889E+01 , 
   4.24000 ,    -0.841414871519445E+01 ,    -0.723601928446019E+01 ,    -0.743596887324325E+01 ,    -0.153529664478571E+00 ,    -0.105510028456370E+02 ,    -0.106043434124658E+02 ,     0.918324285428384E+00 ,    -0.106834430171345E+02 ,     0.798495364641032E+00 ,    -0.170908481730077E+01 , 
   4.25000 ,    -0.552739181913539E+01 ,    -0.454582774962461E+01 ,    -0.457737164095718E+01 ,    -0.818248904303798E+00 ,    -0.712533899588410E+01 ,    -0.697308195327383E+01 ,     0.465281208000046E+00 ,    -0.706898971550492E+01 ,     0.349825511616205E+00 ,    -0.126185624386786E+01 , 
   4.26000 ,    -0.214292966283950E+01 ,    -0.802369101444223E+00 ,    -0.739602201818787E+00 ,    -0.154608033227820E+01 ,    -0.299344133062673E+01 ,    -0.265635984803442E+01 ,    -0.254569917678647E+00 ,    -0.278188265310845E+01 ,    -0.376440446259255E+00 ,    -0.666295269130362E+00 , 
   4.27000 ,     0.114149336878664E+01 ,     0.327408581343529E+01 ,     0.334448709816451E+01 ,    -0.227036351859577E+01 ,     0.110672783606843E+01 ,     0.158381726924206E+01 ,    -0.117096747395135E+01 ,     0.141420693522856E+01 ,    -0.130748848038025E+01 ,    -0.479695376719891E-02 , 
   4.28000 ,     0.379292828053408E+01 ,     0.697981196611469E+01 ,     0.697512249997641E+01 ,    -0.292352084692908E+01 ,     0.449883337954212E+01 ,     0.505400517632792E+01 ,    -0.217796015698675E+01 ,     0.482935935713776E+01 ,    -0.233295629255780E+01 ,     0.622107990068223E+00 , 
   4.29000 ,     0.542639897081085E+01 ,     0.974943115937334E+01 ,     0.960576099702219E+01 ,    -0.344470730491775E+01 ,     0.667590942652617E+01 ,     0.724011757993957E+01 ,    -0.314913749942954E+01 ,     0.695706262476449E+01 ,    -0.332121595060301E+01 ,     0.111473841309801E+01 , 
   4.30000 ,     0.585964175988331E+01 ,     0.112421098009309E+02 ,     0.109249032530958E+02 ,    -0.378655280678606E+01 ,     0.737506544018381E+01 ,     0.788329558571179E+01 ,    -0.395659791132792E+01 ,     0.754814336655863E+01 ,    -0.413950858406147E+01 ,     0.139376526727045E+01 , 
   4.31000 ,     0.513086359390523E+01 ,     0.113774490802916E+02 ,     0.108858506708365E+02 ,    -0.392023106860270E+01 ,     0.660712214413056E+01 ,     0.700858063913935E+01 ,    -0.449061560619853E+01 ,     0.663720412746730E+01 ,    -0.467463741931473E+01 ,     0.141618783745524E+01 , 
   4.32000 ,     0.347786977915528E+01 ,     0.103173988165207E+02 ,     0.968203903792135E+01 ,    -0.383836136466515E+01 ,     0.463764459731201E+01 ,     0.490305600656743E+01 ,    -0.467671869318583E+01 ,     0.451875355513493E+01 ,    -0.485071537661534E+01 ,     0.118445524209210E+01 , 
   4.33000 ,     0.128393780835134E+01 ,     0.840190794760654E+01 ,     0.767699412714714E+01 ,    -0.355554032254522E+01 ,     0.192480045465041E+01 ,     0.204947462989713E+01 ,    -0.448722612016022E+01 ,     0.167946827227115E+01 ,    -0.464088466075057E+01 ,     0.746822774692859E+00 , 
   4.34000 ,    -0.998378277125023E+00 ,     0.605530804123747E+01 ,     0.530698943719556E+01 ,    -0.310656201990154E+01 ,    -0.972850894412728E+00 ,    -0.970662965804157E+00 ,    -0.394518857318013E+01 ,    -0.129921756687565E+01 ,    -0.407093604604709E+01 ,     0.188839528106465E+00 , 
   4.35000 ,    -0.293082076683273E+01 ,     0.368567637331533E+01 ,     0.297927081539815E+01 ,    -0.254258828871353E+01 ,    -0.350059279840667E+01 ,    -0.358558881609055E+01 ,    -0.311999915937473E+01 ,    -0.384919679718588E+01 ,    -0.321419056333689E+01 ,    -0.382331803311853E+00 , 
   4.36000 ,    -0.416507865396508E+01 ,     0.159963125008123E+01 ,     0.988344287922450E+00 ,    -0.192567308527771E+01 ,    -0.520443603967786E+01 ,    -0.533309438674683E+01 ,    -0.211544743817473E+01 ,    -0.551443739524839E+01 ,    -0.217860401349691E+01 ,    -0.857641077747829E+00 , 
   4.37000 ,    -0.449751488061233E+01 ,    -0.497071674133130E-01 ,    -0.532451136881996E+00 ,    -0.132213968862215E+01 ,    -0.580369037251955E+01 ,    -0.593418297854350E+01 ,    -0.105239400836257E+01 ,    -0.602321461915123E+01 ,    -0.108850393014784E+01 ,    -0.114605164382195E+01 , 
   4.38000 ,    -0.389460264002623E+01 ,    -0.127230214693243E+01 ,    -0.161572487405621E+01 ,    -0.795380318819097E+00 ,    -0.522777789955844E+01 ,    -0.532893525244512E+01 ,    -0.492555364740292E-01 ,    -0.532260160801260E+01 ,    -0.643724374396220E-01 ,    -0.119080309371972E+01 , 
   4.39000 ,    -0.248665235002744E+01 ,    -0.220921885133555E+01 ,    -0.242317733953710E+01 ,    -0.398712911936147E+00 ,    -0.361323725059330E+01 ,    -0.367078626318331E+01 ,     0.796107891535854E+00 ,    -0.357174966949413E+01 ,     0.795570430823996E+00 ,    -0.979048264633423E+00 , 
   4.40000 ,    -0.533440796832817E+00 ,    -0.306953852446612E+01 ,    -0.317862272100810E+01 ,    -0.168992078929092E+00 ,    -0.126457707276832E+01 ,    -0.128347743860473E+01 ,     0.141982021122595E+01 ,    -0.109842125425500E+01 ,     0.142863603886684E+01 ,    -0.543268813502560E+00 , 
   4.41000 ,     0.162972675195194E+01 ,    -0.405346646833777E+01 ,    -0.408895359249369E+01 ,    -0.121712793524126E+00 ,     0.141088722424177E+01 ,     0.140835615676797E+01 ,     0.179842108678926E+01 ,     0.167023879917172E+01 ,     0.181352805843769E+01 ,     0.454787858942300E-01 , 
   4.42000 ,     0.365408235129238E+01 ,    -0.528155334672989E+01 ,    -0.527328463587639E+01 ,    -0.248330321428299E+00 ,     0.398005325622469E+01 ,     0.395993162510583E+01 ,     0.194743493994272E+01 ,     0.428780610174707E+01 ,     0.196807951224405E+01 ,     0.690880762127532E+00 , 
   4.43000 ,     0.523568827858037E+01 ,    -0.674786645943916E+01 ,    -0.671793892629135E+01 ,    -0.516405549112525E+00 ,     0.605781043708363E+01 ,     0.598256330165758E+01 ,     0.191282510094331E+01 ,     0.636398546707581E+01 ,     0.193983168005780E+01 ,     0.128849030619457E+01 , 
   4.44000 ,     0.615994482006103E+01 ,    -0.830874588987717E+01 ,    -0.826831614652822E+01 ,    -0.872937668081072E+00 ,     0.736458945995553E+01 ,     0.720196355820703E+01 ,     0.175752179424813E+01 ,     0.762219281219352E+01 ,     0.179187639915924E+01 ,     0.174336174234662E+01 , 
   4.45000 ,     0.632596224192439E+01 ,    -0.970996955113858E+01 ,    -0.965961069615855E+01 ,    -0.125085887244499E+01 ,     0.775917187216720E+01 ,     0.748999640508741E+01 ,     0.154616583930559E+01 ,     0.793097772306954E+01 ,     0.158729542677839E+01 ,     0.198503451338172E+01 , 
   4.46000 ,     0.574897508264837E+01 ,    -0.106458077032629E+02 ,    -0.105789577595673E+02 ,    -0.157816980642536E+01 ,     0.724396452584237E+01 ,     0.686736260699765E+01 ,     0.133146440894957E+01 ,     0.730692256517260E+01 ,     0.137569651368399E+01 ,     0.197744080945690E+01 , 
   4.47000 ,     0.454335642268025E+01 ,    -0.108357353189047E+02 ,    -0.107440414699389E+02 ,    -0.178866325508451E+01 ,     0.594558823493890E+01 ,     0.548063334365206E+01 ,     0.114505364624488E+01 ,     0.589243607796518E+01 ,     0.118472796187314E+01 ,     0.172244417975366E+01 , 
