Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
035306.421      129159      256042  0.391E-01  0.154E+00
040306.349      215594      517215  0.124E-01  0.887E-01
041306.327      279821      779221  0.747E-02  0.596E-01
042306.337      337075     1040620  0.587E-02  0.417E-01
043306.358      391824     1301987  0.470E-02  0.299E-01
044306.447      441704     1562013  0.371E-02  0.218E-01
045306.362      488173     1821064  0.295E-02  0.163E-01
050306.327      531144     2080612  0.235E-02  0.125E-01
051306.338      571881     2340768  0.192E-02  0.972E-02
052306.327      610041     2602183  0.159E-02  0.772E-02
053306.324      646618     2863867  0.137E-02  0.621E-02
054306.335      681622     3126186  0.118E-02  0.509E-02
055306.327      715272     3388921  0.108E-02  0.421E-02
060306.326      748115     3652604  0.975E-03  0.352E-02
061306.333      779912     3916983  0.889E-03  0.299E-02
062306.331      811050     4181903  0.846E-03  0.258E-02
063306.343      841528     4447492  0.806E-03  0.225E-02
064306.332      871344     4713335  0.782E-03  0.200E-02
065306.443      900977     4979414  0.763E-03  0.180E-02
070306.352      929795     5245611  0.741E-03  0.164E-02
071312.699      958831     5511995  0.739E-03  0.151E-02
072306.394      987334     5775964  0.743E-03  0.140E-02
073306.391     1016085     6042348  0.731E-03  0.131E-02
074306.350     1044668     6308863  0.713E-03  0.124E-02
075306.350     1073269     6576179  0.701E-03  0.118E-02
080306.367     1101944     6842938  0.714E-03  0.113E-02
081306.386     1130332     7109451  0.707E-03  0.108E-02
082306.350     1158955     7376362  0.720E-03  0.104E-02
083306.584     1187505     7643106  0.718E-03  0.101E-02
084306.381     1216007     7909396  0.698E-03  0.978E-03
085306.383     1244502     8176280  0.715E-03  0.951E-03
090306.327     1273100     8442912  0.727E-03  0.923E-03
091306.369     1301878     8709668  0.699E-03  0.900E-03
092306.411     1330403     8975748  0.711E-03  0.879E-03
093306.362     1358983     9241801  0.741E-03  0.858E-03
094306.438     1387517     9507820  0.734E-03  0.841E-03
095306.381     1416017     9774089  0.717E-03  0.826E-03
100306.908     1444768    10040456  0.732E-03  0.811E-03
101306.418     1473357    10306732  0.737E-03  0.797E-03
102306.460     1501881    10572795  0.727E-03  0.783E-03
103306.465     1530467    10838746  0.739E-03  0.770E-03
104306.378     1558995    11104905  0.738E-03  0.758E-03
105306.527     1587415    11371129  0.761E-03  0.745E-03
110306.369     1615758    11637422  0.764E-03  0.734E-03
111312.740     1644308    11903378  0.750E-03  0.725E-03
112306.405     1672701    12167009  0.762E-03  0.715E-03
113306.425     1701071    12433320  0.770E-03  0.706E-03
