Cluster	# of Li atoms
    1        10
    2        93
    3         1
    8        30
    9        13
   10         6
   14       386
   16        15
   17         8
   18         6
   19       181
   35         4
   45         2
   46         4
   48        64
   50         8
   52        11
   53         1
   54        63
   56         5
   57         5
   58         2
   59         1
   60         9
   61         5
   62        13
   63         9
   64        20
   65        14
   73        16
   74         2
   79         1
   80         5
   81         3
   82        19
   83         7
   87         1
   88         3
   89         2
   90       119
   91         8
   94        19
   99         4
  101         2
  110        15
  111         9
  112         7
  118         8
  122         3
  123         5
  125         6
  127         6
  128         7
  129         2
  130        27
  141         4
  142         6
  144        22
  145        26
  146        28
  147         5
  148        42
  149         8
  151         2
  152         5
  154        19
  155         5
  159         3
  163         2
  164        13
  167        12
  168         3
  170         4
  171         4
  173         4
  177         4
  178         3
  179        15
  181         1
  191        14
  195         1
  196         5
  198         7
  202         6
  205        61
  206         2
  211         2
  215         8
  217         2
  220         1
  221         4
  222        15
  223        27
  225         3
  227         6
  228        43
  229         2
  230         3
  231         3
  234         2
  235        17
  236         9
  240         4
  243         1
  246         9
  248         2
  249        14
  254         2
  255         3
  256         1
  259         5
  263         7
  276         4
  278        11
  279         1
  280         5
  283         1
  284         3
  285         7
  286        19
  287         4
  288        13
  294         3
  295         5
  299         7
  301         5
  302        15
  304         4
  306         2
  307         2
  310         7
  311         4
  312         4
  313         1
  314         2
  318         1
  319         1
  320         1
  327         1
  331         2
  335         1
  336         8
  337         3
  339         5
  341         1
  342         1
  345         1
  346         1
  347         1
  352         3
  353         7
  354         3
  358         7
  359         7
  360         7
  361         4
  362         7
  363         2
  364         1
  373         1
  374         1
  376         1
  378         2
  381         5
  382         7
  384         2
  385         3
  391         4
  392         3
  393         2
  395         4
  396         2
  398         2
  399         3
  401         1
  403         3
  404         3
  405         3
  406         3
  407         1
  409         1
  410         1
  421         1
  430         1
  431         4
  434         1
  440         1
  442         2
  443         1
  448         3
  451         4
  452         1
  457         1
  460         1
  461         2
  462         1
  463         2
  465         4
  468         1
  473         3
  477         1
  479         3
  480         8
  481         5
  484         5
  488         1
  489         3
  494         1
  495         3
  502         1
  503         1
  508         2
  510         2
  512         5
  517         1
  519        19
  521         1
  523         5
  531         4
  536         1
  540         1
  542         2
  543         1
  546         1
  547         1
  550         1
  554         6
  555         2
  556         2
  558         2
  560         1
  561         1
  567         4
  568         4
  569         2
  572         1
  573         1
  574         1
  576         3
  577         1
  578         9
  587         1
  588         3
  589         2
  591         1
  592         3
  597         1
  598         2
  609         1
  611         1
  612         1
  614         2
  615         2
  617         1
  618         2
  627         1
  629         1
  632         3
  635         1
  636         5
  637         5
  642         2
  643         4
  644         4
  645         1
  648         1
  650         2
  660         1
  661         2
  662         1
  664         6
  665         1
  666         1
  670         2
  671         1
  672         3
  673         5
  674         1
  679         1
  687         1
  690         1
  691         2
  692         2
  693         2
  694         2
  695         3
  696         1
  698         1
  699         4
  702         2
  706         2
  707         1
  710         1
  712         5
  717         3
  719         2
  720         3
  722         2
  724         1
  725         2
  728         3
  730         1
  731         1
  733         1
  734         3
  735         1
  737         1
  739         2
  740         1
  741         1
  742         2
  745         1
  746         1
  747         1
  751         1
  753         1
  754         1
  755         2
  759         2
  760         1
  761         1
  762         1
  763         1
  764         1
  767         1
  769         1
  771         1
  774         1
  776         1
  777         2
  782         1
  786         1
  789         1
  791         1
  794         1
  796         1
  798         1
  799         2
  800         2
  801         3
  803         1
  805         2
  807         1
  808         1
  809         1
  811         2
  813         1
  816         2
  817         1
  818         1
  819         1
  821         1
  822         1
  823         1
  824         1
  825         1
  826         1
  827         1
  829         1
  830         1
  831         1
  832         1
  833         1
  834         1
  835         1
  836         1
  838         2
  839         1
  840         1
  841         1
  843         1
  844         1
  845         1
  847         1
  848         1
  849         1
  850         1
  852         1
  853         1
  854         1
  855         1
  856         1
  857         1
  858         1
  859         1
  860         1
  861         1
  862         1
  863         1
  864         1
  865         1
  866         1
  867         1
  868         1
  869         1
  870         1
  871         1
  872         1
  873         1
  874         1
  875         1
  876         1
  877         1
  878         1
  879         1
  880         1
  882         1
  883         1
  884         1
  885         1
  886         1
  887         1
  888         1
  889         1
  890         1
  891         1
  892         1
  893         1
  894         1
  895         1
  896         1
  897         1
  898         1
  899         1
  900         1
  901         1
  902         2
  903         1
  904         1
  905         1
  906         1
  907         1
  908         1
  909         1
