Time       moves_acc moves_gen     G(r)_1     S(Q)_1
184732.091     3038051    24818521  0.862E-03  0.502E-03
185732.088     3067071    25087195  0.872E-03  0.499E-03
190732.102     3096145    25355572  0.886E-03  0.497E-03
191732.136     3125050    25623402  0.887E-03  0.495E-03
192732.093     3153901    25891518  0.913E-03  0.491E-03
193732.108     3182951    26159986  0.900E-03  0.490E-03
194732.110     3211995    26429835  0.885E-03  0.488E-03
195732.075     3240834    26698502  0.888E-03  0.485E-03
200732.120     3269835    26966919  0.873E-03  0.484E-03
201732.088     3298755    27235466  0.903E-03  0.480E-03
202732.063     3327730    27504340  0.894E-03  0.479E-03
203732.059     3356603    27772361  0.888E-03  0.477E-03
204732.055     3385376    28040095  0.889E-03  0.475E-03
205732.079     3414385    28308577  0.904E-03  0.472E-03
210732.086     3443419    28576883  0.952E-03  0.468E-03
211732.044     3472514    28845799  0.913E-03  0.467E-03
212732.083     3501465    29113620  0.899E-03  0.465E-03
213732.072     3530197    29381173  0.904E-03  0.463E-03
214732.070     3558802    29650133  0.883E-03  0.462E-03
215732.075     3587872    29918923  0.906E-03  0.460E-03
220732.289     3616861    30186661  0.926E-03  0.457E-03
221732.072     3645811    30455018  0.912E-03  0.456E-03
222732.077     3675192    30727162  0.937E-03  0.453E-03
223732.113     3704758    31000921  0.915E-03  0.451E-03
224732.117     3734131    31274073  0.905E-03  0.450E-03
225732.080     3763257    31547909  0.907E-03  0.447E-03
230732.159     3792655    31821821  0.919E-03  0.445E-03
231732.217     3822119    32095015  0.945E-03  0.442E-03
