Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
032732.170      129220      255249  0.389E-01  0.153E+00
033732.131      215135      515944  0.126E-01  0.882E-01
034732.086      280151      777473  0.759E-02  0.593E-01
035732.141      337360     1039121  0.584E-02  0.419E-01
040732.130      391123     1300928  0.463E-02  0.300E-01
041732.078      441249     1563386  0.367E-02  0.220E-01
042732.045      488150     1826771  0.290E-02  0.164E-01
043745.060      524394     2044194  0.240E-02  0.131E-01
044732.073      564880     2299821  0.195E-02  0.102E-01
045732.058      603867     2562339  0.161E-02  0.807E-02
050732.089      640882     2825557  0.138E-02  0.647E-02
051732.047      676411     3089080  0.121E-02  0.526E-02
052732.043      710419     3353049  0.109E-02  0.434E-02
053732.048      743599     3618221  0.998E-03  0.360E-02
054732.058      775984     3884078  0.906E-03  0.304E-02
055732.050      807290     4150755  0.854E-03  0.261E-02
060732.099      838082     4418480  0.823E-03  0.228E-02
061732.087      868272     4685584  0.788E-03  0.201E-02
062732.062      898252     4953079  0.777E-03  0.179E-02
063732.116      927631     5220590  0.752E-03  0.162E-02
064732.131      956998     5488488  0.747E-03  0.149E-02
065732.122      986278     5756652  0.727E-03  0.138E-02
070732.074     1015240     6024871  0.728E-03  0.129E-02
071732.234     1043785     6292629  0.721E-03  0.123E-02
072732.073     1072528     6560535  0.704E-03  0.117E-02
073732.086     1101439     6828842  0.713E-03  0.111E-02
074732.075     1129972     7096982  0.717E-03  0.107E-02
075732.070     1158687     7364658  0.707E-03  0.103E-02
080732.070     1187568     7632335  0.716E-03  0.991E-03
081732.073     1216210     7900379  0.727E-03  0.961E-03
082732.100     1244925     8168944  0.732E-03  0.931E-03
083732.075     1273668     8437309  0.717E-03  0.907E-03
084732.085     1302221     8706230  0.717E-03  0.887E-03
085732.072     1331308     8974753  0.728E-03  0.867E-03
090732.077     1360099     9244466  0.723E-03  0.849E-03
091732.129     1388924     9512817  0.734E-03  0.829E-03
092732.044     1417627     9780796  0.733E-03  0.815E-03
093732.077     1446561    10049526  0.733E-03  0.800E-03
094732.092     1475174    10317405  0.719E-03  0.787E-03
095737.220     1503917    10586070  0.722E-03  0.775E-03
100732.120     1532633    10852068  0.738E-03  0.763E-03
101732.095     1561485    11119808  0.733E-03  0.752E-03
102732.119     1590220    11387691  0.739E-03  0.742E-03
103732.107     1619077    11655832  0.751E-03  0.732E-03
104732.178     1648167    11924675  0.746E-03  0.723E-03
105732.101     1676929    12192446  0.758E-03  0.714E-03
110732.151     1705729    12460716  0.746E-03  0.705E-03
111732.213     1734595    12728892  0.770E-03  0.697E-03
112732.518     1763280    12996556  0.774E-03  0.689E-03
113732.195     1792276    13264072  0.775E-03  0.682E-03
114732.157     1821329    13533090  0.792E-03  0.674E-03
115732.111     1850298    13801792  0.768E-03  0.667E-03
120732.099     1879307    14071371  0.770E-03  0.661E-03
121732.116     1908377    14340639  0.791E-03  0.653E-03
122732.104     1937413    14609979  0.797E-03  0.647E-03
123732.108     1966317    14878867  0.783E-03  0.641E-03
124732.163     1995202    15147469  0.788E-03  0.636E-03
125732.268     2023939    15417201  0.798E-03  0.629E-03
130732.116     2052945    15686248  0.781E-03  0.625E-03
131732.090     2081683    15953828  0.802E-03  0.618E-03
132741.971     2110731    16222205  0.809E-03  0.612E-03
133732.166     2138667    16485656  0.805E-03  0.608E-03
134732.138     2167512    16754084  0.774E-03  0.605E-03
135732.122     2196777    17023272  0.792E-03  0.600E-03
140732.306     2225766    17292765  0.797E-03  0.596E-03
141732.083     2254853    17561958  0.817E-03  0.590E-03
142732.089     2283851    17831059  0.817E-03  0.587E-03
143732.105     2312640    18099512  0.820E-03  0.582E-03
144732.174     2341594    18367871  0.826E-03  0.577E-03
145732.124     2370313    18635361  0.820E-03  0.573E-03
150732.084     2399249    18903744  0.838E-03  0.569E-03
151732.091     2428195    19171920  0.842E-03  0.566E-03
152732.091     2457278    19439860  0.828E-03  0.563E-03
153732.084     2486086    19707934  0.825E-03  0.560E-03
154732.103     2515143    19975755  0.868E-03  0.555E-03
155732.094     2544001    20243502  0.835E-03  0.552E-03
160732.074     2572906    20510954  0.824E-03  0.549E-03
161732.078     2602023    20780761  0.845E-03  0.545E-03
162732.070     2630929    21050409  0.851E-03  0.542E-03
163732.122     2660081    21320109  0.844E-03  0.539E-03
164732.507     2689024    21589534  0.843E-03  0.537E-03
165732.103     2718221    21857079  0.870E-03  0.533E-03
170732.238     2747107    22125836  0.842E-03  0.530E-03
171732.117     2776023    22394430  0.855E-03  0.528E-03
172732.129     2805221    22664204  0.860E-03  0.524E-03
173732.098     2834478    22933873  0.858E-03  0.522E-03
174732.081     2863622    23203368  0.858E-03  0.519E-03
175732.076     2892679    23473114  0.845E-03  0.516E-03
180732.067     2921531    23742792  0.856E-03  0.513E-03
181732.085     2950626    24012718  0.866E-03  0.509E-03
182732.071     2979833    24282347  0.840E-03  0.509E-03
183732.096     3009085    24550511  0.883E-03  0.505E-03
