Cluster	# of Li atoms
    1         7
    2         5
    3        18
    4      1946
   10         8
   12         5
   14         2
   21         5
   30         4
   33         5
   34        10
   41        10
   50         3
   57         1
   62         1
   80        17
   87         4
   88         1
   92         2
   94        37
   95         5
   96        12
  107        17
  108        44
  116        61
  117         4
  135         4
  140         6
  141         2
  148         1
  177         4
  178         8
  181         3
  184         3
  186         2
  187        15
  205        14
  215         1
  217         5
  219         2
  221        90
  230         9
  232         5
  237         5
  242         5
  244         2
  246         9
  247         4
  251         3
  261         5
  269        19
  271        33
  277         3
  281         4
  285         2
  290         2
  293        34
  294        10
  298         9
  304         1
  307         6
  321        18
  335        15
  336         2
  337         1
  344         4
  357         2
  366         7
  368         6
  373         9
  374         7
  376         2
  377         7
  378         4
  382         3
  385         1
  386         1
  391         3
  395         4
  396         1
  397         1
  399         2
  400         2
  405         2
  411         1
  422         3
  429         1
  435         2
  440         1
  446         3
  449         2
  452         2
  461         1
  463         2
  468         4
  471         3
  479         3
  481         1
  482         2
  494         2
  499         2
  513         2
  519         3
  523         1
  529         1
  531         2
  536         3
  537         1
  538         1
  539         2
  543         4
  546         1
  553         1
  557         2
  564         2
  568         2
  572         1
  574         1
  576         4
  580         1
  581         4
  590         1
  591         1
  593         1
  602         2
  608         2
  615         1
  618         1
  620         3
  621         1
  630         1
  639         2
  646         2
  673         2
  678         1
  680         6
  684         1
  685         2
  689         2
  690         3
  693         1
  694         1
  697         1
  698         1
  699         1
  700         1
  701         1
  705         8
  707         1
  708         1
  709         2
  714         3
  715         2
  720         1
  725         1
  727         1
  732         2
  734         2
  741         2
  745         3
  751         1
  754         1
  755         1
  757         1
  759         2
  766         3
  767         3
  772         2
  774         1
  775         1
  778         1
  781         1
  782         1
  785         1
  791         1
  793         1
  798         1
  802         2
  803         1
  805         1
  806         1
  813         1
  814         2
  815         2
  816         1
  817         1
  818         2
  819         3
  820         1
  821         1
  822         1
  823         1
  824         1
  825         1
  826         1
  827         1
  828         1
  831         1
  832         1
  833         1
  835         1
  836         1
  837         1
  838         1
  839         1
  840         1
  841         2
  843         1
  844         1
  845         1
  847         1
  848         1
  850         1
  851         1
  852         1
  853         1
  854         1
  855         1
  856         1
  857         1
  858         1
  859         1
  860         1
  861         1
  862         1
  863         1
  864         1
  865         1
  866         1
  867         1
  869         1
  871         1
  872         1
  873         1
  874         1
  875         1
  876         1
  877         1
  878         1
  879         1
  880         1
  881         1
  882         1
  885         1
  886         1
  887         1
  888         1
