Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
023955.077      131826      253181  0.778E-01  0.253E+00
024954.989      230335      519236  0.266E-01  0.149E+00
025954.976      309914      786990  0.119E-01  0.904E-01
030955.005      375450     1058920  0.675E-02  0.570E-01
031955.062      433220     1330843  0.449E-02  0.365E-01
032955.020      485708     1604652  0.324E-02  0.236E-01
033955.047      534238     1877968  0.237E-02  0.154E-01
034955.054      579255     2152672  0.178E-02  0.103E-01
035955.034      620969     2426929  0.134E-02  0.700E-02
040954.993      659685     2700151  0.106E-02  0.498E-02
041955.100      696187     2973101  0.875E-03  0.369E-02
042955.036      730648     3246555  0.777E-03  0.289E-02
043955.065      763646     3521291  0.725E-03  0.237E-02
044955.004      795560     3796059  0.735E-03  0.202E-02
045954.967      827181     4071965  0.750E-03  0.177E-02
050954.968      857742     4346877  0.756E-03  0.160E-02
051954.983      888088     4619813  0.776E-03  0.148E-02
052954.967      918594     4894399  0.795E-03  0.138E-02
053954.970      949223     5171378  0.810E-03  0.130E-02
054954.983      979989     5448298  0.829E-03  0.123E-02
055954.971     1010123     5722131  0.844E-03  0.118E-02
060954.968     1040197     5997144  0.823E-03  0.113E-02
061954.970     1070261     6271377  0.857E-03  0.109E-02
062955.006     1100228     6544143  0.875E-03  0.106E-02
063954.964     1130335     6819970  0.872E-03  0.103E-02
064955.008     1160711     7096063  0.882E-03  0.997E-03
065955.004     1191345     7373758  0.894E-03  0.971E-03
070955.011     1221812     7650694  0.871E-03  0.950E-03
071955.046     1252133     7928121  0.902E-03  0.928E-03
072955.038     1282578     8204633  0.916E-03  0.909E-03
073955.010     1312912     8481138  0.905E-03  0.891E-03
074955.026     1343340     8759062  0.918E-03  0.875E-03
075955.018     1373567     9033408  0.969E-03  0.862E-03
080955.028     1403706     9308507  0.956E-03  0.846E-03
081954.995     1434354     9587159  0.928E-03  0.834E-03
082955.013     1464617     9862537  0.923E-03  0.823E-03
083955.015     1494955    10138844  0.939E-03  0.811E-03
084955.003     1525334    10415383  0.949E-03  0.800E-03
085955.045     1555182    10690151  0.955E-03  0.789E-03
090955.009     1585214    10965136  0.970E-03  0.778E-03
091955.650     1615927    11242879  0.970E-03  0.769E-03
092954.973     1646614    11520429  0.983E-03  0.762E-03
093955.021     1677254    11798826  0.979E-03  0.752E-03
094955.069     1707890    12077258  0.991E-03  0.744E-03
095955.046     1738474    12355857  0.998E-03  0.737E-03
100955.054     1769265    12634320  0.988E-03  0.730E-03
101955.024     1799095    12904109  0.986E-03  0.725E-03
102955.042     1829795    13181066  0.991E-03  0.717E-03
103954.996     1860399    13458779  0.100E-02  0.711E-03
104955.011     1890787    13735836  0.100E-02  0.704E-03
105955.021     1921296    14013035  0.101E-02  0.699E-03
110955.022     1951505    14290112  0.102E-02  0.693E-03
111955.018     1982078    14568223  0.100E-02  0.688E-03
112955.033     2012594    14844893  0.105E-02  0.680E-03
113955.019     2043102    15122114  0.102E-02  0.676E-03
114955.036     2073445    15399746  0.101E-02  0.671E-03
115955.031     2104130    15678533  0.104E-02  0.665E-03
120955.066     2134705    15956371  0.106E-02  0.659E-03
121955.018     2165184    16233399  0.103E-02  0.656E-03
122955.000     2195708    16511203  0.104E-02  0.650E-03
123955.042     2226165    16788586  0.105E-02  0.645E-03
124955.093     2256686    17065884  0.104E-02  0.641E-03
125955.022     2287111    17342878  0.102E-02  0.638E-03
130955.034     2317677    17620565  0.104E-02  0.633E-03
131955.011     2348207    17897474  0.107E-02  0.628E-03
132955.011     2378575    18174502  0.105E-02  0.626E-03
133955.036     2409116    18451699  0.106E-02  0.622E-03
134955.030     2439592    18729077  0.105E-02  0.619E-03
135955.016     2469695    19003715  0.107E-02  0.613E-03
140955.016     2500178    19281011  0.106E-02  0.611E-03
141955.033     2530739    19558753  0.107E-02  0.607E-03
142955.009     2561190    19836224  0.108E-02  0.603E-03
143955.026     2591592    20113715  0.108E-02  0.600E-03
144955.077     2621946    20390215  0.107E-02  0.597E-03
150004.685     2652436    20667530  0.108E-02  0.594E-03
150955.082     2682307    20939865  0.109E-02  0.590E-03
151955.138     2712866    21217710  0.108E-02  0.587E-03
152955.028     2743339    21494423  0.109E-02  0.584E-03
153955.025     2773690    21771643  0.109E-02  0.581E-03
154955.078     2804136    22048341  0.107E-02  0.578E-03
155955.015     2834613    22326132  0.109E-02  0.574E-03
160955.040     2864910    22602185  0.109E-02  0.572E-03
161956.791     2895522    22879260  0.110E-02  0.569E-03
162955.003     2925799    23154877  0.110E-02  0.566E-03
163955.519     2956061    23429756  0.111E-02  0.563E-03
164955.052     2986659    23706372  0.112E-02  0.558E-03
165955.004     3016835    23981587  0.112E-02  0.555E-03
170955.054     3047332    24258870  0.111E-02  0.553E-03
171955.013     3077936    24536512  0.109E-02  0.552E-03
172955.024     3108414    24814269  0.108E-02  0.549E-03
173955.007     3139237    25092514  0.110E-02  0.546E-03
174954.983     3169740    25370537  0.110E-02  0.544E-03
175954.975     3200302    25648214  0.111E-02  0.541E-03
180954.986     3230630    25925707  0.108E-02  0.540E-03
181955.003     3261032    26201901  0.112E-02  0.535E-03
182955.055     3291696    26480584  0.112E-02  0.533E-03
183955.016     3322280    26758362  0.111E-02  0.531E-03
184955.014     3352668    27035562  0.112E-02  0.527E-03
185955.024     3383108    27312824  0.114E-02  0.525E-03
190955.111     3413690    27591386  0.112E-02  0.522E-03
191955.037     3444351    27869124  0.113E-02  0.520E-03
192955.018     3474863    28146891  0.112E-02  0.518E-03
193955.066     3505528    28425807  0.113E-02  0.515E-03
194955.040     3536398    28704809  0.116E-02  0.512E-03
195955.035     3566942    28984110  0.113E-02  0.510E-03
200955.027     3597517    29262965  0.112E-02  0.508E-03
201955.255     3628292    29541690  0.113E-02  0.505E-03
202955.010     3658708    29819016  0.112E-02  0.504E-03
203955.039     3689080    30094630  0.115E-02  0.500E-03
204955.034     3719647    30372638  0.115E-02  0.498E-03
205955.027     3750122    30649966  0.114E-02  0.496E-03
210955.039     3780770    30927730  0.113E-02  0.493E-03
211955.032     3811531    31205014  0.115E-02  0.492E-03
212955.083     3841718    31479744  0.114E-02  0.490E-03
213955.020     3872011    31755965  0.116E-02  0.487E-03
214955.060     3902474    32034370  0.118E-02  0.483E-03
215955.021     3933009    32311559  0.116E-02  0.482E-03
220955.215     3963407    32589097  0.116E-02  0.480E-03
221955.023     3994002    32867243  0.117E-02  0.477E-03
222955.032     4024209    33142089  0.114E-02  0.477E-03
