        2206
  11759      0        0
  11760      1     5358
  11761      0        0
  11762      1     5784
  11763      0        0
  11764      1     5111
  11765      1     5112
  11766      1     5126
  11767      2     4460   5484
  11768      1     4895
  11769      1     5482
  11770      2     5646   5720
  11771      0        0
  11772      1     5379
  11773      0        0
  11774      2     5237   5494
  11775      0        0
  11776      0        0
  11777      0        0
  11778      1     5141
  11779      1     5310
  11780      1     4688
  11781      1     5270
  11782      2     4795   5280
  11783      1     4691
  11784      2     5507   5705
  11785      0        0
  11786      2     4889   5309
  11787      1     5419
  11788      0        0
  11789      1     5192
  11790      0        0
  11791      1     4456
  11792      1     5230
  11793      3     4563   5548   5690
  11794      0        0
  11795      0        0
  11796      1     5233
  11797      0        0
  11798      1     4848
  11799      2     4704   5791
  11800      1     4673
  11801      0        0
  11802      1     5570
  11803      0        0
  11804      1     4844
  11805      1     5793
  11806      0        0
  11807      1     4558
  11808      1     5620
  11809      0        0
  11810      0        0
  11811      1     5493
  11812      2     4948   5219
  11813      0        0
  11814      1     4588
  11815      1     4678
  11816      1     5770
  11817      1     5272
  11818      1     4971
  11819      1     5394
  11820      0        0
  11821      0        0
  11822      2     4534   4885
  11823      1     4685
  11824      0        0
  11825      1     5119
  11826      1     5043
  11827      1     5399
  11828      0        0
  11829      1     4510
  11830      0        0
  11831      0        0
  11832      0        0
  11833      1     5164
  11834      1     5387
  11835      0        0
  11836      2     5609   5696
  11837      1     4733
  11838      3     5375   5595   5837
  11839      0        0
  11840      0        0
  11841      2     4454   5152
  11842      1     5656
  11843      1     5208
  11844      0        0
  11845      2     4645   4907
  11846      0        0
  11847      0        0
  11848      0        0
  11849      2     4748   5627
  11850      1     4634
  11851      1     5745
  11852      0        0
  11853      2     4765   4974
  11854      0        0
  11855      0        0
  11856      1     4773
  11857      1     5146
  11858      0        0
  11859      1     4736
  11860      2     4765   4815
  11861      1     5114
  11862      0        0
  11863      1     5645
  11864      1     5601
  11865      1     4987
  11866      1     4499
  11867      1     5403
  11868      2     4536   5679
  11869      1     5390
  11870      1     4618
  11871      2     4740   4965
  11872      1     5536
  11873      1     4473
  11874      1     4880
  11875      0        0
  11876      1     4944
  11877      1     5273
  11878      1     5873
  11879      1     5772
  11880      1     5657
  11881      0        0
  11882      1     5399
  11883      0        0
  11884      1     4414
  11885      2     4576   5339
  11886      1     5024
  11887      1     5815
  11888      0        0
  11889      1     5176
  11890      1     4658
  11891      1     5433
  11892      1     4679
  11893      1     5001
  11894      0        0
  11895      2     4849   5276
  11896      1     4865
  11897      0        0
  11898      1     5699
  11899      1     5731
  11900      1     4425
  11901      1     4670
  11902      0        0
  11903      1     5136
  11904      2     5415   5699
  11905      1     5737
  11906      1     5718
  11907      1     4620
  11908      1     4486
  11909      2     4479   5412
  11910      1     5190
  11911      0        0
  11912      1     4549
  11913      2     5066   5573
  11914      1     5102
  11915      2     4800   5715
  11916      1     5424
  11917      2     4609   5523
  11918      0        0
  11919      1     5360
  11920      1     5207
  11921      1     5613
  11922      1     4872
  11923      1     4433
  11924      1     5029
  11925      1     4755
  11926      0        0
  11927      0        0
  11928      0        0
  11929      1     4783
  11930      1     4933
  11931      1     5560
  11932      2     4947   5194
  11933      2     4449   4804
  11934      1     4618
  11935      0        0
  11936      1     5724
  11937      1     4973
  11938      1     5509
  11939      2     4969   5012
  11940      1     5020
  11941      2     4498   4510
  11942      0        0
  11943      2     4996   5474
  11944      1     4537
  11945      1     4721
  11946      2     4729   5550
  11947      1     4612
  11948      1     4698
  11949      0        0
  11950      0        0
  11951      1     4531
  11952      1     5498
  11953      2     5416   5496
  11954      0        0
  11955      0        0
  11956      3     4444   5718   5772
  11957      1     4880
  11958      0        0
  11959      1     4718
  11960      1     5322
  11961      1     5867
  11962      0        0
  11963      1     5124
  11964      2     5041   5374
  11965      1     5542
  11966      2     5282   5615
  11967      0        0
  11968      0        0
  11969      0        0
  11970      2     4767   5504
  11971      1     4429
  11972      1     5301
  11973      2     5017   5718
  11974      1     5616
  11975      1     5604
  11976      2     4946   5461
  11977      1     5213
  11978      1     4716
  11979      0        0
  11980      3     4622   5307   5684
  11981      1     4582
  11982      1     4958
  11983      1     5549
  11984      0        0
  11985      1     4908
  11986      1     5032
  11987      2     4760   5212
  11988      0        0
  11989      1     4706
  11990      1     5239
  11991      1     5836
  11992      1     4651
  11993      1     4814
  11994      1     5266
  11995      0        0
  11996      1     4591
  11997      0        0
  11998      1     5736
  11999      1     5456
