        5879
   5880      1        0
   5881      0        0
   5882      1     5502
   5883      1     5834
   5884      1     5431
   5885      0        0
   5886      1     5014
   5887      0        0
   5888      0        0
   5889      1     5523
   5890      1     4625
   5891      2     4708   5801
   5892      1     5423
   5893      0        0
   5894      0        0
   5895      1     5159
   5896      0        0
   5897      0        0
   5898      1     5872
   5899      0        0
   5900      0        0
   5901      1     5710
   5902      0        0
   5903      0        0
   5904      0        0
   5905      2     5033   5732
   5906      0        0
   5907      0        0
   5908      0        0
   5909      1     5594
   5910      1     5163
   5911      0        0
   5912      0        0
   5913      0        0
   5914      1     4470
   5915      0        0
   5916      0        0
   5917      0        0
   5918      0        0
   5919      0        0
   5920      1     4714
   5921      0        0
   5922      1     5327
   5923      1     4615
   5924      2     4627   5453
   5925      0        0
   5926      1     5664
   5927      0        0
   5928      0        0
   5929      0        0
   5930      1     5871
   5931      1     5521
   5932      1     5500
   5933      1     5692
   5934      2     4445   5523
   5935      0        0
   5936      1     4917
   5937      0        0
   5938      1     4729
   5939      1     5272
   5940      1     4759
   5941      0        0
   5942      0        0
   5943      1     5503
   5944      1     5447
   5945      0        0
   5946      0        0
   5947      1     4612
   5948      2     4900   5413
   5949      2     5431   5694
   5950      0        0
   5951      0        0
   5952      0        0
   5953      0        0
   5954      1     5861
   5955      1     4695
   5956      0        0
   5957      0        0
   5958      0        0
   5959      0        0
   5960      0        0
   5961      0        0
   5962      0        0
   5963      0        0
   5964      1     4816
   5965      1     4963
   5966      1     4901
   5967      0        0
   5968      0        0
   5969      1     5729
   5970      0        0
   5971      1     4827
   5972      0        0
   5973      2     4564   4862
   5974      0        0
   5975      1     4474
   5976      0        0
   5977      0        0
   5978      0        0
   5979      0        0
   5980      1     5740
   5981      0        0
   5982      0        0
   5983      1     5348
   5984      0        0
   5985      1     5190
   5986      1     5731
   5987      0        0
   5988      0        0
   5989      0        0
   5990      0        0
   5991      1     5412
   5992      0        0
   5993      1     5266
   5994      1     5329
   5995      0        0
   5996      1     5196
   5997      0        0
   5998      0        0
   5999      0        0
   6000      0        0
   6001      0        0
   6002      1     5875
   6003      0        0
   6004      0        0
   6005      0        0
   6006      1     4914
   6007      1     4793
   6008      0        0
   6009      0        0
   6010      1     4640
   6011      0        0
   6012      0        0
   6013      1     4921
   6014      0        0
   6015      1     5664
   6016      1     5709
   6017      1     5480
   6018      0        0
   6019      0        0
   6020      0        0
   6021      0        0
   6022      0        0
   6023      0        0
   6024      0        0
   6025      0        0
   6026      0        0
   6027      0        0
   6028      0        0
   6029      1     5425
   6030      1     4430
   6031      1     4883
   6032      1     5174
   6033      0        0
   6034      1     4484
   6035      1     5813
   6036      2     4783   5154
   6037      0        0
   6038      2     4919   5511
   6039      0        0
   6040      0        0
   6041      0        0
   6042      0        0
   6043      1     4644
   6044      1     4552
   6045      1     5508
   6046      0        0
   6047      0        0
   6048      1     5021
   6049      1     5466
   6050      0        0
   6051      0        0
   6052      0        0
   6053      0        0
   6054      0        0
   6055      1     5424
   6056      0        0
   6057      1     5005
   6058      1     5476
   6059      0        0
   6060      0        0
   6061      1     4756
   6062      1     5110
   6063      0        0
   6064      1     4824
   6065      0        0
   6066      0        0
   6067      0        0
   6068      0        0
   6069      0        0
   6070      0        0
   6071      0        0
   6072      0        0
   6073      1     5734
   6074      1     5693
   6075      0        0
   6076      1     4897
   6077      0        0
   6078      0        0
   6079      1     5759
   6080      0        0
   6081      1     4492
   6082      1     4668
   6083      1     5761
   6084      0        0
   6085      0        0
   6086      1     5536
   6087      0        0
   6088      0        0
   6089      1     4562
   6090      0        0
   6091      0        0
   6092      1     4977
   6093      0        0
   6094      0        0
   6095      0        0
   6096      1     5096
   6097      1     5390
   6098      1     5849
   6099      0        0
   6100      0        0
   6101      0        0
   6102      0        0
   6103      1     5859
   6104      0        0
   6105      1     4954
   6106      0        0
   6107      2     5345   5770
   6108      0        0
   6109      0        0
   6110      1     5554
   6111      0        0
   6112      0        0
   6113      0        0
   6114      0        0
   6115      1     4925
   6116      0        0
   6117      0        0
   6118      1     5693
   6119      1     5667
   6120      1     4810
   6121      0        0
   6122      1     4998
   6123      1     4695
   6124      1     5454
   6125      0        0
   6126      0        0
   6127      1     5466
   6128      0        0
   6129      0        0
   6130      0        0
   6131      1     5651
   6132      2     4606   4968
   6133      1     5350
   6134      2     4858   5228
   6135      0        0
   6136      2     5373   5618
   6137      1     4968
   6138      1     4806
   6139      2     4543   5033
   6140      0        0
   6141      0        0
   6142      1     5700
   6143      1     5675
   6144      0        0
   6145      0        0
   6146      0        0
   6147      0        0
   6148      0        0
   6149      0        0
   6150      0        0
   6151      0        0
   6152      0        0
   6153      0        0
   6154      0        0
   6155      1     5768
   6156      0        0
   6157      0        0
   6158      0        0
   6159      0        0
   6160      0        0
   6161      0        0
   6162      0        0
   6163      0        0
   6164      1     4503
   6165      0        0
   6166      1     5261
   6167      1     5124
   6168      1     5020
   6169      1     4618
   6170      2     4730   5139
   6171      0        0
   6172      1     4866
   6173      0        0
   6174      0        0
   6175      0        0
   6176      0        0
   6177      0        0
   6178      0        0
   6179      0        0
   6180      0        0
   6181      1     5708
   6182      1     5200
   6183      0        0
   6184      1     5067
   6185      0        0
   6186      1     5094
   6187      1     4484
   6188      0        0
   6189      1     5519
   6190      0        0
   6191      0        0
   6192      0        0
   6193      1     5648
   6194      0        0
   6195      0        0
   6196      0        0
   6197      0        0
   6198      1     5629
   6199      0        0
   6200      0        0
   6201      0        0
   6202      0        0
   6203      0        0
   6204      1     5355
   6205      1     5258
   6206      1     5023
   6207      0        0
   6208      0        0
   6209      0        0
   6210      0        0
   6211      1     5790
   6212      1     5469
   6213      0        0
   6214      2     4611   5550
   6215      0        0
   6216      0        0
   6217      0        0
   6218      0        0
   6219      0        0
   6220      0        0
   6221      0        0
   6222      0        0
   6223      1     5629
   6224      0        0
   6225      2     5435   5492
   6226      0        0
   6227      0        0
   6228      1     5765
   6229      0        0
   6230      0        0
   6231      0        0
   6232      0        0
   6233      1     5137
   6234      1     5010
   6235      1     4476
   6236      1     4814
   6237      0        0
   6238      0        0
   6239      0        0
   6240      0        0
   6241      0        0
   6242      0        0
   6243      0        0
   6244      0        0
   6245      1     5107
   6246      0        0
   6247      1     4536
   6248      1     5261
   6249      0        0
   6250      0        0
   6251      0        0
   6252      0        0
   6253      1     4678
   6254      0        0
   6255      0        0
   6256      1     5289
   6257      1     5760
   6258      0        0
   6259      0        0
   6260      0        0
   6261      1     4551
   6262      0        0
   6263      0        0
   6264      1     5788
   6265      2     5187   5865
   6266      0        0
   6267      0        0
   6268      0        0
   6269      0        0
   6270      0        0
   6271      0        0
   6272      1     5177
   6273      0        0
   6274      0        0
   6275      0        0
   6276      0        0
   6277      0        0
   6278      2     5085   5874
   6279      0        0
   6280      1     4893
   6281      1     5403
   6282      0        0
   6283      1     5626
   6284      2     4472   4717
   6285      1     5733
   6286      1     5127
   6287      0        0
   6288      1     5369
   6289      0        0
   6290      0        0
   6291      1     4807
   6292      1     4750
   6293      0        0
   6294      0        0
   6295      0        0
   6296      1     4550
   6297      1     4725
   6298      1     5236
   6299      2     4955   5451
   6300      0        0
   6301      1     5842
   6302      0        0
   6303      1     5536
   6304      0        0
   6305      0        0
   6306      1     4427
   6307      0        0
   6308      1     4532
   6309      0        0
   6310      0        0
   6311      0        0
   6312      1     5512
   6313      0        0
   6314      0        0
   6315      0        0
   6316      0        0
   6317      1     5063
   6318      1     5188
   6319      0        0
   6320      0        0
   6321      2     4915   5320
   6322      0        0
   6323      0        0
   6324      1     5222
   6325      0        0
   6326      1     5474
   6327      1     5013
   6328      1     4852
   6329      0        0
   6330      0        0
   6331      1     4739
   6332      0        0
   6333      1     5256
   6334      1     5739
   6335      0        0
   6336      0        0
   6337      0        0
   6338      0        0
   6339      0        0
   6340      0        0
   6341      2     5467   5773
   6342      0        0
   6343      0        0
   6344      0        0
   6345      0        0
   6346      1     4917
   6347      0        0
   6348      0        0
   6349      0        0
   6350      0        0
   6351      0        0
   6352      0        0
   6353      0        0
   6354      1     5859
   6355      0        0
   6356      0        0
   6357      0        0
   6358      0        0
   6359      0        0
   6360      0        0
   6361      0        0
   6362      0        0
   6363      1     4434
   6364      1     5033
   6365      0        0
   6366      1     4520
   6367      0        0
   6368      0        0
   6369      0        0
   6370      0        0
   6371      0        0
   6372      1     4594
   6373      0        0
   6374      0        0
   6375      2     4585   4762
   6376      0        0
   6377      1     4591
   6378      1     5090
   6379      0        0
   6380      0        0
   6381      1     4414
   6382      0        0
   6383      0        0
   6384      0        0
   6385      0        0
   6386      0        0
   6387      0        0
   6388      0        0
   6389      0        0
   6390      0        0
   6391      0        0
   6392      0        0
   6393      1     5176
