 Q (1/Ang),U-U  ,U-Cl ,Cl-Cl
   1.36000 ,    -0.778335450184920E-01 ,    -0.434603417567702E+00 ,    -0.107991847621320E+01 , 
   1.38000 ,     0.100735441037946E+01 ,    -0.586334250285103E+00 ,    -0.101695763352420E+01 , 
   1.40000 ,     0.220717219333144E+01 ,    -0.755758034379535E+00 ,    -0.956435903506566E+00 , 
   1.42000 ,     0.313680223559466E+01 ,    -0.910552452380649E+00 ,    -0.911577091496558E+00 , 
   1.44000 ,     0.345522415306237E+01 ,    -0.100335421867471E+01 ,    -0.891921924180505E+00 , 
   1.46000 ,     0.303266483385191E+01 ,    -0.993300773621587E+00 ,    -0.900942637111600E+00 , 
   1.48000 ,     0.203700188531127E+01 ,    -0.878216448701750E+00 ,    -0.932851086276758E+00 , 
   1.50000 ,     0.887806287963068E+00 ,    -0.714990988878488E+00 ,    -0.969607601591926E+00 , 
   1.52000 ,     0.882397125825652E-01 ,    -0.606902462464746E+00 ,    -0.982084613625149E+00 , 
   1.54000 ,     0.514541582427521E-02 ,    -0.655479545175759E+00 ,    -0.939229943702236E+00 , 
   1.56000 ,     0.697735779527415E+00 ,    -0.899973552635926E+00 ,    -0.824238973270497E+00 , 
   1.58000 ,     0.187913388133849E+01 ,    -0.128168485189247E+01 ,    -0.649744888365845E+00 , 
   1.60000 ,     0.303690984234365E+01 ,    -0.166096863188501E+01 ,    -0.460528491849489E+00 , 
   1.62000 ,     0.366334724939638E+01 ,    -0.188477367704337E+01 ,    -0.316773169034837E+00 , 
   1.64000 ,     0.348933276167568E+01 ,    -0.186991535106297E+01 ,    -0.262603792872681E+00 , 
   1.66000 ,     0.260804926007545E+01 ,    -0.165354078164488E+01 ,    -0.296592241647826E+00 , 
   1.68000 ,     0.142453224586014E+01 ,    -0.137817255681946E+01 ,    -0.364099482106262E+00 , 
   1.70000 ,     0.453212917139873E+00 ,    -0.121622648653649E+01 ,    -0.381268303220470E+00 , 
   1.72000 ,     0.644751999789624E-01 ,    -0.127538885359560E+01 ,    -0.281494714346971E+00 , 
   1.74000 ,     0.309716810887148E+00 ,    -0.153882880455584E+01 ,    -0.588307613400632E-01 , 
   1.76000 ,     0.914180702384278E+00 ,    -0.187457191071944E+01 ,     0.219356082921527E+00 , 
   1.78000 ,     0.143754382150509E+01 ,    -0.210822711901730E+01 ,     0.442494246147582E+00 , 
   1.80000 ,     0.151256246215606E+01 ,    -0.211706177060139E+01 ,     0.516364785044051E+00 , 
   1.82000 ,     0.103241550285204E+01 ,    -0.189274295844485E+01 ,     0.419172629091294E+00 , 
   1.84000 ,     0.190043629053065E+00 ,    -0.154027318391772E+01 ,     0.220478576417280E+00 , 
   1.86000 ,    -0.642039525770254E+00 ,    -0.121819643719190E+01 ,     0.493914417953330E-01 , 
   1.88000 ,    -0.111554420791532E+01 ,    -0.105690143865207E+01 ,     0.279032120585486E-01 , 
   1.90000 ,    -0.107836356719492E+01 ,    -0.109987700443266E+01 ,     0.206264110318186E+00 , 
   1.92000 ,    -0.627437167558334E+00 ,    -0.129488964199623E+01 ,     0.536672187107151E+00 , 
   1.94000 ,    -0.297298403375277E-01 ,    -0.153165962062757E+01 ,     0.899402982732515E+00 , 
   1.96000 ,     0.428139282846898E+00 ,    -0.169886823202591E+01 ,     0.116531152661444E+01 , 
   1.98000 ,     0.571519226987996E+00 ,    -0.172876944930141E+01 ,     0.125873760633133E+01 , 
   2.00000 ,     0.386585875305067E+00 ,    -0.161144921288147E+01 ,     0.118683421470725E+01 , 
   2.02000 ,    -0.192343875275340E-01 ,    -0.138118272613703E+01 ,     0.102297565350815E+01 , 
   2.04000 ,    -0.500569094735220E+00 ,    -0.109092214036796E+01 ,     0.859007657906462E+00 , 
   2.06000 ,    -0.943465521656724E+00 ,    -0.791290308040988E+00 ,     0.756995861529242E+00 , 
   2.08000 ,    -0.128856558328076E+01 ,    -0.520990012282932E+00 ,     0.727217556354007E+00 , 
   2.10000 ,    -0.151527646705194E+01 ,    -0.305314713601368E+00 ,     0.739775185813813E+00 , 
   2.12000 ,    -0.161791378227217E+01 ,    -0.155827946846588E+00 ,     0.755965138874779E+00 , 
   2.14000 ,    -0.159927920445671E+01 ,    -0.680613469333757E-01 ,     0.755844955909474E+00 , 
   2.16000 ,    -0.148225862842865E+01 ,    -0.201531833543735E-01 ,     0.745028465216666E+00 , 
   2.18000 ,    -0.131904615036024E+01 ,     0.223917573599439E-01 ,     0.740376503517486E+00 , 
   2.20000 ,    -0.117800604131710E+01 ,     0.942984431445280E-01 ,     0.748844797369018E+00 , 
   2.22000 ,    -0.110863685082579E+01 ,     0.215336068165248E+00 ,     0.756812418467940E+00 , 
   2.24000 ,    -0.110768227976824E+01 ,     0.380821016653640E+00 ,     0.737878256581026E+00 , 
   2.26000 ,    -0.111456628697503E+01 ,     0.563866919338067E+00 ,     0.672914147238057E+00 , 
   2.28000 ,    -0.104635343923260E+01 ,     0.728524704632571E+00 ,     0.567258808901477E+00 , 
   2.30000 ,    -0.853967509338481E+00 ,     0.846469626663795E+00 ,     0.452088424848938E+00 , 
   2.32000 ,    -0.563611870634371E+00 ,     0.908303683506518E+00 ,     0.368088139776323E+00 , 
   2.34000 ,    -0.273949794903412E+00 ,     0.924569623331430E+00 ,     0.341618813975328E+00 , 
   2.36000 ,    -0.106805424793776E+00 ,     0.917957361128111E+00 ,     0.368557489657643E+00 , 
   2.38000 ,    -0.138619764571687E+00 ,     0.912443616629373E+00 ,     0.415998264185913E+00 , 
   2.40000 ,    -0.352178744161081E+00 ,     0.924932653123398E+00 ,     0.440759157380214E+00 , 
   2.42000 ,    -0.636062885971964E+00 ,     0.961605964567448E+00 ,     0.413539282940112E+00 , 
   2.44000 ,    -0.831908300847396E+00 ,     0.101793329563892E+01 ,     0.334686774051088E+00 , 
   2.46000 ,    -0.804604878861796E+00 ,     0.108055319957196E+01 ,     0.233033440421075E+00 , 
   2.48000 ,    -0.501748012729880E+00 ,     0.113066083989431E+01 ,     0.149221625706269E+00 , 
   2.50000 ,     0.222519300805918E-01 ,     0.114973262538078E+01 ,     0.113337735923422E+00 , 
   2.52000 ,     0.623844654220882E+00 ,     0.112736974211496E+01 ,     0.129031742706594E+00 , 
   2.54000 ,     0.112012691188720E+01 ,     0.106822953131387E+01 ,     0.172046652712256E+00 , 
   2.56000 ,     0.135264266688957E+01 ,     0.993178603059047E+00 ,     0.203165871701626E+00 , 
   2.58000 ,     0.124520056385158E+01 ,     0.931563010983879E+00 ,     0.188388492359487E+00 , 
   2.60000 ,     0.837039808115979E+00 ,     0.906745683351712E+00 ,     0.116051229723557E+00 , 
   2.62000 ,     0.276917552865267E+00 ,     0.922471401515585E+00 ,     0.263824946499824E-02 , 
   2.64000 ,    -0.226258726035092E+00 ,     0.958859439922054E+00 ,    -0.115226173806088E+00 , 
   2.66000 ,    -0.483679424304156E+00 ,     0.982007031161307E+00 ,    -0.198448285141880E+00 , 
   2.68000 ,    -0.407067687756391E+00 ,     0.962778728807853E+00 ,    -0.224089129517692E+00 , 
   2.70000 ,    -0.509423215393066E-01 ,     0.893876925835018E+00 ,    -0.195825938802982E+00 , 
   2.72000 ,     0.409272776064826E+00 ,     0.794510879069988E+00 ,    -0.141144959089482E+00 , 
   2.74000 ,     0.758592005859628E+00 ,     0.699341850052156E+00 ,    -0.968210269507261E-01 , 
   2.76000 ,     0.845095115499486E+00 ,     0.638322405011757E+00 ,    -0.903142224025780E-01 , 
   2.78000 ,     0.650490469436404E+00 ,     0.619960993795750E+00 ,    -0.126940943146935E+00 , 
   2.80000 ,     0.290627181478932E+00 ,     0.628336138212573E+00 ,    -0.189568577235075E+00 , 
   2.82000 ,    -0.529224036114627E-01 ,     0.635218487618911E+00 ,    -0.250564774194962E+00 , 
   2.84000 ,    -0.229591176938179E+00 ,     0.618907407528202E+00 ,    -0.288686327174117E+00 , 
   2.86000 ,    -0.189483679701899E+00 ,     0.577356162371814E+00 ,    -0.300750043579380E+00 , 
   2.88000 ,     0.981279903440673E-02 ,     0.527419003101097E+00 ,    -0.301221754698528E+00 , 
   2.90000 ,     0.254371014513915E+00 ,     0.491538197918169E+00 ,    -0.310462225192505E+00 , 
   2.92000 ,     0.443663784307370E+00 ,     0.481402579263712E+00 ,    -0.339581271107988E+00 , 
   2.94000 ,     0.533827249739080E+00 ,     0.489636604052955E+00 ,    -0.382004618130905E+00 , 
   2.96000 ,     0.534249082501923E+00 ,     0.494712901308291E+00 ,    -0.417419644348177E+00 , 
   2.98000 ,     0.472984821758726E+00 ,     0.475291039764864E+00 ,    -0.425523888584212E+00 , 
   3.00000 ,     0.366401793325941E+00 ,     0.424189196833578E+00 ,    -0.400367897895047E+00 , 
   3.02000 ,     0.218788837217825E+00 ,     0.352953751150305E+00 ,    -0.355534969833985E+00 , 
   3.04000 ,     0.476465481403572E-01 ,     0.284555063388149E+00 ,    -0.316406276626818E+00 , 
   3.06000 ,    -0.951068091282385E-01 ,     0.239424843629954E+00 ,    -0.304373556776175E+00 , 
   3.08000 ,    -0.135352797340745E+00 ,     0.223840420579888E+00 ,    -0.323316139079971E+00 , 
   3.10000 ,    -0.244148943375469E-01 ,     0.227504407400517E+00 ,    -0.357261166704265E+00 , 
   3.12000 ,     0.209303720322874E+00 ,     0.231006079914319E+00 ,    -0.380800139290765E+00 , 
   3.14000 ,     0.448378537994788E+00 ,     0.217911711472694E+00 ,    -0.375447204699313E+00 , 
   3.16000 ,     0.536206110672592E+00 ,     0.184064688294542E+00 ,    -0.341281157979457E+00 , 
   3.18000 ,     0.367905281276310E+00 ,     0.139049092610778E+00 ,    -0.296415230856889E+00 , 
   3.20000 ,    -0.324138430548801E-01 ,     0.996617646060790E-01 ,    -0.264867754424013E+00 , 
   3.22000 ,    -0.501794502416906E+00 ,     0.795621987438790E-01 ,    -0.260896939134770E+00 , 
   3.24000 ,    -0.811393935766598E+00 ,     0.808695946469788E-01 ,    -0.279945618009890E+00 , 
   3.26000 ,    -0.785687432667927E+00 ,     0.920604539385739E-01 ,    -0.301841638767507E+00 , 
   3.28000 ,    -0.400163271768774E+00 ,     0.932612868930904E-01 ,    -0.303956593492812E+00 , 
   3.30000 ,     0.199453367151363E+00 ,     0.665389733287229E-01 ,    -0.275844371196168E+00 , 
   3.32000 ,     0.767326496753198E+00 ,     0.636409707686451E-02 ,    -0.226257412925215E+00 , 
   3.34000 ,     0.107624978806771E+01 ,    -0.751106321441164E-01 ,    -0.178429650077910E+00 , 
   3.36000 ,     0.101943726384008E+01 ,    -0.151539802354762E+00 ,    -0.156691407546993E+00 , 
   3.38000 ,     0.645106330524549E+00 ,    -0.194362583030879E+00 ,    -0.172373845331576E+00 , 
   3.40000 ,     0.115874813087279E+00 ,    -0.188320962693071E+00 ,    -0.216908621036962E+00 , 
   3.42000 ,    -0.374515289656876E+00 ,    -0.142441987621342E+00 ,    -0.265570750657600E+00 , 
   3.44000 ,    -0.679753147244002E+00 ,    -0.892040382929159E-01 ,    -0.289432954075808E+00 , 
   3.46000 ,    -0.741933081324806E+00 ,    -0.700460471924829E-01 ,    -0.269126273845280E+00 , 
   3.48000 ,    -0.590313005609691E+00 ,    -0.113272210768076E+00 ,    -0.203686096207088E+00 , 
   3.50000 ,    -0.313987291175990E+00 ,    -0.216233336760046E+00 ,    -0.110666470778456E+00 , 
   3.52000 ,    -0.272718385920616E-01 ,    -0.343134570029521E+00 ,    -0.179489624142841E-01 , 
   3.54000 ,     0.163230170169888E+00 ,    -0.441981043345548E+00 ,     0.487752868787485E-01 , 
   3.56000 ,     0.189168869462567E+00 ,    -0.472850049928371E+00 ,     0.772774930328529E-01 , 
   3.58000 ,     0.456983482420749E-01 ,    -0.431719794503053E+00 ,     0.739252839224327E-01 , 
   3.60000 ,    -0.199947660273134E+00 ,    -0.355134765986693E+00 ,     0.603560177277753E-01 , 
   3.62000 ,    -0.430081759492595E+00 ,    -0.301430773021181E+00 ,     0.629549326884932E-01 , 
   3.64000 ,    -0.529193737845586E+00 ,    -0.318277269620317E+00 ,     0.997340544241772E-01 , 
   3.66000 ,    -0.446129281123536E+00 ,    -0.415197308080521E+00 ,     0.170795567323072E+00 , 
   3.68000 ,    -0.229579363627496E+00 ,    -0.557460244843458E+00 ,     0.257319197054311E+00 , 
   3.70000 ,    -0.881225965959014E-02 ,    -0.685202249635168E+00 ,     0.330061418117704E+00 , 
   3.72000 ,     0.773865330453869E-01 ,    -0.746446830194890E+00 ,     0.363420103914272E+00 , 
   3.74000 ,    -0.346985919225231E-01 ,    -0.724463823171041E+00 ,     0.347894957929641E+00 , 
   3.76000 ,    -0.288148771798233E+00 ,    -0.643863680493077E+00 ,     0.294373838151043E+00 , 
   3.78000 ,    -0.531414024588408E+00 ,    -0.553314354025390E+00 ,     0.228096761935310E+00 , 
   3.80000 ,    -0.604366048175786E+00 ,    -0.496953268225574E+00 ,     0.175944317065176E+00 , 
   3.82000 ,    -0.433255335170737E+00 ,    -0.492352773802999E+00 ,     0.154324468653722E+00 , 
   3.84000 ,    -0.757221924165445E-01 ,    -0.527014535537322E+00 ,     0.164068721548813E+00 , 
   3.86000 ,     0.312108463506739E+00 ,    -0.572416054550859E+00 ,     0.193976365216847E+00 , 
   3.88000 ,     0.564816985990444E+00 ,    -0.603693843710661E+00 ,     0.229198601915213E+00 , 
   3.90000 ,     0.596429280051320E+00 ,    -0.611292754427301E+00 ,     0.258242772874797E+00 , 
   3.92000 ,     0.434865589436687E+00 ,    -0.598719355369900E+00 ,     0.274542519144168E+00 , 
   3.94000 ,     0.186391585727705E+00 ,    -0.571550238297906E+00 ,     0.273480693210768E+00 , 
   3.96000 ,    -0.392341706774543E-01 ,    -0.528804789645954E+00 ,     0.249584129574502E+00 , 
   3.98000 ,    -0.189544452161648E+00 ,    -0.464590731235226E+00 ,     0.198254994297084E+00 , 
   4.00000 ,    -0.278146137779326E+00 ,    -0.378484949163094E+00 ,     0.122005574309174E+00 , 
   4.02000 ,    -0.344193202514131E+00 ,    -0.285006438646467E+00 ,     0.361540053229556E-01 , 
   4.04000 ,    -0.400779610267742E+00 ,    -0.212252595008350E+00 ,    -0.324433126265649E-01 , 
   4.06000 ,    -0.415526493900237E+00 ,    -0.187775951584465E+00 ,    -0.560490834311597E-01 , 
   4.08000 ,    -0.338832980293425E+00 ,    -0.220134856829599E+00 ,    -0.215068993011694E-01 , 
   4.10000 ,    -0.156377356002148E+00 ,    -0.289304197630689E+00 ,     0.590336572123349E-01 , 
   4.12000 ,     0.780711800189840E-01 ,    -0.354269586935660E+00 ,     0.150410674719301E+00 , 
   4.14000 ,     0.260242354074665E+00 ,    -0.374689027610222E+00 ,     0.210576401371778E+00 , 
   4.16000 ,     0.296782035724830E+00 ,    -0.333512506342459E+00 ,     0.212281167681469E+00 , 
   4.18000 ,     0.169968175601097E+00 ,    -0.246140536525009E+00 ,     0.157559053642033E+00 , 
   4.20000 ,    -0.404457446973265E-01 ,    -0.150257077153875E+00 ,     0.758996935523991E-01 , 
   4.22000 ,    -0.197197714955511E+00 ,    -0.830823903537954E-01 ,     0.684949075415738E-02 , 
   4.24000 ,    -0.184971997225393E+00 ,    -0.607673528866086E-01 ,    -0.224350725269821E-01 , 
   4.26000 ,     0.197563889778245E-01 ,    -0.725924964735418E-01 ,    -0.109767699092482E-01 , 
   4.28000 ,     0.331871616865283E+00 ,    -0.922144503552998E-01 ,     0.189404476507075E-01 , 
   4.30000 ,     0.603529150005631E+00 ,    -0.968598865436196E-01 ,     0.386356878207228E-01 , 
   4.32000 ,     0.704118066732921E+00 ,    -0.809273462742198E-01 ,     0.322862051335099E-01 , 
   4.34000 ,     0.587102676418615E+00 ,    -0.555983756315647E-01 ,     0.603137865062311E-02 , 
   4.36000 ,     0.308111369734662E+00 ,    -0.366047676385909E-01 ,    -0.183286461347121E-01 , 
   4.38000 ,    -0.100430583920368E-01 ,    -0.304637878054718E-01 ,    -0.198465609089769E-01 , 
   4.40000 ,    -0.240202866451667E+00 ,    -0.296079754801937E-01 ,     0.653725913550525E-02 , 
   4.42000 ,    -0.306025055597545E+00 ,    -0.193343265948737E-01 ,     0.464765383525969E-01 , 
   4.44000 ,    -0.205281500871505E+00 ,     0.966671700524769E-02 ,     0.759441406216336E-01 , 
   4.46000 ,     0.134170238166231E-02 ,     0.533825439384146E-01 ,     0.769228614157814E-01 , 
   4.48000 ,     0.222079840615834E+00 ,     0.973364906548711E-01 ,     0.482467547592668E-01 , 
   4.50000 ,     0.369123698271860E+00 ,     0.127816558312990E+00 ,     0.480224101824540E-02 , 
   4.52000 ,     0.385754308347387E+00 ,     0.142532798863397E+00 ,    -0.333424869565401E-01 , 
   4.54000 ,     0.261971744810154E+00 ,     0.152255856420355E+00 ,    -0.536561776930513E-01 , 
   4.56000 ,     0.376874667985248E-01 ,     0.172021230684711E+00 ,    -0.570218839021641E-01 , 
   4.58000 ,    -0.208342408375053E+00 ,     0.208606214759446E+00 ,    -0.536780026840007E-01 , 
   4.60000 ,    -0.384502582799845E+00 ,     0.253972882763395E+00 ,    -0.533968387637855E-01 , 
   4.62000 ,    -0.421472390361456E+00 ,     0.289935283079351E+00 ,    -0.577365432244790E-01 , 
   4.64000 ,    -0.302602190597645E+00 ,     0.300811865881917E+00 ,    -0.599054544739039E-01 , 
   4.66000 ,    -0.732988028501937E-01 ,     0.284708306089936E+00 ,    -0.516181347222250E-01 , 
   4.68000 ,     0.178252430195615E+00 ,     0.254993703968765E+00 ,    -0.310712320894650E-01 , 
   4.70000 ,     0.360795112110420E+00 ,     0.230832659228085E+00 ,    -0.564741863188562E-02 , 
   4.72000 ,     0.419091193482095E+00 ,     0.223841397419248E+00 ,     0.127110430862825E-01 , 
   4.74000 ,     0.351398972394868E+00 ,     0.230857951201745E+00 ,     0.158160655418534E-01 , 
   4.76000 ,     0.198277041978702E+00 ,     0.238206436683100E+00 ,     0.486572493145581E-02 , 
   4.78000 ,     0.140187148993248E-01 ,     0.234104511523203E+00 ,    -0.107900374591974E-01 , 
   4.80000 ,    -0.158411798204930E+00 ,     0.219563900074682E+00 ,    -0.206601704645386E-01 , 
   4.82000 ,    -0.294183397797792E+00 ,     0.209073496185644E+00 ,    -0.205218099259429E-01 , 
   4.84000 ,    -0.377043065317900E+00 ,     0.219969768219202E+00 ,    -0.147458213429495E-01 , 
   4.86000 ,    -0.389015783898865E+00 ,     0.258102902253139E+00 ,    -0.120805349061430E-01 , 
   4.88000 ,    -0.314416196817063E+00 ,     0.310679005960776E+00 ,    -0.184200053167741E-01 , 
   4.90000 ,    -0.158522054187351E+00 ,     0.352379203572476E+00 ,    -0.322233769098968E-01 , 
   4.92000 ,     0.355348350975033E-01 ,     0.361317568315309E+00 ,    -0.460019042455073E-01 , 
   4.94000 ,     0.192167935023960E+00 ,     0.333985112474579E+00 ,    -0.524827594410494E-01 , 
   4.96000 ,     0.237346964514545E+00 ,     0.288525090310371E+00 ,    -0.504440324212823E-01 , 
   4.98000 ,     0.144312603278643E+00 ,     0.253560962989126E+00 ,    -0.455670044794526E-01 , 
   5.00000 ,    -0.402587585223237E-01 ,     0.249866595401874E+00 ,    -0.456549630114283E-01 , 
   5.02000 ,    -0.213211444914250E+00 ,     0.277281738926467E+00 ,    -0.540827313828149E-01 , 
   5.04000 ,    -0.271404638908804E+00 ,     0.315743130227816E+00 ,    -0.668251585917430E-01 , 
   5.06000 ,    -0.175427696963256E+00 ,     0.339549229537996E+00 ,    -0.756520677311190E-01 , 
   5.08000 ,     0.210273401939193E-01 ,     0.334845908750730E+00 ,    -0.751487335190325E-01 , 
   5.10000 ,     0.198726765670009E+00 ,     0.308218565562608E+00 ,    -0.679455272593712E-01 , 
   5.12000 ,     0.243758764698439E+00 ,     0.280646077861457E+00 ,    -0.635766887271675E-01 , 
   5.14000 ,     0.118608448547429E+00 ,     0.271395018526185E+00 ,    -0.711542495282968E-01 , 
   5.16000 ,    -0.111767641242466E+00 ,     0.283445650951682E+00 ,    -0.910489061551374E-01 , 
   5.18000 ,    -0.316384214967893E+00 ,     0.300860066628047E+00 ,    -0.112158940141699E+00 , 
   5.20000 ,    -0.375062691534424E+00 ,     0.300022720581464E+00 ,    -0.117795751199440E+00 , 
   5.22000 ,    -0.248140731638439E+00 ,     0.266891768086140E+00 ,    -0.970301715692467E-01 , 
   5.24000 ,     0.302334669236600E-02 ,     0.208137448514782E+00 ,    -0.539241556645441E-01 , 
   5.26000 ,     0.254790607063364E+00 ,     0.148234500046885E+00 ,    -0.777021184516693E-02 , 
   5.28000 ,     0.392388414675204E+00 ,     0.114249941676854E+00 ,     0.168880451603511E-01 , 
   5.30000 ,     0.368966585118926E+00 ,     0.118506609975419E+00 ,     0.477353077915781E-02 , 
   5.32000 ,     0.219694725157716E+00 ,     0.150731279324916E+00 ,    -0.401811143216913E-01 , 
   5.34000 ,     0.290597751500170E-01 ,     0.184831453856151E+00 ,    -0.960480595234112E-01 , 
   5.36000 ,    -0.121929192555690E+00 ,     0.195603219023839E+00 ,    -0.134895565460213E+00 , 
   5.38000 ,    -0.194053819486284E+00 ,     0.174171785989009E+00 ,    -0.138325718653557E+00 , 
   5.40000 ,    -0.194492538219713E+00 ,     0.132110222588906E+00 ,    -0.107102238461461E+00 , 
   5.42000 ,    -0.153725088222031E+00 ,     0.920090836445295E-01 ,    -0.592446554878471E-01 , 
   5.44000 ,    -0.974445947069580E-01 ,     0.713495390841556E-01 ,    -0.182877752398993E-01 , 
   5.46000 ,    -0.342269020680645E-01 ,     0.707515375614328E-01 ,     0.587043450030128E-03 , 
   5.48000 ,     0.366064738190058E-01 ,     0.743540250607007E-01 ,    -0.203294432846291E-02 , 
   5.50000 ,     0.109155854886935E+00 ,     0.616833223655619E-01 ,    -0.128066184854335E-01 , 
   5.52000 ,     0.163922492522783E+00 ,     0.226426784079623E-01 ,    -0.162004796945821E-01 , 
   5.54000 ,     0.176905984165011E+00 ,    -0.346578234465035E-01 ,    -0.514212764520871E-02 , 
   5.56000 ,     0.137522141698648E+00 ,    -0.885055355432240E-01 ,     0.151478597231513E-01 , 
   5.58000 ,     0.602523945861830E-01 ,    -0.117483200392116E+00 ,     0.320648636120116E-01 , 
   5.60000 ,    -0.203921959934906E-01 ,    -0.114358339193622E+00 ,     0.352757986532411E-01 , 
   5.62000 ,    -0.692517578849051E-01 ,    -0.907690344720868E-01 ,     0.242334950901175E-01 , 
   5.64000 ,    -0.712644666413372E-01 ,    -0.696753638494668E-01 ,     0.852136588867636E-02 , 
   5.66000 ,    -0.398676055359581E-01 ,    -0.705978538060518E-01 ,     0.111563266179425E-02 , 
   5.68000 ,    -0.823660954971837E-02 ,    -0.973109395874612E-01 ,     0.945258395926913E-02 , 
   5.70000 ,    -0.977226210041972E-02 ,    -0.135946935831505E+00 ,     0.304863878125907E-01 , 
   5.72000 ,    -0.597656455150267E-01 ,    -0.164620511377624E+00 ,     0.530030342695939E-01 , 
   5.74000 ,    -0.147318381825419E+00 ,    -0.168209256433767E+00 ,     0.654333547762575E-01 , 
   5.76000 ,    -0.239236118372083E+00 ,    -0.148637253943897E+00 ,     0.637130571226781E-01 , 
   5.78000 ,    -0.291957531697077E+00 ,    -0.123954359904611E+00 ,     0.538022163744688E-01 , 
   5.80000 ,    -0.266697555236249E+00 ,    -0.116729654261607E+00 ,     0.471683210492324E-01 , 
   5.82000 ,    -0.144808695083048E+00 ,    -0.139145989017336E+00 ,     0.523279445299470E-01 , 
   5.84000 ,     0.593067399901278E-01 ,    -0.184346286987694E+00 ,     0.682334773636222E-01 , 
   5.86000 ,     0.292977557329449E+00 ,    -0.229705551277955E+00 ,     0.841196971691914E-01 , 
