Structure file path : glass.cif
List of environment information
Species : Li
Envtype : both
Site index 0: {'frac_coords': array([0.0942, 0.0553, 0.0378]), 'type': 'tet', 'csm': 4.196874353953895, 'volume': 4.4180398843872455}
Site index 1: {'frac_coords': array([0.102 , 0.0905, 0.1621]), 'type': 'tribip', 'csm': 7.322039072258166, 'volume': 11.13514685185759}
Site index 2: {'frac_coords': array([0.1584, 0.016 , 0.0875]), 'type': 'tribip', 'csm': 6.221544295237489, 'volume': 11.222709413130097}
Site index 3: {'frac_coords': array([0.2108, 0.01  , 0.1651]), 'type': 'oct', 'csm': 1.4698338321109659, 'volume': 16.771208417935974}
Site index 4: {'frac_coords': array([0.2103, 0.0376, 0.288 ]), 'type': 'oct', 'csm': 2.4156106363419036, 'volume': 17.41944985517226}
Site index 5: {'frac_coords': array([0.0404, 0.068 , 0.4613]), 'type': 'tet', 'csm': 3.068153289631347, 'volume': 5.008524928149643}
Site index 6: {'frac_coords': array([0.0875, 0.0611, 0.3005]), 'type': 'tet', 'csm': 7.740919719542286, 'volume': 4.918178361190909}
Site index 7: {'frac_coords': array([0.1678, 0.014 , 0.3428]), 'type': 'tribip', 'csm': 3.371918520487843, 'volume': 10.698987132700278}
Site index 8: {'frac_coords': array([0.0403, 0.0909, 0.3406]), 'type': 'oct', 'csm': 6.607480642278743, 'volume': 20.01089211095689}
Site index 9: {'frac_coords': array([0.2121, 0.01  , 0.4089]), 'type': 'oct', 'csm': 2.708900060490521, 'volume': 18.56651144349738}
Site index 10: {'frac_coords': array([0.1568, 0.0405, 0.7175]), 'type': 'tet', 'csm': 7.484571031372794, 'volume': 4.384081064587733}
Site index 11: {'frac_coords': array([0.2109, 0.0117, 0.6673]), 'type': 'tribip', 'csm': 4.3932690333941835, 'volume': 9.338653059601903}
Site index 12: {'frac_coords': array([0.034 , 0.0639, 0.9612]), 'type': 'tet', 'csm': 4.017043964167246, 'volume': 4.579993589924957}
Site index 13: {'frac_coords': array([0.0841, 0.0876, 0.9115]), 'type': 'tribip', 'csm': 4.040209786875882, 'volume': 9.501593381900364}
Site index 14: {'frac_coords': array([0.0366, 0.0866, 0.8416]), 'type': 'oct', 'csm': 6.719980996043449, 'volume': 21.107523855642814}
Site index 15: {'frac_coords': array([0.2162, 0.0106, 0.9112]), 'type': 'oct', 'csm': 5.023862716404543, 'volume': 16.745923704034446}
Site index 16: {'frac_coords': array([0.1639, 0.1308, 0.2169]), 'type': 'tet', 'csm': 1.2534905646483245, 'volume': 4.619444385190527}
Site index 17: {'frac_coords': array([0.0938, 0.1608, 0.0329]), 'type': 'tet', 'csm': 6.031461603362606, 'volume': 4.855014168254415}
Site index 18: {'frac_coords': array([0.1589, 0.1152, 0.0821]), 'type': 'tribip', 'csm': 3.769286857946266, 'volume': 10.129866051102859}
Site index 19: {'frac_coords': array([0.2135, 0.1389, 0.283 ]), 'type': 'oct', 'csm': 2.365383788611901, 'volume': 18.35777123525021}
Site index 20: {'frac_coords': array([0.1749, 0.1385, 0.464 ]), 'type': 'oct', 'csm': 3.949911377333786, 'volume': 17.71706512283732}
