Time       moves_acc moves_gen     G(r)_1     S(Q)_1
h/m/s/.th    WEIGHT PARAMETERS   0.100E+01  0.100E+01
031023.118      131541      253217  0.777E-01  0.253E+00
032023.191      227618      511514  0.276E-01  0.151E+00
033023.449      305916      770265  0.121E-01  0.926E-01
034023.068      369165     1030282  0.699E-02  0.598E-01
035023.141      424745     1291588  0.471E-02  0.393E-01
040023.002      476230     1554837  0.339E-02  0.258E-01
041023.227      523191     1817773  0.255E-02  0.173E-01
042023.157      567230     2081443  0.193E-02  0.116E-01
043023.133      608911     2346286  0.148E-02  0.790E-02
044023.062      647534     2610724  0.114E-02  0.558E-02
045023.008      683515     2876340  0.926E-03  0.411E-02
050022.994      717603     3142202  0.803E-03  0.317E-02
051022.977      750125     3408652  0.751E-03  0.257E-02
052022.980      781505     3674386  0.726E-03  0.218E-02
053022.981      812026     3939681  0.731E-03  0.190E-02
054022.988      842073     4206827  0.752E-03  0.170E-02
055022.975      871859     4474966  0.766E-03  0.155E-02
060023.044      901406     4742294  0.783E-03  0.143E-02
061023.017      930947     5010246  0.788E-03  0.135E-02
062022.983      960431     5277283  0.813E-03  0.128E-02
063023.014      990111     5545391  0.826E-03  0.122E-02
064022.980     1019397     5813237  0.835E-03  0.117E-02
065023.054     1048868     6080737  0.852E-03  0.113E-02
070023.015     1078321     6348813  0.845E-03  0.109E-02
071023.042     1107255     6612563  0.854E-03  0.106E-02
072023.034     1136563     6880644  0.857E-03  0.103E-02
073023.006     1165905     7148582  0.870E-03  0.101E-02
074023.038     1195270     7416194  0.893E-03  0.980E-03
075023.043     1224819     7684598  0.898E-03  0.958E-03
080023.045     1254331     7952655  0.893E-03  0.939E-03
081023.002     1283749     8220839  0.909E-03  0.921E-03
082023.000     1313172     8488953  0.920E-03  0.904E-03
083023.007     1342847     8756856  0.924E-03  0.890E-03
084023.015     1372335     9025139  0.936E-03  0.876E-03
085023.013     1401675     9293177  0.928E-03  0.863E-03
090023.011     1431115     9561561  0.933E-03  0.850E-03
091023.019     1460321     9829104  0.953E-03  0.838E-03
092023.038     1489789    10097017  0.939E-03  0.827E-03
093022.970     1519243    10365471  0.963E-03  0.816E-03
094023.026     1548633    10633810  0.973E-03  0.805E-03
095023.038     1577998    10901660  0.949E-03  0.797E-03
100023.061     1607396    11169855  0.970E-03  0.787E-03
101023.021     1636720    11437721  0.966E-03  0.779E-03
102023.044     1666196    11705839  0.980E-03  0.771E-03
103023.010     1695693    11974011  0.988E-03  0.764E-03
104023.017     1725060    12242010  0.971E-03  0.755E-03
105023.058     1754542    12510532  0.985E-03  0.749E-03
110036.822     1784005    12777947  0.995E-03  0.742E-03
111023.091     1812647    13039400  0.988E-03  0.735E-03
112023.031     1842356    13307567  0.978E-03  0.730E-03
113023.030     1871676    13575886  0.997E-03  0.721E-03
114023.049     1900717    13843298  0.997E-03  0.715E-03
115023.024     1929916    14110630  0.100E-02  0.710E-03
120023.006     1959478    14378602  0.102E-02  0.703E-03
121023.056     1988878    14646586  0.104E-02  0.696E-03
122023.014     2018343    14914727  0.103E-02  0.690E-03
123023.462     2047817    15182937  0.102E-02  0.686E-03
124023.029     2077345    15451126  0.102E-02  0.681E-03
125023.034     2107018    15719312  0.101E-02  0.676E-03
130023.017     2136431    15987888  0.102E-02  0.672E-03
131023.026     2165913    16256038  0.100E-02  0.668E-03
132023.049     2195223    16523709  0.102E-02  0.663E-03
133023.087     2224816    16791793  0.106E-02  0.656E-03
134023.013     2254176    17060000  0.106E-02  0.652E-03
135023.066     2283520    17328332  0.103E-02  0.648E-03
140023.149     2313002    17595439  0.104E-02  0.645E-03
141023.075     2342418    17862946  0.104E-02  0.640E-03
142023.043     2371878    18131215  0.104E-02  0.637E-03
143023.178     2401298    18399061  0.105E-02  0.632E-03
144023.022     2430681    18667506  0.104E-02  0.628E-03
145023.088     2460234    18935421  0.106E-02  0.625E-03
